"DeptCode","Vote","VoteStatType","AuthorityCode_Text_English","AuthorityCode_Text_French","Item","FY2014","FY2015","FY2016","FY2017"
"HRSD","S",0,"Payments related to the direct financing arrangement under the Apprentice Loans Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis","ME",0,1458760,4272751,3219095
"HRSD","S",0,"Payments related to the direct financing arrangement under the Apprentice Loans Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis","SA",-2000000,-759547,-695306,0
"HRSD","S",0,"Payments related to the direct financing arrangement under the Apprentice Loans Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis","SEC",2000000,951114,107231,-229516
"HRSD","S",0,"Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants","ME",581204968,658646004,705088437,795376247
"HRSD","S",0,"Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants","SA",1248720,-12013503,-10975102,0
"HRSD","S",0,"Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants","SEC",48067976,-28268604,-31734024,-26347227
"HRSD","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",1077092,506805,188471,0
"HRSD","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",164600,168200,167000,168800
"HRSD","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,-1166,316,0
"HRSD","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",502669,452061,366334,0
"HRSD","S",0,"Spending pursuant to section 12(4) of the Canada Education Savings Act","Dépenses en vertu du paragraphe 12(4) de la Loi canadienne sur l'épargne-études","SA",1758246,1659583,2803592,0
"HRSD","S",0,"Supplementary retirement benefits — Annuities agents' pensions","Prestations de retraite supplémentaires - Pensions pour les agents des rentes sur l'État","ME",35000,35000,35000,35000
"HRSD","S",0,"Supplementary retirement benefits — Annuities agents' pensions","Prestations de retraite supplémentaires - Pensions pour les agents des rentes sur l'État","SA",-33522,-34750,-35000,0
"HRSD","S",0,"The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act","Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants","ME",6497147,7871399,6892073,7359110
"HRSD","S",0,"The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act","Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants","SA",3102800,-549463,-1422033,0
"HRSD","S",0,"The provision of funds for interest payments to lending institutions under the Canada Student Loans Act","Paiements d'intérêts aux institutions de crédit en vertu de la Loi fédérale sur les prêts aux étudiants","ME",3452,2541,759,182
"HRSD","S",0,"The provision of funds for interest payments to lending institutions under the Canada Student Loans Act","Paiements d'intérêts aux institutions de crédit en vertu de la Loi fédérale sur les prêts aux étudiants","SA",-4203,-2233,-941,0
"HRSD","S",0,"The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act","Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants","ME",-8564345,-5333048,-4080004,-3572339
"HRSD","S",0,"The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act","Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants","SA",3280138,394962,-149430,0
"HRSD","S",0,"Universal Child Care Benefit (Universal Child Care Benefit Act)","Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)","ME",2819000000,2851433214,7697267462,24000000
"HRSD","S",0,"Universal Child Care Benefit (Universal Child Care Benefit Act)","Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)","SA",-80506780,1120323299,-48882953,0
"HRSD","S",0,"Universal Child Care Benefit (Universal Child Care Benefit Act)","Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)","SEA",0,0,-5772312517,0
"HRSD","S",0,"Universal Child Care Benefit (Universal Child Care Benefit Act)","Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)","SEC",0,4787068521,100000000,0
"HRSD","S",0,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité","ME",49250000,49250000,49250000,49250000
"HRSD","S",0,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité","SA",-26419285,-25848681,-30278874,0
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",188019646,183478242,149205625,138705625
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",2000001,0,0,0
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",4136,0,0,1246261
"IJC",1,1,"Operating and Program","Fonctionnement et Programme","ME",6169457,6172075,6169075,9434410
"IJC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,250000,0
"IJC",1,1,"Operating and Program","Fonctionnement et Programme","VA",544948,343765,308604,417847
"IJC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",577500,588969,602992,615283
"IJC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-88007,-102977,-163877,0
"IJC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,25000,0
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","ME",1215376476,1069154628,658200538,892342724
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",93848714,278127454,204799222,19831837
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",46821056,0,117375502,91888537
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",1116055,110333479,-13184525,-43038426
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","VA",43940403,28574728,29358572,53851665
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","ME",6654152734,6936151589,6652765968,8966692676
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",209312269,109462639,981831046,699089958
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","SEB",79042978,0,520600017,350088546
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","SEC",114640722,120354069,105077732,-2849211
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,-566972,0,0
"INAC",5,2,"Capital","Capital","ME",5695536,35946145,41432179,44496010
"INAC",5,2,"Capital","Capital","SEA",10600001,4501519,13266026,0
"INAC",5,2,"Capital","Capital","SEB",27516283,0,400273,0
"INAC",5,2,"Capital","Capital","SEC",0,100000,0,0
"INAC",5,2,"Capital","Capital","VA",2629944,17155182,327480,7793740
"INAC",7,4,"Debt Forgiveness","Radiation de dettes","SEB",0,0,0,526408
"INAC",9,4,"Debt Forgiveness","Radiation de dettes","SEB",0,0,0,100115
"INAC","S",0,"Contributions in connection with First Nations infrastructure","Contributions relatives à l'infrastructure des Premières Nations","ME",26730568,26730568,28067096,28067096
"INAC","S",0,"Contributions in connection with First Nations infrastructure","Contributions relatives à l'infrastructure des Premières Nations","SA",-228317,0,0,0
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",61297786,58711047,52727044,56672427
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-3722405,-5101177,-9779025,0
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",2540676,115037,6424073,728775
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",534535,0,5884117,2527997
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",78176,2497071,118982,0
"INAC","S",0,"Court Awards","Montants adjugés par une cour","SA",5599688,727665,10031934,0
"INAC","S",0,"Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act","Subvention au gouvernement du Nunatsiavut pour la mise en oeuvre de l'Accord sur les revendications territoriales des Inuits du Labrador en vertu de la Loi sur l'Accord sur les revendications territoriales des Inuits du Labrador","ME",8994000,0,0,0
"INAC","S",0,"Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act","Subvention au gouvernement du Nunatsiavut pour la mise en oeuvre de l'Accord sur les revendications territoriales des Inuits du Labrador en vertu de la Loi sur l'Accord sur les revendications territoriales des Inuits du Labrador","SA",9363713,0,0,0
"INAC","S",0,"Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts","Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des Lois sur le règlement des revendications territoriales globales","ME",75610927,54588925,66317287,62089036
"INAC","S",0,"Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts","Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des Lois sur le règlement des revendications territoriales globales","SA",-6559413,2823445,2919481,0
"INAC","S",0,"Grassy Narrows and Islington Bands Mercury Disability Board","Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington","ME",15000,15000,15000,15000
"INAC","S",0,"Grassy Narrows and Islington Bands Mercury Disability Board","Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington","SA",-15000,-15000,-15000,0
"INAC","S",0,"Indian Annuities Treaty payments","Rentes versées aux Indiens - Paiements en vertu de traités","ME",1400000,1400000,1400000,1400000
"INAC","S",0,"Indian Annuities Treaty payments","Rentes versées aux Indiens - Paiements en vertu de traités","SA",724013,453406,842647,0
"INAC","S",0,"Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique","ME",2000000,2000000,2000000,2000000
"INAC","S",0,"Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique","SA",-1906894,155491,-2000000,0
"INAC","S",0,"Payment from the Consolidated Revenue Fund of guaranteed loans issued out of the Indian economic development account (authorized limit $60,000,000)","Paiement sur le Trésor en vertu de prêts garantis émis du Compte d'expansion économique des Indiens (limite autorisée 60 000 000 $)","SA",32490796,32490796,32490796,0
"INAC","S",0,"Payments to comprehensive claim beneficiaries in compensation for resource royalties","Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources","ME",2622078,2637866,2543528,2931144
"INAC","S",0,"Payments to comprehensive claim beneficiaries in compensation for resource royalties","Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources","SA",864268,-2129873,-1545858,0
"INAC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",3944447,372556,1196122,0
"INAC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400
"INAC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,228,0,0
"INAC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3445197,3051372,2774078,0
"INDSC",13,3,"Grants & Contributions","Subventions et Contributions","SEC",0,0,0,253685391
"INDSC",3,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,105920875
"INDSC",7,2,"Capital","Capital","SEC",0,0,0,1
"IPC",1,1,"Operating and Program","Fonctionnement et Programme","ME",9897674,9927361,9927361,9946659
"IPC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,3131113,1804207
"IPC",1,1,"Operating and Program","Fonctionnement et Programme","VA",728769,149040,515666,734928
"IPC",5,1,"Operating and Program","Fonctionnement et Programme","ME",21949100,21908457,22036920,22075133
"IPC",5,1,"Operating and Program","Fonctionnement et Programme","SEB",-66100,0,0,0
"IPC",5,1,"Operating and Program","Fonctionnement et Programme","VA",1845093,662619,873703,1804545
"IPC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",3674639,3750848,3845049,3517184
"IPC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",112910,-297244,-496799,0
"IPC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,221308,0
"IPC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3063,461,9654,0
"IRB",1,1,"Operating and Program","Fonctionnement et Programme","ME",107869316,99542732,100834047,113251545
"IRB",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,3226219
"IRB",1,1,"Operating and Program","Fonctionnement et Programme","SEC",-1045042,1485620,4942848,0
"IRB",1,1,"Operating and Program","Fonctionnement et Programme","VA",9174642,6308049,4645022,8254360
"IRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",13191333,13166759,13668619,13832325
"IRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-506185,-1417856,-2314566,0
"IRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,0,420180
"IRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,217200,827587,0
"IRB","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3955,362,459,0
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","ME",297683017,303247705,342868928,356511722
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,8549955,7933481,1288806
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",34986954,0,2883103,21854710
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,-240490,1752258,148546
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","VA",28520344,41498500,19152085,35836519
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","ME",557723370,645876909,723984677,2038304873
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,85011275,587190573,19000000
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","SEB",34588242,0,271750173,163495969
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","SEC",0,2063041,0,4520900
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,917000,0,0
"ISC",5,2,"Capital","Capital","ME",16840692,16528241,7833000,11234609
"ISC",5,2,"Capital","Capital","SEA",0,4422876,8518900,4795516
"ISC",5,2,"Capital","Capital","SEB",3315690,0,3347508,0
"ISC",5,2,"Capital","Capital","SEC",0,1933042,0,630000
"ISC",5,2,"Capital","Capital","VA",4099000,528578,911594,915536
"ISC","S",0,"Canada Foundation for Sustainable Development Technology Grant","Subvention pour la Fondation du Canada pour l'appui technologique au développement durable","SA",0,0,27476242,0
"ISC","S",0,"Canadian Intellectual Property Office Revolving Fund","Fonds renouvelable de l'Office de la propriété intellectuelle du Canada","ME",8817682,8631168,18959066,28029265
"ISC","S",0,"Canadian Intellectual Property Office Revolving Fund","Fonds renouvelable de l'Office de la propriété intellectuelle du Canada","SA",163323342,163775002,157031083,0
"ISC","S",0,"Canadian Youth Business Foundation","Fondation canadienne des jeunes entrepreneurs","ME",9000000,0,0,0
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",50342452,51878033,57433499,53807656
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",2264752,-245665,-8336681,0
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,51006,451349,0
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",443587,0,288999,1505781
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,218839,48153
"ISC","S",0,"Grant and Contribution to Genome Canada","Subventions et Contributions à Génome Canada","ME",63700000,70800000,68000000,33100000
"ISC","S",0,"Grant and Contribution to Genome Canada","Subventions et Contributions à Génome Canada","SA",-16400000,-10900000,-6100000,0
"ISC","S",0,"Grant to Sustainable Development Technology Canada (SDTC) for the NextGen Biofuels Fund","Subvention à Technologies du développement durable Canada (TDDC) pour le Fonds de biocarburants ProGen","ME",0,0,0,800000
"ISC","S",0,"Liabilities under the Canada Small Business Financing Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada","ME",73552000,73454000,77908000,69029621
"ISC","S",0,"Liabilities under the Canada Small Business Financing Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada","SA",-7177409,-10754194,-14828422,0
"ISC","S",0,"Liabilities under the Small Business Loan Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada","SA",0,0,10644,0
"ISC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",358031,1021245,690349,0
"ISC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",84300,86100,87500,88400
"ISC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,239,0,0
"ISC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",419008,375510,341500,0
"JCCB",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",146168159,368737000,351919000,331777000
"JCCB",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",253652000,58064000,0,0
"JCCB",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",33012000,0,15606000,0
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","ME",236861079,241797227,234999799,234300919
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,627474,0,5122201
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","SEB",11356519,0,4366915,-433790
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,5089448,0,50001
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","VA",48245249,32253142,31141065,33224709
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","ME",317485223,354900159,365233777,350315319
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","SEA",0,1325371,0,40000000
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","SEB",38950000,0,16082500,0
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","SEC",0,2220000,2500001,4000000
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",76161272,77087388,78543454,71459018
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",144586,-4848060,-9199498,0
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,28579,0,771524
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",1260292,0,629583,-53558
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,759697,0,0
"JUS","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",5852,9408,0,0
"JUS","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400
"JUS","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,228,0,0
"JUS","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3937,3545,2832,0
"LAC",1,1,"Operating and Program","Fonctionnement et Programme","ME",86431409,83183100,94905525,92746852
"LAC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,560000,1989884
"LAC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",1000001,7086016,1756001,2738908
"LAC",1,1,"Operating and Program","Fonctionnement et Programme","VA",6774191,3688379,4246305,11215003
"LAC",5,2,"Capital","Capital","ME",0,0,11937824,12153065
"LAC",5,2,"Capital","Capital","SEB",0,0,138588,0
"LAC",5,2,"Capital","Capital","SEC",0,0,-1300000,0
"LAC",5,2,"Capital","Capital","VA",0,0,465195,2244799
"LAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",9433379,9828389,10015218,10319298
"LAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",1553995,378886,89137,0
"LAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,87164
"LAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,241666
"LAC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",164970,57486,36662,0
"LP",1,1,"Operating and Program","Fonctionnement et Programme","ME",37117035,37754035,37899035,42510256
"LP",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,0,375000
"LP",1,1,"Operating and Program","Fonctionnement et Programme","SEC",200000,0,0,2380000
"LP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",4852972,4985560,5172204,5247241
"LP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-126442,-477368,-602390,0
"LP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,21980
"LP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,373660
"MPCC",1,1,"Operating and Program","Fonctionnement et Programme","ME",5171097,5158208,4217527,4207948
"MPCC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",2381486,0,0,0
"MPCC",1,1,"Operating and Program","Fonctionnement et Programme","VA",187950,260138,279331,246165
"MPCC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",447423,456606,467784,430352
"MPCC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-101151,-81242,-96954,0
"MPCC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",0,287,376,0
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",34219186,34222719,79397056,140034681
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",0,20500000,38000000,0
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",150001,0,17912375,0
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",600001,0,0,0
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",352207,174337,0,1289675
"NBC",1,1,"Operating and Program","Fonctionnement et Programme","ME",11940643,10759494,6461761,7520761
"NBC",1,1,"Operating and Program","Fonctionnement et Programme","VA",322001,597032,537975,415054
"NBC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",360466,367342,375953,343166
"NBC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",146123,118378,110469,0
"NBC","S",0,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques","ME",1850000,1850000,1850000,1850000
"NBC","S",0,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques","SA",312923,346075,351505,0
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",64736659,69056330,66412180,67590380
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",3041000,0,926000,0
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",0,1318001,0,0
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",1003550,983140,496145,0
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",23630000,23665000,22380000,24304870
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",35000,0,19114,590000
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",0,-1000000,390000,0
"ND",1,1,"Operating and Program","Fonctionnement et Programme","ME",12513999319,13483693376,13765146779,14201614868
"ND",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,111652445,0,0
"ND",1,1,"Operating and Program","Fonctionnement et Programme","SEB",881614659,0,178290762,320571973
"ND",1,1,"Operating and Program","Fonctionnement et Programme","SEC",142026509,211861594,77968835,724840344
"ND",1,1,"Operating and Program","Fonctionnement et Programme","VA",279739360,357344311,282769502,395832768
"ND",10,3,"Grants & Contributions","Subventions et Contributions","ME",178183820,168742820,164592820,164695408
"ND",10,3,"Grants & Contributions","Subventions et Contributions","SEB",581066,0,9500000,0
"ND",10,3,"Grants & Contributions","Subventions et Contributions","SEC",0,0,-11100000,12308014
"ND",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,-3190521,0,0
"ND",5,2,"Capital","Capital","ME",4730059209,4020883722,3395930409,3102710864
"ND",5,2,"Capital","Capital","SEA",0,108194584,0,0
"ND",5,2,"Capital","Capital","SEB",-6227688,0,46207136,666207731
"ND",5,2,"Capital","Capital","SEC",-1200500,-23610074,-37899772,33328079
"ND",5,2,"Capital","Capital","VA",112926761,0,100000000,80035373
"ND","S",0,"Collection Agency Fees","Honoraires - Agence de recouvrement","SA",28,0,0,0
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",272159658,283120971,301573636,273777210
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-5671490,-24128528,-45960684,0
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,65060,2854335
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,9476332
"ND","S",0,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires","ME",961624109,980000568,1009616089,916558484
"ND","S",0,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires","SA",363508304,286037030,201429825,0
"ND","S",0,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires","SEB",9221,0,5043600,66619353
"ND","S",0,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires","SEC",1471074,3356758,0,0
