"id","subject_class","subject_id","fyear1","fyear2","topic_keys","footnote_fr"
372,"dept","FEDSO","2018-19","2018-19","PLANNED_EXP,DP_EXP","Aucune dépense prévue ou ETP n'a été identifié pour 2019-20 et 2020-21, alors que ces périodes vont au-delà du mandat actuel de l'Agence."
373,"dept","FEDSO","2018-19","2018-19","PLANNED_FTE,DP_FTE","Aucune dépense prévue ou ETP n'a été identifié pour 2019-20 et 2020-21, alors que ces périodes vont au-delà du mandat actuel de l'Agence."
374,"dept","FORDQ","2018-19","2018-19","PLANNED_EXP,DP_EXP","Une baisse des dépenses est prévue en raison de certaines initiatives ponctuelles qui prendront fin le 31 mars 2020 ainsi qu’en raison de la part récupérée des contributions remboursables octroyées aux clients qui n’est pas incluse aux dépenses prévues pour 2019-2020 et 2020-2021. En effet, les revenus des contributions remboursables ne peuvent être inclus, car les approbations officielles n’étaient pas encore obtenues au moment de réaliser la planification budgétaire."
375,"dept","GSC","2016-17","2016-17","FTE,DRR_FTE","La différence est de moins de 10%"
376,"dept","GSC","2016-17","2016-17","EXP,DRR_EXP","La différence entre les dépenses réelles et les dépenses prévues en 2016-2017 est attribuable aux facteurs suivants :
• réalisation de travaux de réparation et d’entretien supplémentaires dans les immeubles fédéraux pour éliminer les risques pour la santé et la sécurité
• augmentation de la charge de travail pour stabiliser le système et les opérations de la paye
• autres facteurs :
o calendrier de perception des recettes dans le cadre du programme de vaccination,
o coûts de fonctionnement moins élevés que prévu en ce qui concerne la prestation de services de traduction.
"
377,"dept","H","2018-19","2018-19","PLANNED_EXP,DP_EXP","La hausse des dépenses prévues en 2019-2020 et en 2020-2021 est principalement attribuable à une augmentation du financement destiné au renforcement des services de soins à domicile et des services en santé mentale du Canada, de même qu’aux fonds réservés au cadre fédéral de légalisation et de stricte réglementation du cannabis."
378,"dept","INAC","2018-19","2018-19","PLANNED_EXP,DP_EXP","Cette diminution de 1.1 milliards de dollars est largement attribuable à ce qui suit:
La fin du financement pour les règlements des revendications particulières et spéciales 
La fin du financement liées à l’évaluation, à la gestion et à l’assainissement des sites fédéraux contaminés 
Une diminution des dépenses liées à la mise en œuvre de la Convention de règlement relative aux pensionnats indiens alors que le programme tire à sa fin."
379,"dept","INVIC","2018-19","2018-19","PLANNED_EXP,DP_EXP","Investir au Canada a été officiellement établi le 12 mars 2018.  Les niveaux de financement approuvés par le Conseil du Trésor pour 2018-2019 et 2019-2020 reflètent une mise en œuvre progressive.  Investir au Canada présentera une demande de financement pour les années ultérieures pendant l'exercice 2018-2019."
380,"dept","INVIC","2018-19","2018-19","PLANNED_FTE,DP_FTE","Investir au Canada a été officiellement établi le 12 mars 2018.  Les niveaux de financement approuvés par le Conseil du Trésor pour 2018-2019 et 2019-2020 reflètent une mise en œuvre progressive.  Investir au Canada présentera une demande de financement pour les années ultérieures pendant l'exercice 2018-2019."
381,"dept","ISC","2018-19","2018-19","PLANNED_EXP,DP_EXP","La diminution reflète principalement le profil de financement approuvé pour le programme Brancher pour innover et l'élimination progressive de nombreux programmes de subventions et de contributions pendant la période triennale."
382,"dept","ISC","2016-17","2016-17","EXP,DRR_EXP","Voir les explications des écarts aux niveaux du programme et du sous-programme."
383,"dept","NEB","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles ont été de 9,0 M$ inférieures aux dépenses prévues, causé par l’inutilisation d’une somme de 3,5 M$ au titre du Programme d’aide financière aux participants en raison de retards liés à l’audience sur le projet Énergie Est, d’une affectation bloquée de 0,5 M$ pour les services administratifs et aux services professionnels, à la publicité et aux déplacements, d’une modification du profil des dépenses prévues pour l’examen des projets d’envergure (5,0 M$), et d’une redistribution de ressources après l’adoption du nouveau cadre ministériel des résultats."
384,"dept","NEB","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les dépenses prévues de 58,6 millions de dollars pour 2020-2021 représentent une diminution de 19,0 millions de dollars par rapport aux prévisions de 77,6 millions de dollars pour 2019-2020. Cela est attribuable principalement à l’expiration du financement temporaire des fonds : 13,3 millions de dollars reliés à l’infrastructure de transport de l’énergie du budget de 2015; 5,3 millions de dollars reliés à la surveillance de la sûreté des pipelines tout au long du cycle de vie et 0,6 million de dollars pour à la capacité en matière de communications et d’accès à l’information du budget de 2017."
385,"dept","NEB","2018-19","2018-19","PLANNED_FTE,DP_FTE","Les dépenses prévues de 58,6 millions de dollars pour 2020-2021 représentent une diminution de 19,0 millions de dollars par rapport aux prévisions de 77,6 millions de dollars pour 2019-2020. Cela est attribuable principalement à l’expiration du financement temporaire des fonds : 13,3 millions de dollars reliés à l’infrastructure de transport de l’énergie du budget de 2015; 5,3 millions de dollars reliés à la surveillance de la sûreté des pipelines tout au long du cycle de vie et 0,6 million de dollars pour à la capacité en matière de communications et d’accès à l’information du budget de 2017."
386,"dept","NFB","2018-19","2018-19","PLANNED_EXP,DP_EXP","Relocalisation du siège social incluse au budget de 2018-19"
387,"dept","NPA","2016-17","2016-17","EXP,DRR_EXP","Afin de s’adapter à la réduction des activités liées au projet de GRA dans un avenir prévisible, l’Administration a réduit ses opérations tout en continuant à respecter les obligations courantes du Canada énoncées dans la Loi."
388,"dept","NPA","2016-17","2016-17","FTE,DRR_FTE","Afin de s’adapter à la réduction des activités liées au projet de GRA dans un avenir prévisible, l’Administration a réduit ses opérations tout en continuant à respecter les obligations courantes du Canada énoncées dans la Loi."
389,"dept","NR","2018-19","2018-19","PLANNED_EXP,DP_EXP","Voir les explications sous les Programmes."
390,"dept","NRC","2018-19","2018-19","PLANNED_EXP,DP_EXP","Variation causée principalement par les variances dans Science et Innovation"
391,"dept","OAG","2016-17","2016-17","EXP,DRR_EXP","Selon le RPP de 2016-17, les dépenses budgétaires totales (budget principal des dépenses) était $78,534,000.  Dans l’ensemble, la variance est donc $ 495 225 (différence de moins de 10 %).  ""Dépenses prévues"" du BVG, comme indiqué dans la colonne F, comprend le coût des services fournis gratuitement par d’autres entités gouvernementales, ainsi que d'autres ajustements ordinaires, comme les fonds reportés à un exercice ultérieur, les congés parentaux et les indemnités de  départ, et d'autres écarts causés par la mise en oeuvre de la comptabilité d'exercice."
392,"dept","OPSIC","2016-17","2016-17","EXP,DRR_EXP","La baisse des dépenses est principalement attribuable à la diminution des dépenes de projets d'exploitation ainsi qu'à des périodes ou des postes sont demeurés vacants et au temps nécessaire pour pourvoir de nouveaux postes. De nouveaux projets sont planifiés pour 2017-2018."
393,"dept","OPSIC","2016-17","2016-17","FTE,DRR_FTE","La différence entre la ETP prévus et réels est attribuable aux périodes ou des postes sont demeurés vacants et au temps nécessaire pour pourvoir de nouveaux postes."
394,"dept","PCA","2018-19","2018-19","PLANNED_FTE,DP_FTE","La diminution des équivalents temps plein de 2020-2021 est principalement attribuable à la temporisation du financement pour éliminer l'arriéré des travaux reportés pour la réfection des biens patrimoniaux, des installations destinées aux visiteurs, des routes et des voies navigables et à la temporisation du financement supplémentaire pour le programme Jeunesse Canada au travail."
395,"dept","PCA","2018-19","2018-19","PLANNED_EXP,DP_EXP","L'augmentation des dépenses prévues de 2019-2020 est principalement attribuable à l'augmentation du financement pour éliminer l'arriéré des travaux reportés pour la réfection des biens patrimoniaux, des installations destinées aux visiteurs, des routes et des voies navigables et à du financement visant à répondre aux pressions immédiates exercées sur les projets d'immobilisations hautement prioritaires de l'Agence.  La diminution des dépenses prévues en 2020-2021 s'explique essentiellement par la temporisation de ce financement."
396,"dept","PCA","2016-17","2016-17","FTE,DRR_FTE","Cet écart s'explique principalement à un financement additionnel annuel reçu en 2016-2017 pour élargir la Stratégie emploi jeunesse de l’Agence afin de soutenir la création de nouveaux postes d’étudiants et des ETP plus élevés que prévus dans le cadre de l’aménagement des infrastructures pour combler le retard des travaux reportés pour la réfection des biens patrimoniaux, des installations touristiques, des routes et des voies navigables."
397,"dept","PCO","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les explications sont fournies au niveau des programmes."
398,"dept","PCO","2016-17","2016-17","EXP,DRR_EXP","L'écart est principalement relié à la hausse de dépenses des initiatives du budget 2016 pour améliorer la capacité interne du BCP, renforcer la sécurité, investir dans l'infrastructure et l'Enquête nationale sur les femmes et les filles autochtones disparues et assassinées. Cette hausse est contrebalancée par une diminution des dépenses reliées aux initiatives temporaires, les contributions aux régimes d'avantages sociaux et aux coûts salariaux, indeminités de départ et cessation d'emploi."
399,"dept","PHAC","2016-17","2016-17","FTE,DRR_FTE","L'écart dans l'utilisation des ETP est principalement attribuable au transfert d'ETP de l'ASPC à Santé Canada, conformément au modèle du Partenariat de services partagés du portefeuille de la Santé. La variance correspondante est signalée dans la RRM de Santé Canada."
400,"dept","PMPRB","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le financement supplémentaire annoncé dans le budget de 2017 sera utilisé pour embaucher un total de 23 nouveaux ETP (21 pour une durée indéterminée et 2 pour une durée déterminée); 19 ETP (y compris 2 pour une durée déterminée) en 2018-2019, 3 autres ETP en 2019-2020, et un ETP supplémentaire. Les fonds pour les embauches seront versés au cours de chaque exercice."
401,"dept","PMPRB","2018-19","2018-19","PLANNED_EXP,DP_EXP","Tel qu’annoncé dans le budget de 2017, le CEPMB a reçu un financement supplémentaire pour les années à venir : 3 849 215 $ en 2018-2019, 5 694 677 $ en 2019-2020, 6 671 853 $ en 2020-2021, 7 668 725 $ en 2021-2022 et 5 680 633 $ en 2022-2023 et par la suite, incluant le RASE et une augmentation de fonds pour l’ABS."
402,"dept","PMPRB","2016-17","2016-17","FTE,DRR_FTE","L'écart est en grande partie attribuable à un roulement de personnel plus élevé que prévu et à une estimation originale exagérée des ETP nécessaires. Le nombre prévu d'ETP requis a été ajusté pour 2017-2018."
403,"dept","PSC","2016-17","2016-17","FTE,DRR_FTE","La CFP effectue une restructuration de certaines de ses activités pour supporter la Nouvelle orientation en dotation. Dans ce contexte, plusieurs postes sont demeurés vacants afin de préserver un maximum de flexibilité. La situation est présentement en train de se résorber."
404,"dept","PSEP","2016-17","2016-17","FTE,DRR_FTE","Les dépenses réelles sont de 1 195 548 877$ et les ETP prévu et réel sont de 1 081 et 1 123, respectivement."
405,"dept","SWC","2016-17","2016-17","FTE,DRR_FTE","L'augmentation globale des ETP est attribuable au renforcement des capacités de Condidition féminine afin de réaliser de nouveaux projets et de poursuivre ceux en cours, et à la création d'une unité de recherche et d'évaluation"
406,"dept","SWC","2016-17","2016-17","EXP,DRR_EXP","L'augmentation globale est attribuable au renforcement des capacités de Condition féminine, à sa présence accrue dans les régions, aux mesures prises pour assurer une mise en oeuvre plus cohérente de l'analyse comparative entre les sexes dans les ministères et organismes fédéreaux et à la création d'une unité de recherche et d'évaluation."
407,"dept","TBC","2016-17","2016-17","FTE,DRR_FTE","Les ETP réels étaient plus élevés que prévu, principalement en raison du nouveau financement reçu pour appuyer la Transformation des fonctions habilitantes ainsi que des transferts de d’autres ministères et organismes."
408,"dept","TBC","2018-19","2018-19","PLANNED_EXP,DP_EXP","Un crédit d’exécution du budget, géré par le Conseil du Trésor, figurera au budget principal des dépenses de 2018-2019 pour les nouvelles mesures budgétaires de 2018. Ce nouveau crédit central facilitera l’octroi des crédits au moment opportun pour la réalisation d’activités budgétaires de 2018 pendant l’exercice en cours."
409,"dept","TBC","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et les dépenses réelles est principalement attribuable à la façon dont les fonds pangouvernementaux sont transférés entre le Secrétariat et d’autres organismes gouvernementaux. Chaque année, le Secrétariat inclut un financement dans son niveau de référence qui doit être transféré à d’autres organismes gouvernementaux une fois que des critères particuliers ont été satisfaits. Si ces fonds sont requis, ils sont transférés au ministère approprié. S’ils ne sont pas requis, le solde inutilisé est retourné au cadre financier à la fin de l’exercice, puis déclaré comme fonds inutilisés du Secrétariat."
410,"dept","TC","2018-19","2018-19","PLANNED_EXP,DP_EXP","Veuillez vous référez aux explications ci-dessous."
411,"dept","VAC","2018-19","2018-19","PLANNED_FTE,DP_FTE","Note : Le total ne s’additionne pas en raison de l’arrondissement des valeurs.Notre chiffre total de ETP dans notre Plan ministériel est 2 724,8."
412,"dept","VAC","2016-17","2016-17","FTE,DRR_FTE","Voir explications détaillées pour tous programmes avec plus de 10%"
413,"program","ACOA-ABR00","2016-17","2016-17","EXP,DRR_EXP","Durant l'exercice, des fonds ont été réaffectés à ce programme pour rendre des fonds disponibles en vue du Forum d'Halifax sur la sécurité internationale."
414,"program","ACOA-BED03","2018-19","2018-19","PLANNED_EXP,DP_EXP","Diminutions :
17,0 M$ - conclusion d'un financement temporaire (budget de 2017), et 0,5 M$ - soutien à des projets précis d'innovation, de commercialisation et de dév. des collectivités au N.-B.
"
415,"program","ACOA-BED04","2018-19","2018-19","PLANNED_EXP,DP_EXP","Diminutions :
17,0 M$ - conclusion d'un financement temporaire (budget de 2017), et 0,5 M$ - soutien à des projets précis d'innovation, de commercialisation et de dév. des collectivités au N.-B."
416,"program","AECB-DAI00","2016-17","2016-17","FTE,DRR_FTE","Retards en dotation"
417,"program","AECB-DAL00","2016-17","2016-17","EXP,DRR_EXP","Diminution des dépenses réelles dans le sous-programme des Garanties attribuable à une réduction des dépenses salariales en raison des retards dans la dotation."
418,"program","AECB-DAL00","2016-17","2016-17","FTE,DRR_FTE","Retards de la dotation prévue dans le sous-programme des Garanties"
419,"program","AECB-DAM00","2016-17","2016-17","FTE,DRR_FTE","Retards de la dotation prévue et réalignement résultant d’un examen des activités assujetties au recouvrement des coûts."
420,"program","AECB-DAM00","2016-17","2016-17","EXP,DRR_EXP","Retards de la dotation prévue et report des paiements de salaire rétroactifs, ainsi que réalignement résultant d’un examen des activités assujetties au recouvrement des coûts."
421,"program","AGR-AAB00","2016-17","2016-17","FTE,DRR_FTE","Le nombre réel d’équivalents temps plein était inférieur au nombre prévu en raison de l’attrition et du moment de la dotation."
422,"program","AGR-AAB00","2016-17","2016-17","EXP,DRR_EXP","L'Agence canadienne du pari mutuel n'est pas financée par une affectation de fonds publics, mais plutôt par un prélèvement sur tous les paris d'argent au Canada sur les courses de chevaux. Par conséquent, les revenus et les dépenses réelles chaque année varieront."
423,"program","AGR-ABG00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles sont supérieures aux dépenses prévues, principalement en raison des montants reportés de l’exercice 2015-2016 et du financement reçu en 2016-2017 par l’entremise du Budget supplémentaire des dépenses pour la modernisation et la réfection des infrastructures agricoles supplémentaire sur les sites de recherche et l’accélération de l’assainissement des sites contaminés, ainsi que pour appuyer la génomique, la numérisation et la mobilisation de données des collections biologiques d’AAC."
424,"program","AGR-ABQ00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles sont supérieures aux dépenses prévues, principalement en raison du financement reçu en 2016-2017 par l’entremise du Budget supplémentaire des dépenses pour le transfert des infrastructures hydrauliques fédérales au gouvernement de la Saskatchewan et le financement de la Stratégie emploi jeunesse, ainsi que l’harmonisation entre les programmes compte tenu des priorités changeantes."
425,"program","AGR-BWN04","2018-19","2018-19","PLANNED_EXP,DP_EXP","L’augmentation des dépenses prévues pour 2018-2019 tient compte des fonds reportés de l’exercice 2017-2018 pour permettre des investissements dans l’industrie laitière."
426,"program","AGR-BWN05","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les dépenses budgétaire nettes prévues de 2018-2019 pour l'Agence canadienne du pari mutuel sont affichées à zéro, car on s'attend à ce que les revenus correspondent aux dépenses."
427,"program","AGR-BWN08","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le programme de Pâturages communautaires se termine à la fin de 2018-2019."
428,"program","AGR-BWN08","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le nombre d’équivalents temps plein diminue en 2019-2020 car le programme de Pâturages communautaires prend fin en 2018-2019."
429,"program","AGR-BWP02","2018-19","2018-19","PLANNED_EXP,DP_EXP","L’augmentation des dépenses prévues pour 2018-2019 est attribuable aux prévisions établies pour cet exercice. 2018-2019 est la première année du Partenariat canadien pour l’agriculture de cinq ans et, à compter de cet exercice, les changements qui doivent être apportés au programme Agri-investissement commenceront. Les changements seront entièrement mis en œuvre d'ici l'exercice 2019-2020."
430,"program","AGR-BWP11","2018-19","2018-19","PLANNED_FTE,DP_FTE","Les équivalents temps plein à l’appui de ce programme sont partagés et sont déclarés au titre d’autres programmes."
431,"program","AGR-BWP11","2018-19","2018-19","PLANNED_EXP,DP_EXP","La restitution de paiements sert à enregistrer les remboursements faits à Agriculture et Agroalimentaire Canada pour les programmes qui ont pris fin. Les remboursements réels seront rapportés en fin d’exercice."
432,"program","AGR-CMA00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles étaient inférieures aux dépenses prévues, principalement en raison d’une réorganisation des programmes visant à tenir compte des priorités changeantes. Bien que les dépenses provinciales et territoriales aient augmenté au cours de la quatrième année de Cultivons l’avenir 2 ii, la participation aux programmes a varié d’un programme à l’autre comparativement aux plans initiaux, ce qui a entraîné une sous-utilisation des fonds dans certains domaines et des dépenses excessives dans d’autres."
433,"program","ATSSC-CHC00","2016-17","2016-17","EXP,DRR_EXP","La différence entre les dépenses prévues (21 445 348 $) et dépenses réelles (21 747 000 $) de 2016-2017 – sans l'inclusion des recettes nettes en vertu d'un crédit (RNC) – présente une variance de 1,4 %. L’inclusion des montants de RNC résulte en une variance de 0,10 % entre les dépenses prévues (27 263 059 $) et dépenses réelles (27 291 779 $) de 2016-2017."
434,"program","ATSSC-CHD00","2016-17","2016-17","FTE,DRR_FTE","L’écart d’ETP entre les montants prévues et réelles pour 2016-2017 peut-être principalement attribuée aux délais de la mise en œuvre du nouveau processus de nomination par le gouverneur en conseil (GC), qui a impacté les nominations et les renouvellements de mandats par le GC et a eu d’un effet combiné sur le processus d’embauche pour le personnel associé."
435,"program","ATSSC-CHD00","2016-17","2016-17","EXP,DRR_EXP","La différence entre les dépenses prévues (7 799 725 $) et dépenses réelles (7 838 690 $) de 2016-2017 – sans l'inclusion des recettes nettes en vertu d'un crédit (RNC) – présente une variance de 0,49 %. L’inclusion des montants de RNC résulte en une variance de 14,38 % entre les dépenses prévues (14 730 319 $) et dépenses réelles (12 610 992 $) de 2016-2017."
436,"program","ATSSC-CHE00","2016-17","2016-17","EXP,DRR_EXP","La différence entre les dépenses prévues (12 830 814 $) et dépenses réelles (10 949 929 $) de 2016-2017 – sans l'inclusion des recettes nettes en vertu d'un crédit (RNC) – présente une variance de 14,65 %. L’inclusion des montants de RNC résulte en une variance de 17,59 % entre les dépenses prévues (23 981 110 $) et dépenses réelles (19 761 087 $) de 2016-2017. La différence peut-être attribuée aux délais de la mise en œuvre du nouveau processus de nomination par le gouverneur en conseil (GC), qui a impacté les nominations et les renouvellements de mandats par le GC."
437,"program","ATSSC-ISC00","2016-17","2016-17","EXP,DRR_EXP","Il y a une différence de 18,73 % entre les Dépenses prévues brutes moins les Dépenses réelles brutes. La différence dans les dépenses est attribuable à plusieurs initiatives qui ont été lancées en vue de continuer à faire des progrès pour atteindre les objectifs stratégiques du SCDATA. Ceci a inclu la création du Bureau de l'Administrateur en chef adjoint, l'établissement de la fonction de planification et de rapport, ainsi que la dotation de postes importants dans les services internes par suite du transfert de services d’EDSC au SCDATA."
438,"program","CB-ISC00","2016-17","2016-17","FTE,DRR_FTE","La Commission n'a pas pu trouvé les candidats appropriés"
439,"program","CBSA-AWZ00","2016-17","2016-17","FTE,DRR_FTE","Le nombre réel d’ETP est supérieur au nombre prévu d’ETP pour le Manifeste électronique, ainsi qu’au nombre accru d’ETP, ce qui s’explique par le financement fourni sur plusieurs exercices aux fins de l’aide relative à la crise des réfugiés syriens et des initiatives touchant à la levée de l’obligation de visa pour le Mexique."
440,"program","CBSA-AWZ00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles excèdent les dépenses prévues de 24,8 millions de dollars, et ce, principalement en raison de la révision des dépenses prévues et du calendrier du projet du Manifeste électronique. L’écart résiduel est attribuable à l’augmentation des dépenses associées au financement reçu dans le cadre du Budget supplémentaire des dépenses (l’aide relative à la crise des réfugiés syriens et l’initiative relative à la levée de l’obligation de visa pour le Mexique), ainsi qu’aux dépenses remboursées par l’intermédiaire du crédit central 30 du SCT."
441,"program","CBSA-AXB00","2016-17","2016-17","FTE,DRR_FTE","Le nombre réel d’ETP était inférieur au nombre prévu par 447 ETPs. L’écart s’explique principalement par la révision des calendriers de mise en œuvre des projets majeurs d’infrastructure et de technologies de l’information (TI). L’excédent qui en résulte sera réinvesti dans les activités d’élaboration non encore menées dans le cadre de ces projets."
442,"program","CBSA-AXB00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles de l’Agence sont inférieures à ses dépenses prévues de 53,6 millions de dollars. L’écart s’explique principalement par la révision des calendriers de mise en œuvre des projets majeurs d’infrastructure et de technologies de l’information (TI). L’excédent qui en résulte sera réinvesti dans les activités d’élaboration non encore menées dans le cadre de ces projets."
443,"program","CBSA-AXE00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles de l’Agence sont inférieures à ses dépenses prévues de 4,9 millions de dollars. Les dépenses prévues incluent un montant bloqué pour le financement à l’appui des programmes des voyageurs et des négociants dignes de confiance. Ces fonds n’ont été ni utilisés ni dépensés en 2016-2017, car l’achèvement de certaines initiatives en matière de voyageurs et de négociants dignes de confiance exigeait davantage de temps."
444,"program","CBSA-AXE00","2016-17","2016-17","FTE,DRR_FTE","Le nombre réel d’ETP était supérieur au nombre prévu en raison d’une réorganisation des programmes à laquelle on a procédé suivant la production du Rapport sur les plans et les priorités de 2016-2017."
445,"program","CBSA-AXI00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles de l’Agence sont inférieures à ses dépenses prévues de 10,8 millions de dollars, ce qui s’explique en partie par le réalignement des dépenses engagées pour l’Initiative du guichet unique. L’écart résiduel est attribuable au réalignement des dépenses de programme engagées pour le projet du Manifeste électronique, comme décrit auparavant dans l’évaluation des risques."
446,"program","CBSA-AXJ00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles de l’Agence sont inférieures à ses dépenses prévues de 1,5 million de dollars, ce qui s’explique principalement par le manque de personnel au sein du programme des recours."
447,"program","CBSA-BUF05","2018-19","2018-19","PLANNED_EXP,DP_EXP","La diminution des dépenses prévues est attribuable à une diminution du financement pour le  projet d'évaluation et de gestion des recettes de l'ASFC, qui n'a été financé que pour sa phase de conception jusqu'en 2018-19. Le financement du développement du projet sera recherché à la fin de la phase de conception."
448,"program","CBSA-BUF11","2018-19","2018-19","PLANNED_EXP,DP_EXP","La diminution des dépenses prévues est due à l'achèvement complet ou presque en 2018-19 et 2019-20 de plusieurs grandes initiatives d'immobilisations telles que: le programme d'infrastructure accélérée, le centre de détention d'immigration et les initiatives au-delà des frontières."
449,"program","CBSA-BUF12","2018-19","2018-19","PLANNED_EXP,DP_EXP","La diminution des dépenses prévues en 2020-21 est due à une réduction du capital disponible pour 10 ans suite à un engagement pris par l'Agence dans le budget de 2009"
450,"program","CBSA-HGB00","2016-17","2016-17","FTE,DRR_FTE","Le nombre réel d’ETP était inférieur au nombre prévu en raison d’une réorganisation des programmes à laquelle on a procédé suivant la production du Rapport sur les plans et les priorités de 2016-2017."
451,"program","CBSA-HGC00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles excèdent les dépenses prévues de 27,8 millions de dollars, ce qui s’explique en partie par le réalignement des dépenses de programme pour la protection des renseignements classifiés dans le cadre de procédures d’immigration (section 9). L’écart résiduel est attribuable à l’augmentation des dépenses associées au financement reçu dans le cadre du Budget supplémentaire des dépenses, ainsi qu’aux dépenses remboursées par l’intermédiaire du crédit central 30 du SCT."
452,"program","CBSA-ISC00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses réelles de l’Agence excèdent ses dépenses prévues de 45,5 millions de dollars pour les raisons suivantes : a) engagement de dépenses plus élevées que prévu pour des services de TI et des services juridiques fournis par des entités externes; b) soutien de nouvelles initiatives ayant reçu du financement dans le cadre du Budget supplémentaire des dépenses; et c) dépenses remboursées par l’intermédiaire du crédit central 30 du SCT."
453,"program","CBSA-ISC00","2016-17","2016-17","FTE,DRR_FTE","Le nombre réel d’ETP était supérieur au nombre prévu en raison du soutien de nouvelles initiatives ayant reçu du financement dans le cadre du Budget supplémentaire des dépenses."
454,"program","CBSA-ISS08","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les dépenses prévues sont réduites en 2020-21, en raison d'une diminution des besoins de financement de l'initiative Plan des niveaux d’immigration"
455,"program","CBSA-ISS09","2018-19","2018-19","PLANNED_EXP,DP_EXP","Les dépenses prévues sont réduites en 2019-20 et 2020-21, en raison d'une diminution des besoins de financement de l'initiative Plan des niveaux d’immigration"
456,"program","CCMD-DAS00","2016-17","2016-17","EXP,DRR_EXP","Les dépenses et le nombre d’ETP tous deux moins élevés que prévus en 2016-17 témoignent de l’achèvement de la plupart des initiatives de transformation ainsi que des réductions prévues des dépenses, afin de préparer l’École à une base de financement réduite pour l’exercice 2017-18 et les suivants. Les dépenses moins élevées en 2016-17 sont également attribuables à l’utilisation de méthodes d’apprentissage numériques, comme les cours en ligne et la webdiffusion des événements d’apprentissage, qui permettent la prestation plus efficace et plus accessible des services à un nombre plus élevé d’apprenants."
457,"program","CCMD-DAS00","2016-17","2016-17","FTE,DRR_FTE","Les dépenses et le nombre d’ETP tous deux moins élevés que prévus en 2016-17 témoignent de l’achèvement de la plupart des initiatives de transformation ainsi que des réductions prévues des dépenses, afin de préparer l’École à une base de financement réduite pour l’exercice 2017-18 et les suivants. Les dépenses moins élevées en 2016-17 sont également attribuables à l’utilisation de méthodes d’apprentissage numériques, comme les cours en ligne et la webdiffusion des événements d’apprentissage, qui permettent la prestation plus efficace et plus accessible des services à un nombre plus élevé d’apprenants."
458,"program","CCMD-ISC00","2016-17","2016-17","EXP,DRR_EXP","Le fait que les dépenses pour les Services internes et le nombre réel d’équivalents temps plein soient inférieurs au budget en 2016-2017 est principalement dû aux mesures prises afin de simplifier les fonctions du ministère.
"
459,"program","CCOHS-AMH00","2016-17","2016-17","FTE,DRR_FTE","Le nombre d'ETP réels est inférieur au nombre d'ETP prévus en raison de retards dans la dotation. Le CCHST prévoit augmenter la quantité de produits et de services qu'il offre, ce qui permettra d'accroître les niveaux de dotation."
460,"program","CCOHS-AMH00","2016-17","2016-17","EXP,DRR_EXP","Le montant des dépenses prévues est établi à partir des autorisations votées et des revenus législatifs. Le montant des dépenses réelles est supérieur au montant des dépenses prévues en raison de l'obtention de revenus en espèces supplémentaires en vertu de l'alinéa 6 (l)(g) de la Loi sur le CCHST, lesquels permettent au Centre de s'acquitter de ses obligations au titre des salaires et d'autres dépenses de fonctionnement."
461,"program","CCOHS-ISC00","2016-17","2016-17","FTE,DRR_FTE","Le nombre d'ETP réels est inférieur au nombre d'ETP prévus en raison de retards dans la dotation. Le CCHST prévoit augmenter la quantité de produits et de services qu'il offre, ce qui permettra d'accroître les niveaux de dotation."
462,"program","CCRA-ABY00","2016-17","2016-17","FTE,DRR_FTE","La diminution est principalement attribuable à des volumes d’appels moins élevés que prévu en ce qui a trait au programme de prestations pour enfants du Canada, qui découlent du fait qu’un grand nombre des demandes de renseignements sont soumises au moyen de la ligne de résolution au premier appel, dont le suivi est effectué dans le cadre du programme Aide aux contribuables et aux entreprises."
463,"program","CCRA-ABZ00","2016-17","2016-17","EXP,DRR_EXP","La diminution est principalement attribuable à des versements prévus par la loi moins élevés que prévu relatifs à l’Accord sur le bois d’oeuvre résineux entre le Canada et les États-Unis, qui sont en partie compensés par des augmentations associées aux rajustements dus aux négociations collectives et aux dépenses liées à la mise en oeuvre et à l’administration de mesures concernant le service et les organismes de bienfaisance annoncées dans le budget de 2016."
