"ResultID","ProgElemID","ResultTitle_fr","Is_Efficiency","Document"
"NR050-0160-2016","P1050-0019","Le Québec offre aux nouveaux arrivants sur son territoire des services d’établissement et d’intégration comparables à ceux fournis dans le reste du Canada",0,"drr16"
"NR050-0160-2017","P1050-0019","Le Québec offre aux nouveaux arrivants sur son territoire des services d’établissement et d’intégration comparables à ceux fournis dans le reste du Canada",0,"dp17"
"NR050-0161-2016","P1050-0022","Les nouveaux arrivants et les Canadiens de longue date sont sensibilisés aux responsabilités et aux privilèges associés à la citoyenneté Canadienne",0,"drr16"
"NR050-0161-2017","P1050-0022","Les nouveaux arrivants et les Canadiens de longue date sont sensibilisés aux responsabilités et aux privilèges associés à la citoyenneté Canadienne",0,"dp17"
"NR050-0163-2016","P1050-0026","Les institutions fédérales rendent compte de leur capacité à s’adapter aux besoins d’une société diversifiée",0,"drr16"
"NR050-0164-2016","P1050-0026","Les institutions fédérales reçoivent du soutien pour pouvoir s’acquitter de leurs obligations en vertu de la Loi sur le multiculturalisme canadien",0,"drr16"
"NR050-0165-2016","P1050-0027","Les demandeurs de résidence permanente ou temporaire dont l’état de santé constitue un danger pour la santé et/ou la sécurité publiques et/ou qui risquent d’entraîner un fardeau excessif pour le système de soins de santé et/ou de services sociaux du Canada sont ciblés",0,"drr16"
"NR050-0165-2017","P1050-0027","Les demandeurs de résidence permanente ou temporaire dont l’état de santé constitue un danger pour la santé et/ou la sécurité publiques et/ou qui risquent d’entraîner un fardeau excessif pour le système de soins de santé et/ou de services sociaux du Canada sont ciblés",0,"dp17"
"NR050-0166-2016","P1050-0028","Les migrants qui représentent un danger pour la santé publique sont signalés aux autorités provinciales et territoriales de santé publique, afin qu’ils soient soumis à une surveillance médicale",0,"drr16"
"NR050-0166-2017","P1050-0028","Les migrants qui représentent un danger pour la santé publique sont signalés aux autorités provinciales et territoriales de santé publique, afin qu’ils soient soumis à une surveillance médicale",0,"dp17"
"NR050-0167-2016","P1050-0030","Les clients admissibles reçoivent des services de santé qui réduisent le danger pour la santé et la sécurité des Canadiens",0,"drr16"
"NR050-0167-2017","P1050-0030","Les clients admissibles reçoivent des services de santé qui réduisent le danger pour la santé et la sécurité des Canadiens",0,"dp17"
"NR050-0170-2016","P1050-0018","Les clients prennent des décisions éclairées en ce qui a trait à la vie au Canada",0,"drr16"
"NR050-0170-2017","P1050-0018","Les clients prennent des décisions éclairées en ce qui a trait à la vie au Canada",0,"dp17"
"NR050-0171-2016","CI-LJI00","Les immigrants économiques appuient les besoins du marché du travail du Canada	",0,"drr16"
"NR050-0171-2017","CI-LJI00","Les immigrants économiques appuient les besoins du marché du travail du Canada	",0,"dp17"
"NR050-0172-2016","P1050-0038","Les travailleurs de métiers spécialisés (fédéral) [TMSF] ayant des compétences qui appuient les besoins du marché du travail du Canada",0,"drr16"
"NR050-0172-2017","P1050-0038","Les travailleurs de métiers spécialisés (fédéral) [TMSF] ayant des compétences qui appuient les besoins du marché du travail du Canada",0,"dp17"
"NR050-0174-2016","P1050-0010","Les demandes de réunification des membres de la famille immédiate sont traitées en respectant les normes de service publiées",0,"drr16"
"NR050-0174-2017","P1050-0010","Les demandes de réunification des membres de la famille immédiate sont traitées en respectant les normes de service publiées",0,"dp17"
"NR050-0175-2016","P1050-0039","Le Canada protège les réfugiés désignés par un bureau des visas (RDBV) et les réinstalle sur son territoire",0,"drr16"
"NR050-0175-2017","P1050-0039","Le Canada protège les réfugiés désignés par un bureau des visas (RDBV) et les réinstalle sur son territoire",0,"dp17"
"NR050-0177-2016","P1050-0018","Les clients utilisent les langues officielles pour fonctionner et participer à la société canadienne",0,"drr16"
"NR050-0177-2017","P1050-0018","Les clients utilisent les langues officielles pour fonctionner et participer à la société canadienne",0,"dp17"
"NR050-0178-2016","P1050-0018","Les clients participent à la société",0,"drr16"
"NR050-0178-2017","P1050-0018","Les clients participent à la société",0,"dp17"
"NR050-0179-2016","P2050-0019","Les clients acquièrent une connaissance de la vie au Canada",0,"drr16"
"NR050-0179-2017","P2050-0019","Les clients acquièrent une connaissance de la vie au Canada",0,"dp17"
"NR050-0180-2016","P2050-0019","Les clients acquièrent les compétences pour fonctionner dans l’environnement de travail canadien",0,"drr16"
"NR050-0180-2017","P2050-0019","Les clients acquièrent les compétences pour fonctionner dans l’environnement de travail canadien",0,"dp17"
"NR050-0181-2016","P1050-0024","Les participants au programme font état d’une meilleure compréhension d’un groupe religieux, ethnique ou culturel qui est différent de leur propre groupe",0,"drr16"
"NR050-0182-2016","CI-AFV00","Les clients admissibles bénéficient d’une couverture médicale en vertu du Programme fédéral de santé intérimaire (PFSI)",0,"drr16"
"NR050-0182-2017","CI-AFV00","Les clients admissibles bénéficient d’une couverture médicale en vertu du Programme fédéral de santé intérimaire (PFSI)",0,"dp17"
"NR050-0183-2016","P1050-0040","Les migrants, qui sont déterminés être à destination du Canada au moyen d’opérations de passage de clandestins, sont retournés et réintégrés dans leur pays d’origine",0,"drr16"
"NR050-0183-2017","P1050-0040","Les migrants, qui sont déterminés être à destination du Canada au moyen d’opérations de passage de clandestins, sont retournés et réintégrés dans leur pays d’origine",0,"dp17"
"NR050-0184-2016","CI-COA00","Les voyageurs légitimes détiennent des titres de voyage canadiens",0,"drr16"
"NR050-0184-2017","CI-COA00","Les voyageurs légitimes détiennent des titres de voyage canadiens",0,"dp17"
"NR050-0185-2016","CI-COA00","Le Programme de passeport répond aux attentes des détenteurs de titres de voyage canadiens",0,"drr16"
"NR050-0185-2017","CI-COA00","Le Programme de passeport répond aux attentes des détenteurs de titres de voyage canadiens",0,"dp17"
"NR050-0186-2016","CI-LJI00","L’immigration contribue à la croissance économique du Canada",0,"drr16"
"NR050-0186-2017","CI-LJI00","L’immigration contribue à la croissance économique du Canada",0,"dp17"
"NR050-0187-2016","CI-LJI00","Les besoins du marché du travail du Canada sont appuyés par la transition des résidents temporaires vers la résidence permanente",0,"drr16"
"NR050-0187-2017","CI-LJI00","Les besoins du marché du travail du Canada sont appuyés par la transition des résidents temporaires vers la résidence permanente",0,"dp17"
"NR050-0188-2016","CI-LJV00","Le Canada bénéficie de l’admission rapide de résidents temporaires profitables à l’économie",0,"drr16"
"NR050-0188-2017","CI-LJV00","Le Canada bénéficie de l’admission rapide de résidents temporaires profitables à l’économie",0,"dp17"
"NR050-0189-2016","P1050-0008","Les établissements d’enseignement et les étudiants étrangers bénéficient du fait que des étrangers étudient et travaillent au Canada",0,"drr16"
"NR050-0189-2017","P1050-0008","Les établissements d’enseignement et les étudiants étrangers bénéficient du fait que des étrangers étudient et travaillent au Canada",0,"dp17"
"NR050-0190-2016","P1050-0041","Les échanges de participants canadiens et étrangers sont réciproques",0,"drr16"
"NR050-0190-2017","P1050-0041","Les échanges de participants canadiens et étrangers sont réciproques",0,"dp17"
"NR050-0193-2016","P1050-0014","Les répondants du secteur privé participent à la réinstallation des RPSP",0,"drr16"
"NR050-0193-2017","P1050-0014","Les répondants du secteur privé participent à la réinstallation des RPSP",0,"dp17"
"NR050-0194-2016","P1050-0039","Les répondants du secteur privé participent à la réinstallation des RDBV",0,"drr16"
"NR050-0194-2017","P1050-0039","Les répondants du secteur privé participent à la réinstallation des RDBV",0,"dp17"
"NR050-0195-2016","CI-LJY00","L’intégrité de la citoyenneté canadienne est protégée",0,"drr16"
"NR050-0195-2017","CI-LJY00","L’intégrité de la citoyenneté canadienne est protégée",0,"dp17"
"NR050-0196-2016","CI-AFV00","Des services de santé en matière d’immigration sont en place pour protéger la santé et la sécurité publiques et le fardeau imposé au système de soins de santé",0,"drr16"
"NR050-0196-2017","CI-AFV00","Des services de santé en matière d’immigration sont en place pour protéger la santé et la sécurité publiques et le fardeau imposé au système de soins de santé",0,"dp17"
"NR050-0197-2016","P1050-0004","Les demandeurs principaux de la catégorie des aides familiaux appuient les besoins du marché du travail canadien",0,"drr16"
"NR050-0197-2017","P1050-0004","Les demandeurs principaux de la catégorie des aides familiaux appuient les besoins du marché du travail canadien",0,"dp17"
"NR050-0198-2016","P1050-0052","L’identité des demandeurs est établie et vérifiée dans l’ensemble du continuum de l’immigration",0,"drr16"
"NR050-0198-2017","P1050-0052","L’identité des demandeurs est établie et vérifiée dans l’ensemble du continuum de l’immigration",0,"dp17"
"NR050-0199-2016","P1050-0053","Les déplacements sont facilités pour les résidents permanents, les résidents temporaires et les visiteurs légitimes",0,"drr16"
"NR050-0199-2017","P1050-0053","Les déplacements sont facilités pour les résidents permanents, les résidents temporaires et les visiteurs légitimes",0,"dp17"
"NR050-0200-2016","P1050-0053","Les étrangers interdits de territoire sont identifiés avant leur arrivée au Canada",0,"drr16"
"NR050-0200-2017","P1050-0053","Les étrangers interdits de territoire sont identifiés avant leur arrivée au Canada",0,"dp17"
"NR050-9999-2016","P1050-0040","Efficience",1,"drr16"
"NR051-0001-2017","P1051-0003","Traitement et vérification rapides et précises des demandes de remboursement de dépenses en conformité avec la Loi sur les juges et les lignes directrices internes sur la gestion financière.",0,"dp17"
"NR051-0002-2016","FJA-ARS00","Tenue de dossiers complets des juges et leurs survivants",0,"drr16"
"NR051-0002-2017","FJA-ARS00","Tenue de dossiers complets, à jour et vérifiés pour tous les juges et leurs survivants",0,"dp17"
"NR051-0004-2016","FJA-ARP00","Fonctionnement efficace des comités du Conseil canadien de la magistrature",0,"drr16"
"NR051-0004-2017","FJA-ARP00","Fonctionnement efficace des comités du Conseil canadien de la magistrature",0,"dp17"
"NR051-0006-2016","P1051-0003","Administration rapide et précise du processus de décret.",0,"drr16"
"NR051-0006-2017","P1051-0003","Administration rapide et précise du processus de décret.",0,"dp17"
"NR051-0008-2016","P1051-0004","Les juges de nomination fédérale obtiennent en temps opportun des services de formation linguistique de qualité supérieure et efficaces par rapport au coût.",0,"drr16"
"NR051-0008-2017","P1051-0004","Les juges de nomination fédérale obtiennent en temps opportun des services de formation linguistique de qualité supérieure et efficaces par rapport au coût.",0,"dp17"
"NR051-0009-2016","P1051-0005","La publication rapide et précise de certaines décisions des Cours fédérales dans les deux langues officielles",0,"drr16"
"NR051-0009-2017","P1051-0005","La publication rapide et précise de certaines décisions des Cours fédérales dans les deux langues officielles",0,"dp17"
"NR051-0010-2016","P1051-0006","Un processus équitable d’administration des nominations à la magistrature.",0,"drr16"
"NR051-0010-2017","P1051-0006","Un processus équitable d’administration des nominations à la magistrature.",0,"dp17"
"NR051-0011-2016","P1051-0007","Le processus de détermination des salaires et des avantages sociaux des juges favorise l’indépendance de la magistrature fédérale.",0,"drr16"
"NR051-0011-2017","P1051-0007","Le processus de détermination des salaires et des avantages sociaux des juges favorise l’indépendance de la magistrature fédérale.",0,"dp17"
"NR051-0012-2016","FJA-ARS00","Paiement exact des traitements, des indemnités et des pensions selon la Loi sur les juges.",0,"drr16"
"NR051-0012-2017","FJA-ARS00","Paiement exact des traitements, des indemnités et des pensions selon la Loi sur les juges.",0,"dp17"
"NR051-0013-2016","FJA-ARR00","Les juges de nomination fédérale obtiennent en temps opportun des services de qualité supérieure et efficaces par rapport au coût.",0,"drr16"
"NR051-0013-2017","FJA-ARR00","Les juges de nomination fédérale obtiennent en temps opportun des services de qualité supérieure et efficaces par rapport au coût.",0,"dp17"
"NR051-9998-2016","P1051-0003","Efficience",1,"drr16"
"NR051-9999-2016","P1051-0003","Efficience",1,"drr16"
"NR052-0054-2016","CCMD-DAS00","Les participants sont en mesure d’appliquer ce qu’ils ont appris dans leur travail.",0,"drr16"
"NR052-0054-2017","CCMD-DAS00","Les participants sont en mesure d’appliquer ce qu’ils ont appris dans leur travail.",0,"dp17"
"NR052-0055-2016","CCMD-DAS00","Les connaissances sont acquises grâce à la participation au programme des Services d’apprentissage de l’École.",0,"drr16"
"NR052-0055-2017","CCMD-DAS00","Les connaissances sont acquises grâce à la participation au programme des Services d’apprentissage de l’École.",0,"dp17"
"NR052-0056-2016","CCMD-DAS00","Les participants sont satisfaits des activités offertes dans le cadre du programme des Services d’apprentissage de l’École.",0,"drr16"
"NR052-0056-2017","CCMD-DAS00","Les participants sont satisfaits des activités offertes dans le cadre du programme des Services d’apprentissage de l’École.",0,"dp17"
"NR053-0001-2016","CSC-BER00","Le Service Correctionnel du Canada gère la garde des délinquants dans les établissements de façon sûre, sécuritaire et humaine.",0,"drr16"
"NR053-0001-2017","CSC-BER00","Le SCC gère la garde des délinquants dans les établissements de façon sûre, sécuritaire et humaine.",0,"dp17"
"NR053-0002-2016","P1053-0001","La gestion en établissement est conforme aux politiques et aux dispositions législatives.",0,"drr16"
"NR053-0002-2017","P1053-0001","La gestion en établissement est conforme aux politiques et aux dispositions législatives.",0,"dp17"
"NR053-0003-2016","P1053-0002","Les établissements sont sûrs et sécuritaires.",0,"drr16"
"NR053-0003-2017","P1053-0002","Les établissements sont sûrs et sécuritaires.",0,"dp17"
"NR053-0004-2016","P2053-0001","Les activités mettant en péril la sûreté et la sécurité des établissements sont gérées.",0,"drr16"
"NR053-0004-2017","P2053-0001","Les activités mettant en péril la sûreté et la sécurité des établissements sont gérées.",0,"dp17"
"NR053-0005-2016","P2053-0002","Les activités de répression des drogues contribuent à la réussite des plans correctionnels des délinquants.",0,"drr16"
"NR053-0005-2017","P2053-0002","Les activités de répression des drogues contribuent à la réussite des plans correctionnels des délinquants.",0,"dp17"
"NR053-0006-2016","P1053-0003","Les délinquants reçoivent des services de santé efficaces qui encouragent la responsabilité individuelle, favorisent la saine réinsertion sociale et contribuent à la sécurité des collectivités.",0,"drr16"
"NR053-0006-2017","P1053-0003","Les délinquants reçoivent des services de santé efficaces qui encouragent la responsabilité individuelle, favorisent la saine réinsertion sociale et contribuent à la sécurité des collectivités.",0,"dp17"
"NR053-0009-2016","P2053-0005","Les délinquants reçoivent des services de santé mentale efficaces et efficients qui encouragent la responsabilité individuelle, favorisent la saine réinsertion sociale et contribuent à la sécurité des collectivités.",0,"drr16"
"NR053-0009-2017","P2053-0005","Les délinquants reçoivent des services de santé mentale efficaces et efficients qui encouragent la responsabilité individuelle, favorisent la saine réinsertion sociale et contribuent à la sécurité des collectivités.",0,"dp17"
"NR053-0010-2016","P1053-0004","Des conditions de vie sûres, sécuritaires et humaines sont offertes aux détenus.",0,"drr16"
"NR053-0010-2017","P1053-0004","Des conditions de vie sûres, sécuritaires et humaines sont offertes aux détenus.",0,"dp17"
"NR053-0011-2016","P2053-0006","Les besoins alimentaires des détenus sont comblés, conformément aux recommandations du Guide alimentaire canadien.",0,"drr16"
"NR053-0011-2017","P2053-0006","Les besoins alimentaires des détenus sont comblés, conformément aux recommandations du Guide alimentaire canadien.",0,"dp17"
"NR053-0012-2016","P2053-0007","Un milieu de vie et de travail sécuritaire et propre est offert aux détenus.",0,"drr16"
"NR053-0012-2017","P2053-0007","Un milieu de vie et de travail sécuritaire et propre est offert aux détenus.",0,"dp17"
"NR053-0013-2016","CSC-BES00","Les risques que présentent les délinquants sont cernés, et on répond à leurs besoins à l’aide d’interventions correctionnelles ciblées.",0,"drr16"
"NR053-0013-2017","CSC-BES00","Les risques que présentent les délinquants sont cernés, et on répond à leurs besoins à l’aide d’interventions correctionnelles ciblées.",0,"dp17"
"NR053-0014-2016","P1053-0005","L’évaluation exacte des risques et la surveillance des délinquants contribuent à la réduction de la criminalité.",0,"drr16"
"NR053-0014-2017","P1053-0005","L’évaluation exacte des risques et la surveillance des délinquants contribuent à la réduction de la criminalité.",0,"dp17"
"NR053-0015-2016","P1053-0006","La participation du public contribue au processus de réinsertion sociale des délinquants.",0,"drr16"
"NR053-0015-2017","P1053-0006","La participation du public contribue au processus de réinsertion sociale des délinquants.",0,"dp17"
"NR053-0016-2016","P1053-0007","Les délinquants ont accès à des services spirituels.",0,"drr16"
"NR053-0016-2017","P1053-0007","Les délinquants ont accès à des services spirituels.",0,"dp17"
"NR053-0017-2016","P1053-0008","La participation aux programmes correctionnels de réinsertion sociale contribue au processus de réinsertion sociale des délinquants.",0,"drr16"
"NR053-0017-2017","P1053-0008","La participation aux programmes correctionnels de réinsertion sociale contribue au processus de réinsertion sociale des délinquants.",0,"dp17"
"NR053-0024-2016","P1053-0009","Les programmes d’éducation contribuent à la réadaptation et à la réinsertion sociale des délinquants.",0,"drr16"
"NR053-0024-2017","P1053-0009","Les programmes d’éducation contribuent à la réadaptation et à la réinsertion sociale des délinquants.",0,"dp17"
"NR053-0025-2016","P1053-0010","Les délinquants possèdent les compétences professionnelles leur permettant d’intégrer le marché du travail et d’obtenir un emploi après leur mise en liberté.",0,"drr16"
"NR053-0025-2017","P1053-0010","Les délinquants possèdent les compétences professionnelles leur permettant d’intégrer le marché du travail et d’obtenir un emploi après leur mise en liberté.",0,"dp17"
"NR053-0026-2016","CSC-BET00","Les délinquants retournent dans la collectivité sous surveillance à titre de citoyens respectueux des lois.",0,"drr16"
"NR053-0026-2017","CSC-BET00","Les délinquants retournent dans la collectivité sous surveillance à titre de citoyens respectueux des lois.",0,"dp17"
"NR053-0027-2016","P1053-0011","La gestion dans la collectivité est conforme aux politiques et aux dispositions législatives.",0,"drr16"
"NR053-0027-2017","P1053-0011","La gestion dans la collectivité est conforme aux politiques et aux dispositions législatives.",0,"dp17"
"NR053-0028-2016","P1053-0012","Les établissements résidentiels communautaires offrent des services d’hébergement supervisés et positifs qui favorisent la réinsertion sociale des délinquants en toute sécurité.",0,"drr16"
"NR053-0028-2017","P1053-0012","Les établissements résidentiels communautaires offrent des services d’hébergement supervisés et positifs qui favorisent la réinsertion sociale des délinquants en toute sécurité.",0,"dp17"
"NR053-0029-2016","P2053-0014","Les délinquants visés par des conditions d’assignation à résidence bénéficient d’une surveillance et d’un logement adéquats dans la collectivité.",0,"drr16"
"NR053-0029-2017","P2053-0014","Les délinquants visés par des conditions d’assignation à résidence bénéficient d’une surveillance et d’un logement adéquats dans la collectivité.",0,"dp17"
"NR053-0030-2016","P2053-0015","Les délinquants qui présentent un risque élevé et qui sont visés par une condition d’assignation à résidence dans le cadre de leur mise en liberté sous condition font l’objet d’une surveillance appropriée et reçoivent des services d’hébergement adéquats.",0,"drr16"
"NR053-0030-2017","P2053-0015","Les délinquants qui présentent un risque élevé et qui sont visés par une condition d’assignation à résidence dans le cadre de leur mise en liberté sous condition font l’objet d’une surveillance appropriée et reçoivent des services d’hébergement adéquats.",0,"dp17"
"NR053-0031-2016","P1053-0013","Les délinquants reçoivent des services de santé efficaces et efficients qui encouragent la responsabilité individuelle, favorisent la saine réinsertion sociale et contribuent à la sécurité des collectivités.",0,"drr16"
"NR053-0031-2017","P1053-0013","Les délinquants reçoivent des services de santé efficaces et efficients qui encouragent la responsabilité individuelle, favorisent la saine réinsertion sociale et contribuent à la sécurité des collectivités.",0,"dp17"
"NR053-0032-2016","P2053-0027","Les délinquants reçoivent des services de santé clinique et publique efficaces et efficients qui encouragent la responsabilité individuelle, favorisent la saine réinsertion sociale et contribuent à la sécurité des collectivités.",0,"drr16"
"NR053-0032-2017","P2053-0027","Les délinquants reçoivent des services de santé clinique et publique efficaces et efficients qui encouragent la responsabilité individuelle, favorisent la saine réinsertion sociale et contribuent à la sécurité des collectivités.",0,"dp17"
"NR053-0038-2016","P2053-0029","Les délinquants ont accès à des services d’aumônerie",0,"drr16"
"NR053-0038-2017","P2053-0029","Les délinquants ont accès à des services d’aumônerie",0,"dp17"
"NR053-0039-2016","P2053-0030","Les délinquants autochtones ont accès à des services spirituels et culturels",0,"drr16"
"NR053-0039-2017","P2053-0030","Les délinquants autochtones ont accès à des services spirituels et culturels",0,"dp17"
"NR053-0040-2016","P2053-0031","La participation au programme de préparation aux programmes correctionnels contribue au succès du processus de réinsertion sociale en préparant et en motivant les délinquants à agir sur les facteurs de risque liés à leur infraction.",0,"drr16"
"NR053-0040-2017","P2053-0031","La participation au programme de préparation aux programmes correctionnels contribue au succès du processus de réinsertion sociale en préparant et en motivant les délinquants à agir sur les facteurs de risque liés à leur infraction.",0,"dp17"
"NR053-0041-2016","P2053-0032","La participation aux programmes correctionnels contribue à la réduction de la récidive et favorise la réinsertion en toute sécurité et au moment opportun des délinquants dans la collectivité.",0,"drr16"
"NR053-0041-2017","P2053-0032","La participation aux programmes correctionnels contribue à la réduction de la récidive et favorise la réinsertion en toute sécurité et au moment opportun des délinquants dans la collectivité.",0,"dp17"
"NR053-0042-2016","P2053-0033","La participation aux programmes de maintien des acquis contribue au processus de réinsertion sociale des délinquants en aidant ceux-ci à mettre en pratique les compétences acquises dans le cadre des programmes correctionnels",0,"drr16"
"NR053-0042-2017","P2053-0033","La participation aux programmes de maintien des acquis contribue au processus de réinsertion sociale des délinquants en aidant ceux-ci à mettre en pratique les compétences acquises dans le cadre des programmes correctionnels",0,"dp17"
"NR053-0043-2016","P1053-0027","Les programmes sociaux permettent aux délinquants d’acquérir les connaissances et les compétences qui feront d’eux des personnes mieux outillées pour réintégrer la société et favoriser les changements qui mènent à un mode de vie prosocial sain et équilibré.",0,"drr16"
"NR053-0043-2017","P1053-0027","Les programmes sociaux permettent aux délinquants d’acquérir les connaissances et les compétences qui feront d’eux des personnes mieux outillées pour réintégrer la société et favoriser les changements qui mènent à un mode de vie prosocial sain et équilibré.",0,"dp17"
"NR054-0122-2016","P1054-0018","Les Canadiens et les organismes des secteurs public et privé ont accès à des statistiques des comptes nationaux de qualité et en temps opportun, y compris à la base de données sur le commerce international canadien de marchandises, pour éclairer les débats sur les questions macroéconomiques, effectuer de la recherche et de l’analyse économique, pour éclairer les prises de décisions et mettre en œuvre des politiques macroéconomiques.",0,"drr16"
"NR054-0122-2017","P1054-0018","Les Canadiens et les organismes des secteurs public et privé ont accès à des statistiques des comptes nationaux de qualité et en temps opportun, incluant la base de données sur le commerce international de marchandises du Canada, pour éclairer les débats sur les questions macroéconomiques, pour effectuer de la recherche et de l’analyse économique, pour éclairer les prises de décisions, ainsi que pour mettre en œuvre des politiques macroéconomiques.",0,"dp17"
"NR054-0123-2016","P1054-0019","Les Canadiens et les organismes des secteurs public et privé ont accès à une gamme importante et de qualité de statistiques de l’industrie sur l’agriculture, le commerce de gros et de détail, la fabrication, l’énergie, le transport et d’autres industries de services pour éclairer les débats, effectuer de la recherche et de l’analyse économique, élaborer des politiques et éclairer les prises de décisions.",0,"drr16"
"NR054-0123-2017","P1054-0019","Les Canadiens et les organismes des secteurs public et privé ont accès à une gamme importante et de qualité de statistiques de l’industrie sur l’agriculture, le commerce de gros et de détail, la fabrication, l’énergie, le transport et d’autres industries de services pour éclairer les débats, effectuer de la recherche et de l’analyse économique, élaborer des politiques et éclairer les prises de décisions.",0,"dp17"
"NR054-0124-2016","P1054-0020","Les Canadiens et les organismes des secteurs public et privé ont accès à un vaste éventail de statistiques économiques des entreprises pertinentes et de qualité, y compris l’Indice des prix à la consommation, des indices des prix à la production, des statistiques financières trimestrielles ainsi que des statistiques d’investissement, Sciences et Technologie pour éclairer les débats, effectuer de la recherche et de l’analyse économique, élaborer des politiques et éclairer les prises de décisions.",0,"drr16"
"NR054-0124-2017","P1054-0020","Les Canadiens et les organismes des secteurs public et privé ont accès à un vaste éventail de statistiques économiques des entreprises pertinentes et de qualité, y compris l’Indice des prix à la consommation, des indices des prix à la production, des statistiques financières trimestrielles ainsi que des statistiques d’investissement, Sciences et Technologie pour éclairer les débats, effectuer de la recherche et de l’analyse économique, élaborer des politiques et éclairer les prises de décisions.",0,"dp17"
"NR054-0125-2016","P1054-0021","Les Canadiens et les organismes des secteurs public et privé utilisent les comptes et les statistiques de l'environnement sur l’évolution du rapport entre l’activité humaine et l’économie du Canada pour éclairer les débats, effectuer de la recherche et prendre des décisions concernant les questions environnementales.",0,"drr16"
"NR054-0125-2017","P1054-0021","Les Canadiens et les organismes des secteurs public et privé ont accès à les comptes et les statistiques de qualité et en temps opportun sur l’environnement concernant l’évolution du rapport entre l’activité humaine et l’économie du Canada pour éclairer les débats, effectuer de la recherche et prendre des décisions concernant les questions environnementales.",0,"dp17"
"NR054-0126-2016","P1054-0022","Les Canadiens et les organismes des secteurs public et privé utilisent les résultats des analyses statistiques, les modèles et les bases de données statistiques ainsi que d’autres produits d’information statistique pour éclairer les débats, effectuer de la recherche et prendre des décisions concernant les questions économiques et environnementales.",0,"drr16"
"NR054-0126-2017","P1054-0022","Les Canadiens et les organismes des secteurs public et privé ont accès à les résultats des analyses statistiques, les modèles et les bases de données statistiques et d’autres produits d’information statistique pour éclairer les débats, effectuer de la recherche et prendre des décisions concernant les questions économiques et environnementales.",0,"dp17"
"NR054-0127-2016","SC-AQN00","Les Canadiens et les organismes des secteurs public et privé utilisent des statistiques socioéconomiques pour élaborer des politiques et pour effectuer de la recherche.",0,"drr16"
"NR054-0127-2017","SC-AQN00","Les Canadiens et les organismes des secteurs public et privé utilisent des statistiques socioéconomiques pour élaborer des politiques et pour effectuer de la recherche.",0,"dp17"
"NR054-0128-2016","P1054-0023","Les Canadiens et les responsables de l'établissement des politiques gouvernementaux ont accès à des statistiques de qualité et en temps opportun sur le travail, l’éducation, le revenu et le tourisme pour prendre des décisions éclairées.",0,"drr16"
"NR054-0128-2017","P1054-0023","Les Canadiens et les décideurs gouvernementaux ont accès à des statistiques de qualité et en temps opportun sur le travail, l’éducation, le revenu et le tourisme pour prendre des décisions éclairées.",0,"dp17"
"NR054-0129-2016","P1054-0024","Les Canadiens et les responsables de l'établissement des politiques gouvernementales ont accès à des statistiques de qualité et en temps opportun sur la santé et de la justice pour prendre des décisions éclairées.",0,"drr16"
"NR054-0129-2017","P1054-0024","Les Canadiens et les décideurs gouvernementaux ont accès à des statistiques de qualité et en temps opportun sur la santé et de la justice pour prendre des décisions éclairées.",0,"dp17"
"NR054-0130-2016","P1054-0025","Les Canadiens et les responsables de l'établissement des politiques gouvernementales ont accès à des statistiques sur la démographie, des statistiques sur les Autochtones et d’autres statistiques sociales de qualité et en temps opportun pour prendre des décisions éclairées.",0,"drr16"
"NR054-0130-2017","P1054-0025","Les Canadiens et les décideurs gouvernementaux ont accès à des statistiques de qualité et en temps opportun sur la démographie, des statistiques sur les Autochtones et d’autres statistiques sociales pour prendre des décisions éclairées.",0,"dp17"
"NR054-0131-2016","P1054-0026","Les Canadiens, les responsables de l'établissement des politiques gouvernementaux et les chercheurs des secteurs public et privé ont accès aux résultats des analyses statistiques, les modèles et les bases de données statistiques et d’autres produits d’information statistique pour éclairer les débats, effectuer de la recherche et prendre des décisions concernant les questions socioéconomiques et celles liées à la santé.",0,"drr16"
"NR054-0131-2017","P1054-0026","Les Canadiens, les décideurs gouvernementaux et les chercheurs des secteurs public et privé ont accès aux résultats des analyses statistiques, les modèles et les bases de données statistiques et d’autres produits d’information statistique pour éclairer les débats, effectuer de la recherche et prendre des décisions concernant les questions socioéconomiques et celles liées à la santé.",0,"dp17"
"NR054-0132-2016","SC-AQL00","Les Canadiens et les responsables de l'établissement des politiques gouvernementales sont informés au sujet de des programmes du Recensement de la population et du Recensement de l’agriculture pour prendre des décisions éclairées.",0,"drr16"
"NR054-0132-2017","SC-AQL00","Les Canadiens et les décideurs gouvernementaux utilisent des données du Recensement de la population et du Recensement de l’agriculture pour prendre des décisions éclairées.",0,"dp17"
"NR054-0133-2016","P1054-0014","Les Canadiens et les responsables de l'établissement des politiques gouvernementales ont accès en temps opportun à des données du Recensement de la population pour prendre des décisions éclairées.",0,"drr16"
"NR054-0133-2017","P1054-0014","Les Canadiens et les décideurs gouvernementaux ont accès en temps opportun à des données du Recensement de la population pour prendre des décisions éclairées.",0,"dp17"
"NR054-0134-2016","P1054-0011","Les Canadiens et les responsables de l'établissement des politiques gouvernementales ont accès en temps opportun à des données du Recensement de l’agriculture pour prendre des décisions éclairées.",0,"drr16"
"NR054-0134-2017","P1054-0011","Les Canadiens et les décideurs gouvernementaux ont accès en temps opportun à des données du Recensement de l’agriculture pour prendre des décisions éclairées.",0,"dp17"
