service_id,year,cra_business_ids_collected,sin_collected,phone_inquiry_count,online_inquiry_count,online_application_count,live_application_count,mail_application_count,other_application_count,comment_en,comment_fr
1897,2018,Not Applicable,Not Applicable,,,,,,,"The breakdown of data is not available. The total number of victims registered in 2018-2019 to receive information from PBC and/or CSC is 8,367.  In 2018-2019, there were 33,408 contacts with victims (a victim may be contacted more than once in a year)","La ventilation des données n'est pas disponible. Le nombre total de victimes inscrites en 2018-2019 pour recevoir des renseignements de la part de la CLCC et/ou du SCC est de 8 367.  En 2018-2019, il y a eu 33 408 contacts avec des victimes (une victime peut être contactée plus d'une fois par an)."
1009,2018,No,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,,
1013,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,865.0,"(Column K) Client target groups is not limited to only Environmental Groups but rather multiple client/target groups, i.e. industry, not-for-profit firsheries enhancement organizations,  environmental conservation groups, Indigenous fisheries enhancement groups/initiatives, academia - essentially anybody intentionally moving live fish within the scope of the National Code on Introductions and Transfers (I&T) of Aquatic Organisms.","(Colonne K) Les groupes cibles de clients ne sont pas limités aux groupes environnementaux, mais plutôt à plusieurs groupes de clients/cibles, tels que l’industrie, les organisations de développement de la pêche sans but lucratif, les groupes de protection de l’environnement, les groupes/initiatives de valorisation des pêches autochtone, le milieu universitaire – essentiellement quiconque déplaçant intentionnellement des poissons vivants dans le champ d’application du code national sur les introductions et les transferts d’organismes aquatiques."
1015,2018,No,No,2.0,0.0,0.0,0.0,0.0,6.0,,
1157,2018,Not Applicable,Not Applicable,,,,,0.0,435.0,All applications are received through email.,Toutes les demandes sont reçues par courriel.
1160,2018,No,No,,,,0.0,0.0,,Service is not offered online or by telephone and data is not available.,Le service n’est pas offert en ligne ou par téléphone et les données ne sont pas disponibles.
1017,2018,No,No,0.0,0.0,0.0,0.0,0.0,1.0,,
1018,2018,No,No,1.0,0.0,0.0,0.0,0.0,9.0,,
1020,2018,No,No,0.0,0.0,0.0,0.0,0.0,1.0,,
1021,2018,No,No,4.0,0.0,0.0,0.0,0.0,3.0,,
1022,2018,No,No,0.0,0.0,0.0,0.0,0.0,4.0,,
1024,2018,No,No,3.0,0.0,0.0,0.0,0.0,6.0,,
1858,2018,Not Applicable,Not Applicable,,,,,,,Information is not yet provide,L'information n'est pas encore fournie
1025,2018,No,No,3.0,0.0,0.0,0.0,0.0,8.0,,
818,2018,No,No,86.0,6875.0,0.0,1.0,0.0,30.0,"86 telephone inquiries with 121 follow-up calls, 6,875 web page views, 1 stakeholder engagement event (see https://www.publicsafety.gc.ca/cnt/rsrcs/pblctns/ntnl-ffc-vctms-rndtbl-2019-09/index-en.aspx), 30 written enquiries received by e-mail, postal mail or fax, 10,504 hardcopy publications requested and distributed, and 2 CVBR complaints received of which 1 was inadmissible and 1 was withdrawn.",S.O.
1146,2018,Not Applicable,Yes,,,,,242160.0,,"The number of applications received by mail reflects the total as of December 31, 2018 since these volumes are reported based on a calendar year.  There was no service standard in place for 2018-2019.  As of 2019-2020, the CRA's goal is to issue the notice of determination of eligibility or a letter indicating the reason for a delay in processing an application, within eight weeks of receiving a Disability tax credit certificate.","Le nombre de demandes reçues par courrier reflète le volume total en date du 31 décembre 2018, étant donné que ces volumes sont déclarés en fonction d’une année civile. Aucune norme de service n’était établie pour 2018-2019. À compter de 2019-2020, l’objectif de l’Agence est d’émettre un avis de détermination de l’admissibilité ou une lettre indiquant la raison d’un retard dans le traitement d’une demande dans les huit semaines suivant la réception d’un certificat pour le crédit d’impôt pour personnes handicapées."
1159,2018,No,No,,,,0.0,0.0,,Service is not offered online and data is not available.,Le service n’est pas offert en ligne et les données ne sont pas disponibles.
1859,2018,Not Applicable,Not Applicable,,,,,,,Information is not yet provide,L'information n'est pas encore fournie
1866,2018,No,No,,,,,,49136.0,"SIBS completed 49,546 LERCs during fiscal year 2018-19.",La SFS a effectué 49 546 VAC durant l'exercice 2018-2019.
1860,2018,Not Applicable,Not Applicable,,,,,,,Information is not yet provide,L'information n'est pas encore fournie
1673,2018,Not Applicable,No,2650.0,3000.0,,5.0,575.0,65.0,Applications are not submitted online.,Les demandes ne sont pas soumises en ligne.
1065,2018,Yes,Yes,,5108.0,,,,109.0,"We do not track phone calls for our service, however we do communicate by telephone with applicants, mainly to discuss upcoming funding opportunties, competition criteria, etc., as well as offer debriefs to unsuccessful applicants . It is not possible to apply online or in person for our grant/contribution funding, however applicants are able to access the forms electronically on our website and e-mail them to our positional mailbox. While it is possible to apply by mail, it is very uncommon to receive applications this way, and we did not receive any in 2018-2019.","Nous ne faisons pas le suivi des appels téléphoniques pour notre service, mais nous communiquons par téléphone avec les demandeurs, principalement pour discuter des possibilités de financement à venir, des critères de concours, etc. Nous communiquons aussi avec les demandeurs pour offrir des comptes rendus des demandes non retenus. Il n'est pas possible de faire une demande de subvention ou de contribution en ligne ou en personne, mais les candidats peuvent accéder aux formulaires par voie électronique (soit les accedant sur notre site Web et en les envoyant par la suite a notre addresse courriel). Bien qu'il soit possible de faire une demande par la poste, il est très rare de recevoir des demandes de cette façon. Nous n'avons pas reçu de demandes de cette façon en 2018-2019."
1316,2018,Not Applicable,Not Applicable,,,,,,,ISC does not track the number of inquiries (or related follow-up activities) from First Nation communities or other service providers.,SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant de communautés des Premières nations ou d'autres fournisseurs de services.
1870,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,"These inspections are conducted on request, and on a cost recovery basis.  639 requests were received and 637 inspections were completed. 2 requests that were not actioned were at non-standard ports where inspections are subject to the availability of a PHAC Environmental Health Officer.  
Interaction primarily occurs in-person during an inspection.
80 requests for extension were processed. Always involves phone contact with client, though original request may come in by email.","Ces inspections sont réalisées sur demande et sur la base du recouvrement de coûts. 639 demandes ont été reçues et 637 inspections ont été effectuées. Nous n'avons pas donné suite à deux demandes qui se trouvaient à des ports non standards où les inspections sont menées selon la disponibilité d'un agent de la santé environnementale de l'ASPC.   
Les interactions se produisent principalement en personne au cours d'une inspection.
80 demandes de prorogation ont été traitées. Il y a toujours un contact téléphonique avec le client, bien que la première demande puisse avoir été envoyée par courriel."
1372,2018,Not Applicable,Not Applicable,780.0,,0.0,0.0,0.0,420.0,Number of Website visits: not available,Nombre de visites sur le site internet: non disponible
17,2018,Not Applicable,Not Applicable,,1691.0,2351.0,,,,SSC accepts online requests only.,SPC n’accepte que les demandes présentées en ligne.
356,2018,No,No,,,,,,,,S.O.
724,2018,No,Not Applicable,,,,,1.0,40.0,Applications received by mail and email.,Demandes reçues par la poste et courriel.
1513,2018,Not Applicable,No,,,1.0,,,,"The program provides transfer payments in the form of contributions to trusted international, Intergovernmental, and non-governmental organizations (such as the International Organization for Migration). Application is through online only for operational and logistical reasons.","Le programme fournit des paiements de transfert sous forme de contributions à des organisations internationales, intergouvernementales et non gouvernementales de confiance (telles que l'Organisation internationale pour les migrations). Les demandes se font uniquement en ligne pour des raisons opérationnelles et logistiques."
1544,2018,No,No,0.0,853.0,0.0,0.0,0.0,0.0,Applications are not required in relation to Private Buoys.,Les demandes ne sont pas nécessaire pour les bouées privées.
1154,2018,Not Applicable,Not Applicable,15560.0,,1291.0,0.0,0.0,0.0,Number of telephone enquiries also includes questions received by email (generic mailbox). Hotline phone calls are not tracked. This number also includes the identification of persons to vacant positions.,Le nombre de demandes téléphoniques comprend également les questions reçues par courrier électronique (boîte aux lettres générique). Il n'y a pas de suivi sur le nombre d'appels à la ligne d'assistance. Ce nombre comprend aussi l'identification des personnes aux postes vacants.
1578,2018,Not Applicable,Not Applicable,1667.0,1896.0,,,,,Service not provided through specified channels.,Service non fourni par les canals spécifiés.
1066,2018,Not Applicable,Not Applicable,,12557.0,,,545.0,2770.0,,
1121,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,"The only delivery channels applicable are by website and newsletters sent by email to subscribers. Data is not available at this time, but efforts to collect this information are underway for future reports.","Les modes de prestation sont par le site web et des bulletins électroniques envoyées par courriels aux abonnés. Les données ne sont pas disponibles à l’heure actuelle, mais des efforts sont en cours pour recueillir cette information en vue de futurs rapports."
1786,2018,Not Applicable,No,,,,,,,"Clinical and Client Care is a mandatory program within FNIHB as it has a direct impact on health and safety, is tied to legislated provincial or territorial  standards, requiring  specific professional certifications.  Service Delivery Channels will vary in relation to community needs and capacity.","Les soins cliniques et aux clients constituent un programme obligatoire au sein de la DGSPNI, puisqu’ils ont une incidence directe sur la santé et la sécurité. Ils sont liés aux normes provinciales ou territoriales prescrites par la loi et exigent des certifications professionnelles spécifiques. Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté."
1720,2018,Not Applicable,Not Applicable,1.0,0.0,0.0,0.0,0.0,13.0,"Application for service can be done by phone (directly by contacting CFEP Managers), email (directly by emailing  CFEP managers or via HPOC single window).",Une demande de service peut être faite par téléphone (en contactant directement les gestionnaires du PCET ou au moyen du guichet unique du COPS).
1888,2018,Yes,Not Applicable,1326.0,73666.0,3241.0,,46.0,42.0,"Website visits can be  to access information about the fund and the application process for the Fund. Applications are tracked using the application number. However, some RDAs use the CRA number to work with StatCan and obtain statisticsal data.","Les visites sur le site Web peuvent servir à obtenir de l'information sur le Fonds et sur le processus de demande de financement.   Les demandes sont suivies à l'aide du numéro de demande. Toutefois, certains organismes de développement régional utilisent le numéro de l'ARC pour travailler avec Statistique Canada et obtenir des données statistiques."
1475,2018,Not Applicable,Not Applicable,50.0,5000.0,25.0,0.0,0.0,0.0,"The number of telephone inquiries regarding missions measuring climate data is at least 50 phone calls per year (SCISAT, MOPITT, and OSIRIS). The average number of visits to the SCISAT ACE-FTS website is 5,000 per year over the past three-year period, with about 75% of visits from new visitors. The number of online applications for data requests from users on the SCISAT ACE-FTS website is about 25 pear years.","Le nombre de demandes de renseignements téléphoniques concernant les missions qui mesurent les données climatiques est d’au moins 50 appels téléphoniques par année (SCISAT, MOPITT et OSIRIS). Le nombre moyen de visites sur le site Web de SCISAT ACE-FTS est de 5000 par an au cours des trois dernières années, avec environ 75 % de visites de nouveaux visiteurs. Le nombre d’applications en ligne pour les demandes de données des utilisateurs sur le site Web de SCISAT ACE-FTS est d’environ 25 par an."
1352,2018,Not Applicable,Not Applicable,0.0,30792.0,0.0,0.0,0.0,0.0,"The number of phone calls is not significant since the calls are mainly handled by the ''Contact us'' service, we believe that it is more accurate de enter 0 instead for that service./
Open source data, accessible through statcan.gc.ca. Online, In-Person, by Mail or other applications are not optional since all information is accessible through web site. Number of telephone inquiries are only accounted for the ones that are directed to the division from the tier one service 1-800 general enquiries./
Number of Website Visits only available starting Sept. 1st 2018-Mar. 31 2019 since a new analytics tool was implemented. Visits cannot be summed. Excludes StatCan employees at work.","Le nombre d'appels téléphoniques n'est pas significatif puisque les appels sont principalement traités par le service ''Contact us'', nous avons donc jugé raisonnable d'inscrire 0 pour ce service./
Données de source ouverte, accessibles via statcan.gc.ca. Les applications en ligne, en personne, par la poste ou autres ne sont pas possibles car toutes les informations sont accessibles via le site Web. Le nombre de demandes de renseignements téléphoniques n'est pris en compte que pour celles qui sont adressées à la division à partir des demandes de renseignements généraux du service de niveau un 1-800./
Nombre de visites au site Web seulement disponible à partir du 1er sept. 2018-31 mars 2019 puisqu'un nouvel outil d'analytique a été mis en place. Les Visites ne peuvent être additionnées. Exclues les employés de StatCan au travail."
1001,2018,Not Applicable,Yes,2405999.0,9251658.0,,,716175.0,2232272.0,"-Applications for OAS are only accepted by mail when auto enroll or renewal are not possible. 
-The volume reflected in the 'Applications by Mail' column include the volume of paper applications received for the following OAS pension benefits application types: OAS basic pension; the Guaranteed Income Supplement (GIS); Allowance; Allowance Survivor; Renewal of GIS/Allowance/Allowance Survivor; Options for GIS/Allowance/Allowance Survivor; and foreign benefits.
- The volume reflected in the 'Applications through Other Channels' column represents the volume of Automatic Enrolment into the OAS basic pension and the GIS, as well as the Automatic Renewal of income-tested benefits through the CRA for the GIS. 
- Applications to OAS pension benefits do not constitute the largest volume of work done by the OAS program. In addition to applications, there were also another  4,261,281 OAS and foreign benefit account revisions in 2018-2019.
-The number of website visits include CPP and OAS content combined.","– Les demandes pour les prestations de SV sont seulement acceptées si les adhésions automatiques ou le renouvellement automatique ne sont pas possibles.
- La valeur de la colonne « Demandes soumises par la poste » représente le nombre de demandes papier reçues pour les types de prestations de SV suivants : pension de base de la SV; supplément de revenu garanti (SRG); allocation; allocation au survivant; renouvellement du SRG, de l’allocation ou de l’allocation au survivant; options de SRG, d’allocation ou d’allocation au survivant; et prestations étrangères.
– La valeur de la colonne « Demandes soumises par d’autres moyens » représente la quantité d’adhésions automatiques à la pension de base de la SV et au SRG ainsi que le renouvellement automatique de prestations fondées sur le revenu par l’Agence du revenu du Canada (ARC) pour le SRG. 
– Les demandes de prestations de la SV ne constituent pas la charge de travail la plus importante du programme de la SV. En effet, il y a eu 4 261 281 révisions de comptes de la SV et des prestations étrangères en 2018-2019 en plus des demandes de prestations.
– Le nombre de visites du site Web fait référence à la consultation des contenus combinés du RPC et de la SV."
1716,2018,Not Applicable,Not Applicable,,,,,,,Email only. 25-40 inquiries per week. Service not provided through specified channels.,Courriel seulement. Il y a 25 à 40 demandes par semaine. Service non fourni par les canals spécifiés.
1449,2018,Not Applicable,No,11547.0,78900.0,,0.0,8755.0,0.0,This service is not available through other service delivery channels.,Ce service n'est pas disponible via d'autres modes de prestation de services.
729,2018,No,Not Applicable,,,,26440.0,,,Applications received in-person.,Demandes reçues en personne.
170,2018,Not Applicable,Not Applicable,0.0,149717.0,28119852.0,0.0,0.0,0.0,The number identified in on-line applications is the total number of financial transaction reports sent by Reporting Entitites that have been received by FINTRAC in the reporting year.  The number and types of reports received is published quarterly.,Le nombre indiqué dans les demandes en ligne correspond au nombre total de déclarations d'opérations financières envoyées par les entités déclarantes qui ont été reçues par CANAFE au cours de l'année de déclaration. Le nombre et les types de déclarations reçus sont publiés trimestriellement.
1875,2018,No,No,9719.0,460843.0,73363.0,0.0,0.0,0.0,"This service is offered via fax, but no applications have been received through that method for the relevant timeframe","Ce service est offert par télécopie, mais aucune demande n'a été reçue par cette méthode pour la période pertinente"
1291,2018,Not Applicable,Not Applicable,0.0,1626.0,30.0,,,,Telephone inquiries are not tracked. Online application only.,Les demandes de renseignements par téléphone ne font pas l'objet d'un suivi. Demande en ligne seulement.
667,2018,Not Applicable,Not Applicable,,,10524.0,,1398.0,,"""In 2018-2019, Applications to join, renew, or re-apply to FAST could be made online or by mail only.
Effective April 2019, paper applications are no longer accepted.","En 2018-2019, les demandes d'adhésion, de renouvellement ou de nouvelle demande à EXPRES pourraient être faits en ligne ou par courrier postal seulement. À compter d'avril 2019, les demandes papier ne sont plus acceptées."
1370,2018,Yes,No,0.0,0.0,0.0,0.0,0.0,8.0,The applications received were solicited.,Les demandes reçues ont été sollicitées.
171,2018,Not Applicable,Not Applicable,0.0,88051.0,2276.0,0.0,0.0,0.0,"The number associated with Online applications are the total number of Disclosures of Financial Intelligence provided to Federal, Provincial, Municipal and Securities Regulators for the reporting period 2018/19.","Le nombre associé aux demandes en ligne correspond au nombre total de communications de renseignements financiers fournies aux organismes de réglementation fédéraux, provinciaux, municipaux et des valeurs mobilières pour la période de déclaration 2018-2019."
1374,2018,No,No,16131.0,0.0,,,4177.0,,"Website visits are not tracked.
Complaints (applications) can not currently be made online.
Complaints (applications) are not submitted via in-person visits.","Les données sur les visites du site Web ne sont pas compilées.
Les plaintes ne peuvent actuellement pas être déposées en ligne.
Les plaintes ne peuvent être soumises en personne."
1373,2018,No,Not Applicable,0.0,0.0,0.0,0.0,234.0,0.0,"FMCS does not track by which channel applications are received. Applications for conciliation services and grievance arbitration under Part I of the Canada Labour Code can be submitted by e-mail, mail or fax. The total number of applications for fiscal year 2018-19 was 234  (173 conciliations, 61 arbitrations).","Le SFMC ne vérifie pas les moyens utilisés pour soumettre une demande. Les demandes de services de conciliation et d’arbitrage de griefs en vertu de la Partie 1 du Code canadien du travail peuvent être soumises par courriel, par courrier ou par télécopieur. Il y a eu 234 demandes au cours de l’exercice 2018-2019 (173 conciliations et 61 arbitrages)."
1377,2018,Not Applicable,Not Applicable,145.0,38907.0,141.0,3.0,0.0,0.0,,
265,2018,Not Applicable,Not Applicable,,,0.0,0.0,0.0,45.0,Telephone and Email enquiries are not tracked.,Les demandes de renseignements par téléphone et par courrier électronique ne sont pas suivies.
1003,2018,Yes,Yes,4648516.0,33643013.0,2798291.0,,31779.0,,"Online applications represent both Initials and Renewals. 

The volume of EI applications reflected in the 'Mail' channel represent paper applications, which can be mailed by an applicant or delivered by the applicant to a Service Canada Centre who will mail the application on behalf of the applicant free of charge/postage fees.","Les demandes de prestations numériques représentent autant les demandes initiales que les demandes de renouvellement. 
La quantité de demandes pour l'assurance emploi (AE) soumises par la poste représente les demandes en format papier. Les demandeurs peuvent soumettre ces demandes par la poste ou ils peuvent les apporter à un Centre Service Canada où un employé(e) les mettra à la poste sans frais au nom du demandeur."
1548,2018,Yes,Not Applicable,313.0,,648.0,,,,Service only available by telephone and online.,Service disponible uniquement par téléphone et en ligne.
1421,2018,Not Applicable,No,0.0,,,,,4571.0,Requests are made via email,Les demandes sont faites par email
1457,2018,Not Applicable,No,19027.0,733492.0,,55958.0,0.0,0.0,This service is not available through other service delivery channels.,Ce service n'est pas disponible via d'autres modes de prestation de services.
978,2018,No,No,87.0,119771.0,0.0,0.0,0.0,326.0,The service standard associated with Public and Media Inquiries is first-in-first out.,"La norme de service associée aux demandes de renseignements du public et des médias est celle du premier entré, premier sorti."
1822,2018,Not Applicable,Not Applicable,0.0,130069.0,0.0,0.0,0.0,30.0,Media inquiries do not require the originator to provide a business number or SIN.,"Pour les demandes de renseignements des médias, le demandeur n’est pas tenu de fournir un numéro d’entreprise ou un numéro d’assurance sociale."
832,2018,No,No,,,,,,,,S.O.
1515,2018,Not Applicable,Yes,0.0,0.0,0.0,0.0,745.0,0.0,Program operates on an irregular as-needed basis. 745 applications received in 2017; application numbers for 2019 TBD.,Le programme fonctionne de manière irrégulière selon les besoins. 745 demandes reçues en 2017; numéros de demande pour 2019 à déterminer.
1155,2018,Not Applicable,Not Applicable,,,50796.0,0.0,0.0,0.0,"The number of telephone enquiries is included in the ""Registration services of persons with a priority entitlement"".","Le nombre de demandes de renseignements téléphoniques est inclus dans les ""Services d’inscription des personnes bénéficiant d'un droit de priorité""."
1789,2018,Not Applicable,Not Applicable,19.0,,,,,128.0,"135 (91.8%) of media queries responded within the reporters’ deadlines
(SLA for media requests: responded within the reporters’ deadlines)","135 (91.8%) des questions des médias ont répondu dans les délais des journalistes
(SLA pour les demandes des médias: a répondu dans les délais des journalistes)"
1545,2018,No,No,0.0,82128.0,0.0,0.0,0.0,217.0,"Separate data is not a available for in-person applications. They are included in mail/email numbers. Canadians report to NPP when they find or take possession of a wreck. These are viewed as ""applications"".",Les données séparées ne sont pas disponibles pour les demandes en personne. Elles sont incluses dans les chiffres de courrier/courriel. Les Canadiens font une déclaration au PPN lorsqu'ils trouvent une épave ou en prennent possession. Ces déclarations sont perçues comme étant des « demandes».
1365,2018,Not Applicable,Not Applicable,23790.0,,,,246207.0,1389.0,Not applicable for online or in-person channel. The number of mail is the same as in the Prime Minister's Website service.,Aucune application pour les modes de prestation en-ligne ou en personne. Le nombre de courrier est le même que pour le site web du premier ministre.
280,2018,No,No,,,,,,,,S.O.
1338,2018,Yes,Not Applicable,0.0,5334.0,206.0,,0.0,3.0,Telephone Inquiries are not tracked,Les demandes de renseignements par téléphone ne font pas l'objet d'un suivi.
1783,2018,Not Applicable,No,,,,,,,"The 25,923,875 claims listed under Non Insured Health Benefits - Direct Service Delivery  do NOT include benefits funder under Contribution Agreement. Service Delivery Channels will vary in relation to community needs and capacity.",Les 25 923 875 réclamations répertoriées sous Services de santé non assurés - Prestation directe de services NE COMPRENNENT PAS les prestations prévues par l’entente de contribution. Les modes de prestation de services varieront en fonction des besoins et de la capacité de la communauté.
1467,2018,Not Applicable,Not Applicable,50.0,2303.0,85.0,0.0,0.0,0.0,"The number of 2,303 website visits represents the number of unique visitors. Total webpage views were 45,471 for 2018-19.","Le nombre de 2,303 représente le nombre d'utilisateurs uniques. Par contre, le nombre de pages affichées était de 45,471 pour 2018-19."
1525,2018,No,No,,,,,,,Volume not available for this service,Volume non disponible pour ce service
1215,2018,Not Applicable,No,0.0,0.0,0.0,0.0,0.0,0.0,,
1490,2018,Not Applicable,No,,364762.0,323421.0,,503917.0,,This service is not available through other service delivery channels.,Ce service n'est pas disponible via d'autres modes de prestation de services.
656,2018,Not Applicable,Not Applicable,0.0,,0.0,,,0.0,"Components of this service are available via different channels (including telephone, online, email, fax, and mail.) The number of telephone inquiries and of contacts via other channels is not tracked.","Les composantes de ce service sont disponibles par différents canaux (y compris le téléphone, en ligne, par courriel, fax et par la poste.) Le nombre de demandes de renseignements téléphoniques et de contacts par d'autres moyen n'est pas suivi."
283,2018,No,No,,,,,,,,S.O.
890,2018,Not Applicable,Not Applicable,,,,,,5.0,Requests for assistance are received by email. Often a heads-up through a phone call is also received,"Les demandes d’assistance sont reçues par courriel. Souvent, un avis est donné par téléphone"
1462,2018,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,"These data, at least partially, may exist, but are not systematically collected. There is no collection mechanism in place.","Ces données, du moins partiellement, sont peut-être existantes, mais non collectées systématiquement. Aucun mécanisme de collecte n’est en place."
1471,2018,No,No,3246.0,,1193126.0,,1711567.0,,This service is not available through other service delivery channels.,Ce service n'est pas disponible via d'autres modes de prestation de services.
1236,2018,Not Applicable,No,,,,,,,ISC does not track the number of inquiries (or related follow-up activities) from First Nation communities or other service providers.,SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant de communautés des Premières nations ou d'autres fournisseurs de services.
1239,2018,Not Applicable,No,,,,,,,ISC does not track the number of inquiries (or related follow-up activities) from First Nation communities or other service providers.,SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant de communautés des Premières nations ou d'autres fournisseurs de services.
1346,2018,Not Applicable,Not Applicable,,17090.0,,,,,"Program application is now closed. https://www.ic.gc.ca/eic/site/093.nsf/eng/home

Program received 68 applications online in total.","La demande d'inscription au programme est maintenant fermée. https://www.ic.gc.ca/eic/site/093.nsf/fra/accueil

Le programme a reçu 68 demandes en ligne au total."
1241,2018,Not Applicable,Not Applicable,,,,,,86.0,"Use of generic program email account where enquiries are received and responded to. Funding call launched annually where applications are submitted via email. The number of applications - 86 - is for HQ only and does not include regions.
GBA+ update under development.","Utilisation d’un compte de courriel générique du programme où les demandes de renseignements sont reçues et auxquelles on répond. Appel de financement lancé chaque année lorsque les demandes sont soumises par courriel. Le nombre de demandes - 86 - est réservé à l’AC et ne comprend pas les régions.
Une mise à jour de l’ACS+ est en cours d’élaboration."
665,2018,Not Applicable,Not Applicable,,,,,2950.0,,"In 2018-2019, applications to join, renew, or re-apply to the CANPASS programs could be made by mail only.","En 2018-2019, les demandes d'adhésion, de renouvellement ou de nouvelle demande aux programmes CANPASS pourraient être faits par courrier seulement."
1094,2018,Not Applicable,Not Applicable,,,420.0,,,0.0,"Departmental Human Resources (HR) contacts and respondents may email the generic mailbox for any questions, information, or data requests regarding HR demographics and capabilities. 

This service is not offered by telephone, in person, or by mail.","Les personnes-ressources et les répondants ministériels des ressources humaines (RH) peuvent envoyer un courriel à la boîte aux lettres générale pour toute question, demande de renseignements ou demande de données concernant la démographie et les capacités des RH.

Ce service n’est pas offert par téléphone, en personne ou par courriel."
1456,2018,Not Applicable,Not Applicable,484.0,,,,,,data are not yet available,Les données ne sont pas encore disponible.
1542,2018,No,Not Applicable,0.0,466.0,0.0,0.0,0.0,0.0,Program is fully allocated and not accepting applications.,Les fonds ont été entièrement affectés et le programme n'accepte aucune proposition.
1245,2018,Not Applicable,Not Applicable,,,,,,,"GBA+ update under development.

ISC does not track the number of inquiries (or related follow-up activities) from the shelter service providers.","Une mise à jour de l’ACS+ est en cours d’élaboration.

SAC ne suit pas le nombre de demandes de renseignements (ou d'activités de suivi connexes) émanant des fournisseurs de services d'hébergement."
905,2018,No,No,,,,,,267.0,Only applications for the certification program for the procurement and materiel management communities tracked.,Seules les demandes du programme de certification des collectivités des acquisitions et de la gestion du matériel du gouvernement fédéral suivies.
1195,2018,Not Applicable,Not Applicable,50807.0,11000000.0,1000000.0,,,,"Number of telephone enquiries includes e-mail enquiries. Tier 1 - Offered by Service Canada Call Center (MOU) Job Seekers 12,857 phone calls and 24,067 Emails. 
Tier 2 - Offered by PSRS Helpdesk (CFP) Job Seekers 7,233 Emails requests. 
Hiring departments - 6,650 Emails. 
1 Million online applications for 400,000 applicants. 
The numbers for in-person and email applications are only available from each department.","Les demandes téléphoniques incluent les demandes via courier électronique. Niveau 1 - offert par le centre d'appels de Service Canada , chercheurs d'emploi 12 857 appels téléphoniques et 24 067 courriels. 
Niveau 2 - offert par PSRS Helpdesk (CFP) chercheurs d'emploi 7 233 demandes par courriel. 
Organizations d'embauche - 6 650  courriels. 
400 000 applicants, le nombre d'applications en personne ou courrier électronique ne sont pas disponibles."
733,2018,Yes,No,,,,,28.0,,Applications received by mail.,Demandes reçues par la poste.
755,2018,No,Not Applicable,,,,,,4222.0,"The EDI application process is complex and requires different information depending on the program, the submitter, or the EDI method chosen; due to the complexity of the service, no online direct submission process exists. The application forms must be signed and can be emailed, faxed or mailed to the CBSA. The review and confirmation processes are conducted manually.","Le processus de demande EDI est complexe et exige des renseignements différents selon le programme, le demandeur ou la méthode d'EDI choisie ; en raison de la complexité du service, aucun processus de demande directe en ligne n'existe. Les formulaires de demande doivent être signés et peuvent être envoyés par courriel, par télécopieur ou par la poste à l'ASFC. Les processus de vérification et de confirmation sont effectués manuellement."
53,2018,Not Applicable,No,962.0,,,,,,"The use of a CRA Business Number is not applicable as the Veterans Review and Appeal Board (VRAB, the Board) does not provide service to businesses.
Number of website visits: This service is not an information-based service.
Number of online applications: The Board does not receive on-line applications. In over 99% of cases, application is made through the applicant’s legal representative who registers the case through an electronic system. 
Number of in-person applications: VRAB collects data for the total number of applications not by individual service delivery channel. 
Number of applications by mail: VRAB collects data for the total number of applications not by individual service delivery channel. 
Number of applications through other channels: VRAB collects data for the total number of applications not by individual service delivery channel.
The Board is exploring the viability of collecting data for individual service delivery channels.","Le numéro d’entreprise de l’ARC ne s’applique pas, étant donné que le Tribunal des anciens combattants (révision et appel) (le TACRA ou le Tribunal) ne fournit pas de services aux entreprises.
Nombre de visites sur le site (service axés sur l'information): Il ne s’agit pas d’un service axé sur les renseignements.
Nombre d'applications en ligne: Le Tribunal ne reçoit pas de demandes en ligne. Dans plus de 99 % des cas, les demandes sont présentées par l’entremise du représentant légal du demandeur. Le représentant inscrit le cas au moyen d'un système électronique. 
Nombre de demandes en personne: Le Tribunal recueille les données relatives au nombre total de demandes, mais pas pour chaque mode de prestation. 
Nombre de candidatures par courrier: Le Tribunal recueille les données relatives au nombre total de demandes, mais pas pour chaque mode de prestation. 
Nombre de demandes soumises par l'entremise d'un autre mode de prestation : Le Tribunal recueille les données relatives au nombre total de demandes, mais pas pour chaque mode de prestation.
Le Tribunal examine la possibilité de recueillir les données pour chaque mode de prestation des services."
1161,2018,No,No,,,,0.0,0.0,,Service is not offered online or by telephone and data is not available.,Le service n’est pas offert en ligne ou par téléphone et les données ne sont pas disponibles.
