"id","dept_code","name_en","name_fr","desc_en","desc_fr","is_active","is_drf","is_internal_service"
"NBC-ISS00","NBC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"NBC-SO0761","NBC","The Battlefields Park of Quebec is a prestigious, natural, accessible, safe and educational historic and urban site","Le parc des Champs-de-Bataille de Québec est un site historique et urbain prestigieux, naturel, accessible, sécuritaire et éducatif","","",0,0,0
"NBC-SO1999","NBC","Internal Services","Services internes","","",0,0,1
"NCC-SO0771","NCC","Canada's Capital Region is of national significance and is a source of pride for Canadians","La région de la capitale du Canada revêt une importance nationale et constitue une source de fierté pour les Canadiennes et les Canadiens","","",0,0,0
"ND-BUN00","ND","Operations","Opérations","","",1,1,0
"ND-BUO00","ND","Ready Forces","Forces prêtes au combat","","",1,1,0
"ND-BUP00","ND","Defence Team","Équipe de la Défense","","",1,1,0
"ND-BUQ00","ND","Future Force Design","Concept de force de l'avenir","","",1,1,0
"ND-BUR00","ND","Procurement of Capabilities","Acquisition de capacités","","",1,1,0
"ND-BUS00","ND","Sustainable Bases, Information Technology Systems and Infrastructure","Bases, systèmes de technologie de l'information et d'infrastructure durables","","",1,1,0
"ND-ISS00","ND","Internal Services","Services internes","","",1,1,1
"ND-SO0781","ND","Defence Operations and Services Improve Stability and Security, and Promote Canadian Interests and Values","Les opérations et services de la Défense améliorent la stabilité et la sécurité, et promeuvent les valeurs et intérêts canadiens","","",0,0,0
"ND-SO0782","ND","Defence Remains Continually Prepared to Deliver National Defence and Defence Services in Alignment with Canadian Interests and Values","La Défense demeure continuellement préparée à s'acquitter de la défense nationale et des services de la Défense en conformité avec les valeurs et intérêts canadiens","","",0,0,0
"ND-SO0783","ND","National Defence is ready to meet Government Defence Expectations","La Défense nationale est prête à répondre aux attentes du gouvernement en matière de défense","","",0,0,0
"ND-SO0784","ND","Resources are acquired to meet Government Defence Expectations","L'acquisition de ressources en vue de répondre aux attentes du gouvernement en matière de défense","","",0,0,0
"ND-SO0785","ND","Defence operations improve peace, stability and security wherever deployed","Les opérations de la Défense contribuent à faire régner la paix, la stabilité et la sécurité partout où elles sont menées","","",0,0,0
"ND-SO0786","ND","Care and Support to the Canadian Forces and Contribution to Canadian Society","Soins et soutien aux Forces canadiennes et contribution à la société canadienne","","",0,0,0
"ND-SO1999","ND","Internal Services","Services internes","","",0,0,1
"NEB-BTA00","NEB","Energy Adjudication","Processus décisionnel","","",1,1,0
"NEB-BTB00","NEB","Safety and Environment Oversight","Surveillance de la sécurité et de l'environnement","","",1,1,0
"NEB-BTC00","NEB","Energy Information","Information sur l'énergie","","",1,1,0
"NEB-BTD00","NEB","Engagement","Mobilisation","","",1,1,0
"NEB-ISS00","NEB","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"NEB-SO0791","NEB","The regulation of pipelines, power lines, energy development and energy trade contributes to the safety of Canadians, the protection of the environment and efficient energy infrastructure and markets, while respecting the rights and interests of those affected by National Energy Board decisions and recommendations","La réglementation des pipelines et des lignes de transport d'électricité, de la mise en valeur des ressources énergétiques et du commerce de l'énergie contribue à assurer la sécurité des Canadiens et Canadiennes, la protection de l'environnement et l'existence d'une infrastructure et de marchés énergétiques efficients, le tout dans le respect des droits et des intérêts des parties touchées par les décisions et les recommandations de l'Office","","",0,0,0
"NEB-SO1999","NEB","Internal Services","Services internes","","",0,0,1
"NFB-BSM00","NFB","Audiovisual programming and production","Programmation et production audiovisuelles","","",1,1,0
"NFB-BSP00","NFB","Content accessibility and audience engagement","Accessibilité des œuvres et interaction avec les auditoires","","",1,1,0
"NFB-ISS00","NFB","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"NFB-SO0801","NFB","Canadian stories and perspectives are reflected in audiovisual media and accessible to Canadians and the world","Les histoires et les perspectives canadiennes sont présentes dans les médias audiovisuels et rendues accessibles à la population du Canada et du reste du monde","","",0,0,0
"NFB-SO1999","NFB","Internal Services","Services internes","","",0,0,1
"NGC-SO0811","NGC","Interest in, knowledge of and appreciation and respect for visual art through collections of historic and contemporary works of art, programs and research that reflect a special but not exclusive perspective on Canada","Grâce à des collections d'oeuvres d'art anciennes et contemporaines, à des programmes et à de la recherche reflétant un point de vue particulier mais non exclusif sur le Canada, favoriser l'intérêt, l","","",0,0,0
"NMST-SO0821","NMST","Interest in, knowledge of and appreciation and respect for science and technology through collections of scientific and technological objects, programs and research reflecting a Canadian perspective","Intérêt, connaissance, appréciation et respect à l'égard de la science et la technologie par l'entremise de la collection des objets scientifiques et technologiques, des programmes et de la recherche reflétant un point de vue canadien","","",0,0,0
"NPA-SO0871","NPA","The planning and construction of the Canadian portion of the Alaska Highway Gas Pipeline project is efficient and expeditious while ensuring environmental protection and social and economic benefits for Canadians","S'assurer que la planification et la construction du tronçon canadien du projet de gazoduc de la route de l'Alaska s'effectuent de façon efficace et rapide tout en garantissant la protection de l'environnement et des retombées socioéconomiques pour les Canadiens","","",0,0,0
"NPB-BUA00","NPB","Conditional Release Decisions","Décisions relatives à la mise en liberté sous condition","","",1,1,0
"NPB-BUB00","NPB","Conditional Release Openness and Accountability","Application transparente et responsable du processus de mise en liberté sous condition","","",1,1,0
"NPB-BUC00","NPB","Record Suspension Decisions/Clemency Recommendations","Décisions relatives à la suspension du casier et recommandations concernant la clémence","","",1,1,0
"NPB-ISS00","NPB","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"NPB-SO1021","NPB","Conditional release and record suspension decisions and decision processes that safeguard Canadian communities","Décisions relatives à la mise en liberté sous condition et à la suspension du casier, et processus décisionnels visant à protéger les collectivités canadiennes","","",0,0,0
"NPB-SO1999","NPB","Internal Services","Services internes","","",0,0,1
"NR-BTL00","NR","Natural Resource Science and Risk Mitigation","Science des ressources naturelles et atténuation des risques","","",1,1,0
"NR-BTM00","NR","Innovative and Sustainable Natural Resources Development","Valorisation novatrice et durable des ressources naturelles","","",1,1,0
"NR-BTO00","NR","Globally Competitive Natural Resource Sectors","Secteurs des ressources naturelles concurrentiels à l'échelle mondiale","","",1,1,0
"NR-ISS00","NR","Internal Services","Services internes","","",1,1,1
"NR-SO0851","NR","Canada's natural resource sectors are globally competitive","Les secteurs des ressources naturelles canadiens sont concurrentiels à l'échelle mondiale","","",0,0,0
"NR-SO0852","NR","Canadians have information to manage their lands and natural resources, and are protected from related risks","Les Canadiens ont l'information nécessaire pour gérer leurs terres et leurs ressources naturelles, et sont protégés contre les risques associés","","",0,0,0
"NR-SO0853","NR","Natural Resource Sectors and Consumers are Environmentally Responsible","Les secteurs des ressources naturelles et les consommateurs sont respectueux de l'environnement","","",0,0,0
"NR-SO1999","NR","Internal Services","Services internes","","",0,0,1
"NRC-BNQ00","NRC","Science and Innovation","Science et innovation","","",1,1,0
"NRC-ISS00","NRC","Internal Services","Services internes","","",1,1,1
"NRC-SO0831","NRC","Canadian businesses prosper from innovative technologies","Les entreprises canadiennes prospèrent grâce à l'innovation technologique","","",0,0,0
"NRC-SO0832","NRC","Research and Development infrastructure for an innovative and knowledge-based economy","Infrastructure de recherche et développement pour une économie du savoir novatrice","","",0,0,0
"NRC-SO0833","NRC","Advancements in the development and deployment of innovative technologies in targeted Canadian industries and national priority areas in support of federal priorities in innovation and science and technology","Progrès dans le développement et le déploiement de technologies novatrices dans des secteurs industriels canadiens ciblés et des domaines prioritaires nationaux à l'appui des priorités du gouvernement fédéral en innovation, en science et en technologie","","",0,0,0
"NRC-SO0834","NRC","Canadians have access to research and development information and infrastructure","Accès des Canadiens à l'information en recherche et développement et aux infrastructures de recherche et développement","","",0,0,0
"NRC-SO1999","NRC","Internal Services","Services internes","","",0,0,1
"NRTEE-SO0841","NRTEE","Federal policy development and decisions in other key sectors are influenced by advice on sustainable development issues pertaining to the environment and the economy","Les conseils sur les questions de développement durable touchant l'environnement et l'économie influencent l'élaboration des politiques fédérales et les décisions dans d'autres secteurs clés","","",0,0,0
"NRTEE-SO1999","NRTEE","Internal Services","Services internes","","",0,0,1
"NSERC-BNR00","NSERC","Funding Natural Sciences and Engineering Research and Training","Financement de la recherche et de la formation en sciences naturelles et en génie","","",1,1,0
"NSERC-ISS00","NSERC","Internal Services","Services internes","","",1,1,1
"NSERC-SO0861","NSERC","Canada is a world leader in advancing, connecting and applying new knowledge in the natural sciences and engineering","Le Canada est un chef de file mondial dans l'avancement, la mise à profit et l'application des nouvelles connaissances en sciences naturelles et en génie","","",0,0,0
"NSERC-SO0862","NSERC","Discovery: High quality Canadian-based competitive research in the natural sciences and engineering","La découverte: recherche concurrentielle de haute qualité en sciences naturelles et en génie au Canada","","",0,0,0
"NSERC-SO0863","NSERC","Innovation: Knowledge and skills in the natural sciences and engineering are transferred to and used productively by the user sector in Canada","L'innovation: les connaissances et les compétences en sciences naturelles et en génie sont transférées au secteur des utilisateurs au Canada et appliquées de manière productive par ce dernier","","",0,0,0
"NSERC-SO0864","NSERC","People: Highly skilled science and engineering professionals in Canada","Les gens: des professionnels hautement qualifiés en sciences et en génie au Canada","","",0,0,0
"NSERC-SO1999","NSERC","Internal Services","Services internes","","",0,0,1
"NSICP-BUE00","NSICP","Assist the National Security and Intelligence Committee of Parliamentarians in fulfilling its mandate","Aider le Comité des parlementaires sur la sécurité nationale et le renseignement à remplir son mandat","","",1,1,0
"NSICP-ISS00","NSICP","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"OAG-SO0041","OAG","Through legislative auditing, we contribute to a well-managed and accountable government for Canadians","Par nos travaux d'audit législatif, nous contribuons, pour le compte des Canadiens, à ce que le gouvernement soit bien géré et responsable","","",0,0,0
"OCI-BVL00","OCI","Independent Oversight of Federal Corrections","Surveillance indépendante des services correctionnels fédéraux","","",1,1,0
"OCI-ISS00","OCI","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"OCI-SO0941","OCI","The problems of offenders in the federal correctional system are identified and addressed in a timely fashion","Les problèmes des délinquants au sein du système correctionnel fédéral sont définis et traités au moment opportun et de façon raisonnable","","",0,0,0
"OCI-SO1999","OCI","Internal Services","Services internes","","",0,0,1
"OCOL-BGH00","OCOL","Protection of rights related to Official Languages","Protection des droits liés aux langues officielles","","",1,1,0
"OCOL-BGI00","OCOL","Advancement of French and English in Canadian society","Avancement du français et de l'anglais dans la société canadienne","","",1,1,0
"OCOL-ISS00","OCOL","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"OCOL-SO0901","OCOL","Rights guaranteed by the Official Languages Act are protected and linguistic duality is promoted as a fundamental value of Canadian society","Les droits garantis en vertu de la Loi sur les langues officielles sont protégés et la dualité linguistique est promue comme une valeur fondamentale de la société canadienne","","",0,0,0
"OCOL-SO1999","OCOL","Internal Services","Services internes","","",0,0,1
"OCSEC-SO0911","OCSEC","The Communications Security Establishment performs its duties and functions in accordance with the laws of Canada and with due regard for the privacy of Canadians","Le Centre de la sécurité des télécommunications s'acquitte de son mandat et de ses fonctions conformément aux lois du Canada et avec le souci du respect de la vie privée des Canadiens","","",0,0,0
"OCSEC-SO1999","OCSEC","Internal Services","Services internes","","",0,0,1
"ODPP-BRD00","ODPP","Prosecution Services","Services de poursuite","","",1,1,0
"ODPP-BRE00","ODPP","Electoral Compliance and Enforcement","Observation et contrôle d'application de la loi électorale","","",1,1,0
"ODPP-ISS00","ODPP","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"ODPP-SO0951","ODPP","Criminal and regulatory offences under federal law are prosecuted in an independent, impartial and fair manner","Poursuivre les infractions criminelles et les infractions règlementaires prévues par des lois fédérales d'une manière indépendante, impartiale et juste","","",0,0,0
"ODPP-SO0952","ODPP","Compliance and enforcement activities under the Canada Elections Act and Referendum Act are conducted by the Commissioner of Canada Elections in an independent, impartial and fair manner","Les activités de conformité et d'application aux termes de la Loi électorale du Canada et de la Loi référendaire sont menées par le commissaire aux élections fédérales de manière indépendante, impartiale et équitable","","",0,0,0
"ODPP-SO1999","ODPP","Internal Services","Services internes","","",0,0,1
"OEC-SO0921","OEC","The public can feel confident that public office holders and members of Parliament are meeting the requirements of the conflict of interest compliance measures","Le public peut avoir confiance que les titulaires de charge publique ainsi que les députés rencontrent les exigences des mesures d'observation régissant leur conduite en ce qui concerne les conflits d'intérêts","","",0,0,0
"OEC-SO1999","OEC","Internal Services","Services internes","","",0,0,1
"OICC-BTK00","OICC","Community and Regional Development","Développement communautaire et régional","","",1,1,0
"OICC-ISS00","OICC","Internal Services","Services internes","","",1,1,1
"OICC-SO0881","OICC","Public Infrastructure for a More Prosperous Canada","Des infrastructures publiques pour un Canada plus prospère","","",0,0,0
"OICC-SO0882","OICC","Funding for quality, cost-effective public infrastructure that meets the needs of Canadians in a competitive economy, a cleaner environment and liveable communities is provided","Du financement est versé pour une infrastructure publique rentable et de qualité qui répond aux besoins des Canadiens dans une économie concurrentielle, un environnement propre et des collectivités habitables","","",0,0,0
"OICC-SO0883","OICC","Construction-ready infrastructure projects are provided with federal funding support","Les projets d'infrastructure prêts à être construits reçoivent un financement fédéral","","",0,0,0
"OICC-SO1999","OICC","Internal Services","Services internes","","",0,0,1
"OPSIC-BTS00","OPSIC","Public sector disclosures of wrongdoing and complaints of reprisal","Les divulgations d'actes répréhensibles et les plaintes de représailles du secteur public","","",1,1,0
"OPSIC-ISS00","OPSIC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"OPSIC-SO0961","OPSIC","Wrongdoing in the federal public sector is addressed and public servants are protected in case of reprisal","Des mesures sont prises à l'égard des actes répréhensibles au sein du secteur public fédéral et les fonctionnaires sont protégés en cas de représailles","","",0,0,0
"OPSIC-SO1999","OPSIC","Internal Services","Services internes","","",0,0,1
"ORL-BVA00","ORL","Ensure transparency and accountability in the lobbying of public office holders in order to contribute to confidence in the integrity of government decision making","Assurer la transparence et l'obligation de rendre compte des activités de lobbying effectuées auprès de titulaires d'une charge publique pour contribuer à la confiance à l'égard de l'intégrité des décisions prises par le gouvernement","","",1,1,0
"ORL-ISS00","ORL","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"ORL-SO0891","ORL","Ensure transparency and accountability in the lobbying of public office holders in order to contribute to confidence in the integrity of government decision making","Assurer la transparence et l'obligation de rendre compte des activités de lobbying effectuées auprès de titulaires d'une charge publique pour contribuer à la confiance à l'égard de l'intégrité des décisions prises par le gouvernement","","",0,0,0
"ORL-SO1999","ORL","Internal Services","Services internes","","",0,0,1
"OSEO-SO1191","OSEO","Senators meet their obligations under the Conflict of Interest Code in a manner that contributes to the integrity of the Senate as an institution","Les sénateurs respectent les obligations découlant du Code régissant les conflits d'intérêts de manière à aider à assurer l'intégrité du Sénat en tant qu'institution","","",0,0,0
"OSFI-BVN00","OSFI","Financial Institution and Pension Plan Regulation and Supervision","Réglementation et surveillance – institutions financières et régimes de retraite","","",1,1,0
"OSFI-BVO00","OSFI","Actuarial Services to Federal Government Organizations","Services actuariels aux organismes fédéraux","","",1,1,0
"OSFI-ISS00","OSFI","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"OSFI-SO0971","OSFI","A financially sound and sustainable Canadian public retirement income system","Un système public canadien de revenu à la retraite sûr et viable sur le plan financier","","",0,0,0
"OSFI-SO0972","OSFI","A safe and sound Canadian financial system","Un système financier canadien sûr et stable","","",0,0,0
"OSFI-SO1999","OSFI","Internal Services","Services internes","","",0,0,1
"PACS-SO1061","PACS","To ensure fair and competency-based processes are in place for the recruitment and selection of qualified individuals for Governor-in-Council appointments across agencies, boards, commissions and Crown Corporations","Assurer la mise en place de processus équitables et axés sur les compétences pour le recrutement et la sélection d'individus compétents en ce qui concerne les nominations faites par le gouverneur en conseil au sein des organismes, des commissions et des conseils, ainsi que des sociétés d'État","","",0,0,0
"PACS-SO1999","PACS","Internal Services","Services internes","","",0,0,1
"PCA-BGW00","PCA","Protecting and Presenting Canada's Natural and Cultural Heritage","Protéger et mettre en valeur le patrimoine naturel et culturel du Canada","","",1,1,0
"PCA-ISS00","PCA","Internal Services","Services internes","","",1,1,1
"PCA-SO1001","PCA","Canadians have a strong sense of connection to their national parks, national historic sites, heritage canals, and national marine conservation areas and these protected places are experienced in ways that leave them unimpaired for the enjoyment of present and future generations","Les Canadiens éprouvent un fort sentiment d'appartenance à l'égard des parcs nationaux, des lieux historiques nationaux, les canaux patrimoniaux et des aires marines nationales de conservation du pays, et ils profitent de ces endroits protégés tout en s'efforçant de les laisser intacts pour les générations d'aujourd'hui et de demain","","",0,0,0
"PCA-SO1999","PCA","Internal Services","Services internes","","",0,0,1
"PCC-AYX00","PCC","Civilian review of Royal Canadian Mounted Police members' conduct in the performance of their duties","Examen civil de la conduite des membres de la Gendarmerie royale du Canada dans l'exercice de leurs fonctions","The Civilian Review and Complaints Commission for the RCMP (CRCC) is an independent agency created by Parliament to provide fair and independent civilian review of RCMP members’ conduct in the performance of their duties. The CRCC accomplishes this by receiving complaints from the public about the conduct of RCMP members and monitoring the RCMP’s investigations of such complaints. Where a complainant is not satisfied with the outcome of the RCMP’s response to a complaint, a request can be made to the CRCC for an independent review of the members’ conduct and the RCMP’s handling of the matter. In reviewing complaints, the CRCC may find that it is satisfied with the RCMP’s handling of the complaint or it may make findings and recommendations to the RCMP Commissioner and the Minister of Public Safety with respect to matters addressed in the complaint. The CRCC also conducts reviews of specified RCMP activities, reports to provinces which contract RCMP services, conducts research, program outreach and public education, and provides independent observers to investigations of serious incidents involving RCMP members.","La Commission civile d’examen et de traitement des plaintes relatives à la GRC (CCETP) est un organisme indépendant créé par le Parlement. Son rôle consiste à effectuer un examen juste et indépendant de la conduite de membres de la GRC dans l’exercice de leurs fonctions. Pour ce faire, la CCETP reçoit les plaintes du public au sujet de la conduite de membres de la GRC et surveille les enquêtes de la GRC concernant les plaintes. Si le plaignant n’est pas satisfait des conclusions de la GRC concernant sa plainte, il peut demander à la CCETP d’effectuer un examen indépendant sur la conduite des membres et la manière dont la GRC a traité l’affaire. Après avoir examiné une plainte, la CCETP peut conclure qu’elle est satisfaite de la manière dont la GRC a réglé la plainte ou elle peut tirer des conclusions et formuler des recommandations à l’intention du commissaire de la GRC et du ministre de la Sécurité publique à l’égard des sujets de préoccupation énoncés dans la plainte. La CCETP examine également des activités particulières de la GRC, fait rapport aux provinces qui passent des contrats de services avec la GRC, effectue des recherches, assure la sensibilisation du public et la liaison avec les collectivités et fait appel aux services d’observateurs indépendants dans le cadre d’enquêtes sur des incidents graves mettant en cause des membres de la GRC.",1,1,0
"PCC-ISS00","PCC","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"PCC-SO1999","PCC","Internal Services","Services internes","","",0,0,1
"PCO-BWW00","PCO","Serve the Prime Minister and Cabinet","Servir le premier ministre et son Cabinet","","",1,1,0
"PCO-ISS00","PCO","Internal Services","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of the ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department as per Section 6.2 of the Guide on Recording and Reporting of Internal Services Expenditures.","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé comme indiqué à la Section 6.2 du Guide sur la comptabilisation des dépenses des Services internes et l'établissement des rapports connexes.",1,1,1
"PCO-SO1051","PCO","The Government's agenda and decision making are supported and implemented and the institutions of government are supported and maintained","Appuyer et mettre en oeuvre le programme et les décisions du gouvernement, et soutenir les institutions et leur fonctionnement","","",0,0,0
"PCO-SO1999","PCO","Internal Services","Services internes","","",0,0,1
"PHAC-BVP00","PHAC","Health Promotion and Chronic Disease Prevention","Promotion de la santé et prévention de maladies chroniques","","",1,1,0
