"Deptcode","Vote","Votestattype","DescEn","Descfr","Auth2012","Exp2012","Auth2013","Exp2013","Auth2014","Exp2014","Auth2015","Exp2015","Auth2016","Exp2016"
"FORDQ",1,1,"Operating/Program","Fonctionnement/Programme",47187950,43194294,42166754.00,38574722.00,40344328,37486267.00,40162346,36633385,40094152,37611815
"FORDQ",5,3,"Grants & Contributions","Subventions et Contributions",261637542,247508999,260895889.00,225935280.00,212168051,212168051.00,221432801,218493572,275461718,274425676
"FORDQ","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5726053,5726053,4795815.00,4795815.00,4243598,4243598.00,4070043,4070043,3887552,3887552
"FORDQ","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",28051,0,33238.00,0.00,18321,0.00,42809,0,53958,27590
"FTRAC",1,1,"Operating/Program","Fonctionnement/Programme",51072583,48879599,47765502.00,46181452.00,47571864,46417795.00,51257552,49892982,53683898,50443518
"FTRAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5113972,5113972,5522731.00,5522731.00,4986635,4986635.00,5059409,5059409,4963007,4963007
"FTRAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",0,0,0.00,0.00,0,0.00,0,0,46,"."
"GG",1,1,"Operating/Program","Fonctionnement/Programme",18298987,17993226,17756042.00,17271740.00,18160255,17954982.00,19722711,19419192,20447070,19834381
"GG","S",999,"Annuities payable under the Governor General's Act","Pensions payables en vertu de la Loi sur le gouverneur général(L.R.C. (1985), ch. G-9)",536517,536517,545374.00,545374.00,551361,551361.00,560186,560186,567469,567469
"GG","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",2110815,2110815,2202224.00,2202224.00,2072844,2072844.00,2049489,2049489,1969157,1969157
"GG","S",999,"Salary of the Governor General","Traitement du gouverneur général",170776,170776,271071.00,271071.00,276200,276200.00,285804,285804,289042,289042
"GG","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",29252,17557,21110.00,16095.00,5653,5653.00,6457,3421,3695,3036
"GSC",1,1,"Operating/Program","Fonctionnement/Programme",2150827426,2080057661,2163396447.00,2085289360.00,1720909702,1653272183.00,1775974752,1684654681,2005220938,1930668064
"GSC",5,2,"Capital","Capital",578401616,547914082,691151109.00,654842004.00,1158489653,985519900.00,1327296947,1057647220,1399493452,1187447922
"GSC",6,9,"Other","Autre",1,0,0.00,0.00,0,0.00,0,0,0,0
"GSC",10,3,"Grants & Contributions","Subventions et Contributions",5497037,5463823,0.00,0.00,0,0.00,0,0,0,0
"GSC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",816,816,1050.00,1050.00,6292,6292.00,0,0,0,0
"GSC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",108998910,108998910,111673495.00,111673495.00,106441935,106441935.00,106776806,106776806,102749433,102749433
"GSC","S",999,"Defence Production Revolving Fund","Fonds renouvelable de la production de défense",100000000,0,100000000.00,0.00,100000000,0.00,100000000,0,100000000,0
"GSC","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",0,0,222565.00,222565.00,0,0.00,0,0,0,0
"GSC","S",999,"Optional Services Revolving Fund","Fonds renouvelable des services optionnels",38885284,3265799,35619485.00,1609214.00,34010271,5361598.00,28648673,1105997,27542676,-9145982
"GSC","S",999,"Payment in lieu of taxes to municipalities and other taxing authorities","Paiement en remplacement d'impôts fonciers versés aux municipalités et à d'autres autorités taxatrices",-1034519,-1034519,-733.00,-733.00,0,0.00,310,310,31455045,31455045
"GSC","S",999,"Real Property Disposition Revolving Fund","Fonds renouvelable des Services immobiliers",-10069187,-10069187,0.00,0.00,0,0.00,0,0,0,0
"GSC","S",999,"Real Property Services Revolving Fund","Fonds renouvelable des Services immobiliers",187181103,-4665014,197993195.00,-4336597.00,204427431,20289805.00,184137626,-10871291,195008917,-29042510
"GSC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",143304,143304,102149.00,102149.00,472871,472871.00,29854,29854,0,0
"GSC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",77516,77516,78700.00,78700.00,80300,80300.00,82328,82328,83500,83500
"GSC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",623809,313433,616802.00,188707.00,627769,290845.00,685105,143494,685267,289677
"GSC","S",999,"Translation Bureau Revolving Fund","Fonds renouvelable du Bureau de la traduction",34916595,7066633,28389883.00,-2545780.00,32446663,-4572218.00,37018881,-6253689,43272570,-9078442
"H",1,1,"Operating/Program","Fonctionnement/Programme",2120397968,1972989197,1955617295.00,1863065740.00,1846890446,1788480069.00,1832091969,1804922604,1987121049,1925790694
"H",5,2,"Capital","Capital",37350745,32892720,27576593.00,21683176.00,35926781,29332692.00,34939454,30601816,36586833,28922226
"H",10,3,"Grants & Contributions","Subventions et Contributions",1520090412,1510410669,1660583534.00,1640642661.00,1755536333,1726041096.00,1810889706,1791950569,2039368714,1993219093
"H","S",999,"Canada Health Infoway Inc.","Inforoute Santé du Canada Inc.",122492128,122492128,106193803.00,106193803.00,87956664,87956664.00,82700467,82700467,37877924,37877924
"H","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",4131,4131,14196.00,14196.00,10776,10776.00,7732,7732,1756,1756
"H","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",139313403,139313403,135961159.00,135961159.00,122846472,122846472.00,118316444,118316444,114907547,114907547
"H","S",999,"Court Awards","Montants adjugés par une cour",9774,9774,0.00,0.00,247179,247179.00,13000,13000,687003,687003
"H","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",536789,536789,934351.00,934351.00,635102,635102.00,306597,306597,233066,233066
"H","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",77516,77516,78700.00,78700.00,80300,80300.00,75425,75425,83500,83500
"H","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",646508,56458,916188.00,160420.00,907390,72957.00,578993,578992,580326,530896
"H","S",999,"Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act","Dépense des recettes provenant des autres ministères pour lesquels le ministre est responsable, conformément au paragraphe 4.2(4) de la Loi sur le ministère de la Santé",47260672,47260672,59275995.00,59275995.00,57688797,57688797.00,50698065,50698065,50175018,50175018
"H","S",999,"Transfer Payments in Connection with the Budget Implementation Act","Paiements de transfert reliés en application de la Loi d'exécution du budget",0,0,169296.00,169296.00,1081862,1081862.00,960441,960441,788401,788401
"HC",1,1,"Operating/Program","Fonctionnement/Programme",307991350,287012457,296145501.00,277998639.00,300136321,285880329.00,296489898,278879657,326299103,302931032
"HC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",34910301,34910301,34416770.00,34416770.00,32146565,32146565.00,31054926,31054926,32767447,32767447
"HC","S",999,"Members of the House of Commons - Salaries and allowances of Officers and Members of the House of Commons under the Parliament of Canada Act and contributions to the Members of Parliament Retiring Allowances Account and the Members of Parliament Retirement Compensation Arrangements Account","Députés - Traitements et indemnités des agents supérieurs et des députés de la Chambre des communes en vertu de la Loi sur le Parlement du Canada et contributions au compte d'allocations de retraite des parlementaires et au compte de convention de retraite des parlementaires",108014213,108014213,102195629.00,102195629.00,103800908,103800908.00,114396785,114396785,109195919,109195919
"HRSD",1,1,"Operating/Program","Fonctionnement/Programme",686464467,654522570,682273930.00,645699959.00,639180915,618337341.00,647794611,628710808,732182880,685357826
"HRSD",5,3,"Grants & Contributions","Subventions et Contributions",1853745901,1704013699,1821358192.00,1697786241.00,1755397995,1570718755.00,1717777708,1559677506,2023568756,1878816951
"HRSD",7,4,"Debt Forgiveness","Radiation de dettes",0,0,0.00,0.00,0,0.00,62859,62290,178370098,174802163
"HRSD",7,9,"Other","Autre",231150564,226838073,0.00,0.00,0,0.00,0,0,0,0
"HRSD",9,4,"Debt Forgiveness","Radiation de dettes",0,0,0.00,0.00,294647678,287430643.00,175959012,172045002,0,0
"HRSD","S",999,"Allowance payments (Old Age Security Act)","Versements d'allocations (Loi sur la sécurité de la vieillesse)",554317515,554317515,528202660.00,528202660.00,531413924,531413924.00,512566866,512566866,530236046,530236046
"HRSD","S",999,"Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities","Paiements de Bons canadiens pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistrés d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles",68843852,68843852,83427379.00,83427379.00,104996129,104996129.00,160169689,160169689,179917592,179917592
"HRSD","S",999,"Canada Disability Savings Grant payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals disabilities","Paiements de Subventions canadiennes pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistré d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles",171254503,171254503,190281476.00,190281476.00,230569779,230569779.00,273250623,273250623,320180391,320180391
"HRSD","S",999,"Canada Education Savings grant payments to Registered Educations Savings Plans (RESPs) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children","Paiements de Subventions canadiennes pour l'épargne-études aux fiduciaires de régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'encourager les Canadiens à épargner pour les études postsecondaires de leurs enfants",718888870,718888870,760199839.00,760199839.00,781081862,781081862.00,820635620,820635620,858638013,858638013
"HRSD","S",999,"Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families","Paiements de Bons d'études canadiens aux fiduciaires de régimes enregistrés d'épargne-études au nom des bénéficiaires des régimes enregistré d'épargne-études afin d'appuyer l'accès à l'éducation postsecondaire des enfants de familles à faible revenu",93719643,93719643,105899211.00,105899211.00,104132462,104132462.00,118906530,118906530,133343188,133343188
"HRSD","S",999,"Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act","Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la Loi fédérale sur l'aide financière aux étudiants",680159050,680159050,725360274.00,725360274.00,706839634,706839634.00,713927230,713927230,974571302,974571302
"HRSD","S",999,"Civil Service Insurance actuarial liability adjustments","Redressement du passif actuariel de l'assurance de la fonction publique",8437,8437,0.00,0.00,0,0.00,69540,69540,0,0
"HRSD","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",239120937,239120937,241812820.00,241812820.00,231341394,231341394.00,230416985,230416985,227233834,227233834
"HRSD","S",999,"Energy Cost Benefit","Prestation liée au coût de l'énergie",-1250,-1250,-2833.00,-2833.00,-250,-250.00,-250,-250,0,0
"HRSD","S",999,"Guaranteed Income Supplement Payments (Old Age Security Act)","Versements du Supplément de revenu garanti (Loi sur la sécurité de la vieillesse)",9147435393,9147435393,9372773071.00,9372773071.00,10066152466,10066152466.00,9921659952,9921659952,10922423837,10922423837
"HRSD","S",999,"Old Age Security payments (Old Age Security Act)","Versements de la Sécurité de la vieillesse (Loi sur la sécurité de la vieillesse)",30589905671,30589905671,31911357696.00,31911357696.00,33535507278,33535507278.00,35050472599,35050472599,36749167282,36749167282
"HRSD","S",999,"Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)","Paiements d'indemnités à des agents de l'État (Loi sur l'indemnisation des agents de l'État) et à des marins marchands (Loi sur l'indemnisation des marins marchands)",42493081,42493081,40534130.00,40534130.00,37372916,37372916.00,29653765,29653765,40229133,40229133
"HRSD","S",999,"Payments related to the direct financing arrangement under the Apprentice Loans Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis",0,0,0.00,0.00,0,0.00,1650327,1650327,3684676,3684676
"HRSD","S",999,"Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants",501324600,501324600,558049063.00,558049063.00,630521664,630521664.00,618363897,618363897,662379311,662379311
"HRSD","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",42279,42279,342569.00,342569.00,1077092,1077092.00,506805,506805,188471,188471
"HRSD","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",157032,157032,164422.00,164422.00,164600,164600.00,167034,167034,167316,167316
"HRSD","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",251219,175701,236305.00,66828.00,502669,209070.00,452061,188442,366334,193482
"HRSD","S",999,"Spending pursuant to section 12(4) of the Canada Education Savings Act","Dépenses en vertu du paragraphe 12(4) de la Loi canadienne sur l'épargne-études",821250,388140,1671777.00,913588.00,1758246,1250011.00,1659583,315999,2803592,1151348
"HRSD","S",999,"Supplementary retirement benefits — Annuities agents' pensions","Prestations de retraite supplémentaires - Pensions pour les agents des rentes sur l'État",3822,3822,2671.00,2671.00,1478,1478.00,250,250,0,0
"HRSD","S",999,"The provision of funds for enhanced Employment Insurance benefits in accordance with the Budget Implementation Act, 2009","Fonds pour l'amélioration des prestations de l'assuranceemploi conformément à la Loi d'exécution du budget de 2009",281087168,281087168,0.00,0.00,0,0.00,0,0,0,0
"HRSD","S",999,"The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act","Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants",10982627,10982627,9756281.00,9756281.00,9599947,9599947.00,7321936,7321936,5470040,5470040
"HRSD","S",999,"The provision of funds for interest payments to lending institutions under the Canada Student Loans Act","Paiements d'intérêts aux institutions de crédit en vertu de la Loi fédérale sur les prêts aux étudiants",7107,7107,3571.00,3571.00,-751,-751.00,308,308,-182,-182
"HRSD","S",999,"The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act","Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants",-7731850,-7731850,-6944621.00,-6944621.00,-5284207,-5284207.00,-4938086,-4938086,-4229434,-4229434
"HRSD","S",999,"Transfer Payments in Connection with the Budget Implementation Act","Financement pluriannuel initial à Passeport pour ma réussite Canada afin d'appuyer ses programmes d'intervention précoce communautaires qui aideront les jeunes défavorisés à accéder aux études postsecondaires au Canada",6000000,6000000,9000000.00,9000000.00,0,0.00,0,0,0,0
"HRSD","S",999,"Universal Child Care Benefit (Universal Child Care Benefit Act)","Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)",2724715150,2724715150,2740095187.00,2740095187.00,2738493220,2738493220.00,8758825034,8758825034,1976071992,1976071992
"HRSD","S",999,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité",26292804,26292804,32131039.00,32131039.00,22830715,22830715.00,23401319,23401319,18971126,18971126
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",241646094,156223043,226416279.00,202416279.00,190023783,190023783.00,183478242,183478242,149205625,147474006
"IJC",1,1,"Operating/Program","Fonctionnement/Programme",6740732,6016714,6663750.00,6045036.00,6714405,6275459.00,6515840,6132731,6727679,5986508
"IJC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",490784,490784,624859.00,624859.00,489493,489493.00,485992,485992,464115,464115
"INAC",1,1,"Operating/Program","Fonctionnement/Programme",1451057386,1273102915,1527574416.00,1336860834.00,1401102704,1141408972.00,1486190289,1264223992,996549309,871749610
"INAC",5,2,"Capital","Capital",21283226,9480920,19165727.00,6632304.00,46441764,39030056.00,57702846,57134402,55425958,47675818
"INAC",10,3,"Grants & Contributions","Subventions et Contributions",6811077891,6630942897,7011938885.00,6509861747.00,7057148703,6319998924.00,7165401325,6486296604,8260274763,8045438294
"INAC","S",999,"Contributions in connection with First Nations infrastructure","Contributions relatives à l'infrastructure des Premières Nations",0,0,0.00,0.00,26502251,26502251.00,26730568,26730568,28067096,28067096
"INAC","S",999,"Contributions to Indspire (Budget 2013)","Contributions à Indspire (Budget fédéral de 2013)",0,0,5000000.00,5000000.00,0,0.00,0,0,0,0
"INAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",70540465,70540465,67882982.00,67882982.00,60728768,60728768.00,56221978,56221978,55375191,55375191
"INAC","S",999,"Court Awards","Montants adjugés par une cour",4032732,4032732,689148.00,689148.00,5599688,5599688.00,727665,727665,10031934,10031934
"INAC","S",999,"Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act","Subvention au gouvernement du Nunatsiavut pour la mise en oeuvre de l'Accord sur les revendications territoriales des Inuits du Labrador en vertu de la Loi sur l'Accord sur les revendications territoriales des Inuits du Labrador",27342771,27342771,18357713.00,18357713.00,18357713,18357713.00,0,0,0,0
"INAC","S",999,"Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts","Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des Lois sur le règlement des revendications territoriales globales",69488308,69488308,67664956.00,67664956.00,69051514,69051514.00,57412370,57412370,69236768,69236768
"INAC","S",999,"Grassy Narrows and Islington Bands Mercury Disability Board","Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington",0,0,0.00,0.00,0,0.00,0,0,".","."
"INAC","S",999,"Indian Annuities Treaty payments","Rentes versées aux Indiens - Paiements en vertu de traités",1943238,1943238,1540176.00,1540176.00,2124013,2124013.00,1853406,1853406,2242647,2242647
"INAC","S",999,"Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique",1545570,1545570,0.00,0.00,93106,93106.00,2155491,2155491,0,0
"INAC","S",999,"Payment from the Consolidated Revenue Fund of guaranteed loans issued out of the Indian economic development account (authorized limit $60,000,000)","Paiement sur le Trésor en vertu de prêts garantis émis du Compte d'expansion économique des Indiens (limite autorisée 60 000 000 $)",32490796,0,32490796.00,0.00,32490796,0.00,32490796,0,32490796,0
"INAC","S",999,"Payments to comprehensive claim beneficiaries in compensation for resource royalties","Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources",4762025,4762025,2135808.00,2135808.00,3486346,3486346.00,507993,507993,997670,997670
"INAC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",1287943,1287943,21387337.00,21387337.00,3944447,3944447.00,372556,372556,1196122,1196122
"INAC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",76003,76003,78700.00,78700.00,80300,80300.00,82328,82328,83500,83500
"INAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2288320,596555,2461678.00,1399970.00,3445197,1247040.00,3051372,1575313,2774078,410401
"IPC",1,1,"Operating/Program","Fonctionnement/Programme",11456173,10905185,14002674.00,13965233.00,10626443,10487222.00,10076401,9731861,13574140,11818752
"IPC",5,1,"Operating/Program","Fonctionnement/Programme",23869493,23036569,27917645.00,25553435.00,23728093,23065873.00,22571076,21834186,22910623,21295678
"IPC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",3889782,3889782,3905549.00,3905549.00,3787549,3787549.00,3453604,3453604,3569558,3569558
"IPC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",517,0,2758.00,0.00,3063,0.00,461,0,9654,0
"IRB",1,1,"Operating/Program","Fonctionnement/Programme",138490373,120389926,117682102.00,108051120.00,115998916,107060930.00,107336401,100430708,110421917,103317368
"IRB","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",13866488,13866488,13868350.00,13868350.00,12685148,12685148.00,11966103,11966103,12181640,12181640
"IRB","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2029,2029,850.00,850.00,3955,3955.00,362,362,459,459
"ISC",1,1,"Operating/Program","Fonctionnement/Programme",438878197,411743681,378409371.00,373431712.00,361190315,351744891.00,353055670,340146745,374589855,346775580
"ISC",5,2,"Capital","Capital",16902251,15198548,27485740.00,23496933.00,24255382,23731534.00,23412737,22532288,20611002,14559638
"ISC",10,3,"Grants & Contributions","Subventions et Contributions",794946571,704527513,706442572.00,557545624.00,592311612,545758016.00,733868225,635155778,1582925423,1515554353
"ISC","S",999,"Canada Foundation for Sustainable Development Technology Grant","Subvention pour la Fondation du Canada pour l'appui technologique au développement durable",0,0,0.00,0.00,0,0.00,0,0,27476242,27476242
"ISC","S",999,"Canadian Intellectual Property Office Revolving Fund","Fonds renouvelable de l'Office de la propriété intellectuelle du Canada",163139944,-10453981,173593925.00,1452901.00,172141024,-265146.00,172406170,-3583979,175990149,6501630
"ISC","S",999,"Canadian Youth Business Foundation","Fondation canadienne des jeunes entrepreneurs",10000000,10000000,9000000.00,9000000.00,9000000,9000000.00,0,0,0,0
"ISC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",58436487,58436487,55261823.00,55261823.00,53050791,53050791.00,51683374,51683374,50056005,50056005
"ISC","S",999,"Contributions under the Knowledge infrastructure program","Contributions en vertu du Programme d'infrastructure du savoir",49912858,49912858,0.00,0.00,0,0.00,0,0,0,0
"ISC","S",999,"Grant and Contribution to Genome Canada","Subventions et Contributions à Génome Canada",64000000,64000000,35400000.00,35400000.00,47300000,47300000.00,59900000,59900000,61900000,61900000
"ISC","S",999,"Liabilities under the Canada Small Business Financing Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada",52081540,52081540,59184724.00,59184724.00,66374591,66374591.00,62699806,62699806,63079578,63079578
"ISC","S",999,"Liabilities under the Small Business Loan Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada",99,99,0.00,0.00,0,0.00,0,0,10644,10644
"ISC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",1815692,1815692,388371.00,388371.00,358031,358031.00,1021245,1021245,690349,690349
"ISC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",81516,81516,82700.00,82700.00,84300,84300.00,86339,86339,87500,87500
"ISC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",464069,238765,512498.00,230676.00,419008,277488.00,375510,192901,341500,222266
"JCCB",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",182933000,109054244,274566409.00,189218871.00,432832159,244957619.35,426801000,247328089,367525000,284286532
"JUS",1,1,"Operating/Program","Fonctionnement/Programme",298836785,271365551,326037485.00,308287237.00,296462847,282434401.00,279767291,260403258,270507779,245298460
"JUS",5,3,"Grants & Contributions","Subventions et Contributions",391677223,384330338,356435223.00,345578345.00,356435223,348763264.00,358445530,349694923,383816278,374462688
"JUS","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",78093438,78093438,83064980.00,83064980.00,77566150,77566150.00,73027604,73027604,69973539,69973539
"JUS","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",113238,113238,30045.00,30045.00,5852,5852.00,9408,9408,0,0
"JUS","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",77516,77516,78700.00,78700.00,80300,80300.00,82328,82328,83500,83500
"JUS","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",4323,2767,3208.00,1557.00,3937,1651.00,3545,2286,2832,1259
"LAC",1,1,"Operating/Program","Fonctionnement/Programme",116080742,106635531,95214353.00,89849884.68,94205601,91474158.00,93957495,81211485,101467831,95947976
"LAC",5,2,"Capital","Capital",0,0,0.00,0.00,0,0.00,0,0,11241607,8423673
"LAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",12287701,12287701,10820781.00,10820781.00,10987374,10987374.00,10207275,10207275,10104355,10104355
"LAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",351493,0,265142.00,133026.00,164970,132118.00,57486,32852,36662,24634
"LP",1,1,"Operating/Program","Fonctionnement/Programme",39331080,39330783,37817080.00,37347525.00,37317035,37103813.00,37754035,37110432,37899035,37871853
"LP","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5097168,5097168,4983016.00,4983016.00,4726530,4726530.00,4508192,4508192,4569814,4569814
"MPCC",1,1,"Operating/Program","Fonctionnement/Programme",8514793,4995927,10883288.00,5159799.00,7740533,4619001.00,5418346,5031875,4496858,3748700
"MPCC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",305562,305562,360406.00,360406.00,346272,346272.00,375364,375364,370830,370830
"MPCC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",31,0,4.00,0.00,0,0.00,287,0,376,0
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",35706175,35601174,34647720.00,34647720.00,35321395,35321395.00,54897056,54897056,135309431,135309431
"NBC",1,1,"Operating/Program","Fonctionnement/Programme",7503774,7016448,7755964.00,7435086.00,12262644,9427867.00,11356526,10818552,6999736,6635647
"NBC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",523101,523101,553281.00,553281.00,506589,506589.00,485720,485720,486422,486422
"NBC","S",999,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques",2083594,2083592,2166480.00,2166477.00,2162923,2162922.00,2196075,2196074,2201505,2201505
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État",82168872,81575872,78189680.00,78189680.00,68781209,68781209.00,71357471,68344322,67834325,67834325
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État",45290001,27258001,37008494.00,27971494.00,23665000,23665000.00,22665000,22665000,22789114,22789114
"ND",1,1,"Operating/Program","Fonctionnement/Programme",16123500161,15001660268,14135439177.00,13992664687.00,13817379847,13396436118.00,14164551726,13775156234,14304175878,13919219357
"ND",5,2,"Capital","Capital",3322187877,3059268913,3618939713.00,2855755116.00,4835557782,3316468475.00,4105468232,3182342740,3504237773,3055226195
"ND",10,3,"Grants & Contributions","Subventions et Contributions",215367761,177501812,184691220.00,164625402.00,178764886,134877030.00,165552299,150998684,162992820,150784806
"ND","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",4015,4015,1950.00,1950.00,28,28.00,0,0,0,0
"ND","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",302099238,302099238,295814687.00,295814687.00,266488168,266488168.00,258992443,258992443,255678012,255678012
