"IndicatorID","ResultID","Title_en","DateToBeAcheivedYear","DateToBeAcheivedMonth","ResultExp_en","datatype","MinTarget_num","MaxTarget_num","TargetResult_en","Document","Actual_Datatype","actual_Result_en","status_color","period"
"NI032-0014-2017","NR032-0004-2017","The average score of proceedings measured on a 1-to-3 scale for being respectful and focused, and of decisions that are clear, concise and complete.",2018,3,"","num",2.00,"","","dp17","","","",""
"NI032-0056-2016","NR032-0036-2016","Median time to finalize a claim.",2017,3,"","num","",4.00,"","drr16","num",3.2,"success","past"
"NI032-0057-2016","NR032-0036-2016","Percentage of claims finalized within 90 days of being expected to proceed.",2017,3,"Target was not met because of shortage of Governor-in-Council appointments and rising case volumes.","percent",80.00,"","","drr16","percent",59,"failure","past"
"NI032-0060-2016","NR032-0038-2016","Percentage of appeals finalized compared to appeals filed.",2017,3,"","percent",80.00,"","","drr16","percent",100,"success","past"
"NI032-0060-2017","NR032-0038-2017","% of appeals finalized compared to appeals filed.",2018,3,"","percent","",100.00,"","dp17","","","",""
"NI032-0061-2016","NR032-0039-2016","The average score of proceedings measured on a 1-to-3 scale for being respectful and focused, and of decisions that are clear, concise and complete.",2017,3,"The IRB has observed year-over-year stability in this indicator. Given that stability plus the intensive resources required in this type of performance measurement, the IRB decided to switch from annual to biannual measurement. Next cycle will cover fiscal year 2017-18.","num",2.00,"","","drr16","text",".","not_avail","past"
"NI032-0061-2017","NR032-0039-2017","The average score of proceedings measured on a 1-to-3 scale for being respectful and focused, and of decisions that are clear, concise and complete.",2018,3,"","num",2.00,"","","dp17","","","",""
"NI032-0063-2016","NR032-0041-2016","Percentage of detention review cases concluded within statutory time limits",2017,3,"","percent",96.00,"","","drr16","percent",98,"success","past"
"NI032-0063-2017","NR032-0041-2017","% of detention review cases concluded within statutory time limits",2018,3,"","percent",96.00,"","","dp17","","","",""
"NI032-0064-2016","NR032-0041-2016","Percentage of admissibility hearings finalized within six months.",2017,3,"","percent",86.00,"","","drr16","percent",92,"success","past"
"NI032-0064-2017","NR032-0041-2017","% of admissibility hearings finalized within six months.",2018,3,"","percent",86.00,"","","dp17","","","",""
"NI032-0065-2016","NR032-0042-2016","The average score of proceedings measured on a 1-to-3 scale for being respectful and focused, and of decisions that are clear, concise and complete.",2017,3,"","num",2.00,"","","drr16","num",2.1,"success","past"
"NI032-0065-2017","NR032-0042-2017","The average score of proceedings measured on a 1-to-3 scale for being respectful and focused, and of decisions that are clear, concise and complete.",2018,3,"","num",2.00,"","","dp17","","","",""
"NI032-0067-2016","NR032-0044-2016","Percentage of decisions made within 90 days of the filing and perfecting of an appeal when there is no oral hearing.",2017,3,"Target not met due to lack of GIC appointment and reappointments.","percent",80.00,"","","drr16","percent",55,"failure","past"
"NI032-0067-2017","NR032-0044-2017","% of decisions made within 90 days of the filing and perfecting of an appeal when there is no oral hearing.",2018,3,"","percent",80.00,"","","dp17","","","",""
"NI032-0068-2017","NR032-0036-2017","Number of claims finalized within 120 days of referral",2018,3,"","num",8750.00,"","","dp17","","","",""
"NI032-0069-2017","NR032-0036-2017","Total number of claims finalized",2018,3,"","num",17500.00,"","","dp17","","","",""
"NI032-0070-2017","NR032-0038-2017","Reasons delivered within 60 days of the hearing",2018,3,"","percent",85.00,"","","dp17","","","",""
"NI033-0004-2016","NR033-0001-2016","Average percentage of service standards met",2017,3,"","percent",91.50,"","","drr16","percent",94,"success","past"
"NI033-0004-2017","NR033-0001-2017","Average percentage of service standards met",2018,3,"","percent",91.50,"","","dp17","","","",""
"NI033-0007-2016","NR033-0003-2016","Percentage of Measurement Canada product and surveillance audits which confirm authorized service providers’ competencies to retain authorities to conduct inspections",2017,3,"","percent",94.00,"","","drr16","percent",94,"success","past"
"NI033-0007-2017","NR033-0003-2017","Percentage of Measurement Canada product and surveillance audits which confirm authorized service providers’ competencies to retain authorities to conduct inspections",2018,3,"","percent",91.00,"","","dp17","","","",""
"NI033-0008-2016","NR033-0004-2016","Percentage of trustees with a satisfactory level of compliance",2017,3,"","percent",90.00,"","","drr16","percent",97,"success","past"
"NI033-0008-2017","NR033-0004-2017","Percentage of trustees with a satisfactory level of compliance",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI033-0010-2016","NR033-0005-2016","Percentage of federally incorporated corporations that comply with statutory annual filing requirements",2017,3,"","percent",80.00,"","","drr16","percent",85,"success","past"
"NI033-0010-2017","NR033-0005-2017","Percentage of federally incorporated corporations that comply with statutory annual filing requirements",2018,3,"","percent",80.00,"","","dp17","","","",""
"NI033-0011-2016","NR033-0006-2016","Percentage of published Corporations Canada service standards that are met or exceeded",2017,3,"","percent",90.00,"","","drr16","percent",92,"success","past"
"NI033-0011-2017","NR033-0006-2017","Percentage of published Corporations Canada service standards that are met or exceeded",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI033-0012-2016","NR033-0007-2016","Percentage of transactions that are completed online",2017,3,"","percent",90.00,"","","drr16","percent",97,"success","past"
"NI033-0012-2017","NR033-0007-2017","Percentage of transactions that are completed online",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI033-0013-2016","NR033-0008-2016","Median time required to certify notifications",2017,3,"Certification delays can occur when there is a high volume of incoming notifications or when they are deficient, triggering follow-up requests to the investors for required information. Notifications can only be certified once all required information has been provided.","text","","","5 days","drr16","text","7 days","failure","past"
"NI033-0013-2017","NR033-0008-2017","Median time required to certify notifications",2018,3,"","text","","","5 calendar days","dp17","","","",""
"NI033-0014-2016","NR033-0008-2016","Median time required to process applications",2017,3,"Four cases experienced atypically long review periods, pushing the average review time over the target. The cases experienced delays for a variety of reasons, including complexity of the transactions, requirements for other regulatory approvals, and lengthy consultations with various stakeholders on unique or sensitive issues. In these cases, the investors consented to the extended review period.","text","","","70 days","drr16","text","74 days","failure","past"
"NI033-0014-2017","NR033-0008-2017","Median time required to process applications",2018,3,"","text","","","70 calendar days","dp17","","","",""
"NI033-0015-2016","NR033-0009-2016","Average number of months taken from the submission date to the registration / grant of intellectual property rights",2017,3,"","text","","","Design: 10.6 months, Patent: 45.4 months, Trademark: 27.3 months","drr16","text","Design: 9.8 months, Patent: 36.7 months, Trademark: 26.5 months","success","past"
"NI033-0015-2017","NR033-0009-2017","Average number of months taken from the submission date to the registration / grant of intellectual property rights",2018,3,"Design: 10.8 months (maximum target), March 2018

Patent: 43.2 months (maximum target), March 2018

Trademark: 27.5 months (maximum target), March 2018","num","",0.00,"","dp17","","","",""
"NI033-0021-2016","NR033-0013-2016","Percentage of licence applications completed within service standards",2017,3,"","percent",90.00,"","","drr16","percent",90.4,"success","past"
"NI033-0021-2017","NR033-0013-2017","Percentage of licence applications completed within service standards",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI033-0022-2016","NR033-0013-2016","Percentage of radiocommunication interference investigations completed within service standards",2017,3,"","percent",90.00,"","","drr16","percent",94.4,"success","past"
"NI033-0022-2017","NR033-0013-2017","Percentage of radiocommunication interference investigations completed within service standards",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI033-0025-2016","NR033-0015-2016","Number of visitors accessing consumer information from Innovation, Science and Economic Development Canada",2017,3,"","num",1200000.00,"","","drr16","num",1390940,"success","past"
"NI033-0025-2017","NR033-0015-2017","Number of visitors accessing consumer information from ISED",2018,3,"","num",1200000.00,"","","dp17","","","",""
"NI033-0026-2016","NR033-0016-2016","Number of collaborative research or policy initiatives started or maintained",2017,3,"","num",3.00,"","","drr16","num",3,"success","past"
"NI033-0026-2017","NR033-0016-2017","Number of collaborative research or policy initiatives started or maintained",2018,3,"","num",3.00,"","","dp17","","","",""
"NI033-0027-2016","NR033-0016-2016","Number of times Innovation, Science and Economic Development Canada-supported analysis conducted by consumer organizations contributes to public policy discussions or media coverage",2017,3,"","num",12.00,"","","drr16","num",15,"success","past"
"NI033-0027-2017","NR033-0016-2017","Number of times ISED-supported analysis conducted by consumer organizations contributes to public policy discussions or media coverage",2018,3,"","num",12.00,"","","dp17","","","",""
"NI033-0028-2016","NR033-0065-2016","Dollar value estimate of annual consumer savings from Bureau actions that stop anti-competitive activity",2017,3,"","dollar",2370000000.00,"","","drr16","dollar",2700000000,"success","past"
"NI033-0028-2017","NR033-0065-2017","Estimated annual consumer savings from Bureau actions that stop anti-competitive activity",2018,3,"","dollar",3990000000.00,"","","dp17","","","",""
"NI033-0034-2016","NR033-0019-2016","Total full-time equivalent researchers in Canada per thousand total employment",2017,3,"","num",8.80,"","","drr16","num",9.3,"success","past"
"NI033-0034-2017","NR033-0019-2017","Total full-time equivalent researchers in Canada per thousand total employment",2018,3,"","num",8.80,"","","dp17","","","",""
"NI033-0038-2016","NR033-0021-2016","Number of Council of Canadian Academies (CCA), Science, Technology and Innovation Council (STIC) and Organization for Economic Cooperation and Development (OECD) reports underway with Innovation, Science and Economic Development Canada involvement that provide a basis for science and technology policy",2017,3,"","num",8.00,"","","drr16","num",14,"success","past"
"NI033-0038-2017","NR033-0021-2017","Number of Council of Canadian Academies (CCA), Science, Technology and Innovation Council (STIC) and Organization for Economic Cooperation and Development (OECD) reports underway with ISED involvement that provide a basis for science and technology policy",2018,3,"","num",10.00,"","","dp17","","","",""
"NI033-0039-2016","NR033-0022-2016","Dollars of cash and in-kind industrial and other contributions leveraged per dollar investment from granting councils’ science and technology industry partnership programs for which Innovation, Science and Economic Development Canada sits on governance bodies",2017,3,"","dollar",2.50,"","","drr16","dollar",2.58,"success","past"
"NI033-0039-2017","NR033-0022-2017","Dollars of cash and in-kind industrial and other contributions leveraged per dollar investment from granting councils’ science and technology industry partnership programs for which ISED sits on governance bodies",2018,3,"","dollar",2.50,"","","dp17","","","",""
"NI033-0040-2016","NR033-0022-2016","Number of companies involved in granting councils’ science and technology industry partnership programs for which Innovation, Science and Economic Development Canada sits on governance bodies",2017,3,"","num",300.00,"","","drr16","num",842,"success","past"
"NI033-0040-2017","NR033-0022-2017","Number of companies involved in granting councils’ science and technology industry partnership programs for which ISED sits on governance bodies",2018,3,"","num",400.00,"","","dp17","","","",""
"NI033-0041-2016","NR033-0023-2016","Number of researchers including students supported by granting councils’ science and technology “people advantage” programs for which Innovation, Science and Economic Development Canada sits on governance bodies or manages a contribution agreement",2017,3,"The variance is due to the wind down of the Industrial Research and Development Internship program.","num",3260.00,"","","drr16","num",2316,"failure","past"
"NI033-0041-2017","NR033-0023-2017","Number of researchers including students supported by granting councils’ science and technology “people advantage” programs for which ISED sits on governance bodies or manages a contribution agreement.",2018,3,"","num",2360.00,"","","dp17","","","",""
"NI033-0042-2016","NR033-0024-2016","Number of research, development and/or testing projects on communications technologies for which the Communications Research Centre Canada has provided advice/input to Innovation, Science and Economic Development and Canada for policy, standard and regulation development, and for contributions to international fora (i.e., Internatial Telecommunication Union)",2017,3,"","num",10.00,"","","drr16","num",11,"success","past"
"NI033-0042-2017","NR033-0024-2017","Number of research, development and/or testing projects on communications technologies for which the Communications Research Centre Canada has provided advice/input to ISED for policy, standard and regulation development, and for contributions to international fora (i.e., International Telecommunication Union)",2018,3,"","num",10.00,"","","dp17","","","",""
"NI033-0045-2016","NR033-0027-2016","Dollar value to date of disbursements to firms for R&D activities",2017,3,"The variance between the target and actual result for the dollar value of disbursement under ASIP is due to delays in spending that occurred in certain projects. For TDP, the variance is due to longer than expected finalization of contribution agreements.","text","","","AIF:    $363 million
ASIP: $24.1 million
SADI: $1.23 billion
TDP: $67.4 million
TPC: $3.16 billion","drr16","text","AIF: $367.25 million
ASIP: $18.5 million
SADI: $1.23 billion
TDP: $46 million
TPC: $3.16 billion","failure","past"
"NI033-0045-2017","NR033-0027-2017","Dollar value to date of disbursements to firms for R&D activities",2018,3,"","text","","","AIF (2008): $476.3 million (minimum target), March 2018
ASIP (2015): $44.7 million (minimum target), March 2018
SADI (2007): $1.40 billion (minimum target), March 2018
TDP (2013): $67.3 million (minimum target), March 2018
TPC (1996): $3.16 billion (minimum target), March 2018","dp17","","","",""
"NI033-0046-2016","NR033-0027-2016","Dollars to date of investment leveraged per dollar of Innovation, Science and Economic Development Canada disbursements in R&D projects",2017,3,"","text","","","AIF:   $7.25
ASIP: $1.00
SADI: $1.74
TDP: $1.00
TPC: $2.33","drr16","text","AIF:   $7.21
ASIP: $1.07
SADI: $1.79
TDP: $1.00
TPC: $2.33","success","past"
"NI033-0046-2017","NR033-0027-2017","Dollars to date of investment leveraged per dollar of ISED disbursements in R&D projects",2018,3,"","text","","","AIF (2008): $7.25 (minimum target), March 2018
ASIP (2015): $1.00 (minimum target), March 2018
SADI (2007): $1.82 (minimum target), March 2018
TDP (2013): $1.00 (minimum target), March 2018
TPC (1996): $2.33 (minimum target), March 2018","dp17","","","",""
"NI033-0047-2016","NR033-0028-2016","Number of projects to date focusing on innovative technologies and processes",2017,3,"","text","","",20,"drr16","text","AIF: 10, ASIP: 21","success","past"
"NI033-0047-2017","NR033-0028-2017","Number of projects to date focusing on innovative technologies and processes",2018,3,"","num",38.00,"","","dp17","","","",""
"NI033-0048-2016","NR033-0029-2016","Dollars to date of investment leveraged per dollar of Innovation, Science and Economic Development Canada disbursements in automotive R&D projects",2017,3,"","text","","","AIF: $7.25, ASIP: $1.00","drr16","text","AIF: $7.21, ASIP: $1.07","success","past"
"NI033-0048-2017","NR033-0029-2017","Dollars to date of investment leveraged per dollar of ISED disbursements in automotive R&D projects",2018,3,"","text","","","AIF (2008): $7.25 (minimum target), March 2018
ASIP (2015): $1.00 (minimum target), March 2018","dp17","","","",""
"NI033-0058-2016","NR033-0036-2016","The percentage of businesses expecting to grow their total revenues over the next three years",2017,3,"This information comes from the Survey on Financing and Growth of SMEs that is conducted every three years. The last survey was conducted with 2014 as the reference year and the next will be conducted by Statistics Canada in January 2018 with 2017 as the reference year.","percent",50.00,"","","drr16","text",".","not_avail","past"
"NI033-0058-2017","NR033-0036-2017","The percentage of businesses expecting to grow their total revenues over the next 3 years.",2019,11,"","percent",77.00,"","","dp17","","","",""
"NI033-0060-2016","NR033-0038-2016","Number of loans registered with the program",2017,3,"In 2016–17, the Canada Small Business Financing Program (CSBFP) met its target within 98% and was short by 111 loans. The CSBFP is market-driven and variations in its use reflect levels of supply by lenders and demand from small businesses.","num",5300.00,"","","drr16","num",5189,"failure","past"
"NI033-0060-2017","NR033-0038-2017","Number of loans registered with the program",2018,3,"","num",5300.00,"","","dp17","","","",""
"NI033-0061-2016","NR033-0038-2016","Value of loans registered with the program",2017,3,"","dollar",880000000.00,"","","drr16","dollar",971000000,"success","past"
"NI033-0061-2017","NR033-0038-2017","Value of loans registered with the program",2018,3,"","dollar",950000000.00,"","","dp17","","","",""
"NI033-0063-2016","NR033-0039-2016","Number of client interactions on all Canada Business Network content delivered through the national web channel",2017,3,"","num",2800000.00,"","","drr16","num",3400000,"success","past"
"NI033-0063-2017","NR033-0039-2017","Number of client interactions on all Canada Business Network content delivered through the national web channel",2018,3,"","num",2800000.00,"","","dp17","","","",""
"NI033-0071-2016","NR033-0045-2016","Canada’s ranking among G7 countries for ""value chain breadth""",2017,3,"Canada’s score remained at 4.2, however, its global ranking dropped from 38th to 46th. The next closest nation is Italy, ranked 12th with a score of 5.3.","num","",6.00,"","drr16","num",7,"failure","past"
"NI033-0071-2017","NR033-0045-2017","Canada’s ranking among G7 countries for ""value chain breadth""",2018,3,"","num",6.00,"","","dp17","","","",""
"NI033-0072-2016","NR033-0045-2016","Canada’s ranking among G7 countries for ""firm-level technology absorption""",2017,3,"","num",6.00,"","","drr16","num",5,"success","past"
"NI033-0072-2017","NR033-0045-2017","Canada’s ranking among G7 countries for ""firm-level technology absorption""",2018,3,"","num",6.00,"","","dp17","","","",""
"NI033-0073-2016","NR033-0047-2016","Number of collaborative research or policy initiatives started or maintained",2017,3,"","num",32.00,"","","drr16","num",44,"success","past"
"NI033-0073-2017","NR033-0047-2017","Number of collaborative research or policy initiatives started or maintained",2018,3,"","num",53.00,"","","dp17","","","",""
"NI033-0081-2016","NR033-0052-2016","Number of Northern Ontario businesses created, expanded or maintained with FedNor assistance",2017,3,"","num",1700.00,"","","drr16","num",1776,"success","past"
"NI033-0081-2017","NR033-0052-2017","Number of Northern Ontario businesses created, expanded or maintained with FedNor assistance",2018,3,"","num",1700.00,"","","dp17","","","",""
"NI033-0084-2016","NR033-0055-2016","Dollars of investment leveraged per program dollar disbursed",2017,3,"The indicator combines the leverage targets for the Northern Ontario Development Program, the Community Futures Program (CFP), the Economic Development Initiative and the Canada 150 - Community Infrastructure Program. The leverage effect of the CFP was lower than the target due to: fewer enquiries for business services; SMEs requesting smaller loans; fewer Community Futures Development Corporations (CFDC) loans; and the influence of slower-than-predicted economic activity in local economies.","dollar",1.80,"","","drr16","dollar",1.7,"failure","past"
"NI033-0084-2017","NR033-0055-2017","Dollars of investment leveraged per program dollar disbursed",2018,3,"","dollar",1.80,"","","dp17","","","",""
"NI033-0085-2016","NR033-0056-2016","Number of jobs created and maintained in Northern Ontario through FedNor programming investments",2017,3,"The lower job numbers in 2016–17 can be attributed to the fact that, at the time of reporting, 11 final project results reports had not been received.","num",3100.00,"","","drr16","num",2724,"failure","past"
"NI033-0085-2017","NR033-0056-2017","Number of jobs created and maintained in Northern Ontario through FedNor programming investments",2018,3,"","num",3100.00,"","","dp17","","","",""
"NI033-0086-2016","NR033-0057-2016","Number of refurbished computer units delivered annually",2017,3,"In 2016–17, the program met over 90% of its target. The target was not fully met because some recipients faced unforeseeable circumstances that required them to relocate their workshops, which delayed production of refurbished computers.","num",80000.00,"","","drr16","num",74896,"failure","past"
"NI033-0086-2017","NR033-0057-2017","Number of refurbished computer units delivered annually",2018,3,"","num",80000.00,"","","dp17","","","",""
"NI033-0088-2016","NR033-0060-2016","Number of youth interns hired",2017,3,"","num",164.00,"","","drr16","num",270,"success","past"
"NI033-0088-2017","NR033-0060-2017","Number of youth interns hired",2018,3,"","num",300.00,"","","dp17","","","",""
"NI033-0092-2016","NR033-0063-2016","Number of additional households in Canada with broadband access at 5 Mbps from services funded by Innovation, Science and Economic Development Canada",2019,3,"The Connecting Canadians household target of 280,000 is to be attained by March 31, 2019. The actual number of households gaining extended and enhanced broadband access will be tabulated as final implementation reports are received for each project. The final result is expected to reach approximately 300,000 households but will not be known until all projects are completed in 2019.","num",280000.00,"","","drr16","text",".","not_avail","future"
"NI033-0092-2017","NR033-0063-2017","Number of additional households in Canada with broadband access at 5 Mbps from services funded by ISED",2019,3,"","num",280000.00,"","","dp17","","","",""
"NI033-0094-2016","NR033-0064-2016","Number of collaborative research or policy initiatives started or maintained",2017,3,"","num",3.00,"","","drr16","num",3,"success","past"
"NI033-0094-2017","NR033-0064-2017","Number of collaborative research or policy initiatives started or maintained",2018,3,"","num",3.00,"","","dp17","","","",""
"NI033-0095-2016","NR033-0066-2016","Percentage of mergers and foreign investments reviewed within service standards",2017,3,"The variance between the target and the actual result for the percentage of mergers reviewed within service standards is due to a greater number of highly complex cases than anticipated by the Bureau in 2016–17.

This target does not include foreign investment reviews, nor were the actual results for those reviews included in previous Departmental Performance Reports.","text","","","Complex matters: 85%, Non-complex matters: 90%","drr16","text","Complex matters: 74%, Non-complex matters: 99%, Foreign investment reviews: 100%","failure","past"
"NI033-0095-2017","NR033-0066-2017","Percentage of mergers and foreign investments reviewed within service standards",2018,3,"","text","","","Complex matters: 85% (minimum target), March 2018

Non-complex matters: 90% (minimum target), March 2018","dp17","","","",""
"NI033-0096-2016","NR033-0017-2016","Dollar value estimate of annual consumer savings from Bureau deterrence related actions",2017,3,"The variance between the target and the result is due to the difficulty in anticipating whether and when criminal investigations will conclude and become public.","dollar",1130000000.00,"","","drr16","dollar",190400000,"failure","past"
"NI033-0096-2017","NR033-0017-2017","Estimated annual consumer savings from Bureau deterrence related actions",2018,3,"","dollar",2150000000.00,"","","dp17","","","",""
"NI033-0097-2016","NR033-0067-2016","Competition Bureau information products accessed",2017,3,"The file downloads target was not met, as users are moving away from downloading and printing content. However, the number of web visits are going up, which demonstrates that the Bureau’s content is increasingly consulted.","text","","","Webpages visited: 650,000; Files downloaded: 35,000; Video views: 21,500; Twitter engagement: 800","drr16","text","Webpages visited: 696,517; Files downloaded: 27,916; Video views: 44,736; Twitter engagement: 4,861","failure","past"
"NI033-0097-2017","NR033-0067-2017","Competition Bureau information products accessed",2018,3,"","text","","","Webpages visited: 675,000 (minimum target), March 2018

Files downloaded: 19,000 (minimum target), March 2018

Video views: 15,000 (minimum target), March 2018

Twitter engagement: 4,500 (minimum target), March 2018","dp17","","","",""
"NI033-0099-2016","NR033-0068-2016","Investment in dollars by telecommunications providers",2017,3,"","dollar",8000000000.00,"","","drr16","dollar",13300000000,"success","past"
"NI033-0099-2017","NR033-0068-2017","Investment in dollars by telecommunications providers",2018,3,"","dollar",9000000000.00,"","","dp17","","","",""
"NI033-0100-2016","NR033-0068-2016","Percentage of population with broadband subscriptions",2017,3,"","percent",80.00,"","","drr16","percent",82,"success","past"
"NI033-0100-2017","NR033-0068-2017","Percentage of population with broadband subscriptions",2018,3,"","percent",83.00,"","","dp17","","","",""
"NI033-0101-2016","NR033-0069-2016","Percentage of Canadian objectives achieved at ITU meetings or through other international agreements",2017,3,"","percent",90.00,"","","drr16","percent",90,"success","past"
"NI033-0101-2017","NR033-0069-2017","Percentage of Canadian objectives achieved at ITU meetings or through other international agreements",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI033-0102-2016","NR033-0070-2016","Number of consultations on the development and implementation of the Government of Canada’s spectrum and telecommunications priorities",2017,3,"","num",3.00,"","","drr16","num",15,"success","past"
"NI033-0102-2017","NR033-0070-2017","Number of consultations on the development and implementation of the Government of Canada’s spectrum and telecommunications priorities",2018,3,"","num",3.00,"","","dp17","","","",""
"NI033-0103-2016","NR033-0071-2016","Amount of spectrum available for commercial use",2018,12,"","text","","","750 MHz","drr16","text","648 MHz","success","future"
"NI033-0103-2017","NR033-0071-2017","Amount of spectrum available for commercial mobile use",2018,12,"","text","","","750 MHz","dp17","","","",""
"NI033-0104-2016","NR033-0025-2016","Number of research, development and/or testing projects on communications technologies for other government departments in support of their communication needs",2017,3,"","num",5.00,"","","drr16","num",9,"success","past"
"NI033-0104-2017","NR033-0025-2017","Number of research, development and/or testing projects on communications technologies for other government departments in support of their communication needs",2018,3,"","num",5.00,"","","dp17","","","",""
"NI033-0105-2016","NR033-0072-2016","Number of research, development and/or testing projects with industry and/or academia",2017,3,"","num",5.00,"","","drr16","num",8,"success","past"
"NI033-0105-2017","NR033-0072-2017","Number of research, development and/or testing projects with industry and/or academia",2018,3,"","num",5.00,"","","dp17","","","",""
"NI033-0106-2016","NR033-0018-2016","Canada’s Average Relative Citation index",2017,3,"","num",1.31,"","","drr16","num",1.4,"success","past"
"NI033-0106-2017","NR033-0018-2017","Canada’s Average Relative Citation index",2018,3,"","num",1.35,"","","dp17","","","",""
"NI033-0107-2016","NR033-0033-2016","Number of projects to date in which the recipient has commercialized a new product, service or process as a result of Innovation, Science and Economic Development Canada financing",2017,3,"","text","","",206,"drr16","text","TPC: 183, SADI: 26","success","past"
"NI033-0107-2017","NR033-0033-2017","Number of projects to date in which the recipient has commercialized a new product, service or process as a result of ISED financing",2018,3,"","num",209.00,"","","dp17","","","",""
"NI033-0108-2016","NR033-0073-2016","Dollars to date of investment leveraged per dollar of Innovation, Science and Economic Development Canada disbursements in aerospace and defence R&D projects",2017,3,"","text","","","SADI: $1.74, TDP: $1.00, TPC: $2.33","drr16","text","SADI: $1.79, TDP: $1.00, TPC: $2.33","success","past"
"NI033-0108-2017","NR033-0073-2017","Dollars to date of investment leveraged per dollar of ISED disbursements in aerospace and defence R&D projects",2018,3,"","text","","","SADI (2007): $1.82 (minimum target), March 2018
TDP (2013): $1.00 (minimum target), March 2018
TPC (1996): $2.33 (minimum target), March 2018","dp17","","","",""
"NI033-0109-2016","NR033-0035-2016","Number of projects to date for which the recipient has established a collaborative relationship with universities, colleges and affiliated research institutes",2017,3,"","text","","",35,"drr16","text","SADI: 37, TDP: 2","success","past"
"NI033-0109-2017","NR033-0035-2017","Number of projects to date for which the recipient has established a collaborative relationship with universities, colleges and/or affiliated research institutes",2018,3,"","num",36.00,"","","dp17","","","",""
"NI033-0110-2016","NR033-0074-2016","Number of mentorships established",2017,3,"","num",1075.00,"","","drr16","num",1068,"success","past"
"NI033-0110-2017","NR033-0074-2017","Number of mentorships established",2018,3,"","num",1440.00,"","","dp17","","","",""
"NI033-0112-2016","NR033-0020-2016","Number of ongoing consultations with the federal science and technology community, provincial governments, and national stakeholder organizations in the development and implementation of the Government of Canada’s science, technology, and innovation priorities",2017,3,"","num",15.00,"","","drr16","num",18,"success","past"
"NI033-0112-2017","NR033-0020-2017","Number of ongoing consultations with the federal science and technology community, provincial governments, and national stakeholder organizations in the development and implementation of the Government of Canada’s science, technology, and innovation priorities",2018,3,"","num",15.00,"","","dp17","","","",""
"NI033-0113-2016","NR033-0004-2016","Percentage of enquiries and complaints responded to within service standards",2017,3,"","percent",90.00,"","","drr16","percent",93,"success","past"
"NI033-0113-2017","NR033-0004-2017","Percentage of enquiries and complaints responded to within service standards",2018,3,"","percent",90.00,"","","dp17","","","",""
"NI033-0114-2016","NR033-0076-2016","Number of policy and data initiatives started or maintained",2017,3,"","num",25.00,"","","drr16","num",42,"success","past"
"NI033-0114-2017","NR033-0076-2017","Number of policy and data initiatives started or maintained",2018,3,"","num",25.00,"","","dp17","","","",""
"NI033-0115-2016","NR033-0077-2016","The dollar value of ITB business activities in Canada, undertaken and claimed by contractors with ITB obligations",2017,3,"","dollar",2000000000.00,"","","drr16","dollar",2800000000,"success","past"
"NI033-0115-2017","NR033-0077-2017","The dollar value of ITB business activities in Canada, undertaken and claimed by contractors with ITB obligations",2018,3,"","dollar",2500000000.00,"","","dp17","","","",""
"NI033-0116-2016","NR033-0078-2016","Number of defence and major Coast Guard procurements that include a Value Proposition",2017,3,"The target is based on the number of projects that are in the pre-contract stages of the procurement process and which are expected to reach contract award each year. Any delay in the contract award timelines has a direct impact on the number of contracted procurements that include a Value Proposition.","num",12.00,"","","drr16","num",8,"failure","past"
"NI033-0116-2017","NR033-0078-2017","Number of defence and major Coast Guard procurements that include a Value Proposition",2018,3,"","num",12.00,"","","dp17","","","",""
"NI033-0117-2016","NR033-0079-2016","Total dollar value of National Shipbuilding Procurement Strategy (NSPS) Value Proposition investments (i.e. investments made by shipyards in the broader marine industry as a result of NSPS resultant contracts)",2017,3,"The variance between the the target and actual result is the due to contracting delays on the Canadian Surface Combatant Program. Both National Shipbuilding Strategy (NSS) shipyards are meeting their current NSS Value Proposition obligations with $17.2 million invested to date. These investments are expected to increase significantly with the progress of the NSS combat and non-combat programs.","dollar",6400000.00,"","","drr16","dollar",6200000,"failure","past"
"NI033-0117-2017","NR033-0079-2017","Total dollar value of National Shipbuilding Procurement Strategy (NSPS) Value Proposition investments (i.e. investments made by shipyards in the broader marine industry as a result of NSPS resultant contracts)",2018,3,"","dollar",3100000.00,"","","dp17","","","",""
"NI033-0118-2016","NR033-0003-2016","Percentage of devices in compliance with new mandatory inspection frequencies for gas pumps, scales and other measuring devices",2017,3,"","percent",80.00,"","","drr16","percent",89,"success","past"
"NI033-0118-2017","NR033-0003-2017","Percentage of devices in compliance with new mandatory inspection frequencies for gas pumps, scales and other measuring devices",2018,3,"","percent",80.00,"","","dp17","","","",""
"NI033-0119-2016","NR033-0065-2016","Anticipated total consumer savings for the duration of the remedy from Bureau actions that stop anti-competitive activity",2017,3,"","dollar",12300000000.00,"","","drr16","dollar",15200000000,"success","past"
"NI033-0119-2017","NR033-0065-2017","Anticipated total consumer savings for the duration of the remedy from Bureau actions that stop anti-competitive activity",2018,3,"","dollar",17170000000.00,"","","dp17","","","",""
