"id","dept_code","name_fr","desc_fr","is_active","is_drf","is_internal_service"
"IPC-ISS20","IPC","Services internes – Commissariat à l'information","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"IPC-SO192","IPC","Services internes",,0,0,1
"IPC-SO193","IPC","Les droits en vertu de la Loi sur l'accès à l'information sont protégés.",,0,0,0
"IPC-SO194","IPC","Le droit des personnes à la protection de la vie privée est protégé.",,0,0,0
"IRB-BGC00","IRB","Règlement des cas d’immigration et de statut de réfugié","La Commission de l’immigration et du statut de réfugié rend des décisions de qualité et règle en temps opportun des cas en ce qui concerne l'immigration, les demandes de protection de réfugié. Cela comprend la détermination des demandes d’asile et d'appels, les demandes d'annulation ou de perte de l'asile. Cela comprend également les prises de décisions relatives aux enquêtes et à la détention, aux appels sur certains cas d'immigration (par exemple: les demandes de parrainage, certaines mesures de renvoi, les demandes liées à la non conformité de l'obligation de résidence.)",1,1,0
"IRB-ISS00","IRB","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"IRB-SO195","IRB","Services internes",,0,0,1
"IRB-SO196","IRB","Régler, de manière efficace, équitable et conforme à la loi, les cas d'immigration et de statut de réfugié devant la Commission de l'immigration et du statut de réfugié du Canada.",,0,0,0
"ISC-BNN00","ISC","Personnes, compétences et collectivités","Appuyer la création, le transfert et la diffusion des connaissances pour que les Canadiens, y compris les personnes appartenant à des groupes sous-représentés : soient dotés des compétences et des outils nécessaires pour prendre part à une économie de l’innovation en forte croissance; promeuvent une culture de l’innovation, où ils ont la motivation nécessaire pour s’attaquer aux défis locaux, régionaux, nationaux ou mondiaux; profitent de la croissance de la classe moyenne dans toutes les collectivités; bénéficient d’un accès accru à des services Internet à large bande et mobiles, y compris dans les régions rurales et éloignées; soient des consommateurs protégés et bien informés.",1,1,0
"ISC-BNO00","ISC","Sciences, technologie, recherche et commercialisation","Appuyer et faciliter les investissements pilotés par les entreprises et les collaborations stratégiques visant le développement et la commercialisation de technologies de pointe; entretenir et renforcer l’excellence du Canada en matière de recherche, notamment par le soutien à la recherche scientifique fondamentale, à l’expérimentation et à l’exploration pour apporter une réponse aux défis mondiaux.",1,1,0
"ISC-BNP00","ISC","Entreprises, investissement et croissance","Appuyer la croissance des petites, moyennes et grandes entreprises canadiennes pour les aider à devenir des entreprises compétitives à impact élevé sur la scène internationale; assurer un marché équitable et concurrentiel; promouvoir des conditions favorables à la concurrence en ce qui a trait aux prix et aux choix de produits, y compris dans le secteur des télécommunications; simplifier les programmes gouvernementaux, promouvoir les efforts visant à réduire les démarches administratives pour les entreprises, mettre en place des conditions favorables à une innovation axée sur le marché et promouvoir une croissance et une économie dont tout le monde peut profiter; réduire les obstacles aux mouvements des biens, des services, des capitaux et de la main-d’œuvre; assurer la croissance du secteur du tourisme au Canada.",1,1,0
"ISC-ISS00","ISC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"ISC-SO197","ISC","Les progrès réalisés dans les domaines des sciences et de la technologie, des connaissances et de l'innovation renforcent l'économie canadienne.",,0,0,0
"ISC-SO198","ISC","Les entreprises et les collectivités canadiennes sont compétitives.",,0,0,0
"ISC-SO200","ISC","Services internes",,0,0,1
"ISC-SO201","ISC","Le marché canadien est efficace et concurrentiel.",,0,0,0
"JCCB-BTN00","JCCB","Les Ponts Jacques-Cartier et Champlain Inc.","Gérer de manière systémique afin d'assurer la sécurité et la pérennité des infrastructures majeures qui lui sont confiées en préconisant une approche de développement durable.",1,1,0
"JCCB-SO202","JCCB","Passage efficace et sécuritaire sur les infrastructures entretenues, exploitées et gérées par Les ponts Jacques-Cartier et Champlain Incorporée.",,0,0,0
"JUS-BNX00","JUS","Services Juridiques","Le ministre de la Justice et procureur général du Canada fournit des services juridiques au gouvernement fédéral et à ses ministères et organismes. Le Ministre est responsable de s’assurer que l’administration des affaires publiques est effectuée en vertu de la loi. Le Ministre est également responsable de l’examen de tous les projets de loi du gouvernement et de tous les règlements du gouvernement pour en assurer la conformité avec la Charte canadienne des droits et libertés. De plus, le procureur général est responsable de la formulation de conseils pour les administrateurs généraux sur toutes les questions de droit et de la direction de tous les procès pour les ministères et organismes fédéraux qui sont en lien avec tous les sujets portant sur des matières de compétence fédérale.",1,1,0
"JUS-BNY00","JUS","Support au système de justice","Le Ministère joue un rôle essentiel afin d’assurer un système de justice canadien juste, pertinent et accessible. Il s’agit d’une responsabilité partagée entre une vaste gamme d’intervenants, dont le Parlement, le pouvoir judiciaire, les ministères et organismes fédéraux, les partenaires des gouvernements provinciaux, territoriaux et municipaux, un large éventail d’organisations et d’intervenants non gouvernementaux et, en fin de compte, tous les Canadiens.",1,1,0
"JUS-ISS00","JUS","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"JUS-SO203","JUS","Un gouvernement fédéral secondé par des services juridiques de haute qualité.",,0,0,0
"JUS-SO204","JUS","Un système de justice canadien équitable, adapté et accessible.",,0,0,0
"JUS-SO205","JUS","Services internes",,0,0,1
"LAC-BSI00","LAC","Acquérir et préserver le patrimoine documentaire","Bibliothèque et Archives du Canada (BAC) acquiert du patrimoine documentaire ayant une valeur historique et le préserve pour les générations actuelles et futures, en vertu du mandat que lui confère la Loi sur la Bibliothèque et les Archives du Canada. Sa collection se compose de ressources en divers formats conservés sur une gamme de supports. BAC prodigue des conseils au gouvernement du Canada et à ses institutions sur la gestion des renseignements et veille au transfert des documents à valeur historique dans sa collection. Au moyen du dépôt légal, tous les documents soumis par des éditeurs canadiens ainsi que des échantillons de contenu Internet sont intégrés à sa collection. D’autres documents d’importance nationale sont acquis afin de documenter la société canadienne. BAC utilise des techniques et une infrastructure de pointe pour restaurer la collection et assurer des conditions optimales de préservation à long terme. BAC développe aussi sa capacité et son expertise afin d’assurer l’accessibilité des documents numériques.",1,1,0
"LAC-BSJ00","LAC","Donner accès au patrimoine documentaire","Bibliothèque et Archives du Canada (BAC) rend accessible sa collection, tout en respectant les obligations légales, juridiques et contractuelles. Au moyen de technologies de pointe, BAC permet aux Canadiens d’accéder à sa collection et de la consulter pour qu’ils puissent approfondir leur connaissance du patrimoine documentaire du Canada. BAC rend le contenu numérique accessible par son site Web et les médias sociaux afin d’améliorer l’accès à sa collection. Il offre des services en ligne et en personne à ses quatre points de service. Au moyen de stratégies novatrices comme la production participative (Co-Lab), et le Numéri-Lab, enrichit le contenu numérique de sa collection. En outre, BAC favorise l’accès au patrimoine canadien en créant des expositions, afin de permettre au public de découvrir sa collection dans des lieux culturels situés à l’échelle du pays. Au moyen de son Programme pour les collectivités du patrimoine documentaire, BAC appuie les organismes de mémoire en augmentant leur capacité de préserver leurs collections et de les rendre accessibles.",1,1,0
"LAC-ISS00","LAC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"LAC-SO206","LAC","Le patrimoine documentaire du Canada est préservé et rendu accessible aux générations actuelles et futures.",,0,0,0
"LAC-SO207","LAC","L'information gouvernementale courante est gérée afin d'assurer la responsabilisation du gouvernement",,0,0,0
"LAC-SO208","LAC","Services internes",,0,0,1
"LDC-BXK00","LDC","Organiser les débats des chefs pour les élections générales fédérales","Afin de s’acquitter de sa responsabilité essentielle consistant à organiser les débats des chefs, la Commission appliquera les critères requis pour confirmer la participation des chefs des partis admissibles aux débats des chefs lors des élections générales, négociera les exigences relatives à la diffusion avec les diffuseurs, s’assurera que les Canadiens aient accès aux débats diffusés et mènera des activités de communication auprès des Canadiens afin qu’ils sachent quand, où et comment accéder aux débats.",1,1,0
"LDC-ISS00","LDC","Services internes","Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",0,1,1
"LP-BSV00","LP","Services d'information aux parlementaires","Cette activité de programme offre aux parlementaires des services d’information, de documentation, de recherche et d’analyse pour les aider à remplir leurs rôles de législateur et de représentant et les soutenir dans leurs efforts visant à rendre le Parlement et l’information à son propos accessibles au public.",1,1,0
"LP-ISS00","LP","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"LP-SO209","LP","Un Parlement informé et accessible.",,0,0,0
"LP-SO210","LP","Services internes",,0,0,1
"MPCC-BVJ00","MPCC","Surveillance indépendante de la Police militaire","Promeut et assure les plus hautes normes de conduite de la Police militaire dans le cadre des fonctions policières, et dissuade toute ingérence dans les enquêtes de la Police militaire, grâce à des examens, des enquêtes et des audiences indépendants et impartiaux qui lui permet de formuler des conclusions et des recommandations solides en réponse aux plaintes déposées contre la Police militaire ou provenant de ses membres, et grâce à des activités de sensibilisation.",1,1,0
"MPCC-ISS00","MPCC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"MPCC-SO211","MPCC","Services internes",,0,0,1
"MPCC-SO212","MPCC","La Commission d'examen des plaintes concernant la police militaire assure que la police militaire des Forces canadiennes applique les normes déontologiques les plus élevées, conformément aux meilleures pratiques du droit et de la police, et soit libre de toute forme d'ingérence dans ses enquêtes.",,0,0,0
"NAC-BSK00","NAC","Société du Centre national des Arts","Exploiter et administrer le Centre national des Arts, développer les arts d’interprétation dans la région de la capitale nationale et aider le Conseil des Arts du Canada à développer ceux-ci ailleurs au Canada",1,1,0
"NAC-SO213","NAC","Arts d'interprétation forts et dynamiques dans la région de la capitale nationale et à travers le Canada.",,0,0,0
"NBC-BFO00","NBC","Conservation","Assurer la conservation et la protection des biens naturels, culturels et patrimoniaux du parc des Champs-de-Bataille en aménageant, en entretenant et en remettant en bon état le territoire et les infrastructures. Assurer un accès sécuritaire au parc.",1,1,0
"NBC-BFY00","NBC","Promotion du patrimoine","Faire connaître l'histoire et faire découvrir le patrimoine et les richesses du parc des Champs-de-Bataille en organisant, par le biais du centre d'accueil du Musée des plaines d'Abraham, des expositions, des activités pédagogiques et récréatives, et des visites guidées.",1,1,0
"NBC-ISS00","NBC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"NBC-SO214","NBC","Services internes",,0,0,1
"NBC-SO215","NBC","Le parc des Champs-de-Bataille de Québec est un site historique et urbain prestigieux, naturel, accessible, sécuritaire et éducatif.",,0,0,0
"NCC-BSN00","NCC","Commission de la capitale nationale","Établir des plans d’aménagement, de conservation et d’embellissement de la région de la capitale du Canada et concourir à la réalisation de ces trois buts afin de doter le siège du gouvernement du Canada d’un cachet et d’un caractère dignes de son importance nationale.",1,1,0
"NCC-SO216","NCC","La région de la capitale du Canada revêt une importance nationale et constitue une source de fierté pour les Canadiennes et les Canadiens.",,0,0,0
"ND-BUN00","ND","Opérations","Détecter, dissuader et défendre contre les menaces ou les attaques visant le Canada. Aider les autorités civiles et les organismes d’application de la Loi, y compris la lutte contre le terrorisme, en appui à la sécurité nationale, à de catastrophes nationales ou à de grandes situations d’urgence; et mener des opérations de recherche et de sauvetage. Détecter, dissuader et défendre contre les menaces pesant sur l’Amérique du Nord, ou les attaques dirigées contre elle, de concert avec les États-Unis, notamment par l’intermédiaire du NORAD. Diriger et/ou contribuer aux forces de l’OTAN et aux efforts de coalitions visant à dissuader et de vaincre les adversaires, y compris des terroristes, afin d’appuyer la stabilité mondiale. Diriger et/ou contribuer aux opérations de paix internationales et des missions de stabilisation avec les Nations Unies, l’OTAN et d’autres partenaires multilatéraux. S’engager dans le renforcement des capacités afin d’appuyer la sécurité de d’autres pays et les moyens dont ils disposent pour contribuer à la sûreté et à la sécurité des canadiens à l’étranger. Aider les autorités civiles et des partenaires non gouvernementaux pour répondre en cas de catastrophes internationales et nationales ou de situations d’urgence de grande envergure.",1,1,0
"ND-BUO00","ND","Forces prêtes au combat","Déployer des forces prêtes au combat et pouvant réussir dans un environnement de sécurité imprévisible et complexe en exécutant des opérations simultanées liées à toutes les missions confiées officiellement.",1,1,0
"ND-BUP00","ND","Équipe de la Défense","Recruter, developper et appuyer une Équipe de la Défense souple et diversifiée dans un milieu de travail sain et exempt de comportements dommageables; appuyer les familles des militaires; et répondre aux besoins de tous les militaires partant à la retraite, y compris ceux qui sont malades ou blessés. Renforcer les collectivités canadiennes en investissant dans la jeunesse.",1,1,0
"ND-BUQ00","ND","Concept de force de l’avenir","Élaborer et concevoir la force de l’avenir grâce à une compréhension approfondie de l’environnement opérationnel futur et des risques pour le Canada et ses intérêts en matière de sécurité. Renforcer la capacité de la Défense afin de cerner, de prévenir toute une gamme d’imprévus, de s’y adapter et d’y faire face par l’intermédiaire de réseaux d’innovation et de collaboration et grâce à la recherche de pointe.",1,1,0
"ND-BUR00","ND","Acquisition de capacités","Obtenir des capacités de pointe pour conserver un avantage par rapport à des adversaires éventuels et pour avancer à la même allure que les Alliés, tout en exploitant au maximum les innovations et la technologie en matière de défense. Des régimes d’approvisionnement rationalisés et souples font en sorte que la Défense est munie de l’équipement voulu pour exécuter ses missions.",1,1,0
"ND-BUS00","ND","Bases, systèmes de technologie de l’information et d’infrastructure durables","Élaborer et gérer des bases et une infrastructure modernes, opérationnelles et durables. Contribuer à la réalisation des objectifs fédéraux en matière d’environnement.",1,1,0
"ND-ISS00","ND","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"ND-SO218","ND","Les opérations et services de la Défense améliorent la stabilité et la sécurité, et promeuvent les valeurs et intérêts canadiens.",,0,0,0
"ND-SO219","ND","La Défense demeure continuellement préparée à s'acquitter de la défense nationale et des services de la Défense en conformité avec les valeurs et intérêts canadiens.",,0,0,0
"ND-SO221","ND","Services internes",,0,0,1
"NEB-BTA00","NEB","Processus décisionnel","Rendre des décisions ou formuler des recommandations à l’intention du gouverneur en conseil à l’égard de demandes, ce qui comprend la réalisation d’évaluations environnementales, au moyen de processus justes, transparents, rapides et accessibles. Les demandes concernent des pipelines et des installations connexes, des lignes internationales de transport d’électricité, des droits et tarifs, des exportations et des importations d’énergie, l’exploration pétrolière et gazière et le forage dans certaines zones situées dans le Nord et au large des côtes du Canada.",0,1,0
"NEB-BTB00","NEB","Surveillance de la sécurité et de l’environnement","Fixer des attentes réglementaires pour les sociétés réglementées par l’Office national de l’énergie et veiller à l’exécution tout le long du cycle de vie des activités liées à l’énergie – de la construction à l’exploitation, puis à la cessation d’exploitation. Les activités concernent des pipelines et des installations connexes, des lignes internationales de transport d’électricité, des droits et tarifs, des exportations et des importations d’énergie, l’exploration pétrolière et gazière et le forage dans certaines zones situées dans le Nord et au large des côtes du Canada.",0,1,0
"NEB-BTC00","NEB","Information sur l’énergie","Recueillir, surveiller, analyser et publier des renseignements sur les marchés et la demande d’énergie, les sources d’énergie, la sécurité et la sûreté des pipelines et des lignes internationales de transport d’électricité.",0,1,0
"NEB-BTD00","NEB","Mobilisation","Mener des activités d’engagement auprès des parties prenantes et des Autochtones relativement à des sujets qui concernent le mandat et le rôle de l’Office national de l’énergie, au-delà de la participation relative aux projets précis.",0,1,0
"NEB-BXT00","NEB","Surveillance de la sécurité et de l’environnement","Fixer des attentes réglementaires pour les sociétés réglementées  et veiller à l’exécution tout le long du cycle de vie des activités liées à l’énergie – de la construction à l’exploitation, puis à la cessation d’exploitation. Les activités concernent des pipelines et des installations connexes, des lignes internationales de transport d’électricité, l’énergie renouvelable extracôtière, les droits et tarifs, les exportations et les importations d’énergie, l’exploration pétrolière et gazière et le forage dans certaines zones situées dans le Nord et au large des côtes du Canada.",1,1,0
"NEB-BXU00","NEB","Information sur l’énergie","Recueillir, surveiller, analyser et publier des renseignements sur les marchés et la demande d’énergie, les sources d’énergie, la sécurité et la sûreté des pipelines et des lignes internationales de transport d’électricité.",1,1,0
"NEB-BXV00","NEB","Mobilisation","Mener des activités de mobilisation nationales et régionales auprès des peuples autochtones et des parties prenantes prenant la forme d’un dialogue ouvert, d’un partage de points de vue et d’une collaboration. Ces activités portent sur l’ensemble des décisions et des actions qui ont trait au mandat qui nous est conféré par la loi.",1,1,0
"NEB-BXY00","NEB","Processus décisionnel","Rendre des décisions ou formuler des recommandations à l’intention du gouverneur en conseil à l’égard de demandes, ce qui comprend la réalisation d’évaluations d’impact, au moyen de processus justes, transparents, rapides et accessibles. Les demandes concernent des pipelines et des installations connexes, des lignes internationales de transport d’électricité, l’énergie renouvelable extracôtière, les droits et tarifs, la résolution des différends concernant l’indemnisation, les exportations et les importations d’énergie, l’exploration pétrolière et gazière et le forage dans certaines zones situées dans le Nord et au large des côtes du Canada.",1,1,0
"NEB-ISS00","NEB","Services internes","Les services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des services internes utilisé. Ces services sont : services de gestion des acquisitions, services de communication, services de gestion financière, services de gestion des ressources humaines, services de gestion de l'information, services de technologie de l'information, services juridiques, services de gestion du matériel, services de gestion et de surveillance et services de gestion des biens immobiliers.",1,1,1
"NEB-SO224","NEB","Services internes",,0,0,1
"NEB-SO225","NEB","La réglementation des pipelines et des lignes de transport d'électricité, de la mise en valeur des ressources énergétiques et du commerce de l'énergie contribue à assurer la sécurité des Canadiens et Canadiennes, la protection de l'environnement et l'existence d'une infrastructure et de marchés énergétiques efficients, le tout dans le respect des droits et des intérêts des parties touchées par les décisions et les recommandations de l'Office.",,0,0,0
"NFB-BSM00","NFB","Programmation et production audiovisuelles","L’Office national du film a le mandat de créer des œuvres audiovisuelles pertinentes et innovatrices qui font connaître le Canada et ses diverses perspectives au peuple canadien et au reste du monde. L’Office national du film travaille avec des cinéastes, des créateurs et des créatrices provenant de toutes les régions du pays pour produire des documentaires, des animations, des œuvres interactives et immersives d’exception enracinés dans les expériences et les réalités canadiennes. L’Office national du film se doit d’être un milieu propice à l’innovation technologique et cinématographique, et ce, sur la scène tant nationale qu’internationale. L’Office national du film se donne l’objectif de refléter les points de vue et les expériences de communautés qui sont systématiquement sous-représentées dans le paysage médiatique, et d’innover dans la création de nouvelles formes et approches pour raconter des histoires.",1,1,0
"NFB-BSP00","NFB","Accessibilité des œuvres et interaction avec les auditoires","L’Office national du film travaille pour que les Canadiens et Canadiennes de toutes les régions du pays aient accès à ses œuvres sous diverses formes. Comprendre les auditoires et leurs habitudes de consommation, rendre les contenus accessibles sur une variété de plateformes et porter les productions de l’Office national du film à leur attention fait ainsi intrinsèquement partie du mandat de l’institution. L’Office national du film est riche d’une collection qui compte au-delà de 13 000 titres et qui constitue un pilier central du patrimoine culturel du Canada. La Loi sur le cinéma confère à l’Office national du film le mandat de conserver cette collection afin d’assurer sa pérennité et son accessibilité à la population du Canada et sur l’échelle internationale, aujourd’hui et à l’avenir.",1,1,0
"NFB-ISS00","NFB","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"NFB-SO226","NFB","Les histoires et les perspectives canadiennes sont présentes dans les médias audiovisuels et rendues accessibles à la population du Canada et du reste du monde.",,0,0,0
"NFB-SO227","NFB","Services internes",,0,0,1
"NGC-BRY00","NGC","Musée des beaux-arts du Canada","Constituer, entretenir et faire connaître, dans l’ensemble du Canada et à l’étranger, une collection d’œuvres d’art anciennes, modernes et contemporaines principalement axée sur le Canada, et amener tous les Canadiens à mieux connaître, comprendre et apprécier l’art en général.",1,1,0
"NGC-SO228","NGC","Grâce à des collections d'oeuvres d'art anciennes et contemporaines, à des programmes et à de la recherche reflétant un point de vue particulier mais non exclusif sur le Canada, favoriser l'intérêt, l",,0,0,0
"NMST-BRU00","NMST","Musée national des sciences et de la technologie","Promouvoir la culture scientifique et technique au Canada par la constitution, l’entretien et le développement d’une collection d’objets scientifiques et techniques principalement axée sur le Canada, et par la présentation des procédés et productions de l’activité scientifique et technique, ainsi que de leurs rapports avec la société sur les plans économique, social et culturel",1,1,0
"NMST-SO229","NMST","Intérêt, connaissance, appréciation et respect à l'égard de la science et la technologie par l'entremise de la collection des objets scientifiques et technologiques, des programmes et de la recherche reflétant un point de vue canadien.",,0,0,0
"NPA-BWQ00","NPA","Surveiller et réglementer la planification et la construction de la partie canadienne du projet de gazoduc de la route de l’Alaska","Surveiller et réglementer la planification et la construction de la partie canadienne du projet de gazoduc de la route de l’Alaska.",1,1,0
"NPA-SO230","NPA","S'assurer que la planification et la construction du tronçon canadien du projet de gazoduc de la route de l'Alaska s'effectuent de façon efficace et rapide tout en garantissant la protection de l'environnement et des retombées socioéconomiques pour les Canadiens.",,0,0,0
"NPB-BUA00","NPB","Décisions relatives à la mise en liberté sous condition","La mise en liberté sous condition est fondée sur le principe selon lequel la sécurité de la collectivité est assurée par la mise en liberté graduelle et en temps opportun, supervisée des délinquants au sein de la collectivité. La qualité des décisions en matière de liberté sous condition fondées sur le risque de récidive ainsi que des programmes et des traitements efficaces et une surveillance efficace dans la collectivité sont tous des éléments qui contribuent au processus de mise en liberté. Dans le cadre de cette responsabilité essentielle, le personnel de la Commission des libérations conditionnelles du Canada (CLCC) fournit des renseignements à jour et exacts aux commissaires pour les aider à prendre des décisions, et il élabore de la formation et des politiques qui constituent des outils essentiels pour l’évaluation du risque et la prise de décisions.",1,1,0
"NPB-BUB00","NPB","Application transparente et responsable du processus de mise en liberté sous condition","Cette responsabilité essentielle permet de s’assurer que la CLCC exerce ses activités de manière transparente et responsable, conformément aux dispositions de la Loi sur le système correctionnel et la mise en liberté sous condition (LSCMLC). Cette responsabilité essentielle inclut le fait de travailler avec les victimes d’actes criminels, les délinquants et le public, en leur fournissant de l’information à propos de nos politiques et de nos programmes, notamment l’accès au Registre des décisions de la CLCC, ainsi qu’à offrir de l’aide aux personnes qui assistent aux audiences à titre d’observateurs. La responsabilité essentielle inclut également le fait d’encourager la participation des citoyens, d’améliorer l'éducation et la sensibilisation du public, de mener des enquêtes sur des incidents  survenus dans la collectivité (c.-à-d. lorsqu’il y a une nouvelle infraction), de surveiller le rendement de la CLCC et de rendre compte des résultats liés au processus de mise en liberté sous condition.",1,1,0
