id,stable_id,subject_id,name_en,name_fr,doc
PROGRAM-dp20-2581,PROGRAM-209,EA-BVB09,Canada builds and maintains constructive relationships that advance Canada's interests.,Le Canada noue et entretient des relations constructives qui contribuent à l’avancement des intérêts du Canada.,dp20
PROGRAM-drr19-2582,PROGRAM-221,EA-BVB09,Canada builds and maintains constructive relationships that advance Canada's interests.,Le Canada noue et entretient des relations constructives qui contribuent à l’avancement des intérêts du Canada.,drr19
PROGRAM-dp20-2582,PROGRAM-221,EA-BVB09,Canada builds and maintains constructive relationships that advance Canada's interests.,Le Canada noue et entretient des relations constructives qui contribuent à l’avancement des intérêts du Canada.,dp20
PROGRAM-drr19-2583,PROGRAM-210,EA-BVB10,Canada builds and maintains constructive relationships that advance Canada's interests.,Le Canada noue et entretient des relations constructives qui contribuent à l’avancement des intérêts du Canada.,drr19
PROGRAM-dp20-2583,PROGRAM-210,EA-BVB10,Canada builds and maintains constructive relationships that advance Canada's interests.,Le Canada noue et entretient des relations constructives qui contribuent à l’avancement des intérêts du Canada.,dp20
PROGRAM-drr19-2584,PROGRAM-1207,EA-BVB11,Enhanced empowerment and rights for women and girls in countries where Canada engages.,L’amélioration de « l’empouvoirement » et du respect des droits des femmes et des filles dans les pays où le Canada est présent.,drr19
PROGRAM-drr19-2585,PROGRAM-260,EA-BVB14,"Canada supports women and girls to ensure they develop their skills, access decision-making positions and fully take part on the economic growth of their communities, including by supporting technical and vocational training and entrepreneurship.  Canada also promotes social","Le Canada soutient les femmes et les filles afin de s’assurer qu’elles acquièrent leurs compétences, qu’elles ont l’accès aux postes décisionnels et qu’elles prennent part à la croissance économique de leurs communautés, notamment en appuyant la formation technique et professionnelle et l’entreprenariat. Le Canada fera également la promotion de l’",drr19
PROGRAM-drr19-2586,PROGRAM-211,EA-BVB12,Reduced suffering and increased human dignity in communities experiencing humanitarian crises.,La souffrance est allégée et la dignité humaine est accrue dans les collectivités aux prises avec des crises humanitaires.,drr19
PROGRAM-drr19-2587,PROGRAM-259,EA-BVB13,"Enhanced access to safe, inclusive, equitable and quality SRHR information and services for target populations, particularly women and adolescents.","Accès amélioré aux renseignements et aux services sécuritaires, inclusifs, équitables et de qualité de santé et droits sexuels et reproductifs (SDSR) pour les populations cibles, plus particulièrement les femmes et les adolescentes.",drr19
PROGRAM-drr19-2588,PROGRAM-212,EA-BVB13,"Improved physical, social and economic well-being for the poorest and most vulnerable, particularly for women and girls, in countries where Canada engages.","L’amélioration du bien-être physique, social et économique chez les plus pauvres et les plus vulnérables, en particulier chez les femmes et les filles, dans les pays où le Canada est présent.",drr19
PROGRAM-drr19-2589,PROGRAM-249,EA-BVB15,"Climate financing provided to businesses, particularly women-led businesses and intermediaries","Financement pour le climat fourni aux entreprises, plus particulièrement aux entreprises dirigées par les femmes et les intermédiaires.",drr19
PROGRAM-drr19-2590,PROGRAM-1208,EA-BVB18,"Improved equality and enjoyment of human rights for the poorest, most marginalized, and most vulnerable people, particularly women, children, and youth in countries and online spaces where Global Affairs Canada (GAC) engages.","Qualité améliorée et jouissance des droits de l’homme pour les individus les plus pauvres, les plus marginalisés et les plus vulnérables, plus particulièrement les femmes, les enfants et les jeunes dans les pays et les espaces en ligne auquel Affaires mondiales Canada (AMC) participe.",drr19
PROGRAM-drr19-2591,PROGRAM-213,EA-BVB17,Canada builds and maintains constructive relationships that advance Canada's interests.,Le Canada noue et entretient des relations constructives qui contribuent à l’avancement des intérêts du Canada.,drr19
PROGRAM-drr19-2592,PROGRAM-1226,EA-BVB19,Canada builds and maintains constructive relationships that advance Canada’s interests.,Le Canada noue et entretient des relations constructives qui contribuent à l’avancement des intérêts du Canada.,drr19
PROGRAM-dp20-2592,PROGRAM-1226,EA-BVB19,Canada builds and maintains constructive relationships that advance Canada’s interests.,Le Canada noue et entretient des relations constructives qui contribuent à l’avancement des intérêts du Canada.,dp20
PROGRAM-drr19-2593,PROGRAM-214,EA-BVC01,Canada helps to build and safeguard an open and inclusive rules-based global trading system.,"Le Canada assure l’établissement et la protection d’un environnement commercial mondial ouvert, inclusif et fondé sur des règles.",drr19
PROGRAM-dp20-2593,PROGRAM-214,EA-BVC01,Canada helps to build and safeguard an open and inclusive rules-based global trading system.,"Le Canada assure l’établissement et la protection d’un environnement commercial mondial ouvert, inclusif et fondé sur des règles.",dp20
PROGRAM-drr19-2594,PROGRAM-215,EA-BVC02,Canada helps to build and safeguard an open and inclusive rules-based global trading system.,"Le Canada assure l’établissement et la protection d’un environnement commercial mondial ouvert, inclusif et fondé sur des règles.",drr19
PROGRAM-dp20-2594,PROGRAM-215,EA-BVC02,Canada helps to build and safeguard an open and inclusive rules-based global trading system.,"Le Canada assure l’établissement et la protection d’un environnement commercial mondial ouvert, inclusif et fondé sur des règles.",dp20
PROGRAM-drr19-2595,PROGRAM-216,EA-BVC03,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,drr19
PROGRAM-dp20-2595,PROGRAM-216,EA-BVC03,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,dp20
PROGRAM-drr19-2596,PROGRAM-238,EA-BVC04,"Foreign direct investment is facilitated, expanded or retained.","L’investissement étranger direct est facilité, s’accroît ou est maintenu.",drr19
PROGRAM-dp20-2596,PROGRAM-238,EA-BVC04,"Foreign direct investment is facilitated, expanded or retained.","L’investissement étranger direct est facilité, s’accroît ou est maintenu.",dp20
PROGRAM-drr19-2597,PROGRAM-239,EA-BVC04,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,drr19
PROGRAM-dp20-2597,PROGRAM-239,EA-BVC04,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,dp20
PROGRAM-drr19-2598,PROGRAM-217,EA-BVC05,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,drr19
PROGRAM-dp20-2598,PROGRAM-217,EA-BVC05,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,dp20
PROGRAM-drr19-2599,PROGRAM-218,EA-BVC06,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,drr19
PROGRAM-dp20-2599,PROGRAM-218,EA-BVC06,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,dp20
PROGRAM-drr19-2600,PROGRAM-219,EA-BVC07,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,drr19
PROGRAM-dp20-2600,PROGRAM-219,EA-BVC07,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,dp20
PROGRAM-drr19-2601,PROGRAM-220,EA-BVC08,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,drr19
PROGRAM-dp20-2601,PROGRAM-220,EA-BVC08,Canadian exporters and innovators are successful in their international business development efforts.,Les efforts des exportateurs et des innovateurs canadiens pour développer leurs activités internationales sont couronnés de succès.,dp20
PROGRAM-drr19-2602,PROGRAM-250,EA-BVD01,"Increased partner engagement, diverse partnerships and innovative delivery approaches by GAC.","Une mobilisation accrue des partenaires, divers partenariats et approches de prestation novatrices par AMC.",drr19
PROGRAM-dp20-2602,PROGRAM-250,EA-BVD01,"Increased partner engagement, diverse partnerships and innovative delivery approaches by GAC.","Une mobilisation accrue des partenaires, divers partenariats et approches de prestation novatrices par AMC.",dp20
PROGRAM-drr19-2603,PROGRAM-224,EA-BVD02,Reduced suffering and increased human dignity in communities experiencing humanitarian crises.,La souffrance est allégée et la dignité humaine est accrue dans les collectivités aux prises avec des crises humanitaires.,drr19
PROGRAM-dp20-2603,PROGRAM-224,EA-BVD02,Reduced suffering and increased human dignity in communities experiencing humanitarian crises.,La souffrance est allégée et la dignité humaine est accrue dans les collectivités aux prises avec des crises humanitaires.,dp20
PROGRAM-drr19-2604,PROGRAM-225,EA-BVD03,"Canada’s international assistance is made more effective by leveraging diverse partnerships, innovation, and experimentation.",L’aide internationale du Canada est plus efficace en tirant parti des partenariats de l’innovation et de l’expérimentation.,drr19
PROGRAM-dp20-2604,PROGRAM-225,EA-BVD03,"Canada’s international assistance is made more effective by leveraging diverse partnerships, innovation, and experimentation.",L’aide internationale du Canada est plus efficace en tirant parti des partenariats de l’innovation et de l’expérimentation.,dp20
PROGRAM-drr19-2605,PROGRAM-222,EA-BVD04,Canada helps build strong international institutions and respect for international law.,Le Canada contribue à l’édification d’organisations internationales solides et au respect du droit international.,drr19
PROGRAM-dp20-2605,PROGRAM-222,EA-BVD04,Canada helps build strong international institutions and respect for international law.,Le Canada contribue à l’édification d’organisations internationales solides et au respect du droit international.,dp20
PROGRAM-drr19-2606,PROGRAM-226,EA-BVD05,Improved peace and security in countries and regions where Canada engages.,La paix et de sécurité sont améliorées dans les pays et les régions où le Canada est présent.,drr19
PROGRAM-dp20-2606,PROGRAM-226,EA-BVD05,Improved peace and security in countries and regions where Canada engages.,La paix et de sécurité sont améliorées dans les pays et les régions où le Canada est présent.,dp20
PROGRAM-drr19-2607,PROGRAM-240,EA-BVD06,Improved peace and security in countries and regions where Canada engages.,La paix et de sécurité sont améliorées dans les pays et les régions où le Canada est présent.,drr19
PROGRAM-dp20-2607,PROGRAM-240,EA-BVD06,Improved peace and security in countries and regions where Canada engages.,La paix et de sécurité sont améliorées dans les pays et les régions où le Canada est présent.,dp20
PROGRAM-drr19-2608,PROGRAM-227,EA-BVD07,Improved peace and security in countries and regions where Canada engages.,La paix et de sécurité sont améliorées dans les pays et les régions où le Canada est présent.,drr19
PROGRAM-dp20-2608,PROGRAM-227,EA-BVD07,Improved peace and security in countries and regions where Canada engages.,La paix et de sécurité sont améliorées dans les pays et les régions où le Canada est présent.,dp20
PROGRAM-drr19-2609,PROGRAM-251,EA-BVD08,"Increased capacity of local organizations, institutions and local governments to deliver gender-sensitive projects that address local development challenges.","Capacité accrue des organisations, des établissements locaux et des gouvernements locaux pour offrir des projets sensibles aux sexes qui relèvent les défis liés au développement local.",drr19
PROGRAM-dp20-2609,PROGRAM-251,EA-BVD08,"Increased capacity of local organizations, institutions and local governments to deliver gender-sensitive projects that address local development challenges.","Capacité accrue des organisations, des établissements locaux et des gouvernements locaux pour offrir des projets sensibles aux sexes qui relèvent les défis liés au développement local.",dp20
PROGRAM-drr19-2610,PROGRAM-228,EA-BVD09,"Improved physical, social and economic well-being for the poorest and most vulnerable, particularly for women and girls, in countries where Canada engages.","L’amélioration du bien-être physique, social et économique chez les plus pauvres et les plus vulnérables, en particulier chez les femmes et les filles, dans les pays où le Canada est présent.",drr19
PROGRAM-dp20-2610,PROGRAM-228,EA-BVD09,"Improved physical, social and economic well-being for the poorest and most vulnerable, particularly for women and girls, in countries where Canada engages.","L’amélioration du bien-être physique, social et économique chez les plus pauvres et les plus vulnérables, en particulier chez les femmes et les filles, dans les pays où le Canada est présent.",dp20
PROGRAM-drr19-2611,PROGRAM-229,EA-BVD10,"Improved physical, social and economic well-being for the poorest and most vulnerable, particularly for women and girls, in countries where Canada engages.","L’amélioration du bien-être physique, social et économique chez les plus pauvres et les plus vulnérables, en particulier chez les femmes et les filles, dans les pays où le Canada est présent.",drr19
PROGRAM-dp20-2611,PROGRAM-229,EA-BVD10,"Improved physical, social and economic well-being for the poorest and most vulnerable, particularly for women and girls, in countries where Canada engages.","L’amélioration du bien-être physique, social et économique chez les plus pauvres et les plus vulnérables, en particulier chez les femmes et les filles, dans les pays où le Canada est présent.",dp20
PROGRAM-drr19-2612,PROGRAM-230,EA-BVD11,"Canada’s international assistance is made more effective by leveraging diverse partnerships, innovation, and experimentation.",L’aide internationale du Canada est plus efficace en tirant parti des partenariats de l’innovation et de l’expérimentation.,drr19
PROGRAM-dp20-2612,PROGRAM-230,EA-BVD11,"Canada’s international assistance is made more effective by leveraging diverse partnerships, innovation, and experimentation.",L’aide internationale du Canada est plus efficace en tirant parti des partenariats de l’innovation et de l’expérimentation.,dp20
PROGRAM-drr19-2613,PROGRAM-231,EA-BVD12,Enhanced empowerment and rights for women and girls in countries where Canada engages.,L’amélioration de « l’empouvoirement » et du respect des droits des femmes et des filles dans les pays où le Canada est présent.,drr19
PROGRAM-dp20-2613,PROGRAM-231,EA-BVD12,Enhanced empowerment and rights for women and girls in countries where Canada engages.,L’amélioration de « l’empouvoirement » et du respect des droits des femmes et des filles dans les pays où le Canada est présent.,dp20
PROGRAM-drr19-2614,PROGRAM-242,EA-BVD13,"Support the delivery of Gs&Cs by providing strategic, initiative-level advice and services through effective and efficient collaboration with stakeholders.",Soutenir la prestation des subventions et contributions (S et C) en prodiguant des conseils et des services à l’échelle de l’initiative grâce à la collaboration efficace et efficiente avec les intervenants.,drr19
PROGRAM-dp20-2614,PROGRAM-242,EA-BVD13,"Support the delivery of Gs&Cs by providing strategic, initiative-level advice and services through effective and efficient collaboration with stakeholders.",Soutenir la prestation des subventions et contributions (S et C) en prodiguant des conseils et des services à l’échelle de l’initiative grâce à la collaboration efficace et efficiente avec les intervenants.,dp20
PROGRAM-drr19-2615,PROGRAM-232,EA-BVE01,Canadians have timely access to information and services that keeps them safer abroad.,Les Canadiens ont accès en temps opportun à de l’information et à des services qui permettent d’améliorer leur sécurité à l’étranger.,drr19
PROGRAM-dp20-2615,PROGRAM-232,EA-BVE01,Canadians have timely access to information and services that keeps them safer abroad.,Les Canadiens ont accès en temps opportun à de l’information et à des services qui permettent d’améliorer leur sécurité à l’étranger.,dp20
PROGRAM-drr19-2616,PROGRAM-233,EA-BVE01,Canadians abroad receive timely and appropriate government services.,Les Canadiens à l’étranger reçoivent des services gouvernementaux pertinents en temps opportun.,drr19
PROGRAM-dp20-2616,PROGRAM-233,EA-BVE01,Canadians abroad receive timely and appropriate government services.,Les Canadiens à l’étranger reçoivent des services gouvernementaux pertinents en temps opportun.,dp20
PROGRAM-drr19-2617,PROGRAM-241,EA-BVE01,Canadians have timely access to information and services that keeps them safer abroad.,Les Canadiens ont accès en temps opportun à de l’information et à des services qui permettent d’améliorer leur sécurité à l’étranger.,drr19
PROGRAM-dp20-2617,PROGRAM-241,EA-BVE01,Canadians have timely access to information and services that keeps them safer abroad.,Les Canadiens ont accès en temps opportun à de l’information et à des services qui permettent d’améliorer leur sécurité à l’étranger.,dp20
PROGRAM-drr19-2618,PROGRAM-234,EA-BVE02,Canadians have timely access to information and services that keeps them safer abroad.,Les Canadiens ont accès en temps opportun à de l’information et à des services qui permettent d’améliorer leur sécurité à l’étranger.,drr19
PROGRAM-dp20-2618,PROGRAM-234,EA-BVE02,Canadians have timely access to information and services that keeps them safer abroad.,Les Canadiens ont accès en temps opportun à de l’information et à des services qui permettent d’améliorer leur sécurité à l’étranger.,dp20
PROGRAM-drr19-2619,PROGRAM-235,EA-BVF01,"Sound management and delivery of resources, infrastructure and services enables Canada’s presence abroad.","La saine gestion responsable et la prestation des ressources, de l’infrastructure et des services permettent la présence du Canada à l’étranger.",drr19
PROGRAM-dp20-2619,PROGRAM-235,EA-BVF01,"Sound management and delivery of resources, infrastructure and services enables Canada’s presence abroad.","La saine gestion responsable et la prestation des ressources, de l’infrastructure et des services permettent la présence du Canada à l’étranger.",dp20
PROGRAM-drr19-2620,PROGRAM-252,EA-BVF02,Canadian based staff and their dependents have a good level of knowledge and awareness of FSD benefits and related services.,Les employés canadiens (EC) et les personnes à leur charge connaissent bien les indemnités prévues dans les DSE et les services connexes.,drr19
PROGRAM-dp20-2620,PROGRAM-252,EA-BVF02,Canadian based staff and their dependents have a good level of knowledge and awareness of FSD benefits and related services.,Les employés canadiens (EC) et les personnes à leur charge connaissent bien les indemnités prévues dans les DSE et les services connexes.,dp20
PROGRAM-drr19-2621,PROGRAM-253,EA-BVF02,Canadian based staff and their dependents are satisfied with services related to allowances and other benefits they receive under the FSDs.,Les employés canadiens (EC) et les personnes à leur charge sont satisfaits des services relatifs aux indemnités et aux autres prestations qu’ils reçoivent aux termes des Directives sur le service extérieur (DSE).,drr19
PROGRAM-dp20-2621,PROGRAM-253,EA-BVF02,Canadian based staff and their dependents are satisfied with services related to allowances and other benefits they receive under the FSDs.,Les employés canadiens (EC) et les personnes à leur charge sont satisfaits des services relatifs aux indemnités et aux autres prestations qu’ils reçoivent aux termes des Directives sur le service extérieur (DSE).,dp20
PROGRAM-drr19-2622,PROGRAM-254,EA-BVF02,Canada based staff receive cost-effective FSD benefits payments.,Les employés canadiens recevront des paiements des prestations rentables au titre des DSE.,drr19
PROGRAM-drr19-2623,PROGRAM-255,EA-BVF03,The financial sustainability of branch and mission network operations is improved.,La viabilité financière du Secteur et des opérations du réseau des missions est améliorée.,drr19
PROGRAM-drr19-2624,PROGRAM-256,EA-BVF03,"Relationships and communications with key stakeholders, partners, and clients of the common services program are strengthened.","Les relations et les communications avec les intervenants, les partenaires et les clients clés du programme de services communs sont renforcées.",drr19
PROGRAM-drr19-2625,PROGRAM-243,EA-BVF04,"Accurate staff relations advice, guidance and/or support provided to missions abroad.","Les conseils, l’orientation et/ou le soutien exacts en matière de relations de travail fournis aux missions à l’étranger.",drr19
PROGRAM-drr19-2626,PROGRAM-244,EA-BVF04,Head Office End of service entitlements are delivered within established 90 day service standard.,Les prestations de fin de service du siège social sont offertes selon la norme de service établie de 90 jours.,drr19
PROGRAM-dp20-2626,PROGRAM-244,EA-BVF04,Head Office End of service entitlements are delivered within established 90 day service standard.,Les prestations de fin de service du siège social sont offertes selon la norme de service établie de 90 jours.,dp20
PROGRAM-drr19-2627,PROGRAM-257,EA-BVF04,Locally Engaged Staff (LES) supporting Government of Canada programs abroad receive salary determination according to updated Terms and Conditions of Employment.,Les employés recrutés sur place qui appuient les programmes du gouvernement du Canada à l’étranger reçoivent un établissement des salaires selon les conditions d’emploi mises à jour.,drr19
PROGRAM-dp20-2627,PROGRAM-257,EA-BVF04,Locally Engaged Staff (LES) supporting Government of Canada programs abroad receive salary determination according to updated Terms and Conditions of Employment.,Les employés recrutés sur place qui appuient les programmes du gouvernement du Canada à l’étranger reçoivent un établissement des salaires selon les conditions d’emploi mises à jour.,dp20
PROGRAM-drr19-2628,PROGRAM-236,EA-BVF05,"Sound management and delivery of resources, infrastructure and services enables Canada’s presence abroad.","La saine gestion responsable et la prestation des ressources, de l’infrastructure et des services permettent la présence du Canada à l’étranger.",drr19
PROGRAM-dp20-2628,PROGRAM-236,EA-BVF05,"Sound management and delivery of resources, infrastructure and services enables Canada’s presence abroad.","La saine gestion responsable et la prestation des ressources, de l’infrastructure et des services permettent la présence du Canada à l’étranger.",dp20
PROGRAM-drr19-2629,PROGRAM-258,EA-BVF06,Real property project management and reporting capacity is improved.,La gestion des projets relatifs aux biens immobiliers et la capacité de faire rapport se sont améliorées.,drr19
PROGRAM-dp20-2629,PROGRAM-258,EA-BVF06,Real property project management and reporting capacity is improved.,La gestion des projets relatifs aux biens immobiliers et la capacité de faire rapport se sont améliorées.,dp20
PROGRAM-drr19-2630,PROGRAM-237,EA-BVF07,"Personnel are safe, missions are more secure and government and partner assets and information are protected.","Le personnel est en sécurité, les missions sont plus sécuritaires et les biens ainsi que les renseignements du gouvernement et de ses partenaires sont protégés.",drr19
PROGRAM-dp20-2630,PROGRAM-237,EA-BVF07,"Personnel are safe, missions are more secure and government and partner assets and information are protected.","Le personnel est en sécurité, les missions sont plus sécuritaires et les biens ainsi que les renseignements du gouvernement et de ses partenaires sont protégés.",dp20
PROGRAM-drr19-2631,PROGRAM-223,EA-BVF08,Efficient and cost effective information management /information technology service delivery,Prestation de services efficace et rentable de gestion de l’information/technologie de l’information.,drr19
PROGRAM-dp20-2631,PROGRAM-223,EA-BVF08,Efficient and cost effective information management /information technology service delivery,Prestation de services efficace et rentable de gestion de l’information/technologie de l’information.,dp20
PROGRAM-drr19-2632,PROGRAM-677,INAC-BWM01,Enhanced capacity in First Nations Governments,Capacité renforcée au sein des gouvernements des Premières Nations,drr19
PROGRAM-drr19-2633,PROGRAM-678,INAC-BWM02,Discussions and negotiations with Indigenous groups on recognition of rights,Discussions et négociations avec les groupes autochtones sur la reconnaissance des droits,drr19
PROGRAM-drr19-2634,PROGRAM-679,INAC-BWM03,"Certainty for government, industry and all Canadians","Certitude pour le gouvernement, l'industrie et tous les Canadiens",drr19
PROGRAM-dp20-2634,PROGRAM-679,INAC-BWM03,"Certainty for government, industry and all Canadians","Certitude pour le gouvernement, l'industrie et tous les Canadiens",dp20
PROGRAM-drr19-2635,PROGRAM-680,INAC-BWM04,Creation and maintenance of ongoing partnerships to support the management and implementation of treaties,Création et maintien de partenariats permanents pour appuyer la gestion et la mise en œuvre des ententes et des traités,drr19
PROGRAM-dp20-2635,PROGRAM-680,INAC-BWM04,Creation and maintenance of ongoing partnerships to support the management and implementation of treaties,Création et maintien de partenariats permanents pour appuyer la gestion et la mise en œuvre des ententes et des traités,dp20
PROGRAM-drr19-2636,PROGRAM-681,INAC-BWM05,Tools are in place to facilitate informed consultation and accommodation practices across government,Des outils sont en place pour faciliter des pratiques informées de consultations et d'accommodement à travers le gouvernement,drr19
PROGRAM-dp20-2636,PROGRAM-681,INAC-BWM05,Tools are in place to facilitate informed consultation and accommodation practices across government,Des outils sont en place pour faciliter des pratiques informées de consultations et d'accommodement à travers le gouvernement,dp20
PROGRAM-drr19-2637,PROGRAM-684,INAC-BWM06,Engagement with stakeholders influences the development of Crown-Indigenous Relations and Northern Affairs and Indigenous Services Canada policies and programs,La participation des intervenants influence l’élaboration des politiques et des programmes de Relations Couronne-Autochtones et des Affaires du Nord et de Services aux Autochtones Canada,drr19
PROGRAM-dp20-2637,PROGRAM-684,INAC-BWM06,Engagement with stakeholders influences the development of Crown-Indigenous Relations and Northern Affairs and Indigenous Services Canada policies and programs,La participation des intervenants influence l’élaboration des politiques et des programmes de Relations Couronne-Autochtones et des Affaires du Nord et de Services aux Autochtones Canada,dp20
PROGRAM-drr19-2638,PROGRAM-685,INAC-BWM07,Increased organizational and governance capacity in Métis organizations,Capacité en matière organisationnelle et de gouvernance accrue pour les organisations des Métis,drr19
PROGRAM-drr19-2639,PROGRAM-686,INAC-BWM08,Indigenous Representative Organizations have the core organizational capacity to contribute and participate in government policy and program development,Les organisations autochtones représentatives ont la capacité organisationnelle de base pour contribuer et participer à l’élaboration des politiques et des programmes gouvernementaux,drr19
PROGRAM-dp20-2639,PROGRAM-686,INAC-BWM08,Indigenous Representative Organizations have the core organizational capacity to contribute and participate in government policy and program development,Les organisations autochtones représentatives ont la capacité organisationnelle de base pour contribuer et participer à l’élaboration des politiques et des programmes gouvernementaux,dp20
PROGRAM-drr19-2640,PROGRAM-687,INAC-BWM09,Claims Negotiations/Out-of-court Settlement Achieved,Des négociations et des règlements à l’amiable sont accomplis,drr19
PROGRAM-dp20-2640,PROGRAM-687,INAC-BWM09,Claims Negotiations/Out-of-court Settlement Achieved,Des négociations et des règlements à l’amiable sont accomplis,dp20
PROGRAM-drr19-2641,PROGRAM-699,INAC-BWM10,Acts and schedules are amended and regulations developed,Les lois et leurs annexes sont amendées et des régulations sont développées,drr19
PROGRAM-dp20-2641,PROGRAM-699,INAC-BWM10,Acts and schedules are amended and regulations developed,Les lois et leurs annexes sont amendées et des régulations sont développées,dp20
PROGRAM-drr19-2642,PROGRAM-691,INAC-BWM11,"Indigenous peoples and Northerners determine their political, economic, social and cultural development","Les collectivités autochtones et du Nord déterminent leur développement politique, économique, social et culturel",drr19
PROGRAM-drr19-2643,PROGRAM-682,INAC-BWM12,Decisions of entitlement under the Indian Act are rendered to applicants,Les demandeurs sont informés des décisions rendues au sujet de l’admissibilité au statut d’Indien en vertu de la Loi sur les Indiens.,drr19
PROGRAM-drr19-2644,PROGRAM-683,INAC-BWM13,The Independent Assessment Process is completed,Le Processus d’évaluation indépendant est achevé.,drr19
PROGRAM-dp20-2644,PROGRAM-683,INAC-BWM13,The Independent Assessment Process is completed,Le Processus d’évaluation indépendant est achevé.,dp20
PROGRAM-drr19-2645,PROGRAM-688,INAC-BWR01,Indigenous businesses are competing for federal government set-asides,Les entreprises autochtones sont compétitives pour des contrats d’approvisionnement fédéraux,drr19
PROGRAM-drr19-2646,PROGRAM-689,INAC-BWR02,First Nation and Inuit communities leverage investments from private sector and other sources,Les communautés inuites et des Premières Nations reçoivent des investissements du secteur privé et d’autres sources,drr19
PROGRAM-drr19-2647,PROGRAM-690,INAC-BWR03,Improve waste management,Améliorer le gestion des déchets,drr19
PROGRAM-drr19-2648,PROGRAM-694,INAC-BWR04,Diesel fuel use for electricity and heating in northern communities is reduced,L’usage de carburant diesel pour l’électricité et le chauffage dans les communautés nordiques est réduit,drr19
PROGRAM-dp20-2648,PROGRAM-694,INAC-BWR04,Diesel fuel use for electricity and heating in northern communities is reduced,L’usage de carburant diesel pour l’électricité et le chauffage dans les communautés nordiques est réduit,dp20
PROGRAM-drr19-2649,PROGRAM-695,INAC-BWR05,Policy-makers are well-informed to make policy and program decisions,Les décideurs de politiques sont bien informés afin de prendre des décisions pour les politiques et les programmes,drr19
PROGRAM-dp20-2649,PROGRAM-695,INAC-BWR05,Policy-makers are well-informed to make policy and program decisions,Les décideurs de politiques sont bien informés afin de prendre des décisions pour les politiques et les programmes,dp20
PROGRAM-drr19-2650,PROGRAM-692,INAC-BWR06,"Water licences, land authorizations and rights registries","Permis d’utilisation des eaux, permis d’utilisation des terres et registres des droits",drr19
PROGRAM-dp20-2650,PROGRAM-692,INAC-BWR06,"Water licences, land authorizations and rights registries","Permis d’utilisation des eaux, permis d’utilisation des terres et registres des droits",dp20
PROGRAM-drr19-2651,PROGRAM-696,INAC-BWR07,Informed environmental decision-making,Des décisions informées liées à la réglementation environnementale,drr19
PROGRAM-dp20-2651,PROGRAM-696,INAC-BWR07,Informed environmental decision-making,Des décisions informées liées à la réglementation environnementale,dp20
PROGRAM-drr19-2652,PROGRAM-697,INAC-BWR08,Land and resources in Indigenous communities and the North are sustainably managed,Les terres et les ressources dans les collectivités autochtones et du Nord sont gérées de façon durable,drr19
PROGRAM-dp20-2652,PROGRAM-697,INAC-BWR08,Land and resources in Indigenous communities and the North are sustainably managed,Les terres et les ressources dans les collectivités autochtones et du Nord sont gérées de façon durable,dp20
PROGRAM-drr19-2653,PROGRAM-698,INAC-BWR09,World-class science and technology facility and labs year round,Une installation et des laboratoires de science et de technologie de calibre mondial fonctionnels toute l’année,drr19
PROGRAM-dp20-2653,PROGRAM-698,INAC-BWR09,World-class science and technology facility and labs year round,Une installation et des laboratoires de science et de technologie de calibre mondial fonctionnels toute l’année,dp20
PROGRAM-drr19-2654,PROGRAM-693,INAC-BWR10,"Residents in eligible communities have access to nutritious, perishable foods at a subsidized rate",Les résidants des collectivités admissibles ont accès à des aliments périssables nutritifs à un tarif subventionné,drr19
PROGRAM-dp20-2654,PROGRAM-693,INAC-BWR10,"Residents in eligible communities have access to nutritious, perishable foods at a subsidized rate",Les résidants des collectivités admissibles ont accès à des aliments périssables nutritifs à un tarif subventionné,dp20
PROGRAM-drr19-2655,PROGRAM-716,NR-BTL01,Timely access to georeferencing at the highest accuracy levels through a common coordinate reference system consistent with international standards,"Accès en temps opportun à un géoréférencement des plus précis au moyen d’un système commun de référence des coordonnées, conforme aux normes internationales",drr19
