dept_submissions__document__year,dept_id,dept__name_en,dept__name_fr,dept__tbs_dept_code,eternal_id,name_en,name_fr,description_en,description_fr,first_active_year,last_active_year,collects_fees,last_gender_analysis,account_reg_digital_status,authentication_status,application_digital_status,decision_digital_status,issuance_digital_status,issue_res_digital_status,digital_enablement_comment_en,digital_enablement_comment_fr,last_accessibility_review,last_improve_from_feedback,scope_name_en,scope_name_fr,scope_code,service_type_name_en,service_type_name_fr,service_type_code,designations_name_en,designations_name_fr,designations_code,target_groups_id,target_groups_name_en,target_groups_name_fr,programs_activity_code,feedback_channels_name_en,feedback_channels_name_fr,feedback_channels_code,digital_identity_platforms_name_en,digital_identity_platforms_name_fr,digital_identity_platforms_code,accessibility_assessors_name_en,accessibility_assessors_name_fr,accessibility_assessors_code,recipient_type_name_en,recipient_type_name_fr,recipient_type_code
2018,130,Department of Industry,Ministère de l'Industrie,ISC,1306,Issuing Radio/Spectrum Licences,Délivrance de licences radio et de spectre,The program provides acces to spectrum by issuing radio and spectrum licences,Le programme donne accès au spectre en émettant des licences radio et du spectre.,2018,,TRUE,,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,,,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings<>High Volume Regulatory Transactions (HVRT)","Accords, autorisations, inspections, décisions<>Transaction réglementaires à demande élevée (TRDE)",reg<>reg_vol,Priority Service,Service prioritaire,priority,TGC001<>TGC003<>TGC004<>TGC005<>TGC007,"Economic Segments<>Foreign Entities<>Internal to Government<>Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Segments économiques<>Entités étrangères<>Interne au gouvernement<>Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BNP06,,,,,,,,,,,,
2019,130,Department of Industry,Ministère de l'Industrie,ISC,1306,Issuing Radio/Spectrum Licences,Délivrance de licences radio et de spectre,The program provides access to spectrum by issuing radio and spectrum licences.,Le programme donne accès au spectre en octroyant des licences radio et de spectre.,2018,,TRUE,,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,,,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings<>High Volume Regulatory Transactions (HVRT)","Accords, autorisations, inspections, décisions<>Transaction réglementaires à demande élevée (TRDE)",reg<>reg_vol,,,,TGC001<>TGC003<>TGC004<>TGC005<>TGC007,"Economic Segments<>Foreign Entities<>Internal to Government<>Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Segments économiques<>Entités étrangères<>Interne au gouvernement<>Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BNP06,,,,,,,,,,,,
2018,130,Department of Industry,Ministère de l'Industrie,ISC,1307,Strategic Innovation Fund (SIF) Online Application,Application en ligne du Fonds stratégique pour l'innovation (FSI),"The Strategic Innovation Fund provides businesses,educational institutions and non-profit organizations with repayable contributions and non-repayable contributions to facilitate the development of innovative or growth-oriented initiatives in industrial and technology sectors.","Le Fonds stratégique pour l'innovation offre aux entreprises, aux établissements d'enseignement et aux organisations sans but lucratif des contributions remboursables ainsi que des contributions non remboursables pour faciliter l'élaboration d'initiatives novatrices ou axées sur la croissance dans les secteurs industriel et technologique.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,ENABLED,Announced projects are published at the following link: https://www.ic.gc.ca/eic/site/125.nsf/eng/00022.html.,Les projets annoncés sont publiés au lien suivant: https://www.ic.gc.ca/eic/site/125.nsf/fra/00022.html,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC001<>TGC005,Economic Segments<>Non-Profit Institutions and Organizations,Segments économiques<>Institutions et organisations sans but lucratif,BNP01,Telephone,Par téléphone,tel,,,,,,,,,
2019,130,Department of Industry,Ministère de l'Industrie,ISC,1307,Strategic Innovation Fund (SIF) Online Application,Demande en ligne du Fonds stratégique pour l’innovation (FSI),"The Strategic Innovation Fund provides businesses, educational institutions and non-profit organizations with repayable contributions and non-repayable contributions to facilitate the development of innovative or growth-oriented initiatives in industrial and technology sectors.","Le Fonds stratégique pour l’innovation offre aux entreprises, aux établissements d’enseignement et aux organisations sans but lucratif des contributions remboursables ainsi que des contributions non remboursables pour faciliter l’élaboration d’initiatives novatrices ou axées sur la croissance dans les secteurs industriel et technologique.",2018,,FALSE,2018,NOT_ENABLED,NOT_ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,ENABLED,SIF receives online applications only. Public enquiries are managed by CMS and sent to both SIF Integration Inbox and SIF Inbox. Announced projects are published at the following link: https://www.ic.gc.ca/eic/site/125.nsf/eng/00022.html.,Le FSI reçoit uniquement les demandes en ligne. Les demandes de renseignement du public sont gérées par CMS et envoyées à la fois à la boîte de réception d’intégration du FSI et à la boîte de réception du FSI. Les projets annoncés sont publiés à l’adresse suivante : https://www.ic.gc.ca/eic/site/125.nsf/fra/00022.html.,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC001,Economic Segments,Segments économiques,BNP01,,,,,,,,,,,,
2018,263,Parks Canada Agency,Agence Parcs Canada,PCA,1308,Grants & Contributions,Subventions et contributions,"Park Canada delivers its grants and contributions service via four program areas: Support to the Great Trail; A National Cost-Sharing Program for Historic Places;  grants to the Mi’kmaq, Maliseet First Nations, and the Peskotomuhkati; and a grant to the International Peace Garden.","Il y a quatre secteurs de programme liés aux subventions et aux contributions ; qui comprennent l'appui au Grand Sentier, un programme national de partage des coûts pour les lieux patrimoniaux, des subventions aux Premières nations mi'kmaq, malécites et peskotomuhkati, et une subvention au Jardin international de la paix.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Resources,Ressources,resource,None,Aucun,none,TGC003<>TGC005<>TGC007,"Foreign Entities<>Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Entités étrangères<>Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BGW01<>BGW02<>BGW03<>BGW04<>BGW05,,,,,,,,,,,,
2019,263,Parks Canada Agency,Agence Parcs Canada,PCA,1308,Grants and Contributions,Subventions et contributions,Parks Canada supports groups with mandates that complement its own.  This support fosters third-party management of unique examples of Canada’s cultural heritage and fosters linkages between protected areas.,Parcs Canada appuie les groupes dont les mandats sont complémentaires au sien. Ce soutien favorise la gestion par des tiers d’exemples uniques du patrimoine culturel du Canada et favorise les liens entre les aires protégées.,2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Resources,Ressources,resource,None,Aucun,none,TGC003<>TGC005<>TGC007,"Foreign Entities<>Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Entités étrangères<>Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BGW01<>BGW02<>BGW03<>BGW04<>BGW05,Email<>In-Person<>Postal Mail<>Telephone,Par courriel<>En personne<>Par la poste<>Par téléphone,email<>person<>post<>tel,,,,,,,,,
2018,313,Statistics Canada,Statistique Canada,SC,1309,My StatCan,Mon StatCan,"My StatCan is a customizable one-stop portal that allows users to:
• Bookmark and quickly access favourite articles, reports, data tables, indicators, and more.
• Receive email notifications on our latest data releases.
• Participate in online discussions on the StatCan Blog, Chat with an expert and Question of the month.","Mon StatCan est un portail complet et personnalisable qui permet aux clients de :
• mettre un signet aux articles, rapports, tableaux de données, indicateurs et autres favoris pour y avoir accès rapidement;
• recevoir par courriel les avis portant sur les données les plus récentes que nous avons diffusées;
• participer à des discussions en ligne sur le blogue de StatCan, Clavarder avec un expert et la Question du mois.",2018,,FALSE,,ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,ENABLED,ENABLED,My Statcan is a customizable one-stop portal that allows users to have access to statistical information. No request can be answered through this portal.,Mon Statcan est un portail unique personnalisable qui permet aux utilisateurs d’avoir accès à des informations statistiques. Aucune demande ne peut être traitée via ce portail.,,,External Service,Service externe,external,Communications,Les communications,comm,None,Aucun,none,TGC001<>TGC002<>TGC003<>TGC005<>TGC006<>TGC007,"Economic Segments<>Environmental<>Foreign Entities<>Non-Profit Institutions and Organizations<>Persons<>Provinces, Territories and Communities","Segments économiques<>Environnemental<>Entités étrangères<>Institutions et organisations sans but lucratif<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BNV01<>BNV02<>BNV03<>BNV04,Email,Par courriel,email,,,,,,,,,
2019,313,Statistics Canada,Statistique Canada,SC,1309,My StatCan,Mon StatCan,"My StatCan is a customizable one-stop portal that allows users to:
• Bookmark and quickly access favourite articles, reports, data tables, indicators, and more.
• Receive email notifications on our latest data releases.
• Participate in online discussions on the StatCan Blog, Chat with an expert and Question of the month.","Mon StatCan est un portail complet et personnalisable qui permet aux clients de :
• mettre un signet aux articles, rapports, tableaux de données, indicateurs et autres favoris pour y avoir accès rapidement;
• recevoir par courriel les avis portant sur les données les plus récentes que nous avons diffusées;
• participer à des discussions en ligne sur le blogue de StatCan, Clavarder avec un expert et la Question du mois.",2018,,FALSE,,ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,ENABLED,ENABLED,My Statcan is a customizable one-stop portal that allows users to have access to statistical information. No request can be answered through this portal.,Mon Statcan est un portail unique personnalisable qui permet aux utilisateurs d’avoir accès à des informations statistiques. Aucune demande ne peut être traitée via ce portail.,,,External Service,Service externe,external,Communications,Les communications,comm,None,Aucun,none,TGC001<>TGC002<>TGC003<>TGC005<>TGC006<>TGC007,"Economic Segments<>Environmental<>Foreign Entities<>Non-Profit Institutions and Organizations<>Persons<>Provinces, Territories and Communities","Segments économiques<>Environnemental<>Entités étrangères<>Institutions et organisations sans but lucratif<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BNV01<>BNV02<>BNV03<>BNV04,,,,Other,Autre,other,,,,,,
2018,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1310,Provide Funding to Support Cultural Education Centres and Culturally Relevant Programming and Services.,Fournir des fonds pour soutenir les centres d'éducation cultutrelle et les programmes et services pertinents sur le plan culturel.,ISC provides funding to support cultural education centres and culturally relevant programming and services through the First Nation and Inuit Cultural Education Centres Program and Inuit Cultural Education Centres Grant Program.,SAC fournit des fonds pour soutenir les centres d'éducation culturelle et les programmes et services pertinents sur le plan culturel par l'intermédiaire du Programme des centres d'éducation culturelle des Premières Nations et des Inuits et du Programme de subventions des centres d'éducation culturelle des Inuits.,2018,,FALSE,2018,NA,NA,NOT_ENABLED,NOT_ENABLED,NA,NOT_ENABLED,"This service does not involve the following client interaction points, and therefore online service delivery is not applicable: Account Registration/Enrollment, Authentication, Issuance.

Interaction points relating to Applications, Decisions (e.g., on funding amounts) and Issue Resolution and Feedback occur with the regional offices by phone, email, or in person, and are thus not enabled online.","Ce service n'implique pas les points d'intéraction avec les clients suivants et, par conséquent, la prestation de service en ligne n'est pas applicable: enregistrement / inscription de compte, authentification, émission.

Les points d’interaction liés aux demandes, décisions (par exemple, sur les montants de financement) et à la résolution des problèmes et aux commentaires sont traités aux bureaux régionaux par téléphone, courrier électronique ou en personne, et ne sont donc pas activés en ligne.",,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Essential Service,Service essentiel,essential,TGC007,"Provinces, Territories and Communities","Provinces, territoires et communautés",BXM09,,,,,,,,,,,,
2019,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1310,Cultural Education Centres Funding,Financement des centres éducatifs et culturels,Funding to support Cultural Education Centres and culturally relevant programming and services through the First Nation and Inuit Cultural Education Centres Program and Inuit Cultural Education Centres Grant Program,Aide financière pour soutenir des centres éducatifs et culturels ainsi que des programmes et des services pertinents sur le plan culturel par le Programme des centres éducatifs et culturels des Premières Nations et des Inuits et le Programme de subvention des centres culturels et éducatifs des Inuits,2018,,FALSE,2018,NA,NA,NOT_ENABLED,NOT_ENABLED,NA,NOT_ENABLED,"This service does not involve the following client interaction points, and therefore online service delivery is not applicable: Account Registration/Enrollment, Authentication, Issuance. Interaction points relating to Applications, Decisions (e.g., on funding amounts) and Issue Resolution and Feedback occur with the regional offices by phone, email, or in person, and are thus not enabled online.","Ce service n'implique pas les points d'intéraction avec les clients suivants et, par conséquent, la prestation de service en ligne n'est pas applicable: enregistrement / inscription de compte, authentification, émission. Les points d’interaction liés aux demandes, décisions (par exemple, sur les montants de financement) et à la résolution des problèmes et aux commentaires sont traités aux bureaux régionaux par téléphone, courrier électronique ou en personne, et ne sont donc pas activés en ligne.",,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Essential Service<>Priority Service,Service essentiel<>Service prioritaire,essential<>priority,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BXM09,,,,,,,,,,,,
2018,263,Parks Canada Agency,Agence Parcs Canada,PCA,1311,Issuance of permits,Émission des permis,"Issuance of permits and licenses for a variety of activities in Parks Canada places including; research, collection of natural specimens or cultural artifacts, business licencing, special events and water permits.","Délivrance de permis et de licences pour diverses activités dans les lieux de Parcs Canada, y compris la recherche scientifique, la collection de spécimens naturels ou d'artefacts culturels, les permis pour des entreprises, les événements spéciaux et les permis d'utilisation des eaux.",2018,,TRUE,,NOT_ENABLED,NOT_ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings<>Resources","Accords, autorisations, inspections, décisions<>Ressources",reg<>resource,None,Aucun,none,TGC001<>TGC002<>TGC005<>TGC006<>TGC007,"Economic Segments<>Environmental<>Non-Profit Institutions and Organizations<>Persons<>Provinces, Territories and Communities","Segments économiques<>Environnemental<>Institutions et organisations sans but lucratif<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BGW02<>BGW03<>BGW04<>BGW05<>ISS08,Email<>In-Person<>Telephone,Par courriel<>En personne<>Par téléphone,email<>person<>tel,,,,,,,,,
2018,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1312,"Provide Funding to Support Achievement Awards, Scholarships and Bursaries and Programming through Indspire.","Fournir des fonds pour soutenir les récompenses, les bourses d'études et les programmes d'excellence réalisés par Indspire.","ISC provides funding to support achievement awards, scholarships and bursaries and programming through Indspire.","SAC fournit des fonds pour soutenir les récompenses, les bourses d'études et les programmes de réalisation par le biais d' Indspire.",2018,,FALSE,2018,NA,NA,NOT_ENABLED,NOT_ENABLED,NA,NOT_ENABLED,"This service does not involve the following client interaction points, and therefore online service delivery is not applicable: Account Registration/Enrollment, Authentication, Issuance.

Interaction points relating to Applications, Decisions (e.g., on funding amounts) and Issue Resolution and Feedback occur with the regional offices by phone, email, or in person, and are thus not enabled online.","Ce service n'implique pas les points d'intéraction avec les clients suivants et, par conséquent, la prestation de service en ligne n'est pas applicable: enregistrement / inscription de compte, authentification, émission.

Les points d’interaction liés aux demandes, décisions (par exemple, sur les montants de financement) et à la résolution des problèmes et aux commentaires sont traités aux bureaux régionaux par téléphone, courrier électronique ou en personne, et ne sont donc pas activés en ligne.",,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Essential Service,Service essentiel,essential,TGC007,"Provinces, Territories and Communities","Provinces, territoires et communautés",BXM09,,,,,,,,,,,,
2019,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1312,Indspire,Indspire,"Funding to support achievement awards, scholarships and bursaries and programming through Indspire","Aide financière pour soutenir les prix de distinction, les bourses d’études et la prestation de programmes par l’intermédiaire d’Indspire",2018,,FALSE,2019,ENABLED,NA,ENABLED,NOT_ENABLED,NA,NOT_ENABLED,"This service does involve client interaction points, and therefore online service delivery is through the Education Information System and the Grants and Contributions Information Management System. Recipients can submit proposals and reports online. Issue Resolution occurs with Headquarters by phone, email, or in person.","Ce service vise des points d’interaction avec les clients et, par conséquent, la prestation de services s’effectue en ligne au moyen du Système d’information sur l’éducation et du Système de gestion de l’information sur les subventions et contributions. Les bénéficiaires peuvent soumettre des propositions et des rapports en ligne. La résolution de problème s’effectue auprès de l’administration centrale par téléphone, par courriel ou en personne.",,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BXM09,,,,"Cyber Auth/ECM - External (Public) credential and authentication (GCKey, CBS)","Authentification électronique/GJE - Service de gestion des justificatifs externes (CléGC, SCJI)",gckey,,,,,,
2018,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1313,Provide Funding to Support First Nations Post-Secondary Education.,Fournir des fonds pour soutenir l'éducation postsecondaire des Premières Nations.,"ISC provides funding to support First Nations post-secondary education (through the Post-Secondary Student Support Program and University and College Entrance Preparation Program, and the Post-Secondary Partnerships Program).","SAC fournit des fonds pour soutenir l'éducation postsecondaire Premières Nations par le biais du Programme de soutien aux étudiants postsecondaires, du Programme de préparation à l'entrée dans les universités et les collèges et du Programme de partenariats postsecondaires.",2018,,FALSE,2018,NA,NA,NOT_ENABLED,NOT_ENABLED,NA,NOT_ENABLED,"This service does not involve the following client interaction points, and therefore online service delivery is not applicable: Account Registration/Enrollment, Authentication, Issuance.

Interaction points relating to Applications, Decisions (e.g., on funding amounts) and Issue Resolution and Feedback occur with the regional offices by phone, email, or in person, and are thus not enabled online.","Ce service n'implique pas les points d'intéraction avec les clients suivants et, par conséquent, la prestation de service en ligne n'est pas applicable: enregistrement / inscription de compte, authentification, émission.

Les points d’interaction liés aux demandes, décisions (par exemple, sur les montants de financement) et à la résolution des problèmes et aux commentaires sont traités aux bureaux régionaux par téléphone, courrier électronique ou en personne, et ne sont donc pas activés en ligne.",,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Essential Service,Service essentiel,essential,TGC007,"Provinces, Territories and Communities","Provinces, territoires et communautés",BXM09,,,,,,,,,,,,
2019,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1313,First Nations Post-Secondary Education Strategy,Stratégie d’éducation postsecondaire des Premières Nations,"Funding to support First Nations post-secondary education (through the Post-Secondary Student Support Program, the University and College Entrance Preparation Program, and the Post-Secondary Partnerships Program)","Aide financière à l’enseignement postsecondaire des membres des Premières Nations (par l’intermédiaire du Programme d’aide aux étudiants de niveau postsecondaire, du Programme préparatoire à l’entrée au collège et à l’université et du Programme de partenariats postsecondaires)",2018,,FALSE,2019,ENABLED,ENABLED,NOT_ENABLED,NOT_ENABLED,NA,NOT_ENABLED,"This service does involve client interaction points, and therefore online service delivery through the Education Information System and the Grants and Contributions Information Management System. Recipients can submit their reports online. Issue Resolutions occur with the regional offices by
phone, email, or in person.","""Ce service vise des points d’interaction avec les clients et, par conséquent, la prestation de services s’effectue en ligne au moyen du Système d’information sur l’éducation et du Système de gestion de l’information sur les subventions et contributions. Les bénéficiaires peuvent soumettre leurs rapports en ligne. La résolution de problème s’effectue auprès des bureaux régionaux par téléphone, par courriel ou en personne.
""",,,External Service,Service externe,external,"Care, Education, Recreation<>Grants and Contributions","Soins, éducation, loisirs<>Subventions et Contributions",edu<>gnc,Essential Service,Service essentiel,essential,TGC005<>TGC007,"Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BXM09,,,,"Cyber Auth/ECM - External (Public) credential and authentication (GCKey, CBS)","Authentification électronique/GJE - Service de gestion des justificatifs externes (CléGC, SCJI)",gckey,,,,,,
2018,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1314,Provide Funding to Support Métis Nation Post-Secondary Education.,Fournir des fonds pour soutenir l'éducation postsecondaire de la Nation métisse.,ISC provides funding to support the Métis Nation post-secondary education through the Métis Nation Post-Secondary Education Strategy.,SAC fournit des fonds pour soutenir l'éducation postsecondaire de la Nation métisse par le biais du Stratégies d’éducation postsecondaire de la Nation métisse.,2018,,FALSE,2018,NA,NA,NA,NOT_ENABLED,NA,NOT_ENABLED,"This service does not involve the following client interaction points, and therefore online service delivery is not applicable: Account Registration/Enrollment, Authentication, Application, and Issuance.

Interaction points relating to Decisions (e.g., on funding amounts) and Issue Resolution and Feedback occur with the regional offices and/or headquarters by phone, email, or in person, and are thus not enabled online.","Ce service n'implique pas les points d'intéraction avec les clients suivants et, par conséquent, la prestation de service en ligne n'est pas applicable: enregistrement / inscription de compte, authentification, demande, et émission.

Les points d’interaction liés aux décisions (par exemple, sur les montants de financement) et à la résolution des problèmes et aux commentaires sont adressés aux bureaux régionaux par téléphone, courrier électronique ou en personne, et ne sont donc pas activés en ligne.",,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Essential Service,Service essentiel,essential,TGC007,"Provinces, Territories and Communities","Provinces, territoires et communautés",BXM09,,,,,,,,,,,,
2019,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1314,Métis Nation Post-Secondary Education Strategy,Stratégie d’éducation postsecondaire de la Nation métisse,Funding to support the Métis Nation post-secondary education through the Métis Nation Post-Secondary Education Strategy,Aide financière à l’éducation postsecondaire de la Nation métisse dans le cadre de la Stratégie d’éducation postsecondaire de la Nation métisse.,2018,,FALSE,2019,NA,NA,NA,NA,NA,NA,"This service does not involve the following client interaction points, and therefore online service delivery is not applicable: Account Registration/Enrollment, Authentication, Application, and Issuance. Interaction points relating to Decisions (e.g., on funding amounts) and Issue Resolution and Feedback occur with headquarters by phone, email, or in person, and are thus not enabled online.","Ce service ne vise pas les points d’interaction avec les clients suivants et, par conséquent, la prestation de services en ligne n’est pas applicable : inscription/enregistrement de compte, authentification, demande et délivrance. Les interactions liées aux décisions (par exemple, sur les montants de financement) et à la résolution des problèmes et aux commentaires ont lieu avec l'administration centrale par téléphone, courrier électronique ou en personne, et ne sont donc pas activées en ligne.",,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Essential Service,Service essentiel,essential,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BXM09,,,,,,,,,,,,
2018,130,Department of Industry,Ministère de l'Industrie,ISC,1315,Radio and Terminal Equipment Certification,Homologation de l'équipement radio et du matériel terminal,"The program assesses, registers and/or lists radio and telecommunications apparatus subject to regulatory requirements","Le programme évalue, enregistre et/ou énumère les appareils de radio et de télécommunications qui répondent aux exigences r/glementaires.",2018,,TRUE,,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,,,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Priority Service,Service prioritaire,priority,TGC001<>TGC003,Economic Segments<>Foreign Entities,Segments économiques<>Entités étrangères,BNP06,Email<>In-Person,Par courriel<>En personne,email<>person,,,,,,,,,
2019,130,Department of Industry,Ministère de l'Industrie,ISC,1315,Radio and Terminal Equipment Certification,Homologation de l'équipement radio et du matériel terminal,"The program assesses, registers and/or lists radio and telecommunications apparatus subject to regulatory requirements.","Le programme évalue, enregistre et énumère les appareils de radio et de télécommunications qui répondent aux exigences réglementaires.",2018,,TRUE,,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,,,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,Priority Service,Service prioritaire,priority,TGC001<>TGC003,Economic Segments<>Foreign Entities,Segments économiques<>Entités étrangères,BNP06,Email,Par courriel,email,,,,,,,,,
2018,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1316,Provide Funding to Support Inuit Post-Secondary Education.,Fournir des fonds pour soutenir l'éducation postsecondaire des Inuits.,ISC provides funding to support Inuit post-secondary education through the Inuit Post-Secondary Education Strategy.,SAC fournit des fonds pour soutenir l'éducation postsecondaire des Inuits par le biais du Stratégies d’éducation postsecondaire des Inuits.,2018,,FALSE,2018,NA,NA,NA,NOT_ENABLED,NA,NOT_ENABLED,"This service does not involve the following client interaction points, and therefore online service delivery is not applicable: Account Registration/Enrollment, Authentication, Application, and Issuance.

Interaction points relating to Decisions (e.g., on funding amounts) and Issue Resolution and Feedback occur with the regional offices and/or headquarters by phone, email, or in person, and are thus not enabled online.","Ce service n'implique pas les points d'intéraction avec les clients suivants et, par conséquent, la prestation de service en ligne n'est pas applicable: enregistrement / inscription de compte, authentification, demande, et émission.

Les points d’interaction liés aux décisions (par exemple, sur les montants de financement) et à la résolution des problèmes et aux commentaires sont adressés aux bureaux régionaux par téléphone, courrier électronique ou en personne, et ne sont donc pas activés en ligne.",,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Essential Service,Service essentiel,essential,TGC007,"Provinces, Territories and Communities","Provinces, territoires et communautés",BXM09,,,,,,,,,,,,
2019,348,Department of Indigenous Services,Ministère des Services aux Autochtones,INDSC,1316,Inuit Post-Secondary Strategy,Stratégie d’éducation postsecondaire des Inuits,Financial assistance to support Inuit students pursuing postsecondary education,Aide financière pour encourager les étudiants inuits à faire des études postsecondaires,2018,,FALSE,2019,NA,NA,NA,NA,NA,NA,"This service does not involve the following client interaction points, and therefore online service delivery is not applicable: Account Registration/Enrollment, Authentication, Application, and Issuance. Interaction points relating to Decisions (e.g., on funding amounts) and Issue Resolution and Feedback occur with the regional offices and/or headquarters by phone, email, or in person, and are thus not enabled online.","Ce service n'implique pas les points d'intéraction avec les clients suivants et, par conséquent, la prestation de service en ligne n'est pas applicable: enregistrement / inscription de compte, authentification, demande, et émission. Les points d’interaction liés aux décisions (par exemple, sur les montants de financement) et à la résolution des problèmes et aux commentaires sont adressés aux bureaux régionaux par téléphone, courrier électronique ou en personne, et ne sont donc pas activés en ligne.",,,External Service,Service externe,external,"Care, Education, Recreation<>Grants and Contributions","Soins, éducation, loisirs<>Subventions et Contributions",edu<>gnc,Essential Service,Service essentiel,essential,TGC005<>TGC007,"Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BXM09,,,,,,,,,,,,
2018,313,Statistics Canada,Statistique Canada,SC,1317,Provision of statistical data on the monthly Gross Domestic Product (GDP),Approvisionnement de données statistiques sur le produit intérieur brut mensuel (PIB),"Gross Domestic Product (GDP) by industry at basic prices is a measure of the economic production which takes place within the geographical boundaries of Canada. The production estimates are published for 192 separate industries and 81 aggregates to provide a variety of levels of detail useful for analysis of industrial economic performance, using the North American Industrial Classification System.","Le produit intérieur brut (PIB) par industrie aux prix de base est une mesure de la production économique qui se déroule dans les limites géographiques du Canada. Les estimations de la production sont publiées pour 192 industries distinctes et 81 agrégats afin de fournir une variété de niveaux de détail utiles pour l'analyse des performances économiques industrielles, à l'aide du système de classification des industries de l'Amérique du Nord.",2018,,FALSE,,NA,NA,NA,NA,ENABLED,ENABLED,"Data available to the public, it is not necessary to login to a personal account.","Données accessibles au public, il n'est donc pas nécessaire de se connecter à un compte personnel.",,,External Service<>Internal Enterprise Service,Service externe<>Service interne integré,external<>int-enterprise,Information,Informations,adv,Priority Service,Service prioritaire,priority,TGC001<>TGC002<>TGC003<>TGC004<>TGC005<>TGC006<>TGC007,"Economic Segments<>Environmental<>Foreign Entities<>Internal to Government<>Non-Profit Institutions and Organizations<>Persons<>Provinces, Territories and Communities","Segments économiques<>Environnemental<>Entités étrangères<>Interne au gouvernement<>Institutions et organisations sans but lucratif<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BNV01,Email<>In-Person,Par courriel<>En personne,email<>person,,,,,,,,,
