"dept_code","vote_num","vs_type","name_en","name_fr","in_year_auth","in_year_quarter_exp","in_year_cumul_exp","last_year_auth","last_year_quarter_exp","last_year_cumul_exp"
"RCMP",1,1,"Operating and Program","Fonctionnement et Programme",2599580000,795825000,1520082000,2640617000,851201000,1447663000
"RCMP",5,2,"Capital","Capital",302267000,42662000,68302000,345781000,70730000,104263000
"RCMP",10,3,"Grants & Contributions","Subventions et Contributions",286473000,69629000,137400000,253673000,120275000,179811000
"RCMP","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",0,22000,152000,0,174000,693000
"RCMP","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",5629000,3618000,3797000,9297000,3111000,3113000
"RCMP","S",999,"Pensions under the Royal Canadian Mounted Police Pension Continuation Act","Pensions aux termes de la Loi sur la continuation des pensions de la Gendarmerie royale du Canada",6750000,1507000,2951000,8250000,1791000,3537000
"RCMP","S",999,"Pensions and other employee benefits - Members of the Force","Pensions et autres prestations des employés - Membres de la GRC",398283000,80315000,172689000,398850000,79666000,164705000
"RCMP","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",61214000,14930000,29860000,59526000,14871000,29743000
"SC",1,1,"Operating and Program","Fonctionnement et Programme",453408000,123280000,244902000,439173000,125443000,239022000
"SC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",71552000,17865000,35730000,62829000,15707000,31414000
"SCC",1,1,"Operating and Program","Fonctionnement et Programme",26914914,6353751,12744724,25463163,6399463,12190272
"SCC","S",999,"Statutory Authorities","Autorisations législatives",11142542,2817342,4801178,10515324,2849071,4411522
"SHARE",1,1,"Operating and Program","Fonctionnement et Programme",1631872000,347456000,660962000,1414605000,401769000,732439000
"SHARE",5,2,"Capital","Capital",278453000,85468000,109569000,337664000,2664000,48356000
"SHARE",10,7,"Budget Implementation Vote","Crédit Exécution du budget",1620000,0,0,0,0,0
"SHARE","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",94086000,23522000,47043000,88395000,19834000,39668000
"SSHRC",1,1,"Operating and Program","Fonctionnement et Programme",36500000,7805000,15016000,30072000,7581000,13245000
"SSHRC",5,3,"Grants & Contributions","Subventions et Contributions",891785000,221296000,417361000,785708000,216211000,389072000
"SSHRC","S",999,"Spending of revenues pursuant to subsection 4 (2) of the Social Sciences and Humanities Research Council Act","Dépense des revenus conformément au paragraphe 4(2) de la Loi sur le Conseil de recherches en sciences humaines",95000,0,0,95000,0,0
"SSHRC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",3768000,936000,1872000,3043000,734000,1467000
"SWC",1,1,"Operating and Program","Fonctionnement et Programme",47516000,8655000,14345000,45772000,5690000,5690000
"SWC",5,3,"Grants & Contributions","Subventions et Contributions",63574000,17868000,29141000,63574000,11274000,11274000
"SWC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,43000,88000,21000,21000
"SWC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",4413000,1044000,2089000,4413000,1044000,1044000
"TBC",1,1,"Operating and Program","Fonctionnement et Programme",299663491,70480371,141142349,254807787,55735763,116095333
"TBC",20,6,"Treasury Board Central","Crédit du Conseil du Trésor",2667910100,571960095,1211638717,2952919397,630304687,1299721941
"TBC","S",999,"A681 - Payments under the Public","A681 ‑ Versements en vertu de la Loi sur la mise au point des pensions du service public",0,13,26,0,13,26
"TBC","S",999,"A145 - Unallocated employer contributions made under the PSSA and other retirement acts and the Employment Act (EI)","A145 ‑ Contributions de l'employeur non affectées et versées en vertu de la LPFP, d'autres lois concernant la retraite et la Loi sur l'assurance‑emploi",0,-128853008,-167661114,340000000,-104450741,-101525955
"TBC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",33410613,7506467,15012934,28589290,6974326,13948652
"TBC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",87700,25112,46987,86000,21500,43000
"TC",1,1,"Operating and Program","Fonctionnement et Programme",748617000,177965000,334875000,739021000,143958000,293497000
"TC",5,2,"Capital","Capital",166013000,21588000,25819000,163329000,14583000,19834000
"TC",20,3,"Grants & Contributions","Subventions et Contributions",33798000,879000,922000,27773000,513000,514000
"TC",15,3,"Grants & Contributions","Subventions et Contributions",192407000,41961000,47065000,41602000,918000,968000
"TC",10,3,"Grants & Contributions","Subventions et Contributions",605098000,25772000,52583000,413110000,27026000,40499000
"TC","S",999,"Railway Company – Victoria Bridge, Montreal","Versements à la Compagnie des chemins de fer nationaux du Canada – le pont Victoria, Montréal",3300000,0,0,3300000,639000,1230000
"TC","S",999,"Payments in respect of St. Lawrence Seaway Agreements","Paiements versés conformément aux ententes de la Voie maritime du St- Laurent",59871000,799000,11399000,77627000,608000,18208000
"TC","S",999,"Northumberland Strait Crossing Subsity Payment","Paiement de subvention pour l’ouvrage de franchissement du détroit de Northumberland",67273000,0,66999000,67544000,0,66046000
"TC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,22000,44000,86000,22000,43000
"TC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",88452000,19885000,39770000,77000000,18817000,37634000
"VAC",1,1,"Operating and Program","Fonctionnement et Programme",1149640000,331509000,548337000,1046581000,228952000,433327000
"VAC",5,3,"Grants & Contributions","Subventions et Contributions",3212716000,880810000,1715067000,3327017000,897166000,1808299000
"VAC","S",999,"Statutory Authority - Veterans Insurance Actuarial Liability Adjustment","Autorisation législative – redressement de la provision actuarielle de l’assurance des vétérans",175000,0,0,175000,0,0
"VAC","S",999,"Statutory Authority - Returned Soldiers Insurance Actuarial Liability Adjustment","Autorisation législative – Redressement de la provision actuarielle de l’assurance des soldats de retour au pays",10000,0,0,10000,0,0
"VAC","S",999,"Statutory Authority - Repayments under Section 15 of the War Services Grants Act","Autorisation législative – Remboursements en vertu de l’article 15 de la Loi sur les indemnités de service de guerre",10000,0,0,10000,0,0
"VAC","S",999,"Statutory Authority - Re-establishment credits under Section 8 of the War Services Grants Act","Autorisation législative – Crédits de réadaptation en vertu de l’article 8 de la Loi sur les indemnités de service de guerre",2000,0,0,2000,0,0
"VAC","S",999,"Minister's Salary and Motor Car Allowance","Traitement et allocation pour automobile du ministre",88000,44000,44000,86000,22000,44000
"VAC","S",999,"Statutory Authority - Court Award - Crown Liability and Proceeding Act","Autorisation législative – Montant accordé par le tribunal – Loi sur la responsabilité civile de l’État et le contentieux administratif",0,15000,16000,0,2000,2000
"VAC","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",38807000,9457000,18915000,31210000,7803000,15605000
"VRAB",1,1,"Operating and Program","Fonctionnement et Programme",10019000,2239000,4344000,10056000,2072000,3989000
"VRAB","S",999,"Contributions to Employee Benefit Plans","Contributions aux régimes d'avantages sociaux des employés",1329000,332000,665000,1320000,330000,660000
"WDO",1,1,"Operating and Program","Fonctionnement et Programme",43340000,8717000,18327000,37601000,8757000,17236000
"WDO",5,3,"Grants & Contributions","Subventions et Contributions",261549000,30894000,58061000,117773000,72416000,92406000
"WDO","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",0,0,0,11000,0,0
"WDO","S",999,"Statutory Authorities","Autorisations législatives",4806000,1024000,2048000,3825000,956000,1913000

