"id","parent_id","name_en","name_fr","description_en","description_fr","planned_spend_pa_last_year","spend_pa_last_year","drr_spend_expl_en","drr_spend_expl_fr","planned_fte_pa_last_year","fte_pa_last_year","drr_fte_expl_en","drr_fte_expl_fr"
"P1136-0013","CFIA-AJZ00","Fertilizer","Engrais","The Fertilizer sub-program aims to ensure that regulated fertilizer, fertilizer/pesticides and supplement products sold in Canada are properly labelled, effective and safe for humans, plants, animals, and the environment. The sub-program achieves its objectives by verifying that all fertilizers and supplements meet the standards for safety and efficacy as set out in the relevant governing acts and regulations. Through verification of compliance, the sub-program contributes to public health and environmental sustainability and supports domestic and international confidence in fertilizers, fertilizer/pesticides and supplements manufactured in Canada.

","Le sous-programme des engrais vise à s'assurer que les engrais, les engrais-pesticides et les suppléments vendus au Canada sont efficaces et inoffensifs pour les humains, les végétaux, les animaux et l'environnement et qu'ils sont étiquetés correctement. Ce sous-programme atteint ses objectifs grâce à la vérification de la conformité des engrais et des suppléments avec les normes de sécurité et d'efficacité prescrites par les lois et les règlements pertinents en vigueur. Par ses activités de vérification de la conformité, le sous-programme contribue à la santé publique et à la durabilité environnementale tout en inspirant confiance, au pays et à l'étranger, à l'égard des engrais, les engrais/pesticides produits et les suppléments au Canada.

",3533897.00,4013203.00,"Actual spending greater than planned spending mainly due to a misalignment between Fertilizer and Intellectual Property Rights programs planned spending in the 2016-17 Report on Plans and Priorities.","Les dépenses réelles ont été supérieures à celles prévues principalement en raison d'un désalignement des dépenses prévues entre les programmes d'engrais et droits de propriété intellectuelle dans le Rapport sur les plans et les priorités de 2016-17.",36.00,38.00,"",""
"P1136-0017","CFIA-AJZ00","Intellectual Property Rights","Droits de propriété intellectuelle","The Intellectual Property Rights sub-program, by which plant breeders can obtain intellectual property rights for their new plant varieties, aims to create an environment in Canada which supports innovation in plant breeding, as set out in the relevant governing acts and regulations. This sub-program achieves its objectives by assessing applications from plant breeders to determine that new plant varieties meet the criteria for protection, and when all requirements have been met, granting rights to the variety breeder/owner for a period of up to 18 years. The owner of a new variety who receives a grant of rights has exclusive rights over use of the variety, and will be able to protect his/her new variety from exploitation by others. By enforcing the relevant governing acts and regulations, this sub-program stimulates plant breeding in Canada, facilitates better access to foreign varieties for Canadian producers and supports the protection of Canadian varieties in other countries.","Le sous-programme des droits de propriété intellectuelle, qui permet aux sélectionneurs de végétaux d'obtenir des droits de propriété intellectuelle pour leurs nouvelles variétés de végétaux, vise à créer un environnement favorable à l'innovation au Canada en matière d'amélioration des végétaux, conformément aux lois et aux règlements pertinents en vigueur. Ce sous-programme atteint ses objectifs grâce à l'évaluation des demandes de protection d'obtentions végétales en vue de déterminer si les nouvelles variétés végétales respectent les critères d'admissibilité. Une fois toutes les exigences satisfaites, les droits sont accordés au sélectionneur de la variété pour une période maximale de 18 ans. Le sélectionneur qui reçoit un certificat d'obtention pour une nouvelle variété dispose des droits exclusifs d'utilisation de la variété et peut protéger cette dernière contre son exploitation par d'autres personnes. Par l'application des lois et des règlements pertinents en vigueur, ce sous-programme favorise l'amélioration des végétaux au Canada, facilite l'accès aux variétés étrangères pour les producteurs canadiens et contribue à la protection des variétés canadiennes à l'étranger.",1642229.00,1194972.00,"Planned spending greater than actual spending mainly due to a misalignment between Fertilizer and Intellectual Property Rights programs planned spending in the 2016-17 Report on Plans and Priorities.","Les dépenses prévues  ont été supérieures à celles réelles principalement en raison d'un désalignement des dépenses prévues entre les programmes d'engrais et droits de propriété intellectuelle dans le Rapport sur les plans et les priorités de 2016-17.",9.00,9.00,"",""
"P1148-0019","PHAC-CIA00","Public Health Workforce","Renforcement des capacités en santé publique","The Public Health Workforce Sub-Program contributes to the development and maintenance of a Canadian public health workforce which has the ability to respond to public health issues and requirements at any time. Working with federal, provincial and territorial partners and stakeholders, the Sub-Program provides training and support to public health professionals to develop and maintain their ability to carry out core functions and respond effectively and cooperatively to public health events. The Sub-Program takes a leadership role in developing; identifying core competencies; coordinating and delivering training; strengthening national response capacity for disease outbreaks and public health events/emergencies, and providing funding to strengthen and advance the use of research to improve public health policies and practices. The Sub-Program uses funding from the following transfer payment: Public Health Scholarship and Capacity Building Initiative.","Le sous-programme de la main-d’œuvre en santé publique contribue à l’établissement et au maintien d’une main-d’œuvre canadienne en santé publique qui possède la capacité d’intervenir en cas de problèmes de santé publique et de répondre aux exigences en tout temps. Avec la collaboration de partenaires et d’intervenants fédéraux, provinciaux et territoriaux, les responsables du sous-programme offrent aux professionnels de la santé publique de la formation et du soutien pour qu’ils puissent renforcer et maintenir leur capacité d’exécuter des fonctions de base et d’intervenir de façon efficace et coopérative en cas d’incidents de santé publique. Les responsables du sous-programme assument un rôle de leadership dans l’élaboration de stratégies; la détermination des compétences de base; la coordination et la prestation de la formation; le renforcement de la capacité nationale d’intervention en cas d’éclosion de maladie et d’incident ou d’urgence de santé publique, et le financement visant à favoriser et à accroître l’utilisation de la recherche dans le but d’améliorer les pratiques et les politiques de santé publique. Le sous-programme tire son financement du paiement de transfert suivant : Initiative des bourses d’études et de renforcement des capacités dans le domaine de la santé publique.",12838053.00,11107765.00,"Actual spending was higher than planned primarily due to a realignment of resources.","Les dépenses réelles sont supérieures aux dépenses prévues principalement en raison d’un remaniement des ressources.",92.00,87.00,"",""
"P1148-0020","PHAC-CIA00","Public Health Information and Networks","Information et réseaux de santé publique","The Public Health Information and Networks Sub-Program exists to enable public health partners to work collaboratively to address existing and emerging public health infrastructure issues and to ensure that public health professionals and partners have access to reliable, actionable public health data and information. It does this by facilitating coordination and collaboration among international, federal, provincial, and territorial partners. It establishes structures to facilitate access to accurate and reliable information, tools and models required by Canadian public health professionals and other stakeholders. With partners the Sub-Program provides leadership on the development of collaborative strategies, plans and responses to public health emergencies, emerging issues and those affecting the sharing of information for effective surveillance and action. The Sub-Program also invests in tools and processes to inform public health practice, providing evidence and applied knowledge, for effective decision-making. The Sub-Program uses funding from the following transfer payments: National Collaborating Centres for Public Health, and the International Health Grants Program.","Le sous-programme d’information et de réseaux de santé publique vise à permettre aux partenaires en santé publique de travailler en collaboration pour traiter des problèmes existants et émergents liés à l’infrastructure de la santé publique et à faire en sorte que les professionnels et les partenaires de la santé publique aillent accès à des données et à de l’information de santé publique fiables et utilisables. Les responsables de ce sous-programme y parviennent en favorisant la coordination et la collaboration entre les partenaires internationaux, fédéraux, provinciaux et territoriaux. Ils établissent les structures favorisant l’accès à de l’information, à des outils et à des modèles exacts et fiables dont les professionnels canadiens de la santé publique et d’autres intervenants ont besoin. Avec leurs partenaires, les responsables offrent un leadership pour l’élaboration de plans, d’interventions et de stratégies de collaboration en réponse à des urgences en santé publique, à des problèmes émergents et à ceux influant sur l’échange d’information pour assurer une surveillance et la prise de mesures efficaces. Ils investissent également dans des outils et des processus pour soutenir la pratique en santé publique, en fournissant des données probantes et des connaissances appliquées, en vue d’une prise de décisions efficace. Le sous-programme tire son financement des paiements de transfert suivants : les Centres de collaboration nationale en santé publique et le Programme de subventions internationales à la santé.",31580017.00,21210259.00,"Actual spending was less than planned primarily due to the transfer of the assessed contribution to the Pan American Health Organization to Global Affairs Canada.","Les dépenses réelles sont inférieures aux dépenses prévues principalement en raison de la quote-part pour l’Organisation panaméricaine de la santé à Affaires mondiales Canada.",91.00,105.00,"Actual spending was less than planned primarily due to the realignment of resources.","Les dépenses réelles sont supérieures aux dépenses prévues principalement en raison d’un remaniement des ressources."
"P1148-0021","PHAC-CIA00","Public Health Laboratory Systems","Systèmes de laboratoires de santé publique","The Public Health Laboratory Systems Sub-Program is a national resource providing Canada with a wide range of highly specialized scientific and laboratory expertise and access to state-of-the-art technologies. The Sub-Program informs public health professionals at all levels of government to enable evidence-based decision making in the management of, and response to diseases and their risk factors. The Sub-Program conducts public health research, uses innovative approaches to advance laboratory science, performs reference laboratory services, contributes to public health surveillance, provides outbreak response capacity and leads national public health laboratory coordination. The Sub-Program also addresses public health risk factors arising from human, animal and environmental interactions by conducting research, surveillance and population risk analysis. These combined efforts work to inform infectious disease-specific strategies and prevention initiatives. The knowledge generated and translated by the Sub-Program supports the development and implementation of national and international public health policies, guidelines, interventions, decisions and actions that contribute to the lifelong health of the population.","Le sous-programme des systèmes de laboratoires de santé publique est une ressource nationale offrant au Canada une vaste expertise très spécialisée en sciences et en travail de laboratoire ainsi qu’un accès à des technologies de pointe. Le sous-programme guide les professionnels de la santé publique de tous les ordres de gouvernement pour favoriser un processus décisionnel fondé sur des données probantes en ce qui concerne la gestion des maladies et de leurs facteurs de risques ainsi que les mesures prises à leur égard. Le sous-programme permet de mener des recherches en santé publique, d’adopter des approches novatrices pour faire avancer la science de laboratoire, d’offrir des services de laboratoire de référence, de contribuer à la surveillance en santé publique, de fournir une capacité d’intervention en cas d’éclosion et de mener la coordination des laboratoires de santé publique à l’échelle nationale. Les responsables du sous-programme étudient également les facteurs de risque en santé publique liés aux interactions entre l’humain, les animaux et l’environnement en menant des travaux de recherche, de surveillance et d’analyse des risques pour la population. Ces efforts concertés permettent de soutenir les stratégies et initiatives de prévention de maladies infectieuses. Les connaissances générées et transmises grâce à ce sous-programme favorisent l’élaboration et l’application, à l’échelle nationale et internationale, de politiques, de lignes directrices, d’interventions, de décisions et de mesures en matière de santé publique, dans le but de favoriser la bonne santé à long terme de la population.",71544974.00,79275754.00,"Actual spending was greater than planned primarily due to realignments of resources to fund scientific research.","Les dépenses réelles sont supérieures aux dépenses prévues principalement en raison d’un remaniement des ressources afin de financer la recherche scientifique.",540.00,551.00,"",""
"P1148-0022","PHAC-CIB00","Infectious Disease Prevention and Control","Prévention et contrôle des maladies infectieuses","The Infectious Disease Prevention and Control Sub-Program is the national focal point for efforts to help prevent, mitigate and control the spread and impact of existing and emerging infectious diseases in Canada. The Sub-Program provides leadership for integrating activities related to surveillance, laboratory science, epidemiology, research, knowledge translation and exchange, intervention and prevention. Applying an evidence-based approach, the Sub-Program informs targeted prevention and control initiatives, such as immunization, for many infectious disease threats, including acute respiratory and vaccine preventable infections (e.g. influenza, measles), sexually transmitted and blood borne infections (e.g., Hepatitis B and C, HIV), hospital associated infections (e.g., C. difficile), and human diseases resulting from environmental exposures to food, water, animals and other vectors (e.g., Listeria , E. coli o157, West Nile virus). This Sub-Program reinforces efforts to protect the health and well-being of Canada’s population and, efforts to reduce the economic burden of infectious disease by coordinating effective responses to public health risks, integrating action amongst partners and stakeholders, contributing to global efforts and providing public health expert advice to guide individual health-related decision-making, and provides expert advice to federal, provincial and territorial partners and stakeholders. The knowledge generated and translated by the Sub-Program influences and enables the development and implementation of public health policies, guidelines, interventions and action—including those required to meet Canada’s International Health Regulations obligations—and helps to guide the population in their decisions regarding their personal health and that of their families.","Le sous-programme de prévention et de contrôle des maladies infectieuses est le centre national de liaison pour les efforts visant à prévenir, à atténuer et à contrôler la propagation et l’incidence des maladies infectieuses existantes et émergentes au Canada. Les responsables du sous-programme jouent un rôle de leadership dans l’intégration d’activités liées à la surveillance, à la science de laboratoire, à l’épidémiologie, à la recherche, à l’application et à l’échange des connaissances, aux interventions et à la prévention. Au moyen d’une approche fondée sur des données probantes, le sous-programme soutient les initiatives ciblées de prévention et de contrôle, telles que l’immunisation, pour de nombreuses maladies infectieuses, comme les infections respiratoires aiguës et évitables par la vaccination (p. ex. grippe, rougeole), les maladies transmissibles sexuellement et par le sang (p. ex. hépatites B et C, et VIH), les infections nosocomiales (p. ex. C. difficile) et les maladies humaines liées à l’exposition aux aliments, à l’eau, aux animaux et à d’autres vecteurs (p. ex. Listeria, E. coli O157 et virus du Nil occidental). Il renforce les efforts visant à protéger la santé et le mieux-être de la population canadienne et à atténuer le fardeau économique que représentent les maladies infectieuses en coordonnant des interventions efficaces face aux risques pour la santé publique, en intégrant les mesures prises par les partenaires et intervenants, en contribuant aux efforts mondiaux et en fournissant des conseils d’expert en santé publique afin d’éclairer la prise de décision individuelle; il donne également des conseils d’expert aux partenaires et aux intervenants fédéraux, provinciaux et territoriaux. Les connaissances générées et appliquées par les responsables du sous-programme influencent et permettent l’élaboration et la mise en œuvre de politiques, de directives, d’interventions et de mesures de santé publique, y compris celles qui sont nécessaires pour respecter les obligations du Canada relatives au Règlement sanitaire international, et aident les citoyens à prendre des décisions concernant leur propre santé et celle des membres de leur famille.",49818191.00,51148436.00,"","",333.00,337.00,"",""
"P1148-0023","PHAC-CIB00","Conditions for Healthy Living","Conditions favorisant une vie saine","The Conditions for Healthy Living Sub-Program supports improved health outcomes for Canada’s population throughout life by enabling the development of healthy communities. Population-wide health promotion efforts that address health inequalities by responding to the needs of vulnerable and at-risk populations, including Indigenous populations, have been shown to improve health outcomes, especially where poor social, physical or economic living conditions exist. The Sub-Program contributes to early childhood development, sustains healthy living conditions into youth and adolescence, and builds individual and community capacity to support healthy transitions into later life. In collaboration with provinces, territories, stakeholders, and organizations that assist individuals directly affected by a condition or disease, the Sub-Program advances initiatives to promote health and well-being. It also develops, tests, and implements evidence-based interventions that can help those facing challenging circumstances (e.g., family violence, poor mental health, communicable infections and social isolation). Finally, the Sub-Program provides evidence-based information for public health policies, practices and programs, and helps to build community public health capacity.","Le sous-programme des conditions favorisant une vie saine vise à améliorer la santé des Canadiens tout au long de leur vie en favorisant le développement de communautés en santé. Il s’avère que les efforts de promotion de la santé auprès de la population et de lutte contre les inégalités en santé qui répondent aux besoins de populations vulnérables et à risque, y compris les populations autochtones, améliorent les résultats en matière de santé, surtout dans des conditions de vie sociales, physiques et économiques difficiles. Le sous-programme contribue au développement de la petite enfance, favorise de saines conditions de vie chez les jeunes et les adolescents et renforce les capacités individuelles et communautaires à opérer des transitions saines à l’âge adulte. En collaboration avec les provinces, les territoires, les intervenants et les organisations qui aident les personnes directement touchées par un problème de santé ou une maladie, le sous-programme fait progresser des initiatives pour promouvoir la santé et le bien-être. Il procède également à l’élaboration, à la mise à l’essai et à la mise en œuvre d’interventions fondées sur des données probantes qui peuvent aider les personnes vivant des situations difficiles (p. ex. violence familiale, problèmes de santé mentale, infections transmissibles et isolement social). Du reste, le sous-programme fournit des renseignements fondés sur des données probantes à l’appui des politiques, des pratiques et des programmes en matière de santé publique, et il contribue à renforcer les capacités communautaires en matière de santé publique.",191412984.00,185475383.00,"","",326.00,280.00,"Actual FTEs were less than planned primarily due to delays in staffing.","Les ETP réels sont inférieurs aux ETP prévus principalement en raison de retards de dotation."
"P1148-0024","PHAC-CIB00","Chronic (non-communicable) Disease and Injury Prevention","Prévention des maladies chroniques (non transmissibles) et des blessures","The Chronic (non-communicable) Disease and Injury Prevention Sub-Program works across sectors to design, deliver and expand innovative solutions for prevention in collaboration with the not-for-profit and private sectors to address complex public health problems. The Sub Program emphasizes population health approaches that address common risk and protective factors for chronic diseases. The Sub-Program’s premise is that no one sector alone can meaningfully address the causes of chronic disease and injury, and that the combined resources and expertise of a wide range of partners are required to identify and generate sustainable solutions to improve the health of the population. Also within this Sub Program, work is undertaken to conduct public health research and surveillance, with an emphasis on tracking and understanding the common risk and protective factors for chronic diseases and injuries across the life course, and utilizing emerging sources of surveillance information and methods of collection where possible. The Sub-Program uses funding from the following transfer payments: Canadian Diabetes Strategy, Economic Action Plan 2015 Initiative – Brain Health, Healthy Living Fund, Concussions, Men’s Health, Integrated Strategy for Healthy Living and Chronic Disease (Cancer, Cardiovascular Disease Program, Enhanced Surveillance for Chronic Disease, and Observatory of Best Practices), Canadian Breast Cancer Initiative, and the Federal Tobacco Control Strategy.","Le sous-programme de prévention des maladies chroniques (non transmissibles) et des blessures mobilise et appuie des organisations gouvernementales et non gouvernementales aux échelons national, provincial, territorial et local, et favoriser une collaboration avec des intervenants multisectoriels internationaux et nationaux pour la conception, l’évaluation et la détermination de pratiques exemplaires, et ce, afin que les politiques et les programmes permettent d’appuyer les habitudes de vie saines, de diminuer les taux de maladies chroniques et d’atténuer l’impact de ces maladies sur la population canadienne. Le personnel de ce sous-programme fait le suivi des blessures, des maladies chroniques, de leurs facteurs de risque ainsi que des inégalités connexes, analyse les risques pour la santé publique et détermine les mesures prioritaires. Le sous-programme permet également de déterminer ce qui fonctionne en matière de prévention et d’atténuation des maladies chroniques en se fondant sur des critères scientifiques, et de communiquer à grande échelle ces approches pour favoriser l’utilisation d’interventions efficaces. En dernier lieu, le sous-programme facilite la collaboration entre les intervenants, ce qui augmente l’efficience et l’efficacité des mesures de prévention et d’atténuation des maladies chroniques. Ce sous-programme est financé par des fonds provenant des paiements de transfert suivants : Stratégie canadienne sur le diabète, Initiative du Plan d’action économique 2015 – la Santé du cerveau, Fond de modes de vie sains, Commotions cérébrales, Santé masculine, Stratégie en matière de modes de vie sains et de maladies chroniques (cancer, Programme de maladie cardiovasculaire, surveillance accrue des maladies chroniques, et observatoire des pratiques exemplaires), Initiative canadienne sur le cancer du sein et la Stratégie fédérale de lutte contre le tabagisme.",59448823.00,53427036.00,"Actual spending was less than planned primarily due to delays in project for Grants and Contributions.","Les dépenses réelles sont inférieures aux dépenses prévues principalement en raison du retard dans le projet pour les subventions et les contributions.",190.00,177.00,"",""
"P1148-0025","PHAC-CIC00","Emergency Preparedness and Response","Mesures et interventions d’urgence","The Emergency Preparedness and Response Sub-Program is the central coordinating point among federal, provincial, territorial and non-governmental public health partners. The Sub-Program is also responsible for strengthening the nation’s capacity to help prevent, mitigate, prepare and respond to public health events/emergencies. In order to meet these goals, the Sub-Program’s interventions include emergency preparedness, emergency planning, training and exercises, ongoing situational awareness and risk assessment, maintenance of a Health Portfolio Operations Centre, coordination of inter-jurisdictional mutual aid, deployment of surge capacity to provinces and territories, and deployment of Microbiological Emergency Response Teams and associated mobile laboratories. The Sub-Program seeks to protect all persons living in Canada and provides surge capacity to provinces and territories and fulfills Canada’s international obligations for events, such as infectious disease outbreaks, pandemic influenza and bioterrorism. In addition, it coordinates response to natural or man-made disasters and preparedness for mass gatherings and high profile events. The Sub-Program enables the Agency to meet its obligations under the Emergency Management Act and International Health Regulations.","Le sous-programme de mesures et d’interventions d’urgence est le point central de coordination pour les partenaires fédéraux, provinciaux, territoriaux et non gouvernementaux en santé publique. Le sous-programme vise également à renforcer la capacité nationale de prévenir et d’atténuer les incidents et les urgences de santé publique, et de se préparer et d’intervenir en cas d’urgence de santé publique. Pour ce faire, les interventions des responsables du sous-programme comprennent la préparation en cas d’urgence, la planification d’urgence, la formation et les exercices, la connaissance continue de la situation et l’évaluation des risques, l’entretien du Centre des opérations d’urgence du portefeuille de la Santé, la coordination de l’aide intergouvernementale, le déploiement de ressources d’appoint aux provinces et aux territoires et le déploiement d’équipes d’intervention d’urgence microbiologique et de laboratoires mobiles connexes. Le sous-programme vise à protéger tous les Canadiens et à offrir des ressources d’appoint aux provinces et aux territoires, et remplit les obligations internationales du Canada en matière d’éclosions (p. ex. éclosions de maladies infectieuses, grippe pandémique et bioterrorisme). De plus, ses responsables coordonnent les interventions prises en réponse aux catastrophes naturelles ou causées par l’homme et l’état de préparation en vue d’événements de masse et de grande envergure. Le sous-programme permet à l’Agence d’honorer ses obligations en vertu de la Loi sur la gestion des urgences et du RSI.",60402696.00,50499143.00,"Actual spending was less than planned primarily due to funding re-profile for Ebola Preparedness and Response Initiatives to Protect Canadians at Home and Abroad.","Les dépenses réelles sont inférieures aux dépenses prévues principalement en raison du financement du remodelage des Initiatives de préparation et d’intervention au virus Ebola pour protéger les Canadiens et les Canadiennes au pays et à l’étranger.",169.00,173.00,"",""
"P1148-0026","PHAC-CIC00","Border Health Security","Sécurité de la santé transfrontalière","The Border Health Sub-Program helps protect Canadians from the introduction and spread of communicable disease across borders through administration and enforcement of the Quarantine Act and the Potable Water Regulations for Common Carriers under the Department of Health Act. The Sub-Program includes quarantine services for travellers, cargo and conveyances at Canadian ports of entry. It also includes a risk-based public health inspection program for passenger conveyances (including aircraft, trains, cruise ships and ferries) and ancillary services (such as flight kitchens and terminals). The Sub-Program provides ship sanitation inspections pursuant to the International Health Regulations (IHR). The Border Health Security Sub-Program promotes coordinated border health measures by creating linkages between key border departments and agencies, including the Canadian Border Services Agency, Royal Canadian Mounted Police and the Canadian Food Inspection Agency.","Le sous-programme de sécurité de la santé transfrontalière aide à protéger les Canadiens contre l’introduction et la propagation de maladies transmissibles aux frontières en administrant et en appliquant la Loi sur la mise en quarantaine et le Règlement sur l’eau potable des transports en commun relevant de la Loi sur le ministère de la Santé. Les responsables du sous-programme offrent des services de mise en quarantaine pour les voyageurs, le fret et les moyens de transport aux points d’entrée du Canada. Le sous-programme comprend également un programme d’inspection de la santé publique fondé sur les risques pour les véhicules de transport de passagers (y compris les aéronefs, les trains, les navires de croisière et les traversiers) et les services auxiliaires (tels que les cuisines de l’air et les terminaux). Les responsables du sous-programme effectuent des contrôles sanitaires des navires conformément au RSI. Ils coordonnent les mesures sanitaires à la frontière en créant des liens entre les ministères et les organismes frontaliers clés, y compris l’Agence des services frontaliers du Canada, la Gendarmerie royale du Canada et l’Agence canadienne d’inspection des aliments.",6910440.00,7268802.00,"","",65.00,61.00,"",""
"P1148-0027","PHAC-CIC00","Biosecurity","Biosécurité","The Biosecurity Sub-Program helps protect Canadians from threats to public health associated with the use of human and terrestrial animal pathogens and toxins. This Sub-Program has specific responsibility under the Human Pathogens and Toxins Act, the Human Pathogens and Toxins Regulations, and select sections of the Health of Animals Regulations to promote, monitor and enforce safe and secure biosafety practices and laboratory environments. Through the fostering of a foresight-based collaborative Canadian framework for pathogen oversight and accountability, the Sub-Program further contributes to public health security by assessing and addressing emerging risks and by mitigating risks posed by the malicious use of pathogens with the intent to harm. The Sub-Program employs a risk and performance-based approach for promoting compliance, ensuring compliance, and responding to non-compliances. The Sub-Program provides information, educational resources and technical assistance to assist regulated parties to achieve compliance. The Sub-Program authorizes the conduct of regulated activities through licensing and certification, monitors compliance with regulatory requirements through inspections and audits, and applies a graduated enforcement approach to correct non-compliance. The regulated activities for which licenses are issued are related to six distinct sectors: Academic, Hospital, Private Industry, Public Health, Environmental Health, and Veterinary/Animal Health. The Sub-Program also promotes coordinated pathogen oversight and capacity building between pathogen regulators and security partners domestically and internationally.","Le sous-programme de biosécurité aide à protéger les Canadiens contre les menaces à la santé publique liées à l’utilisation d’agents pathogènes et de toxines. Les responsabilités du sous-programme, qui relèvent spécifiquement de la Loi sur les agents pathogènes humains et les toxines et du Règlement sur les agents pathogènes humains et les toxines, ainsi que de certains articles de la Loi sur la santé des animaux, consistent à promouvoir, surveiller et mettre en œuvre des pratiques et des milieux de laboratoire sûrs en matière de biosécurité. Grâce à la promotion d’un cadre canadien de collaboration fondé sur la prévoyance en matière de surveillance et de responsabilisation liées aux pathogènes, les responsables du sous-programme contribuent également à la sécurité de la santé publique en évaluant et en prenant en considération les risques émergents, ainsi qu’en atténuant les risques posés par l’utilisation malveillante de pathogènes dans l’intention de causer du tort. Les responsables du sous-programme utilisent une approche axée sur le risque et le rendement pour promouvoir la conformité, l’assurer et intervenir en cas de non-conformité. Ils fournissent de l’information, des ressources éducatives et de l’aide technique pour aider les parties réglementées à se conformer aux exigences. Ils autorisent la réalisation d’activités réglementées en délivrant des licences et des accréditations, surveillent le respect des exigences réglementaires au moyen d’inspections et de vérifications, et appliquent une approche de conformité progressive pour corriger les cas de non-conformité. Les activités réglementées pour lesquelles des licences sont délivrées sont liées à six secteurs différents : universités, hôpitaux, industrie privée, santé publique, santé environnementale et le domaine vétérinaire ou de la santé animale. Le sous-programme fait également la promotion de la surveillance coordonnée des agents pathogènes et du renforcement des capacités auprès des organismes de réglementation des agents pathogènes et des partenaires de la sécurité tant à l’échelle nationale qu’internationale.",10149054.00,9127213.00,"Actual spending was less than planned primarily due to the realignment of resources.","Les dépenses réelles sont supérieures aux dépenses prévues principalement en raison d’un remaniement des ressources.",81.00,79.00,"",""
"P1163-0001","SHARE-BMO00","Distributed Computing Services","Services d’informatique répartie","These services provide and support partner and client organizations with access to individual, workgroup and distributed computing services for program-specific and corporate applications. They also include workstation provisioning and technical support, as well as local area network (LAN) (physical or virtual) functionalities, including file/print services. Some of the services are provided on an optional basis to partners and clients.","Ces services soutiennent les organisations partenaires et clientes et leur donnent accès à des applications individuelles, des applications de groupe de travail, des applications propres à un programme et des applications ministérielles de services d’informatique répartie. Ils prévoient aussi la fourniture et le soutien de postes de travail ainsi que des fonctionnalités de réseau local (matériel ou virtuel), y compris des services de fichiers et d’impression. Certains services sont offerts à titre facultatif aux partenaires et aux clients.",150177756.00,195718641.00,"Resource reallocation to higher priority activities","Réaffectation des ressources à des activités hautement prioritaires",556.00,324.00,"SSC faced challenges in hiring and retaining staff due to budget pressures and a competitive labour market, both within and outside the federal public service.","SPC compose avec certaines difficultés en matière d’embauche et de rétention du personnel en raison de ses contraintes budgétaires et du caractère concurrentiel du marché du travail, à l’intérieur comme à l’extérieur de la fonction publique fédérale."
"P1163-0002","SHARE-BMO00","Production and Operations Computing Services (Data Centres)","Services d’informatisation de la production et des opérations (Centres de données)","These services provide data centre capabilities, including the end-to-end management of physical complexes and the establishment of computing environments for SSC’s partner and client organizations, for SSC’s internal needs across all computing platforms, and for the provision of technical support and certification for the hosting of enterprise applications and database computing environments. The Application Hosting service includes standardized application environments, databases and middleware, which allow partners and clients to host and manage their data and business applications. The service provides a standard approach to using these platforms in non-production (development and testing), pre-production and production environments, as required by partners’ and clients’ system development life cycles.","Ces services fournissent des capacités de centre de données, y compris la gestion de bout en bout des complexes physiques, l’établissement des environnements informatiques pour répondre aux besoins des organisations partenaires et clientes de SPC et les besoins internes de SPC liés à toutes les plateformes informatiques, sans oublier la prestation de services de soutien technique et de certification pour l’hébergement des applications de l’entreprise et des environnements informatiques de base de données. Le service d’hébergement d’applications comprend des environnements, des bases de données et des intergiciels d’applications normalisés qui permettent aux partenaires d’héberger et de gérer leurs applications de données et opérationnelles. Le service fixe une approche standard sur l’utilisation de ces plateformes dans des environnements non liés à la production (développement et essai), de préproduction et de production, comme l’exigent les cycles de vie de développement des systèmes des partenaires et clients.",552689384.00,608772305.00,"Increased spending as a results of Budget 2016 funding to refresh mission critical information technology","Hausse des dépenses par suite de l’octroi des fonds prévus dans le budget de 2016 pour la modernisation de l’infrastructure de technologie de l’information essentielle à la mission",2275.00,2309.00,"",""
"P1163-0003","SHARE-BMO00","Telecommunications Services (Data, Voice and Video)","Services de télécommunication (données, voix et vidéo)","These services support the delivery of data, voice and conferencing within and across the enterprise, thereby improving service delivery and enhancing value to Canadians. They are provided to partner and client organizations and include the provision and ongoing support of communications networks, services and required hardware. Data network services include the provision and ongoing support of multi­platform, multi­protocol electronic data and communications networks. Voice communication services include the provision of local and long-distance services, as well as secure voice and other related services. Conferencing services include the provision of a suite of video, web and audio conferencing services to partners and clients.","Ces services comprennent la transmission de données, de la voix et vidéo au sein et dans l’ensemble de l’entreprise, ce qui améliorera la prestation de services et en donnera plus pour leur argent aux Canadiens. Ils sont fournis aux organisations partenaires et clientes et englobent la fourniture et le soutien permanent de réseaux de communications, de services et du matériel nécessaire. Les services de réseau de données comprennent la fourniture et le soutien permanent de réseaux de communications et de données électroniques à plateformes multiples et à protocoles multiples. Les services de communication de la voix comprennent les services locaux et interurbains, de même que des services de voix protégés et d’autres services connexes. Les services de conférence comprennent la prestation d’un ensemble de services de vidéoconférence, de conférence Web et d’audioconférence aux partenaires et aux clients.",589873150.00,588136450.00,"","",1719.00,1500.00,"SSC faced challenges in hiring and retaining staff due to budget pressures and a competitive labour market, both within and outside the federal public service.","SPC compose avec certaines difficultés en matière d’embauche et de rétention du personnel en raison de ses contraintes budgétaires et du caractère concurrentiel du marché du travail, à l’intérieur comme à l’extérieur de la fonction publique fédérale."
