"dept_code","crso_id","activity_code","name_en","old_name_en","desc_en","is_crown","is_active","is_internal_service","is_fake_program"
"FTRAC","FTRAC-SO153","BNH00","Compliance Program",,"FINTRAC's Compliance Program is responsible for ensuring compliance with Part 1 of the Proceeds of Crime (Money Laundering) and Terrorist Financing Act (PCMLTFA) and associated regulations. The compliance program utilizes a risk based approach to deliver enforcement, relations and support activities that help ensure compliance with legislative and regulatory obligations that apply to individuals and entities operating in Canada's financial system.",0,0,0,0
"FTRAC","FTRAC-SO155","ISC00","Internal Services - Financial Transactions and Reports Analysis Centre of Canada",,"Internal Services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. These groups are: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Travel and Other Administrative Services. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.",0,0,1,0
"GG","GG-BKY00","BKY00","Governor General Support",,"The Office of the Secretary to the Governor General provides support and advice to the Governor General of Canada in his/her unique role as the representative of The Queen in Canada as well as Commander-in-Chief. The Office assists the Governor General in carrying out constitutional responsibilities, in representing Canada internationally, and in encouraging excellence and achievement through the administration of the Canadian Honours System and in the granting of armorial bearings. The Office also supports the Governor General in bringing Canadians together. It manages a visitor services program at both of the Governor General’s official residences and oversees the day-to-day operations of these residences. The Office also provides support to former Governors General.",0,1,0,1
"GG","GG-ISS00","ISS00","Internal Services - Office of the Governor General's Secretary",,"Internal Services are those groups of related activities and resources that the Federal Government considers to be services in support of programs and/or required to meet corporate obligations of an organization. Internal Services refer to the activities and resources of ten distinct services that support program delivery in the organization, regardless of the Internal Services delivery model in a department. These services are: Acquisition Management Services, Communications Services, Financial Management Services, Human Resources Management Services, Information Management Services, Information Technology Services, Legal Services, Materiel Management Services, Management and Oversight Services, Real Property Management Services.",0,1,1,1
"GG","GG-SO156","ISC00","Internal Services - Office of the Governor General's Secretary",,"Internal Services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. These groups are: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Travel and Other Administrative Services. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.",0,0,1,0
"GG","GG-SO157","AKC00","Governor General Support",,"The Office of the Secretary to the Governor General provides support and advice to the Governor General of Canada in his/her unique role as the representative of The Queen in Canada as well as Commander-in-Chief. The Office assists the Governor General in carrying out constitutional responsibilities, in representing Canada internationally, and in encouraging excellence and achievement through the administration of the Canadian Honours System and in the granting of armorial bearings. The Office also supports the Governor General in bringing Canadians together. It manages a visitor services program at both of the Governor General's official residences and oversees the day-to-day operations of these residences. The Office also provides support to former Governors General.",0,0,0,0
"GSC","GSC-BVV00","BVV01","Procurement Leadership",,"Procurement Leadership ensures the effective management of the procurement function by: - overseeing the development and deployment of government-wide strategies and policies; - designing processes and tools to preserve the integrity of the federal procurement system; - engaging stakeholders and providing them with direction and guidance; and - supporting collaborative procurement with other Canadian jurisdictions. This program ensures sound procurement stewardship through leading practices in procurement management, effective risk management, a robust policy framework and effective performance management, in order to support federal departments and other Canadian public sector jurisdictions in delivering their programs, while providing best value and contributing to Canada’s socio-economic goals. Under this program, PSPC is responsible for ensuring appropriate stewardship activities and providing direction to federal departments and agencies for approximately $23 billion of procurements annually government-wide.",0,1,0,0
"GSC","GSC-BVV00","BVV02","Procurement Services",,"Procurement Services provides effective, efficient and fair commercial, defence and marine procurement services that support federal departments and other Canadian public sector jurisdictions in delivering their programs, while ensuring best value and contributing to Canada’s socio-economic goals. Through the provision of services, advice and modern procurement instruments and technology, Procurement Services contributes to the government-wide priorities of inclusive and sustainable economic growth. Under this program, PSPC manages approximately $18 billion of procurements annually on behalf of federal departments and agencies.",0,1,0,0
"GSC","GSC-BVW00","BVW01","Federal Pay Administration",,"This program administers pay and benefits processes for the Public Service of Canada and other organizations, in accordance with collective agreements, compensation policies and Memoranda of Understanding. Pay and benefits administration includes the development and delivery of services, processes and systems, and the provision of information, training and advice to compensation advisors. For most departments using the government accredited Human Resources system (Peoplesoft), PSPC also provides all compensation services.",0,1,0,0
"GSC","GSC-BVW00","BVW02","Federal pension Administration",,"This program administers the pension plans and benefits for the Government of Canada. Pension administration includes the development and delivery of services, processes and systems, as well as the provision of information and advice to employees and pensioners. This permits PSPC to administer pensions in accordance with applicable legislation and policies.",0,1,0,0
"GSC","GSC-BVW00","BVW03","Payments Instead of Property Taxes to Local Governments",,"Payments Instead of Property Taxes to Local Governments Program issues payments to taxing authorities under the authority of the Payment in Lieu of Taxes Act. Local governments receive payments in recognition of the services they provide to federal property located in their jurisdictions because the Government of Canada property is exempt from taxation. The program is intended to provide fair and equitable administration of payments to taxing authorities on behalf of federal custodian departments and agencies.",0,1,0,0
"GSC","GSC-BVW00","BVW04","Payments and Revenue Collection",,"This program safeguards the integrity of the Consolidated Revenue Fund on behalf of Canadians (receipt, transfer, holding and disbursement of public money and the redemption and settlement of all payments) and develops and maintains Receiver General treasury systems. In addition the program provides federal departments with bank reconciliation, investigation and recovery services, a customer service centre and, the option of bill payment and debt recovery services.",0,1,0,0
"GSC","GSC-BVW00","BVW05","Government-Wide Accounting and Reporting",,"This program is responsible for maintaining the financial Accounts of Canada and the government-wide Chart of Accounts (provides the framework for identifying, collecting and reporting financial transactions to satisfy the government's corporate information requirements), producing the Public Accounts of Canada including the annual consolidated audited Financial Statements and the Government of Canada's Monthly Statements of Financial Operations (MSFO).",0,1,0,0
"GSC","GSC-BVW00","BVW06","Cape Breton Operations (CBO) - HR Legacy Benefits",,"This program oversees and manages post-employment benefits for former Cape Breton Development Corporation employees, including miners. These benefits include the Early Retirement Incentive Program, Workers Compensation Board payments, and Employee Future Benefits.",0,1,0,0
"GSC","GSC-BVX00","BVX01","Federal Accommodation and Infrastructure",,"The Federal Accommodation and Infrastructure Program is responsible for the management of accommodation needs of federal organizations through a portfolio of office facilities and common use assets, including the stewardship and management of heritage assets. The program includes a diverse portfolio of federal facilities and activities, such as: The stewardship and management of major engineering assets and wharves; The administration, capital management and leasing services for residential housing units in the Northwest Territories and Nunavut to support the delivery of federal government programs; Appraisals for all acquisitions, dispositions and transfers of real estate; Expropriating land or properties on behalf of the federal government, including interpreting expropriation legislation and regulations.",0,1,0,0
"GSC","GSC-BVX00","BVX02","Real Property Services",,"This program provides real property services on a fee-for-service basis to the Federal Accommodation and Infrastructure and Parliament Hill and Surroundings programs of PSPC, as well as to other federal organizations. This program delivers its services in accordance with the instructions of its clients and functional direction received by the service leads. Therefore, office workplaces and other facilities (marine, airports, roads and highways, etc.) are maintained, updated and renovated to meet the requirements of government and to comply with health, safety and environmental standards. This program provides project delivery, property and facility management and advisory services. The new RPS Client-Centric model is expected to increase short and long term demand in the coming years. RPS will meet increased demand by establishing a balanced service delivery approach supported by both internal and external service delivery capacity. Sourcing mechanisms will play a key role in providing flexible, agile and effective service capacity to ensure these real property services are provided.",0,1,0,0
"GSC","GSC-BVX00","BVX03","Parliament Hill and Surroundings",,"The Program is delivered by the Parliamentary Precinct Branch (PPB) and provides essential office and special use accommodations space that supports the delivery of the programs and property management services to Parliament Hill and its surroundings. The accommodations space is defined as the buildings occupied in majority by the Senate, House of Commons, Library of Parliament, Parliamentary Protective Service and the related premises and grounds. This includes notably all the buildings and land on Parliament Hill and those north of Sparks Street, between Elgin and Bank Streets as a single, inclusive campus to facilitate more effective planning, development and support efficient Parliamentary operations. The “Parliament Hill and Surroundings” program acknowledges the portfolio’s unique historical importance and heritage value while dealing with the distinct space needs of clients who, in large part, are not public servants but rather from the legislative arm of government.",0,1,0,0
"GSC","GSC-BVX00","BVX04","Cape Breton Operations (CBO) - Portfolio Management",,"The Former Enterprise Cape Breton Corporation Real Estate is responsible for real property portfolio of the former Enterprise Cape Breton Corporation (ECBC). The program monitors and oversees environmentally-impacted land holdings and mine water management; as well as land management activities for properties transferred from ECBC and divestiture of surplus property.",0,1,0,0
"GSC","GSC-BVY00","BVY01","Linguistic services",,"The Linguistic services program offers a full, integrated range of linguistic services in both official languages, in Canada’s Indigenous languages, and in over one hundred foreign languages. It provides quality translation, interpretation, visual interpretation, closed captioning, revision, editing and language advice to Parliament, the Canadian judiciary and federal departments and agencies, in order to help the federal government meet its obligations under the Official Languages Act. It also develops, standardizes and provides terminology, and develops, maintains and promotes the Language Portal of Canada in order to manage the government's terminology expertise, promote consistency, quality, and encourages Canadians to use both official languages.",0,1,0,0
"GSC","GSC-BVY00","BVY02","Communication Services",,"The Communication Services program provides: Planning and coordination advice on Government of Canada advertising to federal departments; A right of access to electronic news sources and offers capacity building activities; Technical and coordination advice and capacity building activities on public opinion research in the Government of Canada; Centralized access to and assistance in locating Government of Canada (GC) publications; and, Produces and publishes the Canada Gazette, the official newspaper of the Government of Canada since 1841.",0,1,0,0
"GSC","GSC-BVY00","BVY03","Government-wide Corporate Services",,"The Government-wide corporate services program provides federal organizations with high quality, timely and accessible services, tools and systems for travel, information management, human resources, business processes and financial and materiel management. This program allows federal organizations to adopt modern, consolidated systems based on standard business processes which can reduce administrative or back office costs, enhance employee productivity and reduce overall government spending on internal services.",0,1,0,0
"GSC","GSC-BVY00","BVY04","Document Imaging Services",,"The Document Imaging Services program provides quality and cost efficient document imaging and data capture services to federal organizations by leveraging internal production and private sector contractors via the Enterprise Solution for Document Imaging. The service consists of image processing, indexing and secure archiving of electronic records. The document imaging services assists departments in reducing processing costs and typically reducing warehousing costs, improves service levels to citizens and unlocks corporate knowledge stored in paper archives for improved decision-making. This service is certified against the required Canadian standards for electronic records as documentary evidence for legal purposes.",0,1,0,0
"GSC","GSC-BVY00","BVY05","Asset Disposal",,"The Asset Disposal Program provides federal organizations, law enforcement and Crown prosecutors with efficient and innovative seized & surplus asset management solutions, related advice and timely disposal services. Assets are often disposed of through public sales to Canadians",0,1,0,0
"GSC","GSC-BVY00","BVY06","Service Strategy",,"The Services Strategy provides PSPC with a framework, services, tools and guidance to support its service delivery mandate, enabling effective stewardship on behalf of Canadians and the needs of federal institutions.",0,1,0,0
"GSC","GSC-BVY00","BVY07","Canadian General Standards Board",,"The Canadian General Standards Board develops standards and offers conformity assessments in support of the economic, regulatory, procurement, health, safety and environmental interests of Canadians, governments, industry and consumers.",0,1,0,0
"GSC","GSC-BVY00","BVY08","Security and Oversight Services",,"Security and Oversight Services support the ethical and secure management of Government of Canada activities. This program is responsible for inspections, investigations and integrity verifications for the Department, other government departments and Canadians. Security services include: Contract Security, Government of Canada’s Integrity Regime, Controlled Goods, Fairness Monitoring Services and Forensic Accounting Services. It aims at providing high quality programs and services that ensure government operations are carried out securely, with probity and with integrity; and ensures the government does business with ethical suppliers.",0,1,0,0
"GSC","GSC-BVZ00","BVZ01","Procurement Ombudsman",,"The Office of the Procurement Ombudsman operates at arm’s-length from federal organizations. It is legislated to review the procurement practices of federal organizations, review complaints from Canadian suppliers, and provide dispute resolution services.",0,1,0,0
"GSC","GSC-ISS00","ISS01","Management and Oversight Services - Department of Public Works and Government Services",,"Management and oversight services involve activities undertaken to ensure that federal government service operations and programs comply with applicable laws, regulations, policies and plans. Activities include providing strategic direction, governance and corporate planning; allocating resources and taking investment decisions; and analyzing exposure to risk and determining appropriate countermeasures.",0,1,1,0
"GSC","GSC-ISS00","ISS02","Communications Services - Department of Public Works and Government Services",,"Communications services involve activities undertaken to ensure that Government of Canada communications are effectively managed, well-coordinated and responsive to the diverse information needs of the public. These activities ensure that the public receives government information, and that the views and concerns of the public are taken into account in the planning, management and evaluation of policies, programs, services and initiatives. 
This Internal Services category refers to communications that are corporate in nature, affecting the entire department whether through internal communications to all employees or external communications on behalf of the department.",0,1,1,0
"GSC","GSC-ISS00","ISS03","Legal Services - Department of Public Works and Government Services",,"Legal services involve activities undertaken to enable government departments and agencies to pursue policy, program and service delivery priorities and objectives within a legally sound framework. Activities include the provision of the following services: legal advisory, litigation and legislative services.",0,1,1,0
"GSC","GSC-ISS00","ISS04","Human Resources Management Services - Department of Public Works and Government Services",,"Human resources management services include activities related to supporting human resources (HR) planning and reporting; reviewing, assessing and developing organizational design; reviewing and assessing job descriptions and classifications; supporting staffing processes; collecting and processing employee information related to compensation, leave and transfers; identifying and coordinating organization-wide training and learning requirements; promoting values, ethics and employment equity; managing employee recognition and awards programs; addressing workplace management and labour relations; and developing and maintaining HR information systems within the organization.",0,1,1,0
"GSC","GSC-ISS00","ISS05","Financial Management Services - Department of Public Works and Government Services",,"Financial management services involve activities undertaken in the department to ensure the prudent use and stewardship of financial resources in an effective, efficient and economic manner. Activities include planning, budgeting, accounting, costing, reporting, control and oversight, analysis, decision support and advice, and financial systems.",0,1,1,0
"GSC","GSC-ISS00","ISS06","Information Management Services - Department of Public Works and Government Services",,"Information management services involve activities undertaken to achieve efficient and effective information management to support program and service delivery; foster informed decision making; facilitate accountability, transparency, and collaboration; and preserve and ensure access to information and records for the benefit of present and future generations. Information management (IM) is the discipline that directs and supports effective and efficient management of information in an organization, from planning and systems development to disposal or long-term preservation.",0,1,1,0
"GSC","GSC-ISS00","ISS07","Information Technology Services - Department of Public Works and Government Services",,"Information technology services involve activities undertaken to achieve efficient and effective use of information technology (IT) to support government priorities and program delivery, to increase productivity and enhance services to the public. IT management activities includes planning, developing (or procuring), and operating IT computing, telecommunications, infrastructure and applications.",0,1,1,0
"GSC","GSC-ISS00","ISS08","Real Property Management Services - Department of Public Works and Government Services",,"Real property management services involve activities undertaken to ensure that real property (e.g., land, bridges, and buildings) is managed in a sustainable and financially responsible manner throughout its life cycle to support the cost-effective and efficient delivery of government programs. Most federal real property services are captured under specific program expenditures. As an Internal Services category, real property management services are limited to those expenditures associated with office accommodations that are not funded by Public Services and Procurement Canada (PSPC), as well as to expenditures for real property services. Also included in this category are the expenditures of any FTEs that provide real property policy advice to real property practitioners throughout the department.",0,1,1,0
"GSC","GSC-ISS00","ISS09","Materiel Management Services - Department of Public Works and Government Services",,"Materiel management services involve activities undertaken to ensure that materiel can be managed by departments in a sustainable and financially responsible manner that supports the cost-effective and efficient delivery of government programs. Treasury Board’s Policy on Management of Materiel defines materiel as “all movable assets, excluding money or records, acquired by Her Majesty in right of Canada.” Movable assets are tangible and include a broad range of goods such as equipment (e.g., office, information technology, telecommunications, scientific), furniture and furnishings, and larger goods (e.g., vehicles and ships). Most materiel expenditures are specific program expenditures. However, as an Internal Services category, materiel management services include the expenditures from policy and administrative support for those who manage and dispose of materiel throughout the department.",0,1,1,0
"GSC","GSC-ISS00","ISS0Z","Acquisition Management Services - Department of Public Works and Government Services",,"Acquisition management services involve activities undertaken to support the acquisition of goods, services or construction services identified as necessary for a department to fulfill its ongoing mandate and purpose. These activities include processing, monitoring and reporting, developing and implementing departmental policies and procedures, and activities that support the sound management of procurement contracts.",0,1,1,0
"GSC","GSC-SO159","AZA00","Acquisitions",,"This program provides federal organizations with procurement solutions such as specialized contracts, standing offers, supply arrangements, and memoranda of understanding for acquiring a broad range of goods and services, including construction services. This program delivers acquisitions and related common services using the Smart Procurement principles (early engagement, effective governance, independent advice, and benefits for Canadians) through an open, fair and transparent process to ensure best value to Canadians and the federal government.",0,0,0,0
"GSC","GSC-SO159","AZN00","Federal Pay and Pension Administration",,"This program provides reliable central systems and processes for pay and pension administration to federal organizations. Through our pay and pension services, PWGSC ensures that federal government employees and pensioners are paid accurately and on time.",0,0,0,0
"GSC","GSC-SO159","BEQ00","Accommodation Management and Real Property Services",,"PWGSC provides federal departments and agencies with affordable office and common use accommodation that supports the delivery of their programs and services. The department acts as steward for various public works such as buildings, bridges and dams, and national treasures such as the Parliamentary Precinct and other heritage assets across Canada. PWGSC also provides other federal departments, agencies, and the Parliament of Canada with responsive and cost-effective real property services.",0,0,0,0
"GSC","GSC-SO159","BEU00","Receiver General for Canada",,"This program manages the operations of the federal treasury, produces the Public Accounts and maintains the Accounts of Canada. It provides federal departments with an optional departmental financial and materiel management system offering and bill payment services.",0,0,0,0
"GSC","GSC-SO159","BEW00","Linguistic Management and Services",,"This program defines the Translation Bureau of PWGSC as a key component of the federal government's service delivery infrastructure. The Bureau is the sole internal linguistic services provider and offers translation, revision, interpretation and other linguistic services for Parliament, the judiciary, and federal departments and agencies. It is also the terminology authority within the federal government and has been mandated to develop terminology standards to ensure clear, uniform and quality communications within government. The program is mandated under the Translation Bureau Act .",0,0,0,0
"GSC","GSC-SO159","BEX00","Specialized Programs and Services",,"This program provides federal organizations with high quality, timely and accessible specialized services and programs.",0,0,0,0
"GSC","GSC-SO159","BEY00","Procurement Ombudsman",,"This program, operating at arms-length from the government, reviews procurement practices of federal departments and agencies, investigates complaints from suppliers regarding the award or administration of federal contracts and ensures the provision of an alternative dispute resolution process for existing contracts. This program helps promote fairness, openness and transparency in the federal procurement process.",0,0,0,0
"GSC","GSC-SO159","CUA00","Integrity Programs and Services",,"This program provides the government of Canada with high quality, timely and accessible specialized services and programs in support of sound, prudent and ethical management and operations.",0,0,0,0
"GSC","GSC-SO160","ISC00","Internal Services - Department of Public Works and Government Services",,"Internal Services are groups of related activities and resources that are administered to support the needs of programs and other corporate obligations of an organization. These groups are: Management and Oversight Services; Communications Services; Legal Services; Human Resources Management Services; Financial Management Services; Information Management Services; Information Technology Services; Real Property Services; Materiel Services; Acquisition Services; and Travel and Other Administrative Services. Internal Services include only those activities and resources that apply across an organization and not to those provided specifically to a program.",0,0,1,0
"H","H-BVG00","BVG01","Health Care Systems Analysis and Policy",,"Health Canada works in close collaboration with the provinces and territories, health professionals, and other key stakeholders to develop strategic policy advice on health care. Our aim is to ensure that health care policy decisions are based on strong evidence and are aligned with the principles of equity, sustainability, and affordability. The Department supports innovative partnerships with Pan-Canadian organizations and other stakeholders to meet current and future health care systems challenges. Health care systems analysis and policy activities address issues related to broader health care systems renewal, such as the implementation of the Health Accord, fiscal transfers, health care financing, governance and accountability, and the roles and interface of the public and private sectors. Our work related to health care systems analysis and policy is supported by the following activities with specific performance measurement strategies: the Health Accord; the Health Care Policy Contribution Program; and Canadian Foundation for Healthcare Improvement.",0,1,0,0
"H","H-BVG00","BVG02","Access, Affordability, and Appropriate Use of Drugs and Medical Devices",,"The policy advice provided by Health Canada is instrumental in advancing the accessibility, affordability and appropriate use of drugs and medical devices. The contribution to the Canadian Agency for Drugs and Technologies in Health (CADTH) supports the federal government’s interest in achieving an accessible, high quality, sustainable and accountable health system adaptable to the needs of Canadians. CADTH works to provide health care decision-makers with credible, impartial advice and evidence-based information about the cost-effective and appropriate use of drugs and medical devices by: producing Health Technology knowledge products, conducting drug and non-drug reviews/assessments and knowledge mobilization and outreach. Target populations that influence and benefit from the work of CADTH include: federal, provincial and territorial governments drug plans and Ministries of Health, regional health authorities, clinicians and patients. CADTH consults and collaborates with a network of stakeholders to ensure its activities meet their needs, including federal, provincial and territorial governments and drug plan managers; health care leaders and decision makers; regional health authorities; patients; researchers and other health technology assessment producers; pan-Canadian organizations; national professional associations; national specialty societies; and private industry.",0,1,0,0
"H","H-BVG00","BVG03","Home, Community and Palliative Care",,"The Government of Canada is committed to supporting provinces and territories to enhance access to quality home, community and palliative care services for Canadians. Budget 2017 committed to $11 billion over ten years for two shared health priorities: home and community care (including palliative care) and mental health and addictions. In August 2017, federal, provincial and territorial (FPT) governments agreed to common objectives and specific areas of action for these priorities, as set out in the FPT Common Statement of Principles on Shared Health Priorities.  The agreed-upon areas of actions for home and community care are: spreading and scaling integrated models of care; enhancing access to palliative care; increasing support for caregivers; and enhancing home care infrastructure. Ongoing home and palliative care policy advice, evidence assessment, and stakeholder engagement support these efforts in the Department.  In addition to work with provincial and territorial counterparts to advance pan-Canadian policy direction and a vision for palliative care, in December 2018, the Government released the Framework on Palliative Care in Canada, and Health Canada continues to engage provinces, territories, palliative care providers and Canadians to develop an implementation plan.",0,1,0,0
"H","H-BVG00","BVG04","Mental Health",,"The Government of Canada is committed to improving the health care systems by enhancing access to quality mental health services for Canadians. Budget 2017 committed to $11 billion over ten years to expand access to home and community care and mental health and addictions and in August 2017, federal, provincial and territorial (FPT) governments agreed to common objectives and specific areas of action for these priorities, as set out in the FPT Common Statement of Principles on Shared Health Priorities.  The areas of action for mental health and addiction services are: expanding access to community-based services for children and youth; spreading evidence-based models of community mental health care and culturally-appropriate interventions; and expanding availability of integrated community-based services for people with complex health needs. Mental health policy advice, evidence assessment, and stakeholder engagement will support these efforts in the Department. Mental health policy advice, evidence assessment, and stakeholder engagement will support these efforts in the Department. Health Canada's policy and program work also includes contributions to the Mental Health Commission of Canada to federal mental health objectives through the development of knowledge products, collaborative partnerships, and mental health literacy training and awareness campaigns.",0,1,0,0
"H","H-BVG00","BVG05","Substance Use and Addictions",,"The objective of the Substance Use and Addictions Program is to support other levels of government, community-based and national non-profit organizations to respond to ongoing and emerging drug and substance use issues across Canada by: preventing problematic substance use and reducing harms; facilitating treatment and related system enhancements; and, improving awareness, knowledge, skills and competencies of targeted stakeholders and Canadians. To achieve this objective, the Program provides grants and contributions funding for a wide range of evidence-informed and innovative problematic substance use prevention, harm reduction and treatment initiatives across Canada at the community, regional and national levels. Initiatives target a range of psychoactive substances, including opioids, cannabis, alcohol and tobacco. The Program supports Health Canada’s core responsibility of Health Care Systems, contributing to Canadians making healthier choices and having better health outcomes. The Program is a partner in the Canadian Drugs and Substances Strategy and Canada’s Tobacco Strategy, and supports the objectives of Health Canada’s Tobacco Control, Controlled Substances and Cannabis Programs. The Program provides core funding to the Canadian Centre on Substance Use and Addiction, a pan-Canadian health organization with a legislated mandate under the Canadian Centre on Substance Abuse (CCSA) Act.",0,1,0,0
"H","H-BVG00","BVG06","Digital Health",,"The federal government recognizes the importance of improving health care systems through the implementation of digital health technologies. The policy advice provided by Health Canada is instrumental in advancing the uptake of innovative health solutions. In addition, since 2001, the Government of Canada has invested a total of $2.45 billion in Canada Health Infoway to accelerate the development, adoption and effective use of digital health care across Canada. Most recently, investment in Infoway was made to expand e-prescribing and virtual care initiatives, support the continued adoption and use of electronic medical records, help patients to access their own health records electronically, and better link electronic health record systems to improve access by all providers and institutions. This funding will advance pan-Canadian collaboration on health innovation to encourage the adoption of new digital health technology to improve access, increase efficiency and improve outcomes for patients. Infoway will work with provincial and territorial governments, health care organizations, health professional associations, retail pharmacies, technology vendors, patients, and caregivers to advance the identified digital health priorities.",0,1,0,0
"H","H-BVG00","BVG07","Health Information",,"The Government of Canada acknowledges the importance of enhancing health care systems by providing health care information that improves the health of Canadians. Health Canada provides policy advice that is instrumental in delivering comparable and actionable information to accelerate improvements in health care systems. The Canadian Institute for Health Information (CIHI) provides comparable and actionable data and information that are used to accelerate improvements in health care, health system performance and population health across Canada under its present mandate. Target populations include funders and policy-makers (Federal, Provincial and Territorial (FPT) ministries of health; health services organizations, including regional health authorities and local health integration networks, health managers and health professionals); national, provincial and territorial associations and organizations; research and knowledge translation bodies (academic communities, health quality councils, non-governmental organizations, researchers, international bodies); the Canadian public and the private sector. CIHI’s operations are designed to align with the priorities of its key stakeholders, including funders and policy-makers at all levels of government, health services organizations, associations and research bodies.",0,1,0,0
"H","H-BVG00","BVG08","Canada Health Act",,"The Canada Health Act (CHA) is Canada’s federal legislation for publicly funded health care insurance. The aim of the Act is to facilitate reasonable access to insured health care services without financial or other barriers. The administration of CHA involves monitoring a broad range of sources to assess the compliance of provincial and territorial health insurance plans with the criteria and conditions of the Act and working in partnership with provincial and territorial governments to resolve concerns which may arise, the work of the Interprovincial Health Insurance Agreements Coordinating Committee to address issues affecting interprovincial billing of insured services, providing the Minister advice on the administration and interpretation of the Act on issues of non-compliance and recommend appropriate action when required, and reporting to Parliament on the administration of the Act.",0,1,0,0
"H","H-BVG00","BVG09","Medical Assistance in Dying",,"On June 17, 2016, legislation was passed to amend the Criminal Code to permit Medical Assistance in Dying (MAID) in Canada. While the federal legislation establishes consistent requirements regarding eligibility for MAID and safeguards regarding its delivery, provinces and territories (PT) are largely responsible for implementation with respect to the administration of health care services, and justice. The legislation identifies responsibilities for the federal government: establishing regulations for a pan-Canadian monitoring and reporting system (implemented in November 2018); publishing guidelines on the certification of deaths in cases of MAID (completed April 2017); and initiation of independent reviews (completed in December 2016/tabled in Parliament in December 2018) on three types of requests not covered by the legislation (by mature minors; advance requests; and requests where mental illness is the sole underlying medical condition). In addition, the federal government seeks to support the coordination of end-of-life care, so that Canadians are informed about MAID and how to access it. Monitoring (including data collection) activities, in particular, require collaboration with PT governments and key stakeholders, and support the legislation’s requirement to produce annual public reports on MAID in Canada.",0,1,0,0
"H","H-BVG00","BVG10","Cancer Control",,"The federal government recognizes the burden of cancer on both personal and societal levels. Health Canada supports cancer control through the Canadian Partnership Against Cancer (CPAC). Established in 2007, CPAC is an independent, not-for-profit organisation with the mandate of reducing the number of cancer cases in Canada, minimizing the number of cancer-related deaths, and improving patient quality of life. It seeks to accelerate action on cancer control for all Canadians by augmenting, building upon and implementing the multi-tiered Canadian Strategy for Cancer Control (CSCC). CPAC works to ensure that the most reliable and current cancer knowledge reaches governments, cancer professionals, support groups, patients and their families, and individuals in all parts of the country. Budget 2016 confirmed ongoing funding for CPAC at $47.5 million per year. This will allow the organization to continue its work with cancer agencies and stakeholders, while engaging patients, care providers and the general public in promoting innovative approaches to reducing the toll of cancer across Canada. CPAC’s expected outcomes contribute to supporting the Health Care Systems Core Responsibility.",0,1,0,0
"H","H-BVG00","BVG11","Patient Safety",,"Health Canada’s Strategic Policy Branch provides and synthesizes broad policy advice that helps to advance patient safety in health care systems. The contribution to the Canadian Patient Safety Institute (CPSI) supports the federal government's interest in achieving an accessible, high quality, sustainable and accountable health system adaptable to the needs of Canadians. CPSI’s work is designed to improve the quality of health care systems by providing a leadership role in building a culture of patient safety and quality improvement through coordination across sectors, promotion of best practices, and advice on effective strategies to improve patient safety. Its emphasis is on: education, focused on developing curriculum and training programs; interventions and programs, focused on supporting evidence-informed clinical interventions and programs; research, to increase the scope and scale of patient safety research; and tools and resources, focused on creating tools and resources that can be applied by health care organizations. Target populations include: patients and their families, the medical community, provincial health quality councils, health care leaders, researchers, administrators, policy/decision-makers, educators, and governments. CPSI consults and collaborates with an extensive and diverse network of stakeholders that includes governments, patients, health care organizations and professionals, and international organizations.",0,1,0,0
"H","H-BVG00","BVG12","Organs, Tissues and Blood","Blood Systems, Organs, Tissue and Transplantation","A safe and effective blood system is a cornerstone of health care delivery. The Organs, Tissues and Blood Program addresses the Health Care Systems Core Responsibility by supporting research that contributes to a safe and effective supply of blood and blood products for Canadians, and by supporting activities that contribute to Canadians' access to safe, effective donations and transplantations of organs and tissues. The entire program is delivered through funding agreements and collaborative initiatives with Canadian Blood Services (CBS), provinces and territories, and other partners. Provincial and territorial governments, which have jurisdictional authority for the delivery of organ donation, and transplantation and the transfusion of blood and blood products, also provide funding to CBS and other partners. While the organs, tissues and blood program component focuses on improving the effectiveness of the system, the blood research and development activities supports protection from health risks associated with the use of biological products through evidence-based practices to ensure the safety and supply of the Canadian blood system.",0,1,0,0
"H","H-BVG00","BVG13","Promoting Minority Official Languages in the Health Care Systems",,"This program is designed to support the federal obligation to take positive measures to enhance the vitality of the Official Language Minority Communities (OLMCs) in Canada and to support and assist their development and foster the full recognition and use of both English and French in Canada. It also includes the Official Languages Health Contribution Program which fosters collaboration and innovation in the areas of recruitment, training, retention, networking, research, organization and support to the delivery of health services to French-speaking communities in provinces and territories other than Quebec and to English-speaking communities in the province of Quebec. The Program engages communities and health stakeholders to improve access to health care by increasing the supply of health professionals able to provide health services to OLMCs in their language of choice, and improving the provision of health services in both official languages.",0,1,0,0
