dept_code,type,name_en,name_fr,pa_last_year_5_auth,pa_last_year_5_exp,pa_last_year_4_auth,pa_last_year_4_exp,pa_last_year_3_auth,pa_last_year_3_exp,pa_last_year_2_auth,pa_last_year_2_exp,pa_last_year_1_auth,pa_last_year_1_exp
HRSD,c,Black-Led Philanthropic Endowment Fund,Fonds de dotation philanthropique dirigé par des Noirs,,,,,199476227.0,199476227.0,0.0,0.0,0.0,0.0
HRSD,c,Canadian Apprenticeship Strategy,Stratégie canadienne en matière d'apprentissage,,,,,8334997.0,7015610.0,0.0,0.0,0.0,0.0
HRSD,c,Contributions to support Indigenous engagement and capacity building activities,Contributions à l'appui des activités d'engagement et de renforcement des capacités des populations autochtones,,,,,,,,,500000.0,0.0
HRSD,g,"(S) Allowance payments (R.S.C., 1985, c. O-9)","(S) Versements d'allocations (L.R.C. (1985), ch. O-9)",572156858.0,572156858.0,528908824.0,528908824.0,575161168.0,575161168.0,608695612.46,608695612.46,631884378.3,631884378.3
HRSD,g,(S) Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities,(S) Paiements de Bons canadiens pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistré d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles,139813479.0,139813479.0,,,,,,,,
HRSD,g,(S) Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities (Canada Disability Savings Act),(S) Paiements de Subventions canadiennes pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistré d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles (Loi canadienne sur l'épargne-invalidité),406524376.0,406524376.0,654560901.0,654560901.0,644614313.0,644614313.0,683664324.08,683664324.08,862600479.5899999,862600479.5899999
HRSD,g,(S) Canada Education Savings grant payments to Registered Educations Savings Plan trustees on behalf of Registered Educations Savings Plan beneficiaries to encourage Canadians to save for post-secondary education for their children (Canada Education Savings Act),(S) Paiements de Subventions canadiennes pour l'épargne-études aux fiduciaires de régimes enregistrés d'épargne-études au nom des bénéficiaires des régimes enregistrés d'épargne-études afin d'encourager les Canadiens à épargner pour les études postsecondaires de leurs enfants (Loi canadienne sur l'épargne-études),1016678793.0,1016678793.0,1089549480.0,1089549480.0,1031795731.0,1031795731.0,1056760569.44,1056760569.44,1198830534.49,1198830534.49
HRSD,g,(S) Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families (Canada Education Savings Act),(S) Paiements de Bons d'études canadiens aux fiduciaires de régimes enregistrés d'épargne-études au nom des bénéficiaires des régimes enregistrés d'épargne-études afin d'appuyer l'accès à l'éducation postsecondaire des enfants de familles à faible revenu (Loi canadienne sur l'épargne-études),156403301.0,156403301.0,142304157.0,142304157.0,156645448.0,156645448.0,176013973.9,176013973.9,195700079.55,195700079.55
HRSD,g,(S) Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act,(S) Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la Loi fédérale sur l'aide financière aux étudiants,2920803871.0,2920803871.0,3154531139.0,3154531139.0,3367941806.0,3367941806.0,2674008982.68,2674008982.68,2584053454.26,2584053454.26
HRSD,g,(S) Energy Cost Benefit,(S) Prestation liées au coût de l'énergie,,,,,,,0.0,0.0,0.0,0.0
HRSD,g,"(S) Guaranteed Income Supplement Payments (R.S.C., 1985, c. O-9)","(S) Versements du Supplément de revenu garanti (L.R.C. (1985), ch. O-9)",13685088912.0,13685088912.0,14004834367.0,14004834367.0,16100638016.0,16100638016.0,18030935781.17,18030935781.17,18910375539.2,18910375539.2
HRSD,g,"(S) Old Age Security Payments (R.S.C., 1985, c. O-9)","(S) Versements de la Sécurité de la vieillesse (L.R.C. (1985), ch. O-9)",44382661808.0,44382661808.0,46221407443.0,46221407443.0,52737283412.0,52737283412.0,57444856822.3,57444856822.3,60648088711.1,60648088711.1
HRSD,g,"(S) Payments of compensation respecting government employees (R.S.C., 1985, c. G-5) and merchant seamen (R.S.C., 1985, c. M-6)","(S) Paiements d'indemnités à des agents de l'État (L.R.C. (1985), ch. G-5) et à des marins marchands (L.R.C. (1985), ch. M-6)",-55.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRSD,g,(S) Universal Child Care Benefit,(S) Prestation universelle pour la garde d'enfants,-684859.0,-684859.0,3699991.0,3699991.0,-1479517.0,-1479517.0,-4417107.15,-4417107.15,-3929369.71,-3929369.71
HRSD,g,"(S) Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employees who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility (Wage Earner Protection Program Act)","(S) Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité (Loi sur le programme de protection des salariés)",60577250.0,60577250.0,11688465.0,11688465.0,19150841.0,19150841.0,60443878.66,60443878.66,63409776.18,63409776.18
HRSD,g,Apprenticeship Grants,Subventions aux apprentis,79382749.0,60144359.0,88581000.0,86581000.0,62158117.0,57271000.0,0.0,0.0,0.0,0.0
HRSD,g,Enabling Accessibility Fund Small Projects Grant,Subventions pour des projets de petite envergure du Fonds pour l'accessibilité,20518480.0,20518480.0,77796335.0,77796335.0,77798896.0,77798896.0,20253284.0,20253283.92,24287143.0,24287143.0
HRSD,g,Grant for the Union Training and Innovation Program,Subvention pour la formation et l'innovation en milieu syndical,2197271.0,2197271.0,1597759.0,1397547.0,202382.0,2382.0,0.0,0.0,0.0,0.0
HRSD,g,Grants to non-profit organizations for activities eligible for support through the Social Development Partnerships Program,Subventions aux organismes sans but lucratif pour les activités admissibles à l'aide financière du Programme de partenariats pour le développement social,13956360.0,13776694.0,83031012.0,82631012.0,9656509.0,9656509.0,14069041.0,14069041.0,19383958.0,19383958.0
HRSD,g,"Grants to not-for-profit, for-profit, and Indigenous organizations, municipal, provincial and territorial governments for adult learning, literacy and essential skills","Subventions à des organismes sans but lucratif, à but lucratif, et autochtones, et aux gouvernements municipaux, provinciaux et territoriaux pour l'apprentissage, l'alphabétisation et l'acquisition de compétences essentielles pour les adultes",700000.0,0.0,12240667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRSD,g,Grants for the Organization for Economic Co-operation and Development,Subventions désignées à l'Organisation de coopération et de développement économiques,0.0,0.0,,,,,,,,
HRSD,g,New Horizons for Seniors Program,Programme Nouveaux Horizons pour les aînés,61183247.0,61183246.0,61317688.0,61317688.0,64131965.0,61085755.0,71313016.0,71313015.5,60273439.0,60273439.0
HRSD,g,Pathways to Education Canada Grant,Subvention Passeport pour ma réussite Canada,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0,9500000.0
HRSD,g,Sustainable Development Goals Funding Program,Programme de financement des objectifs de développement durable,4455246.0,4455246.0,281460.0,280851.0,100598.0,100000.0,100000.0,100000.0,2183851.0,2183851.0
HRSD,g,Support for Labour Market Information in Canada,Mesure de soutien pour l'information sur le marché du travail au Canada,1100000.0,1100000.0,1100000.0,1100000.0,1215000.0,1215000.0,1265000.0,1265000.0,1265000.0,1265000.0
HRSD,g,(S) Payments for the Canada Emergency Response Benefit pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements pour la Prestation canadienne d'urgence en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,40563570750.0,40563570750.0,,,,,0.0,0.0,0.0,0.0
HRSD,g,Canadian Benefit for Parents of Young Victims of Crime,Allocation canadienne aux parents de jeunes victimes de crimes,10000000.0,388980.0,8985293.0,361260.0,10000000.0,593190.0,10000000.0,728350.0,10000000.0,680000.0
HRSD,g,Reaching Home: Canada's Homelessness Strategy,Vers un chez-soi : la stratégie canadienne de lutte contre l'itinérance,2725938.0,2194534.0,6541985.0,6541985.0,,,,,,
HRSD,g,Investment Readiness Program,Programme de préparation à l'investissement,402624.0,402624.0,1772888.0,1772888.0,1722198.0,1722198.0,0.0,0.0,0.0,0.0
HRSD,g,Labour Funding Program,Programme de financement du travail,1803000.0,1803000.0,6803000.0,6803000.0,7303000.0,7303000.0,11385787.0,11385786.68,11885787.0,11885787.0
HRSD,g,Workplace Harassment and Violence Prevention Fund,Fonds pour la prévention du harcèlement et de la violence en milieu de travail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRSD,g,Strategic Engagement and Research Program,Programme de mobilisation stratégique des partenaires et de recherche,959500.0,959500.0,538000.0,538000.0,654000.0,654000.0,561616.0,561616.0,1012543.0,1012543.0
HRSD,g,Canada Emergency Student Benefit,Prestation canadienne d'urgence pour les étudiants,13955000.0,2154750.0,47811212.0,47811212.0,6274597.0,227740.0,2091532.0,135876.0,2091532.0,58842.0
HRSD,g,Canada Emergency Response Benefit,Prestation canadienne d'urgence,45304813.0,9729500.0,190206740.0,52170624.0,130000680.0,672700.0,43333560.0,4035145.0,43333560.0,1345915.0
HRSD,g,(S) One-time payment to persons with disabilities pursuant to An Act respecting further COVID-19 measures,(S) Paiement unique aux personnes handicapées en vertu de la Loi concernant des mesures supplémentaires liées à la COVID-19,787551598.0,787551598.0,26703600.0,26703600.0,-52700.0,-52700.0,-11100.0,-11100.0,-300.0,-300.0
HRSD,g,(S) Payments for additional support for Canadian seniors pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements pour un soutien supplémentaire pour les aînés canadiens en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,2454917600.0,2454917600.0,,,,,0.0,0.0,0.0,0.0
HRSD,g,"(S) Payments for the Canada Emergency Response Benefit pursuant to the Economic Statement Implementation Act, 2020",(S) Paiements pour la Prestation canadienne d'urgence en vertu de la Loi d'exécution de l'énoncé économique de 2020,0.0,0.0,,,,,0.0,0.0,0.0,0.0
HRSD,g,(S) Payments for the Canada Recovery Benefit pursuant to the Canada Recovery Benefits Act,(S) Paiements pour la Prestation canadienne de la relance économique en vertu de la Loi sur les prestations canadiennes de relance économique,14417284976.0,14417284976.0,13016862110.0,13016862110.0,-198662964.0,-198662964.0,-185178829.27,-185178829.27,-175372538.28,-175372538.28
HRSD,g,(S) Payments for the Canada Recovery Caregiving Benefit pursuant to the Canada Recovery Benefits Act,(S) Paiements pour la Prestation canadienne de la relance économique pour proches aidants en vertu de la Loi sur les prestations canadiennes de relance économique,1956732950.0,1956732950.0,2288081206.0,2288081206.0,103022853.0,103022853.0,-19878530.79,-19878530.79,-23767107.95,-23767107.95
HRSD,g,(S) Payments for the Canada Recovery Sickness Benefit pursuant to the Canada Recovery Benefits Act,(S) Paiements pour la Prestation canadienne de maladie pour la relance économique en vertu de la Loi sur les prestations canadiennes de relance économique,409425350.0,409425350.0,960888323.0,960888323.0,116334783.0,116334783.0,-7574497.98,-7574497.98,-6148702.91,-6148702.91
HRSD,g,(S) Payments for the New Horizons for Seniors Program expansion pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements pour l'élargissement du programme Nouveaux horizons pour les aînés en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,19048051.0,19048051.0,,,,,0.0,0.0,0.0,0.0
HRSD,g,(S) Benefit enhancement measures for the Employment Insurance Operating Account,(S) Amélioration des avantages accordés au Compte des opérations de l'assurance-emploi,27331431907.0,27331431907.0,-94724299.0,-94724299.0,-483349821.0,-483349821.0,-225844483.07,-225844483.07,-21212126.01,-21212126.01
HRSD,g,(S) Payments for the Canada Emergency Student Benefit pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements pour la Prestation canadienne d'urgence pour les étudiants en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,2944026750.0,2944026750.0,,,,,0.0,0.0,0.0,0.0
HRSD,g,Early Learning and Child Care Data and Research Program,Données sur l'apprentissage et la garde des jeunes enfants et programme de recherche,,,550000.0,272500.0,842500.0,240000.0,869431.0,726943.63,378497.0,371615.96
HRSD,g,One-Time Payment for Guaranteed Income Supplement Recipients who received Pandemic Benefits,Paiement unique pour les bénéficiaires du Supplément de revenu garanti ayant reçu des prestations de pandémie,,,16000000.0,13744111.0,747500000.0,730828249.0,0.0,0.0,0.0,0.0
HRSD,g,(S) Payments for the Canada Worker Lockdown Benefit pursuant to the Canada Worker Lockdown Benefit Act,(S) Paiements pour la prestation canadienne pour les travailleurs en cas de confinement en vertu de la Loi sur la prestation canadienne pour les travailleurs en cas de confinement,,,910429878.0,910429878.0,3038371.0,3038371.0,-2565470.04,-2565470.04,-2609201.93,-2609201.93
HRSD,g,"(S) Supplementary payment to seniors (OAS 75+) pursuant to the Budget Implementation Act, 2021, No. 1",(S) Paiement supplémentaire aux personnes âgées (Sécurité de la vieillesse 75 ans et plus) en vertu de la Loi no 1 d'exécution du budget de 2021,,,1679427560.0,1679427560.0,621825.0,621825.0,-52700.0,-52700.0,-20000.0,-20000.0
HRSD,g,"(S) Payment to the Government of Quebec to align the Quebec parental insurance plan with temporary employment insurance measures pursuant to the Budget Implementation Act, 2021, No. 1",(S) Paiement au gouvernement du Québec destiné à harmoniser le Régime québécois d'assurance parentale avec les mesures temporaires apportées à l'assurance-emploi en vertu de la Loi no 1 d'exécution du budget de 2021,,,130300000.0,130300000.0,,,0.0,0.0,0.0,0.0
HRSD,g,Canadian Apprenticeship Strategy,Stratégie canadienne en matière d'apprentissage,,,,,43504322.0,23871136.0,96770773.0,83700604.0,98874321.0,82960431.0
HRSD,g,(S) Payments for the Canada Student Service Grant pursuant to the Public Health Events of National Concern Payments Act,(S) Paiements de la Bourse canadienne pour le bénévolat étudiant en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,,,,,,,0.0,0.0,0.0,0.0
HRSD,o,Payments to provinces and territories for the purpose of Early Learning and Child Care,Paiements aux provinces et aux territoires aux fins de l'apprentissage et la garde des jeunes enfants,399347694.0,399347694.0,1119347694.0,942685251.0,5190359975.0,5190359972.0,5613345183.0,6179192877.0,7208049648.0,7208049648.0
HRSD,o,Payments to provinces and territories to deliver employment programs and services under the Canada Job Fund and under the Labour Market Agreements,Paiements aux provinces et aux territoires pour la prestation de programmes et de services d'emploi dans le cadre du Fonds canadien pour la création d'emplois et dans le cadre des Ententes sur le marché du travail,,,,,,,0.0,0.0,0.0,0.0
HRSD,o,Payments to provinces and territories under the Multilateral Framework for Labour Market Agreements for Persons with Disabilities,Paiements aux provinces et aux territoires en vertu du Cadre multilatéral pour les ententes sur le marché du travail visant les personnes handicapées,,,,,,,0.0,0.0,0.0,0.0
HRSD,o,Workforce Development Agreement,Ententes sur le développement de la main-d'oeuvre,922000000.0,922000000.0,922000000.0,922000000.0,922000000.0,922000000.0,922000000.0,922000000.0,722733435.0,722733435.0
HRSD,o,"(S) Payments to provinces and territories for early learning and child care pursuant to the Budget Implementation Act, 2021, No. 1",(S) Paiements aux provinces et aux territoires destinés à l'apprentissage et à la garde de jeunes enfants en vertu de la Loi no 1 d'exécution du budget de 2021,,,2648082433.0,2648082433.0,,,0.0,0.0,0.0,0.0
HRSD,o,Payments to provinces and territories for the National School Food Program,Paiements aux provinces et aux territoires pour le Programme national d'alimentation dans les écoles,,,,,,,,,19935.0,19935.0
HRSD,o,"(S) Payments under bilateral agreements for a national school food program (Budget Implementation Act, 2024, No. 1, Section 154)","(S) Paiements en vertu des accords bilatéraux pour un programme national dalimentation dans les écoles (Loi no 1 dexécution du budget de 2024, article 154)",,,,,,,,,70100000.0,70100000.0
INAC,c,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources, and promoting scientific development","Contributions pour promouvoir l'utilisation sécuritaire, le développement, la conservation et la protection des ressources naturelles du Nord, ainsi que le développement scientifique",152012976.0,140015688.0,162988851.0,125349062.0,81364181.0,80943061.0,108376852.0,102521549.35,102988277.64,98843605.28
INAC,c,"Contributions to support Indigenous governments and institutions, and to build strong governance","Contributions pour appuyer les gouvernements et les institutions autochtones, et pour bâtir une gouvernance solide",51730303.0,51730303.0,76271532.0,76271532.0,48475060.0,48475060.0,64411129.0,64411129.0,62824611.04,62824611.04
INAC,c,Contribution to support access to healthy foods in isolated northern communities,Contribution pour appuyer l'accès aux aliments sains dans les collectivités isolées du Nord,117487312.0,117487312.0,137161127.0,137127828.0,151246123.0,133781970.0,145906120.0,145906120.0,153976177.6,153976177.6
INAC,c,Contributions for the purpose of consultation and policy development,Contributions au titre des consultations et de l'élaboration des politiques,45319908.0,44223043.0,116014435.0,80282517.0,136203816.0,132938465.0,56807942.0,56797942.03,52572495.88,50562025.88
INAC,c,Contributions to promote social and political development in the North and for Northerners,Contributions pour promouvoir le développement social et politique dans le Nord et pour les résidents du Nord,81045196.0,80951196.0,16490068.0,16285100.0,16227110.0,16227110.0,35727775.0,35727774.37,20888120.77,20888120.77
INAC,c,Contributions to support the basic organizational capacity of Indigenous representative organizations,Contributions pour appuyer la capacité organisationnelle de base des organismes représentant les Autochtones,31450097.0,31450097.0,31708875.0,31708875.0,31398247.0,31398246.0,31708875.0,31708875.0,31708875.0,31708875.0
INAC,c,Contributions to support the construction and maintenance of community infrastructure,Contributions pour appuyer la construction et l'entretien des infrastructures communautaires,42315093.0,42315093.0,11680564.0,11923728.0,11219000.0,11219000.0,0.0,0.0,0.0,0.0
INAC,c,"Contributions to support the negotiation and implementation of Treaties, Claims and self-government agreements or initiatives","Contributions pour appuyer la négociation et la mise en œuvre d'ententes ou d'initiatives de traités, de revendications et d'autonomie gouvernementale",450962332.0,447898063.0,461726546.0,456226546.0,491158590.0,481785963.0,503441318.0,498495821.13,796733682.07,777562459.07
INAC,c,Federal Interlocutor's Contribution Program,Programme de contributions de l'interlocuteur fédéral,45336099.0,45336099.0,63428264.0,61925414.0,154122630.0,154122630.0,67149918.0,67149917.99,136359648.19,75182024.19
INAC,c,"Transfer payments to the Government of Yukon for the care and maintenance, remediation and management of the closure of contaminated sites in Yukon","Paiements de transfert au gouvernement du Yukon pour la préservation et l'entretien, l'assainissement et la gestion de la fermeture des sites contaminés au Yukon",2770957.0,2770957.0,2882306.0,2882306.0,32176541.0,1702044.0,770104.0,770103.82,7080591.43,7080591.43
INAC,c,Transfer payments to the Government of Yukon for the remediation of the Marwell Tar Pit Site to support the Contaminated Sites Program,Paiements de transfert au gouvernement du Yukon pour la restauration de la fosse de bitume de Marwell dans le cadre du Programme des sites contaminés,70000.0,70000.0,,,,,,,,
INAC,c,Contributions to support the Indigenous Nation Rebuilding Initiatives,Contributions pour appuyer l'initiative de reconstruction des nations autochtones,19076295.0,19076295.0,12908052.0,12908052.0,18181395.0,13728875.0,9662607.0,9662607.0,0.0,0.0
INAC,c,Contributions to support Métis housing,Contributions pour appuyer le logement des Métis,51250000.0,51250000.0,51100000.0,51100000.0,56192560.0,56192560.0,58677624.0,58677624.0,0.0,61177624.0
INAC,c,(S) Climate Action Support,(S) Paiements visant à appuyer la lutte contre les changements climatiques,,,,,,,0.0,0.0,0.0,0.0
INAC,c,(S) Contributions to support access to healthy foods in isolated northern communities,(S) Contributions pour appuyer l'accès aux aliments sains dans les collectivités isolées du Nord,25000000.0,25000000.0,,,,,,,0.0,0.0
INAC,c,Contributions to support the establishment and revitalization of cultural spaces in Indigenous communities,Contributions visant à soutenir la création et la revitalisation d'espaces culturels dans les communautés autochtones,,,28350588.0,8350588.0,112135583.0,112135583.0,0.0,0.0,0.0,0.0
INAC,c,"Contribution to support the wellbeing of families and survivors of Missing and Murdered Indigenous Women and Girls and Two-Spirit, lesbian, gay, bisexual, transgender, queer, questioning, intersex and asexual+ people","Contributions pour le bien-être des familles et des survivantes et survivants des femmes, des filles et des personnes bispirituelles, lesbiennes, gaies, bisexuelles, transgenres, queer, en questionnement, intersexes, androgynes et asexuelles+ autochtones disparues et assassinées",,,3587060.0,3587059.0,6201407.0,6201407.0,3583907.0,3583906.42,2777252.0,2777252.0
INAC,c,Contributions to address the legacy of residential schools,Contributions visant à aborder l'héritage des pensionnats indiens,,,,,59857998.0,0.0,101020526.0,101020526.0,60689004.0,60689004.0
INAC,c,Contributions for Métis Nation Early Learning Child Care,Contributions pour la Nation métisse pour lapprentissage et la garde de jeunes enfants,,,,,,,98826418.0,98826418.0,137367716.0,137367716.0
INAC,c,"(S) Engagement on a pilot Project for the creation of a Red Dress Alert (Budget Implementation Act, 2024, No 1, Section 264)","(S) Mobilisations sur un projet pilote visant la création dune alerte robe rouge (Loi no 1 dexécution du budget de 2024, section 264)",,,,,,,,,1103200.0,1103200.0
INAC,g,(S) Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Claim Settlement Acts,(S) Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des lois sur le règlement des revendications territoriales globales,20569162.0,20569162.0,5063955.0,5063955.0,5201030.0,5201030.0,5380239.65,5380239.65,5047917.08,5047917.08
INAC,g,(S) Indian Annuities Treaty payments (Indian Act),(S) Rentes versées aux Indiens – Paiements en vertu de traités (Loi sur les Indiens),,,,,,,0.0,0.0,0.0,0.0
INAC,g,Grant to the First Nations Finance Authority pursuant to the First Nations Fiscal Management Act,Subvention accordée à l'Administration financière des Premières Nations en vertu de la Loi sur la gestion financière des Premières Nations,500000.0,500000.0,500000.0,500000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
INAC,g,"Grants for the Political Evolution of the Territories, particularly as it pertains to Devolution","Subvention pour l'évolution politique des territoires, particulièrement en ce qui concerne le transfert des responsabilités",21200036.0,20885566.0,71450025.0,71104224.0,8595836.0,8238468.0,8643673.0,8297872.51,33360735.56,32954934.56
INAC,g,"Grants to First Nations to settle specific claims negotiated by Canada and/or awarded by the Specific Claims Tribunal, and to Indigenous groups to settle special claims","Subventions aux Premières Nations pour le règlement de revendications particulières négocié par le Canada ou imposé par le Tribunal des revendications particulières, et aux groupes autochtones pour le règlement des revendications spéciales",2154487057.0,1738084279.0,1585739243.0,386908348.0,4904762339.0,3556998173.0,11409851960.0,2787365500.96,10281158290.95,8313650447.4
INAC,g,Grants to implement comprehensive land claims and self-government agreements and other agreements to address Section 35 Rights,Subventions pour la mise en œuvre des ententes sur les revendications territoriales globales et l'autonomie gouvernementale et autres ententes visant à régler les droits découlant de l'article 35,853945087.0,842052678.0,1166299840.0,1166299840.0,1909054255.0,1878534219.0,1896466195.0,1834366350.23,1772037900.78,1748519150.78
INAC,g,Grants to participating First Nations and the First Nation Education Authority pursuant to the First Nations Jurisdiction over Education in British Colombia Act,Subvention aux Premières Nations participantes et à l'Autorité scolaire des Premières Nations en vertu de la Loi sur la compétence des Premières Nations en matière d'éducation en Colombie-Britannique,600000.0,392155.0,1532200.0,1532200.0,0.0,0.0,,,,
INAC,g,Grants to the Government of the Northwest Territories and the Government of Nunavut for health care of Indians and Inuit,Subventions au gouvernement des Territoires du Nord-Ouest et au gouvernement du Nunavut pour les services de santé dispensés aux Indiens et aux Inuits,58848000.0,58848000.0,60025000.0,60025000.0,61226000.0,61226000.0,62451000.0,62451000.0,63700000.0,63700000.0
INAC,g,Grant to support the Giant Mine Oversight Board and research for arsenic trioxide,Subvention pour appuyer le Conseil de surveillance de la mine Giant ainsi que la recherche sur le trioxyde d'arsenic,985784.0,972385.0,958771.0,958771.0,1005752.0,1005752.0,1075632.0,1075632.0,1096601.0,1096601.0
INAC,g,"Grants to land claim organizations, self-government agreement holders and First Nations organizations to support harvesting of country foods and Grants to Northern Communities in support of market food access","Subventions aux organisations chargées des revendications territoriales, aux signataires d'accords sur l'autonomie gouvernementale et aux organisations des Premières Nations pour soutenir la récolte d'aliments traditionnels et Subventions aux collectivités du Nord à l'appui de l'accès aux aliments offerts sur le marché",8000000.0,8000000.0,8000000.0,8000000.0,72526000.0,71507434.0,41496516.0,41496516.0,40263000.0,40263000.0
INAC,g,Grant to the Qikiqtani Inuit Association to establish the Saimaqatigiingniq Fund,Subvention à l'Association inuite du Qikiqtani pour établir le Fonds spécial Saimaqatigiingniq,,,25000000.0,25000000.0,,,19200000.0,19200000.0,0.0,0.0
INAC,g,Grants to reimburse treaty negotiation loans to Indigenous groups who have settled a comprehensive land claim,Subventions pour le remboursement de prêts relatifs aux négociations des traités aux groupes autochtones ayant conclu une entente sur les revendications territoriales globales,98173878.0,94135251.0,94135251.0,94135251.0,94135251.0,94135251.0,94135251.0,94135250.78,94135250.8,94135250.8
INAC,g,Grant under the Innovative Solutions Canada program,Subvention au programme Solutions innovatrices Canada,779530.0,0.0,1169295.0,0.0,1169295.0,0.0,779530.0,460876.5,779530.0,0.0
INAC,g,"(S) Grants to the governments of the Northwest Territories and Nunavut for the health care of Indigenous people and Grants to the governments of the Northwest Territories, Nunavut and Yukon for emergency response to the global 2020 COVID-19 pandemic","(S) Subventions aux gouvernements des Territoires du Nord-Ouest et du Nunavut pour les services de santé dispensés aux populations autochtones et subventions aux gouvernements des Territoires du Nord-Ouest, du Nunavut et du Yukon pour les mesures d'urgence dans le cadre de la pandémie mondiale de COVID-19 de 2020 ",89900000.0,89900000.0,,,,,0.0,0.0,0.0,0.0
INAC,g,Grants to Promote Social and Political Development in the North and for northerners,Subventions pour promouvoir le développement social et politique dans le Nord et pour les habitants du Nord,,,30000000.0,30000000.0,78000000.0,78000000.0,75000000.0,75000000.0,8930488.64,8930488.64
INAC,g,Grant to the Métis Nation British Columbia from the Indigenous Community Infrastructure Fund,Subvention à la Nation Métisse de la Colombie-Britannique provenant du Fonds d'infrastructure aux communautés autochtones,,,2693904.0,2693904.0,6905793.0,6905793.0,7679248.0,7679248.0,7728344.88,7728344.88
INAC,g,"Grants for promoting the safe use, development, conservation and  protection of the North's natural resources, and promoting  scientific development","Subventions pour promouvoir l'utilisation sécuritaire, le développement, la conservation et la protection des ressources naturelles ainsi que le développement scientifique dans le Nord",,,,,12614518.0,9314450.0,13867995.0,13867995.0,2468412.77,2468412.77
INAC,g,Grant to the University of Manitoba to support the construction of  the National Centre for Truth and Reconciliation's new headquarters,Subvention à l'Université du Manitoba pour appuyer la construction du nouveau siège social du Centre national pour la vérité et la réconciliation,,,,,59665068.0,59665068.0,0.0,0.0,0.0,0.0
INAC,g,Grants to Universities and Indigenous Institutions for the Purpose  of Research Related to Food Security and its Causal Factors,Subventions aux universités et aux établissements autochtones aux fins de la recherche sur la sécurité alimentaire et ses facteurs causaux,,,,,700000.0,700000.0,585050.0,585050.0,750000.0,42900.0
INAC,g,Grant to Makivik Corporation (Makivvik) for the establishment of a reconciliatory response to the Nunavik Dog Slaughter,Subvention à la Société Makivik (Makivvik) pour l'établissement de la réponse réconciliatrice à l'abattage de chiens au Nunavik,,,,,,,,,25000000.0,25000000.0
INAC,g,Grant to the Government of Manitoba to support a search of the Prairie Green Landfill,Subvention au gouvernement du Manitoba pour soutenir une recherche sur la décharge de Prairie Green,,,,,,,,,20000000.0,20000000.0
INDSC,c,(S) Contributions related to the Canada Community-Building Fund (Keeping Canada's Economy and Jobs Growing Act),(S) Contributions relatives au Fonds pour le développement des collectivités du Canada (Loi sur le soutien de la croissance de l'économie et de l'emploi au Canada),29684113.0,29684113.0,60717505.0,60717505.0,31033390.0,31033390.0,32382667.34,32382667.34,31842443.0,31842443.0
