"measure_id","org_id","description_en","description_fr"
45,122,"Budget 2019 allocated $333.7 million over five years, starting in 2019-2020, for the preservation, promotion and revitalization of Indigenous languages. $115.7 million per year ongoing has also been proposed to support the implementation of the proposed Indigenous Languages Act.  One of the purposes of the Act is to establish measures to facilitate the provision of adequate, sustainable and long-term funding for the reclamation, revitalization, maintenance and strengthening of Indigenous languages. The goal will be to provide funding directly to Indigenous Governments, Indigenous organizations and Indigenous communities to support the objectives and purposes of the Act. The funding would be used by communities based on their priorities.","Le budget de 2019 a fourni 333,7 millions de dollars sur cinq ans, à compter de 2019-2020, pour la préservation, la protection et la revitalisation des langues autochtones. Un montant de 115,7 millions de dollars par an à été également proposé pour soutenir la mise en œuvre de la loi proposée sur les langues autochtones. L’un des buts de la loi est de mettre en place des mesures pour faciliter le financement adéquat, durable et à long terme de la réappropriation, de la revitalisation, du maintien et du renforcement des langues autochtones.  L’objectif est de fournir le financement directement aux gouvernements, organisations et collectivités autochtones à l’appui des objectifs et des buts de la loi."
46,71,"Funding was proposed for the Canadian Human Rights Commission (CHRC) to implement a modern and streamlined case management system.  The new integrated system will improve the efficiency of the complaints process under the Canadian Human Rights Act thereby contributing to better access to justice for Canadians. The system will also better support the CHRC’s employment equity program towards equality in federally regulated workplaces for designated group members.  In addition, the system will be leveraged to administer the requirements of the new Pay Equity Act and Bill C-81 - the Accessible Canada Act.  This is in line with Government priorities both in terms of advancing human rights, and facilitating the digitization of services to Canadians.  ","Un financement a été proposé pour la Commission canadienne des droits de la personne (CCDP) pour la mise en œuvre d'un système de gestion des cas moderne et rationalisé. Le nouveau système intégré améliorera l'efficience du processus de traitement des plaintes en vertu de la Loi canadienne sur les droits de la personne, ce qui contribuera à améliorer l'accès à la justice pour les Canadiens.  Le système permettra de mieux appuyer le programme d’équité en matière d’emploi de la CCDP vers l’égalité dans les milieux de travail de compétence fédérale pour les membres des groupes désignés. De plus, le système sera mis à profit pour gérer les exigences de la nouvelle Loi sur l'équité salariale et du projet de loi C-81 – la Loi canadienne sur l'accessibilité. Cela est conforme aux priorités du gouvernement afin de promouvoir les droits de la personne et de faciliter la numérisation des services destinés aux Canadiens."
47,94,"CSIS has experienced unprecedented changes to requirements and expectations related to operational compliance with legal obligations and the protection of Canadians’ privacy rights.  As a result, CSIS must ensure its IT infrastructure and related policies are enabling its employees to be compliant, and that compliance is achieved consistently across the organization.  CSIS’ IT infrastructure was not built to support contemporary collection and retention requirements, as determined by the Federal Court and noted by independent review bodies.  CSIS will develop and deploy a Case Management System, which will address warrant requirements, and will also provide CSIS a foundation to address future compliance requirements.  CSIS will create the necessary protocols and mechanisms to ensure all data collected under s.21 of the CSIS Act (warrants) is fully attributed at, or near, the point of collection and then ensure it is properly life-cycled managed.","Le SCRS fait face à des changements imprévus sans précédent reliés aux conditions et attentes de conformité opérationnelle liés aux obligations juridiques, ainsi que la protection des droits de la vie privée des Canadiens. En conséquence, SCRS doit s'assurer que son infrastructure technologique et politiques permettent à ses employés d'être conformes, et que la conformité est réalisée uniformément à travers l'organisation.  L'infrastructure technologique du SCRS n'a pas été construite pour soutenir les nouvelles exigences de collection et de conservations, qui ont été déterminé par la cour fédérale ainsi que des organismes de contrôle indépendants.  Le SCRS va développer un système de gestion de cas qui adressera les conditions de mandat, et fournira également une fondation pour adresser les besoins futurs de conformité. Le SCRS créera les protocoles et mécanismes nécessaires pour assurer que toutes données rassemblées sous s.21 de la loi du SCRS (mandats) est entièrement attribuable à, ou près, au point de collecte ainsi qu’à toute les étapes du traitement."
48,117,"Through Budget 2019, CSC has secured additional funding to maintain operations for 2019-2020 (one year only).  Specifically, Budget 2019 provides resources for CSC to address pressures resulting from collective agreements ($37.0M), legal services/litigation ($18.5M), Workers Compensation Benefits ($24.0M), services to Not Criminally Responsible individuals at CSC’s Shepody Healing Centre ($0.9M), as well as statutory amounts related to the funded items above ($14.6M).","Dans le budget de 2019, le SCC a obtenu des fonds supplémentaires pour maintenir ses activités en 2019-2020 (un an seulement). Plus précisément, le budget de 2019 prévoit des ressources pour permettre au SCC de faire face aux pressions résultant des conventions collectives (37,0 M$), des services juridiques / litiges (18,5 M$), des indemnités pour accidents du travail (24,0 M$), des services rendus par le Centre de guérison Shepody du SCC aux personnes qui reçoivent un verdict de non-responsabilité criminelle (0,9 M$), ainsi que les montants statutaires liés aux éléments financés ci-dessus (14,6 M$)."
49,118,"Supporting the Delivery of Justice through the Courts Administration Service (CAS) includes funding for two separate items: Montreal Office relocation and Translation of court decisions  Montreal is the federal Courts' third-largest location. The federal Courts and CAS currently occupy a leased building. Public Services and Procurement Canada (PSPC) has determined that it would be more economical over the long-term to purchase land and construct a new Crown-owned building for the Courts and CAS. Relocation is planned for January 2023. Funding in this Budget measure is to cover CAS’s portion of the project, including the additional costs for fit-up of special purpose judicial space.  This Budget measure also includes $1.7M in funding to support the translation of more court decisions within a reasonable timeframe. This measure essentially renews and augments previous funding of $1M per year that sunset at the end of 2018-19.","Le soutien à la prestation de la justice par l'intermédiaire du Service administratif des tribunaux judiciaires (SATJ) inclut deux initiatives distinctes : le déménagement du bureau de Montréal et la traduction des décisions de la Cour.  Le bureau de Montréal est le troisième plus grand emplacement des cours fédérales. Les cours fédérales et le SATJ sont présentement dans un édifice loué. Services publics et Approvisionnement Canada (SPAC) a déterminé qu'il serait avantageux à long terme d'un point de vue économique de procurer un terrain et y bâtir un édifice appartenant à la Couronne pour les cours et le SATJ. Le déménagement est prévu pour janvier 2023. Le financement dans cette mesure budgétaire sert à couvrir la portion des coûts attribués au SATJ qui inclut les coûts accrus associés à l'aménagement de l'espace réservé à des fins particuliers (judiciaire).   Cette mesure budgétaire inclut aussi 1,7 million de dollars en financement pour appuyer la traduction de plus de décisions des cours dans un délai jugé raisonnable. Cette mesure est essentiellement le renouvellement avec un supplément du financement temporalisé obtenu dans le passé de 1 million de dollars qui terminait en 2018-2019."
50,129,"The Government is committed to advancing reconciliation with Indigenous Peoples and to redressing past wrongs related to Canada’s failure to discharge its legal obligations to First Nations. The specific claims process helps right past wrongs and address longstanding grievances of First Nations through a voluntary process to seek resolution of claims through negotiations, rather than through the court system. To support negotiated settlements of specific claims in a timely way, Budget 2019 proposes to renew and replenish funding for the Specific Claims Settlement Fund and proposes to provide additional support to First Nations to help research and develop their claims.","Le gouvernement est résolu à faire progresser la réconciliation avec les peuples autochtones et à réparer les torts du passé liés au manquement, par le Canada, du respect de ses obligations légales envers les Premières Nations. Le processus de règlement de revendications particulières contribue à la réparation des torts commis dans le passé et répond aux griefs de longue date des Premières Nations au moyen d’un processus volontaire visant à régler les revendications dans le cadre de négociations plutôt que devant les tribunaux. Afin de soutenir le règlement négocié des revendications particulières en temps opportun, le budget de 2019 propose de renouveler et de reconstituer le financement du Fonds de règlement des revendications particulières, et propose également de fournir un soutien supplémentaire aux Premières Nations afin de les aider à effectuer de la recherche et à élaborer leurs revendications."
51,129,"As Canada seeks to renew nation-to-nation relationships and implement the United Nations Declaration on the Rights of Indigenous Peoples, tools to facilitate meaningful  engagement and consultation with Indigenous communities and organizations are increasingly essential. A Whole-of-Government approach to implementing Section 35 rights within the Constitution requires continued focus on how best to coordinate  federal efforts. This funding allows for: The continuation of consultation supports for Indigenous Peoples to manage consultation processes, specifically to deliver on existing commitments with consultation protocol and resource centre agreement holders.","Au moment où le Canada cherche à renouveler ses relations de nation à nation et à mettre en œuvre la Déclaration des Nations Unies sur les droits des peuples autochtones, les outils utilisés pour permettre un engagement et des consultations significatives avec les communautés et organisations autochtones sont de plus en plus essentiels. Une approche pangouvernementale pour la mise en œuvre des droits énoncés à l'article 35 de la Constitution exige une concentration continue sur la meilleure façon de coordonner les efforts fédéraux. Ce financement permet de : continuer à soutenir les peuples autochtones dans la gestion des processus de consultation, plus spécifiquement par le financement nécessaire pour maintenir les engagements liés aux protocoles de consultation et ceux avec les détenteurs d’entente pour les centres de ressources. "
52,129,"The Truth and Reconciliation Commission's Final Report included specific Calls to Action for ongoing healing and reconciliation, which the Government of Canada has committed to addressing. Calls to Action 72 to 76 relate to the dark reality that a number of Indigenous children died or went missing while attending Indian Residential Schools. As per the Calls to Action, the Government of Canada will seek to partner with relevant parties, including but not limited to Survivors, Indigenous organizations, and the National Centre for Truth and Reconciliation. The National Centre was established by the Truth and Reconciliation Commission pursuant to the Settlement Agreement as a research centre to preserve and archive the extensive material collected by the Commission.","Le rapport final de la Commission de vérité et réconciliation comprenait des appels à l'action spécifiques en faveur de la guérison et de la réconciliation en cours, auxquels le gouvernement du Canada s'est engagé à répondre. Les appels à l'action 72 à 76 sont liés à la sombre réalité qu'un certain nombre d'enfants autochtones sont morts ou sont disparus pendant qu'ils fréquentaient des pensionnats indiens. Conformément aux appels à l'action, le gouvernement du Canada cherchera à établir un partenariat avec les parties concernées, y compris, sans toutefois s'y limiter, les survivants, les organisations autochtones et le Centre national pour la vérité et la réconciliation.  Le Centre national a été créé par la Commission de vérité et réconciliation en vertu de la Convention de règlement en tant que centre de recherche afin de préserver et d'archiver les nombreux documents recueillis par la Commission."
53,129,"In support of the advancement of the Truth and Reconciliation Commission's Call to Action 66, and to help ensure that the voices of First Nations, Inuit and Métis youth are heard, funding is being provided for a three year pilot program delivered by Canadian Roots Exchange. Funding will support the establishment of a distinctions-based national network of Indigenous youth, help ensure that Government of Canada policies and programs are informed by the diverse voices of Indigenous youth, and provide support to community events and gatherings for Indigenous youth and reconciliation-focused community based Indigenous youth activities.","Pour appuyer l'avancement de l'appel à l'action 66 de la Commission de vérité et réconciliation, et afin de favoriser l'inclusion des voix des jeunes des Premières Nations, des Inuits et des Métis sont entendues, le financement sera fourni pour un programme pilote visant les jeunes autochtones fournit par Échanges Racines Canadiennes. Le financement soutiendra l’établissement d’un réseau national de jeunes autochtones fondé sur les distinctions, aidera à veiller à ce que les politiques et les programmes du gouvernement du Canada soient fondés sur les voix diverses des jeunes autochtones et offrira un soutien pour ce qui est des activités et des rassemblements communautaires visant les jeunes autochtones ainsi que des activités communautaires axées sur la réconciliation et fondées sur les jeunes autochtones."
54,129,"The Government of the Northwest Territories will commence the development phase  of the Taltson Hydroelectricity Project, which has the potential to significantly reduce the cost of electricity production and could therefore make the mining industry more competitive. The Taltson project would provide 60 megawatts of hydroelectricity on an already developed river (Taltson River), with power generation commencing within five to ten years. The project could also attract new investments, with the potential for new employment opportunities for all northerners.  Partnerships with Indigenous groups are expected.","Le gouvernement des Territoires du Nord-Ouest entreprendra la phase de pré-développement du projet hydroélectrique de Taltson. Ce dernier a le potentiel de réduire considérablement le coût de production d’électricité et pourrait donc rendre l’industrie minière plus compétitive. Le projet de Taltson fournirait 60 mégawatts d’hydroélectricité sur une rivière déjà aménagée (rivière Taltson), et la production d’électricité commencerait d’ici cinq à dix ans. Le projet pourrait également attirer de nouveaux investissements et offrir de nouvelles possibilités d’emploi à tous les habitants du Nord. Des partenariats avec les groupes autochtones sont anticipés."
55,129,"This investment, through the Community Opportunity Readiness Program, will help First Nations and Inuit communities to develop or expand existing Indigenous-led businesses.  Building on Budget 2016 investments to support the Métis Nation in developing an economic development strategy, Budget 2019 will enhance the funding of the Métis Capital Corporations to support the start-up and expansion of Métis small and medium-sized enterprises.","Cet investissement, dans le cadre du Programme de préparation des collectivités aux possibilités économiques, aidera les communautés inuites et des Premières Nations à créer des entreprises ou à élargir des entreprises existantes dirigées par des Autochtones.  Faisant fond sur les investissements réalisés dans le budget de 2016 afin d’élaborer une stratégie de développement économique de la Nation métisse, le budget de 2019 augmentera le financement accordé aux sociétés métisses de financement pour soutenir le démarrage et l’expansion de petites et moyennes entreprises métisses."
56,124,"Budget 2019 announced the Minister of Finance’s intention to appoint a governance council to support the Agency in becoming a world leader in financial consumer protection. The Council will guide FCAC in its expanded mandate and promote the confidence of Canadians in our financial consumer protection system.","Le budget 2019 a annoncé l’intention du ministre des Finances de nommer un conseil de gouvernance afin d’aider l’Agence à devenir un chef de file mondial dans le domaine de la protection des consommateurs de produits et services financiers. Le conseil orientera l’ACFC dans la réalisation de son mandat élargi et accroîtra la confiance qu’ont les Canadiens envers le système de protection des consommateurs."
57,124,"In keeping with its evidence-based approach to policy development, the Government proposed in Budget 2019 to provide $150,000 over three years to the National Pension Hub to support pension research focused on improving retirement savings outcomes for Canadians and developing solutions to pension challenges.","Conformément à son approche fondée sur les données probantes relatives à l’élaboration de politiques, le gouvernement a proposé dans le budget de 2019 de verser une somme de 150 000 $ sur trois ans au National Pension Hub en vue d’appuyer la recherche en matière de pension axée sur l’amélioration des résultats d’épargne-retraite pour les Canadiens et sur l’élaboration de solutions aux défis liés aux pensions."
58,132,"Navigating Canada's complex legal system can be daunting. Canadians deserve to have access to information and services that help them understand and exercise their legal rights. Across Canada, Public Legal Education and Information (PLEI) organizations provide people who may face barriers to accessing justice with services to better understand their legal rights. PLEI materials and activities provided by PLEI organizations assist the public in understanding the law, their rights and obligations, the Canadian justice system, and how they might deal with their legal matter. The new resources announced in Budget 2019 will support the ongoing work of Public Legal Education and Information organizations across Canada while building on previous investments.","Il peut être difficile de naviguer dans le système juridique complexe du Canada. Les Canadiens méritent d’avoir accès aux renseignements et aux services qui les aident à comprendre et à exercer leurs droits. Dans tout le pays, les organismes de vulgarisation et d’information juridiques (VIJ) offrent des services aux personnes qui ont de la difficulté à avoir accès à la justice afin qu’ils comprennent mieux le droit en général, leurs droits et obligations, le système de justice canadien et la façon dont elles peuvent gérer leurs problèmes juridiques. Les nouvelles ressources annoncées dans le budget de 2019 appuieront les travaux continus des organismes de VIJ dans l’ensemble du Canada tout en tirant parti des investissements antérieurs."
59,128,"Budget 2019 proposes new funding of $1 million per year from 2019–20 to 2023–24 for ESDC to support the hiring of additional mediators to strengthen the Federal Mediation and Conciliation Service’s overall advisory capacity.","Dans le budget de 2019, le gouvernement propose un nouveau financement de 1 million de dollars par année, de 2019-2020 à 2023-2024, pour embaucher des médiateurs supplémentaires afin de renforcer la capacité générale de consultation du Service fédéral de médiation et de conciliation."
60,128,"To improve seniors’ quality of life, and to better promote seniors’ participation and inclusion in their communities, Budget 2019 proposes to provide additional funding of $100 million over 5 years, with $20 million per year ongoing, for the New Horizons for Seniors Program.","Pour améliorer la qualité de vie des aînés et mieux promouvoir la participation des aînés et leur inclusion dans leurs communautés, le gouvernement propose, dans son budget de 2019, d’octroyer un financement supplémentaire de 100 millions de dollars sur cinq ans, et de 20 millions de dollars par année par la suite, au programme Nouveaux Horizons pour les aînés."
61,128,"Budget 2019 proposes $40 million over 4 years, beginning in 2020–21, and $10 million per year ongoing to enable Skills Canada to continue to encourage and support a coordinated approach to promoting skilled trades and technologies to young people through skills competitions and by providing resources to better equip them in the skilled trades. It will also create a national campaign to promote the skilled trades as a first-choice career for young people, to change the perception around careers in the skilled trades, and promote their merits, with funding of $6 million over two years, starting in 2019–20. ","Dans son budget de 2019 le gouvernement propose qu’il fournira à Compétences Canada 40 millions de dollars sur quatre ans, à compter de 2020-2021, et 10 millions de dollars par année par la suite, pour aider l’organisme à encourager et soutenir une approche coordonnée visant à promouvoir les métiers spécialisés et les technologies auprès des jeunes au moyen de compétitions et en offrant des ressources pour mieux les outiller à l’égard des métiers spécialisés; qu’il mettra sur pied une campagne nationale pour promouvoir les métiers spécialisés comme premier choix de carrière pour les jeunes, pour changer la perception à l’égard d’une carrière dans les métiers spécialisés et en faire valoir les mérites, grâce à un investissement de 6 millions de dollars sur deux ans, à compter de 2019-2020. "
62,128,"To ensure Income Security benefits are fair and efficient, Budget 2019 proposes funding of $133 million over 5 years to support enhanced oversight and assessment of benefit entitlements to prevent, detect, address error, fraud and abuse so that Canadians who deserve benefits receive them.","Dans son budget de 2019, pour veiller à ce que les prestations de sécurité du revenu soient équitables et efficientes, le gouvernement octroie un financement de 133 millions de dollars sur cinq ans, visant à soutenir l’accroissement de la surveillance et de l’évaluation du droit aux prestations afin de prévenir, de détecter et réduire les erreurs, les fraudes et les abus de sorte que les Canadiens et Canadiennes ayant droit à des prestations les reçoivent."
63,128,"Building on the success of the two-year pilot project introduced as part of the Global Skills Strategy to help innovative Canadian firms quickly access highly skilled global talent, Budget 2019 proposes to establish the Global Talent Stream as a permanent program. This will give Canadian businesses expedited, predictable access to top global talent when Canadian workers are unavailable, while ensuring that participating employers create long-term benefits for the Canadian economy.  To establish this new permanent program, Budget 2019 proposes to invest $35.2 million over five years, beginning in 2019-20.","Pour donner suite au succès du projet pilote de deux ans mis sur pied dans le cadre de la Stratégie pour les talents mondiaux, visant à aider les entreprises canadiennes novatrices à accéder rapidement aux meilleurs talents mondiaux, le gouvernement propose, dans son budget de 2019, de faire du Volet des talent mondiaux un programme permanent. Les entreprises canadiennes pourront ainsi accéder rapidement et de façon prévisible aux meilleurs talents mondiaux lorsque des travailleurs canadiens ne sont pas disponibles. Cette mesure permettra aussi de veiller à ce que les employeurs participants créent des avantages à long terme pour l’économie canadienne. Pour mettre en place ce nouveau programme permanent, dans le budget de 2019, le gouvernement propose d’investir 35,2 millions de dollars sur cinq ans, à compter de 2019?2020."
64,128,"Budget 2019 proposes to invest up to $314.8 million over 5 years, starting in 2019–20, with $83.8 million per year ongoing, to make the Canada Service Corps the signature national youth service program. This investment will support up to 15,000 annual service opportunities, 1,000 individual grants, new incentives and program supports co-created with young people to address barriers to participation in service programs and a new digital platform – integrated with the new Youth Digital Gateway – that allows young people to identify, manage and share experiences from their service placements.","Dans le budget de 2019, le gouvernement propose d’investir jusqu’à 314,8 millions de dollars sur cinq ans, à compter de 2019-2020, et 83,8 millions par année par la suite, afin de faire du Service jeunesse Canada le programme national de référence pour le bénévolat chez les jeunes. Cet investissement permettra de créer 15 000 occasions de bénévolat par année, d’offrir 1 000 bourses individuelles et d’élaborer de nouvelles mesures incitatives et mesures de soutien en collaboration avec des jeunes dans le but d’éliminer les obstacles à la participation aux programmes de bénévolat. Il appuiera aussi la création d’une nouvelle plateforme numérique intégrée à la Plateforme numérique pour les jeunes, laquelle permet aux jeunes de trouver des occasions de bénévolat, de les gérer et de partager leurs expériences."
65,128,"Budget 2019 proposes to expand the Student Work Placement Program to give students in fields outside of STEM – such as the arts, humanities and social sciences – access to work-integrated learning opportunities. Budget 2019 proposes to invest $631.2 million over 5 years, starting in 2019–20, to support up to 20,000 new work placements each year for post-secondary students across Canada, in all disciplines, by 2021–22. In addition, Budget 2019 also proposes to provide ESDC with an additional $150.0 million over four years, starting in 2020–21, to create partnerships with innovative businesses to create up to an additional 20,000 work-integrated learning opportunities per year. ","Dans le budget de 2019, le gouvernement propose d’élargir le Programme de stages pratiques pour étudiants afin que les étudiants dans des programmes autres que les sciences, la technologie, l’ingénierie et les mathématiques, soit les arts, les sciences humaines et les sciences sociales, aient accès à des occasions d’apprentissage intégré au travail. Il propose en effet d’investir 631,2 millions de dollars sur cinq ans, à compter de 2019-2020, pour appuyer la création de jusqu’à 20 000 nouveaux stages par année pour les étudiants postsecondaires de tout le Canada, et ce, dans toutes les disciplines, d’ici 2021-2022. "
66,128,"With new funding of $5M over 5 years, starting in 2019–20, Budget 2019 proposes to develop a strategy and improve capacity to better measure, monitor and address gender disparity and promote access of under-represented groups across skills programming.","Grâce à un nouveau financement de 5 millions de dollars sur cinq ans, à compter de 2019-2020, le gouvernement propose, dans son budget de 2019, d’élaborer une stratégie, d’accroître la capacité de mieux évaluer, de surveiller et d’éliminer les disparités liées au sexe, d'y remédier et de promouvoir l'accès des groupes sous-représentés à travers les programmes axés sur les compétences."
67,128,"Budget 2019 proposes $305.3 million in Service Canada over five years to continue improving and modernizing service delivery systems, which will allow Employment and Social Development Canada to make improvements to the Old Age Security and Canada Pension Plan delivery platforms, hire additional staff at Service Canada to assess and process Old Age Security benefit claims and migrate Service Canada’s call centres to more modern phone and information technology platforms, which will help to ensure faster and better quality service.","Dans le budget de 2019, le gouvernement propose un investissement de 305,3 millions de dollars sur cinq ans dans Service Canada dans le but de poursuivre l’amélioration et la modernisation des systèmes de prestation des services, ce qui permettra à Emploi et Développement social Canada : d’apporter des améliorations aux plateformes de versement de la Sécurité de la vieillesse et du Régime de pensions du Canada; d’embaucher d’autres employés à Service Canada afin d’évaluer et de traiter les demandes de prestations de la Sécurité de la vieillesse; de transférer les centres d’appels de Service Canada vers des plateformes téléphoniques et de technologie de l’information modernes, ce qui contribuera à garantir un service plus rapide et de meilleure qualité à l’intention des Canadiens."
68,128,"Budget 2019 proposes to provide $25 million over five years, starting in 2019–20, for projects and capital assistance to celebrate, share knowledge and build capacity in Black Canadian communities.","Dans le budget de 2019, le gouvernement propose d’octroyer 25 millions de dollars sur cinq ans, à compter de 2019-2020, pour des projets et un appui financier pour célébrer les communautés dynamiques des Canadiens noirs, échanger des connaissances avec elles et renforcer leurs capacités."
69,128,"Budget 2019 proposes to invest an additional $49.5 million over 5 years, starting in 2019–20, to launch the modernized Youth Employment Strategy informed by the recommendations of the Expert Panel on Youth Employment and extensive engagement with youth, service delivery organizations and other stakeholders. This investment will serve to support work placements, build partnerships with stakeholders, test pilot programs for hiring youth and improve program evaluation, and support the ongoing development of the Youth Digital Gateway.","Dans son budget de 2019, le gouvernement propose d’investir un montant supplémentaire de 49,5 millions de dollars sur cinq ans, à compter de 2019-2020, pour lancer la Stratégie emploi jeunesse modernisée qui sera éclairée par les recommandations du Groupe d’experts sur l’emploi chez les jeunes, et des consultations intensives auprès des jeunes, d’organismes de prestation de services et d’autres intervenants. Cet investissement soutiendra les stages et permettra d’établir des partenariats avec les intervenants, de mettre à l’essai des programmes pilotes pour l’embauche de jeunes et d’améliorer l’évaluation des programmes. Il soutiendra aussi la création en cours de la Passerelle numérique des jeunes."
70,128,"To improve employment outcomes for persons with intellectual disabilities, and Autism Spectrum Disorders, Budget 2019 proposes to provide $12 million over three years, starting in 2019–20, to the Canadian Association for Community Living, in partnership with the Canadian Autism Spectrum Disorders Alliance for the Ready, Willing and Able program. The funding will be provided through the Opportunities Fund for Persons with Disabilities. ","Afin d’améliorer les résultats des personnes atteintes de déficiences intellectuelles ou des troubles du spectre de l’autisme en matière d’emploi, le gouvernement propose, dans son budget de 2019, d’octroyer 12 millions de dollars sur trois ans, à compter de 2019-2020, à l’Association canadienne pour l’intégration communautaire, en partenariat avec l’Alliance canadienne des troubles du spectre autistique, pour le programme Ready, Willing and Able. Le financement sera offert dans le cadre du Fonds d’intégration pour les personnes handicapées."
71,128,"In Budget 2019, the Government of Canada confirmed the Social Finance Fund, with proposed investments of $755 million over 10 years to establish the fund and reaffirmed the $50 million over two years to improve the ability of social purpose organizations to successfully participate in the social finance market. This funding will support more robust business planning, provide technical assistance and enable social purpose organizations to develop impact measurement tools to monitor progress achieved.","Dans le budget de 2019, le gouvernement confirme le fond de finance sociale et propose de rendre disponibles jusqu'à 755 millions de dollars sur dix ans afin d'établir un fonds de finances sociale.  Le gouvernement propose également un investissement connexe de 50 millions de dollars sur deux ans afin d’améliorer la capacité des organisations à vocation sociale de participer avec succès au marché de la finance sociale. Ce financement soutiendra une planification des activités plus solide, fournira une aide technique et permettra aux organisations à vocation sociale de créer des outils de mesure des incidences afin de surveiller les progrès réalisés."
72,137,"As part of the Pan-Canadian Framework on Clean Growth and Climate Change, the Government of Canada committed to developing and implementing a federal carbon pollution pricing ""backstop"" system to apply in jurisdictions that request it or that do not put a system in place aligned with the Pan-Canadian Benchmark. These measures seek to support the implementation of the federal carbon pollution backstop’s output-based pricing system (OBPS), which took effect in specified jurisdictions in January 2019. A federal offset system will help ensure there are carbon offsets credits for regulated industries under the OBPS, and will create incentives to reduce greenhouse gas emissions in sectors not subject to carbon pollution pricing. Upkeep of the OBPS on-line registration module, as well as the development, implementation and administration of an on-line reporting module and compliance unit tracking system is required to enable emissions trading, reporting and compliance under the federal OBPS.","Conformément au Cadre pancanadien sur la croissance propre et les changements climatiques, le gouvernement du Canada s’est engagé à élaborer et à mettre en œuvre un système de « filet de sécurité » fédéral sur la tarification de la pollution par le carbone, qui s’applique aux administrations qui le demandent ou à celles qui n’ont pas mis en place de système conforme au modèle du Cadre pancanadien. Ces mesures visent à appuyer la mise en œuvre du système de tarification fondé sur le rendement (STFR) associé au filet de sécurité fédéral sur la tarification de la pollution, qui est entré en vigueur dans certaines administrations en janvier 2019. Un système fédéral de compensation aidera à s’assurer que des industries régies en vertu du STFR auront accès à des crédits compensatoires pour le carbone, et créera des mesures incitatives pour réduire les émissions de gaz à effet de serre dans les secteurs qui ne sont pas visés par la tarification de la pollution par le carbone. Le maintien du module d’inscription en ligne du STFR, ainsi que l’élaboration, la mise en œuvre et l’administration du module de production de rapports en ligne et du système de suivi des unités de conformité sont nécessaires pour permettre l’échange de droits d’émission, la production de rapports et la conformité conformément au STFR fédéral."
73,125,"Funding is being provided to support capacity within the Department of Fisheries and Oceans and the Canadian Coast Guard and to support capacity of Indigenous partners to work together on ways to further advance reconciliation in the fisheries. In particular, the funding will address engagement and negotiation pressures, particularly in the Pacific Region, and support departmental policy and partnership-building.","Le financement sera utilisé pour appuyer la capacité à même le Ministère de Pêches et Océans et la Garde côtière canadienne et pour appuyer la capacité chez nos partenaires autochtones dans le but de travailler ensemble pour trouver les moyens pour poursuivre la réconciliation dans le domaine des pêches.  En particulier, le financement servira à adresser les pressions autour de l'engagement et des négociations, surtout dans la région du pacifique et aussi appuyer la politique ministérielle et le renforcement des partenariats."
74,126,"The new tariff rate quotas (TRQs) to be established under the Comprehensive and Progressive Trans Pacific Partnership, the new TRQs and global dairy export thresholds to be established under the Canada-US-Mexico Agreement, and the new steel safeguard TRQs to be established pursuant to a recommendation by the Canadian International Trade Tribunal, represent a significant increase in the number of trade controls programs that Global Affairs Canada will administer. Implementation of these commitments significantly increases the department’s workload. To address these pressures, Global Affairs Canada will draw on the relevant funds in Budget 2019 to create new full-time employee positions and to provide operational support for IM/IT needs.","Les nouveaux contingents tarifaires qui seront établis dans l’Accord de Partenariat transpacifique global et progressiste, les nouveaux contingents tarifaires et les seuils mondiaux d'exportation de produits laitiers qui seront établis en vertu de l'Accord Canada-États-Unis-Mexique et les nouveaux contingents tarifaires de sauvegarde pour l'acier qui seront établis conformément à une recommandation du Tribunal canadien du commerce extérieur, représentent une augmentation importante du nombre de programmes de contrôle commercial que Affaires mondiales Canada administrera. La mise en œuvre de ces engagements augmente considérablement la charge de travail du Ministère. Pour faire face à ces pressions, Affaires mondiales Canada puisera dans les fonds pertinents du budget de 2019 pour créer de nouveaux postes d'employés à temps plein et pour fournir un soutien opérationnel aux besoins en GI/TI."
75,126,"Budget 2019 provides Global Affairs Canada with $6.1 million in 2019-20 to support activities that enhance Canada’s global Arctic leadership. The funding will support: initiatives that strengthen Canada’s capacity to contribute to the work of the Arctic Council; establishment of a Canadian-based permanent secretariat for the Arctic Council Sustainable Development Working Group; provide increased, coordinated and stable funding to strengthen the capacity of the Canada-based Indigenous Permanent Participants to engage in the Arctic Council; strategically increase the University of the Arctic’s activities and programming for Northern Canadians; and, enhance opportunities for Northern youth engagement in the development and implementation of Canada’s international Arctic policy and programming.","Dans le cadre de son budget de 2019, le gouvernement du Canada accorde 6,1 millions de dollars à Affaires mondiales Canada en 2019-2020 pour soutenir les activités qui renforcent le leadership mondial du Canada dans l’Arctique. Le financement appuiera des initiatives qui renforcent la capacité du Canada de contribuer aux travaux du Conseil de l’Arctique; aidera à la création d’un secrétariat permanent, basé au Canada, pour le Groupe de travail sur le développement durable du Conseil de l’Arctique; contribuera à l’augmentation, à la coordination et à la stabilité du financement pour renforcer la capacité des participants autochtones permanents canadiens à prendre part aux activités du Conseil de l’Arctique; permettra d’accroître stratégiquement les activités et les programmes de l’Université de l’Arctique à l’intention des Canadiens habitant le Nord; et renforcera les possibilités pour la jeunesse du Nord de participer à l’élaboration et à la mise en œuvre de la politique et des programmes internationaux du Canada sur l’Arctique."
