id,subject_class,subject_id,fyear1,fyear2,topic_keys,footnote_en,footnote_fr
1646,program,H-ISS08,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","The variance in FTE utilization is mainly due to FTEs associated with services provided to the Public Health Agency as part of the health portfolio Shared Services Partnership model which are not part of the planned FTEs. 
 
The variance between actual and planned spending is mainly due to an increase in services related to the health portfolio Shared Services Partnership as well as additional funding received in-year to support operations.","L’écart lié à l'utilisation d'ETP est principalement attribuable aux ETP associés aux services fournis par l'Agence de la santé publique du Canada dans le cadre du portefeuille de la Santé du Partenariat de services partagés, qui ne font pas partie du nombre prévu d'ETP. 
 
L'écart entre les dépenses réelles et prévues est principalement attribuable à l'augmentation des services liés au portefeuille de la Santé du Partenariat de services partagés, ainsi qu'au financement supplémentaire obtenu en cours d'exercice pour appuyer les opérations."
1647,program,NFB-BSP03,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","**Spending** 
 
Actual spending include relocation expenditures for the Montreal conservation room and digitization operations. 
 
**FTEs** 
 
The reduction in resources is mainly due to decreased activity during the installation of new equipment required for the digitization of the heritage collection.","**Dépenses** 
 
Les dépenses réelles comprennent les dépenses pour le déménagement des salles et du matériel de conservation et de numérisation à Montréal. 
 
**ETPs** 
 
La diminution des ressources est principalement liée à la réduction des activités de numérisation de la collection pour permettre l’installation de nouveaux équipements."
1648,program,CHRC-BSA01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE",The decrease is due to current employees transferring into roles that support the implementation of the Accessibility and Pay Equity mandates.,La diminution est attribuable au transfert d'employés actuels dans des rôles qui soutiennent la mise en œuvre des mandats d'accessibilité et d'équité salariale.
1649,program,OSFI-BVN01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE",Please see the variance explanation at the Department level.,Veuillez consulter l'explication de l'écart au niveau ministériel.
1650,program,H-ISS09,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","The variance in FTE utilization is mainly due to staffing delays. 
 
The variance between actual and planned spending is mainly due to staffing delays as well as internal reallocation of resources within Internal Services.","L’écart lié à l'utilisation d'ETP est principalement attribuable aux retards liés à la dotation. 
 
L'écart entre les dépenses réelles et prévues est principalement attribuable aux retards liés à la dotation ainsi qu'à la réaffectation interne des ressources au sein des Services internes."
1651,program,OSFI-BVN02,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE",Please see the variance explanation at the Department level.,Veuillez consulter l'explication de l'écart au niveau ministériel.
1652,program,H-ISS0Z,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","The variance in FTE utilization is mainly due to FTEs associated with services provided by the Public Health Agency of Canada as part of the health portfolio Shared Services Partnership model which are not part of the actual FTEs. 
 
The variance between actual and planned spending is mainly due to staffing delays.","L’écart lié à l'utilisation d'ETP est principalement attribuable aux ETP associés aux services fournis par l'Agence de la santé publique du Canada dans le cadre du portefeuille de la Santé du Partenariat de services partagés, qui ne font pas partie du nombre réel d'ETP. 
 
L'écart entre les dépenses réelles et prévues est principalement attribuable aux retards liés à la dotation."
1653,program,CHRC-BSC01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE",The increase is due to additional salary and operating expenditures from Accessibility and Pay Equity mandates that had not been forecasted in planned spending and authorities at the time of the Departmental Plan.,L'augmentation est attribuable aux salaires et aux dépenses de fonctionnement supplémentaires découlant des mandats d'accessibilité et d'équité salariale qui n'avaient pas été prévus dans les dépenses et les autorisations prévues au moment du plan ministériel.
1654,program,OSFI-BVN03,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE",The new Strategic plan discussed in the Departmental level variance explanation resulted in some reallocation of resources from Regulatory approvals and precedents to other programs.,Le nouveau plan stratégique mentionné dans l'explication des écarts au niveau ministériel a entraîné une certaine réaffectation des ressources provenant des approbations réglementaires et des précédents législatifs.
1655,program,CHRC-ISS00,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","The increase is due to additional expenditures to support Accessibility, Pay Equity and Housing mandates that had not been forecasted in planned spending and authorities at the time of the Departmental Plan.","L'augmentation est attribuable aux dépenses supplémentaires pour soutenir les mandats d'accessibilité, équité salariale et de logement qui n'avaient pas été prévus dans les dépenses et autorisations prévues au moment du plan ministériel."
1656,program,OSFI-ISS00,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE",Please see the variance explanation at the Department level.,Veuillez consulter l'explication de l'écart au niveau ministériel.
1657,program,NFB-BSP01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","**Spending** 
Overall, the actual expenditures for the core responsability ""Content accessibility and audience engagement"" are accurate. However, actual expenditures are understated for the program ""Distribution of works and audience engagement"" and equally overstated for the program ""Promotion of works and National Film Board outreach"". 
 
One should refer to the core responsibility level for overall explanation.","**Dépenses** 
Globalement, les dépenses reliées à la responsabilité essentielle ""Accessibilité des œuvres et interaction avec les auditoires"" sont exactes. Toutefois, les dépenses pour le programme ""Distribution des œuvres et interaction avec les auditoires"" sont sous-estimées et celles pour le programme ""Promotion des œuvres et rayonnement de l’Office national du film"" sont surestimées par un montant équivalent. 
 
Veuillez vous référer à la responsabilité essentielle pour les explications globales."
1658,program,NFB-BSP02,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","**Spending** 
Overall, the actual expenditures for the core responsability ""Content accessibility and audience engagement"" are accurate. However, actual expenditures are overstated for the program ""Promotion of works and National Film Board outreach"" and equally understated for the program ""Distribution of works and audience engagement"". 
 
One should refer to the core responsibility level for overall explanation.","**Dépenses** 
Globalement, les dépenses reliées à la responsabilité essentielle ""Accessibilité des œuvres et interaction avec les auditoires"" sont exactes. Toutefois, les dépenses pour le programme ""Promotion des œuvres et rayonnement de l’Office national du film"" sont sur-estimées et celles pour le programme ""Distribution des œuvres et interaction avec les auditoires"" sont sous-estimées par un montant équivalent. 
 
Veuillez vous référer à la responsabilité essentielle pour les explications globales."
1659,program,FCAC-BUT01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","FCAC is a federal government agency that recovers its costs mainly through assessments against the financial entities it supervises. In addition to revenues from assessments, FCAC receives an annual statutory expenditure of a maximum of $5,000,000 to support the financial literacy of Canadians.  
 
FCAC’s total expenses for fiscal year 2019-20 were $30.6 million, an increase of $5.0 million, or 19% compared to the previous fiscal year. This was primarily due to increases in personnel costs, information costs and professional services related to the implementation of new legislation, which created a stronger federal Financial Consumer Protection Framework (FCPF). 
 
Personnel costs, FCAC’s largest expense, rose by $2.8 million, or 16%. The increase is a result of growth required to support the implementation of the new FCPF, a new supervision framework, and a more comprehensive approach to supervision and enforcement. Furthermore, FCAC completed the repatriation of human resources and finance functions that allowed the Agency to operate more efficiently and reduce costs. Information costs increased by $0.7 million mainly due to its advertising campaign, which focused primarily on home equity lines of credit. Professional services increased by $0.4 million mainly as a result of expenses incurred for the modernization of the Agency’s business systems and processes. All other expenses, in total, increased by $1.1 million. 
 
FCAC’s total expenses were $7.9 million below budget primarily due to delays in staffing vacant positions ($6.2 million) in the Supervision and Promotion program as well as in Internal Services.","L’ACFC est un organisme du gouvernement fédéral qui recouvre principalement ses coûts en imposant des cotisations aux entités réglementées qu’elle supervise. En plus des revenus des cotisations, l’ACFC reçoit une autorisation annuelle de dépenser une somme allant jusqu’à 5 000 000 $ pour renforcer la littératie financière des Canadiens.  
 
Les dépenses de l’ACFC pour l’exercice 2019-2020 ont totalisé 30,6 millions de dollars, ce qui représente une augmentation de 5,0 millions de dollars ou de 19 % comparativement à l’exercice précédent. Cette hausse s’explique principalement par une augmentation des coûts liés au personnel, à l’information et aux services professionnels découlant de la mise en œuvre de nouvelles dispositions législatives qui ont renforcé le Cadre de protection des consommateurs de produits et services financiers (CPCPSF). 
 
Les coûts liés au personnel, la plus grande dépense de l’ACFC, ont augmenté de 2,8 millions de dollars, soit de 16 %. Cette hausse est notamment liée à la croissance qui a été nécessaire pour appuyer la mise en œuvre du nouveau CPCPSF, d’un nouveau cadre de surveillance, et d’une approche plus globale en matière de surveillance et de mise en application. Elle s'explique aussi par le fait que l’ACFC a fini de rapatrier les fonctions de ressources humaines et de finances, ce qui lui a permis de fonctionner de manière plus efficiente, et ainsi de réduire d’autres coûts. Les coûts liés à l’information ont augmenté de 0,7 million de dollars, une hausse qui s’explique notamment par une campagne de publicité de l’ACFC qui portait principalement sur les marges de crédit hypothécaires. Les coûts liés aux services professionnels ont augmenté de 0,4 million de dollars, ce qui s’explique surtout par des dépenses engagées pour la modernisation des systèmes et processus opérationnels de l’Agence. Les autres dépenses ont augmenté de 1,1 million de dollars au total. 
 
L’ACFC a dépensé 7,9 millions de dollars de moins que ce qui était prévu dans son budget, ce qui s’explique principalement par des retards dans la dotation de postes vacants au sein du Programme de surveillance et de promotion ainsi que des Services internes (6,2 millions de dollars)."
1660,program,NPA-BWQ01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","The decrease between Planned and Actual spending reflects the reduced spending in program expenditures including no contribution expenditures, which aligns with the reduction in the Alaska Highway Gas Pipeline project activities.","La réduction entre les dépenses prévues et les dépenses réelles reflète la diminution des dépenses de programme, y compris l'absence de dépenses de contribution, ce qui correspond à la réduction des activités du projet de gazoduc de la route de l'Alaska."
1661,program,PCA-ISS09,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual spending for the Materiel Management sub-program is $0.8 million or 60% lower than 2019-20 planned spending.  This variance is primarily due to lower than planned resources dedicated to the Materiel Management function to support the delivery of the Agency's mandate and priorities. 
 
Actual FTEs for the Materiel Management sub-program are 2 FTE or 43% lower than planned FTEs in 2019-20.  This variance is primarily due to lower than planned resources dedicated to the Materiel Management function to support the delivery of the Agency's mandate and priorities.","Les dépenses réelles pour le sous-programme de gestion du matériel sont de 0,8 million de dollars ou 60 % moins élevés que les dépenses prévues en 2019-2020. Cet écart est principalement attribuable à moins de ressources que prévues dédiées à la fonction de la gestion du matériel pour s'acquitter du mandat et des priorités de l'Agence. 
 
Les ETP réels pour le sous-programme de gestion du matériel sont de 2 ETP ou 43 % moins élevés que les ETP prévus en 2019-2020. Cet écart est principalement attribuable à moins de ressources que prévues dédiées à la fonction de la gestion du matériel pour s'acquitter du mandat et des priorités de l'Agence."
1662,program,ORL-BVA01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Employee Benefit Plan (EBP) for the entire office was allocated to this program. As well, there were additional personnel costs and contract expenditures.","Le régime d'avantages sociaux des employés (RASE) pour toute l’organisation a été affecté à ce programme. De plus, il y a eu des frais de personnel et des dépenses contractuelles supplémentaires."
1663,program,CBSA-BUF01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1664,program,CBSA-BUF02,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1665,program,CBSA-BUF03,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual expenditures exceeded planned expenditures mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan) and Budget 2019 implementation vote process (Temporary Resident and Asylum). 
 
 
Actual FTEs exceeded planned FTEs mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan) and Budget 2019 implementation vote process (Temporary Resident and Asylum). 
 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les dépenses réelles ont dépassé les dépenses prévues, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019 2020) et du processus du crédit d’exécution du budget de 2019 (Résidents temporaires et demandeurs d’asile). 
 
Les ETP réels ont dépassé les ETP prévus, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019-2020) et du processus du crédit d’exécution du budget de 2019 (Résidents temporaires et demandeurs d’asile). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1666,program,CBSA-BUF04,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1667,program,CBSA-BUF06,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1668,program,CBSA-BUF07,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1669,program,CBSA-BUF08,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1670,program,CBSA-BUF09,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1671,program,CBSA-BUF10,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual expenditures exceeded planned expenditures mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan) and Budget 2019 implementation vote process (African Swine Fever). 
 
 
Actual FTEs exceeded planned FTEs mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan) and Budget 2019 implementation vote process (African Swine Fever). 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les dépenses réelles ont dépassé les dépenses prévues, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019 2020) et du processus du crédit d’exécution du budget de 2019 (Peste porcine africaine). 
 
Les ETP réels ont dépassé les ETP prévus, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019-2020) et du processus du crédit d’exécution du budget de 2019  (Peste porcine africaine). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1672,program,CBSA-BUF11,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual expenditures exceeded planned expenditures mainly due to an influx of new funding received through the Budget 2019 implementation vote process (Asylum and Modernizing Canada’s Border Operations - Investment Planning). 
 
Actual FTEs exceeded planned FTEs mainly due to an influx of new funding received through the Budget 2019 implementation vote process (Asylum and Modernizing Canada’s Border Operations - Investment Planning). 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les dépenses réelles ont dépassé les dépenses prévues, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du processus du crédit d’exécution du budget de 2019 (Demandeurs d’asile et modernisation des opérations frontalières du Canada – planification de l’investissement). 
 
Les ETP réels ont dépassé les ETP prévus, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du processus du crédit d’exécution du budget de 2019  (Demandeurs d’asile et modernisation des opérations frontalières du Canada – planification de l’investissement). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1673,program,CBSA-BUF12,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1674,program,CBSA-BUG01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual FTEs exceeded planned FTEs mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan and Sanctions) and Budget 2019 implementation vote process (Temporary Resident and Asylum). 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les ETP réels ont dépassé les ETP prévus, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019-2020 et sanctions) et du processus du crédit d’exécution du budget de 2019  (Résidents temporaires et demandeurs d’asile). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1675,program,CBSA-BUG02,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1676,program,CBSA-BUG03,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual expenditures exceeded planned expenditures mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan and Sanctions) and Budget 2019 implementation vote process (Temporary Resident and Asylum). 
 
Actual FTEs exceeded planned FTEs mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan and Sanctions) and Budget 2019 implementation vote process (Temporary Resident and Asylum). 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les dépenses réelles ont dépassé les dépenses prévues, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019-2020 et sanctions) et du processus du crédit d’exécution du budget de 2019  (Résidents temporaires et demandeurs d’asile). 
 
Les ETP réels ont dépassé les ETP prévus, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019-2020 et sanctions) et du processus du crédit d’exécution du budget de 2019 (Résidents temporaires et demandeurs d’asile). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1677,program,CBSA-BUG04,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual expenditures exceeded planned expenditures mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan and Sanctions) and Budget 2019 implementation vote process (Temporary Resident and Asylum). 
 
Actual FTEs exceeded planned FTEs mainly due to an influx of new funding received through the Supplementary Estimates (B) (2019–20 Multi-year Levels Plan and Sanctions) and Budget 2019 implementation vote process (Temporary Resident and Asylum). 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les dépenses réelles ont dépassé les dépenses prévues, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019 2020 et sanctions) et du processus du crédit d’exécution du budget de 2019 (Résidents temporaires et demandeurs d’asile). 
 
Les ETP réels ont dépassé les ETP prévus, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019-2020 et sanctions) et du processus du crédit d’exécution du budget de 2019 (Résidents temporaires et demandeurs d’asile). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1678,program,CBSA-BUG05,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1679,program,CBSA-ISS01,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual expenditures exceeded planned expenditures mainly due to an influx of new funding received through the Supplementary Estimates (A) (Assessment and Revenue Management project, Passenger Protect Program, Duty Relief and Duty Drawback Programs, National Strategy to Combat Human Trafficking) and Supplementary Estimates (B) (2019–20 Multi-year Levels Plan and Sanctions) and Budget 2019 implementation vote process (Temporary Resident and Asylum). 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les dépenses réelles ont dépassé les dépenses prévues, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (A) (projet de gestion des cotisations et des recettes, Programme de protection des passagers, programmes d’exonération et de remboursement des droits, Stratégie nationale de lutte contre la traite des personnes), du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019-2020 et sanctions) et du processus du crédit d’exécution du budget de 2019  (Résidents temporaires et demandeurs d’asile). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1680,program,CBSA-ISS02,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual expenditures exceeded planned expenditures mainly due to an influx of new funding received through the Supplementary Estimates (B) (Sanctions).  
 
Actual FTEs exceeded planned FTEs mainly due to an influx of new funding received through the Supplementary Estimates (B) (Sanctions). 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les dépenses réelles ont dépassé les dépenses prévues, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Sanctions).  
 
Les ETP réels ont dépassé les ETP prévus, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (B) (Sanctions). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
1681,program,CBSA-ISS03,2019-20,2019-20,"EXP,DRR_EXP,FTE,DRR_FTE","Actual FTEs exceeded planned FTEs mainly due to an influx of new funding received through the Supplementary Estimates (A) (Passenger Protect Program, Duties Relief and Duty Drawback Programs and Human Trafficking), Supplementary Estimates (B) (2019–20 Multi-year Levels Plan) and Budget 2019 implementation vote process (Temporary Resident, Asylum, African Swine Fever and Modernizing Canada’s Border Operations). 
 
As 2019–20 represents the CBSA’s second year of transition to the new reporting structure under its Departmental Results Framework, the Agency continues to enhance planning and reporting capabilities by program inventory to ensure proper alignment of authorities and expenditures.","Les ETP réels ont dépassé les ETP prévus, principalement en raison d’un afflux de nouveaux fonds reçus dans le cadre du Budget supplémentaire des dépenses (A) (Programme de protection des passagers, programmes d’exonération et de remboursement des droits, Stratégie nationale de lutte contre la traite des personnes), du Budget supplémentaire des dépenses (B) (Plan pluriannuel des niveaux pour 2019-2020) et du processus du crédit d’exécution du budget de 2019 (Résidents temporaires et demandeurs d’asile, peste porcine africaine et modernisation des opérations frontalières du Canada). 
 
Puisque 2019-2020 marque la deuxième année de sa transition à la nouvelle structure de rapport prévue à son Cadre ministériel des résultats, l’Agence continue d’aiguiser ses capacités de planification et d’établissement de rapports pour chaque répertoire des programmes, de façon à faire concorder ses autorisations et ses dépenses."
