"id","subject_id","name_en","name_fr","is_efficiency","doc"
"7407-2018","GSC-BVV00","Government purchasing supports Canada’s economic,  environmental, and social policy goals","Les achats du gouvernement appuient les objectifs économiques, environnementaux et sociaux du Canada.",0,"dp18"
"7408-2018","GSC-BVW00","Canadians have timely access to reliable information on Canada’s finances.","Les Canadiens ont un accès en temps opportun à des renseignements fiables sur les finances du Canada.",0,"dp18"
"7409-2018","GSC-BVW00","In collaboration with government departments, employees receive timely and accurate pay and benefits.","En collaboration avec les ministères du gouvernement, les employés reçoivent des services exacts et rapides en ce qui concerne la paye et les avantages sociaux.",0,"dp18"
"7410-2018","GSC-BVW00","Members of federal pension plans receive timely and accurate pension payments, benefits and support services to which they are entitled.","Les cotisants aux régimes de pension fédéraux reçoivent les prestations de pension, les avantages sociaux et les services de soutien auxquels ils ont droit de manière opportune et exacte.",0,"dp18"
"7411-2018","GSC-BVW00","Canadians, businesses and organizations receive payments on time and revenues are collected for government services in an efficient manner.","Les Canadiens, les entreprises et les organisations reçoivent les paiements dans les délais et les recettes pour les services gouvernementaux sont perçues de manière efficace.",0,"dp18"
"7412-2018","GSC-BVX00","Federal infrastructure spending supports Canada’s social, economic and environmental priorities.","Les dépenses d’infrastructure du gouvernement fédéral appuient les priorités sociales, économiques et environnementales du Canada.",0,"dp18"
"7413-2018","GSC-BVX00","National heritage assets are preserved on behalf of Canadians. 
","Les biens patrimoniaux nationaux sont préservés pour le compte des Canadiens.",0,"dp18"
"7414-2018","GSC-BVX00","Federal real estate and associated services meet the needs of federal government clients and/or Parliamentarians, and ensure best value for Canadians.","Les biens immobiliers fédéraux et les services connexes répondent aux besoins des clients du gouvernement fédéral et/ou des parlementaires, et assurent le meilleur rapport qualité-prix pour les Canadiens.",0,"dp18"
"7415-2018","GSC-BVY00","Federal organizations have access to high quality linguistic services and tools","Les organisations fédérales ont accès à des outils et à des services linguistiques de haute qualité.",0,"dp18"
"7416-2018","GSC-BVY00","The Government does business with ethical suppliers and ensures that sensitive information is handled appropriately.","Le gouvernement fait affaire avec des fournisseurs éthiques et veille à ce que l’information de nature délicate soit manipulée de manière appropriée.",0,"dp18"
"7417-2018","GSC-BVY00","Federal organizations have the support services and tools they need to deliver their programs to Canadians.","Les organisations fédérales disposent des services de soutien et des outils dont elles ont besoin pour offrir leurs programmes aux Canadiens.",0,"dp18"
"7418-2018","GSC-BVZ00","Raise awareness of procurement issues and exchange information (education)","Sensibiliser aux enjeux liés à l’approvisionnement et échanger des renseignements (éducation).",0,"dp18"
"7419-2018","GSC-BVZ00","Procurement related issues are addressed through facilitation (alternative dispute resolution).","Les enjeux liés à l’approvisionnement sont réglés grâce à la facilitation (règlement extrajudiciaire des différends).",0,"dp18"
"7420-2018","GSC-BVZ00","Procurement related issues are addressed through investigation.","Les enjeux liés à l’approvisionnement sont réglés grâce à une enquête. 
",0,"dp18"
"7421-2018","SIRC-BWY00","The Canadian Security Intelligence Service complies with the law and its actions are reasonable and necessary","Le SCRS respecte la loi et ses activités sont raisonnables et nécessaires",0,"dp18"
"7422-2018","FTRAC-BUW00","Reporting entities understand their role and contribution in combating money laundering and terrorist activity financing","Les entités déclarantes comprennent leur rôle et leur contribution dans la lutte contre le blanchiment d’argent et le financement des activités terroristes",0,"dp18"
"7423-2018","FTRAC-BUW00","Reporting entities meet their reporting obligations to Financial Transactions and Reports Analysis Centre of Canada and provide accurate transaction data that can be used to produce actionable financial intelligence","Les entités déclarantes respectent leurs obligations en matière de déclarations au Centre d’analyse des opérations et déclarations financières du Canada et fournissent des données exactes sur les opérations permettant de produire des renseignements financiers exploitables",0,"dp18"
"7424-2018","FTRAC-BUX00","Financial intelligence disclosures make an important contribution to investigations of money laundering and terrorist financing while respecting specific legislative thresholds and information limits","Les communications de renseignements financiers contribuent substantiellement aux enquêtes sur le blanchiment d’argent et le financement des activités terroristes, tout en respectant certaines limites et certains seuils législatifs en matière d’information",0,"dp18"
"7425-2018","FTRAC-BUX00","Law enforcement, partner agencies and international partners  receive financial intelligence that is actionable","Les organismes d’application de la loi, les organismes partenaires et les partenaires internationaux reçoivent des renseignements financiers exploitables",0,"dp18"
"7426-2018","FTRAC-BUX00","Key Stakeholders are well-informed on issues, trends, and risks in money laundering and terrorism financing","Les principales parties concernées sont bien renseignées sur les enjeux, les tendances et les risques en matière de blanchiment d’argent et de financement des activités terroristes",0,"dp18"
"7427-2018","CFGB-BUZ00","Findings and Recommendations on all referred military grievances are provided in a timely manner","Des conclusions et recommandations sont rendues en temps opportun pour chaque grief renvoyé au Comité",0,"dp18"
"7428-2018","CFGB-BUZ00","The Chief of the Defence Staff is able to rely on the Committee’s Findings and Recommendations in the military grievances decision-making process","Le chef d’état-major de la Défense peut se fier sur les conclusions et recommandations du Comité dans le contexte du processus de prise de décision en matière des griefs militaires",0,"dp18"
"7429-2018","H-BVG00","Canada has modern and sustainable health care systems","Le Canada possède des systèmes de soins de santé modernes et durables",0,"dp18"
"7430-2018","H-BVG00","Canadians have access to appropriate and effective health services","Les Canadiens ont accès à des services de santé adéquats et efficaces",0,"dp18"
"7431-2018","H-BVH00","Canadians have access to safe, effective and quality health products","Les Canadiens ont accès à des produits de santé sécuritaires, efficaces et de qualité",0,"dp18"
"7432-2018","H-BVH00","Canadians are protected from unsafe consumer and commercial products and substances","Les Canadiens sont protégés des substances et des produits commerciaux et de consommation non sécuritaires",0,"dp18"
"7433-2018","H-BVH00","Canadians make healthy choices","Les Canadiens font des choix sains",0,"dp18"
"7434-2018","CCRA-BRA00","Canadians comply with tax obligations, non-compliance is addressed, and Canadians have access to appropriate mechanisms for resolving disputes.","Les Canadiens se conforment aux obligations fiscales, l'inobservation est traitée et les Canadiens disposent de moyens appropriés pour résoudre les différends.",0,"dp18"
"7435-2018","CCRA-BRB00","Canadians receive their rightful benefits in a timely manner .","Les Canadiens reçoivent les prestations auxquelles ils ont droit en temps opportun.",0,"dp18"
"7436-2018","CCRA-BRC00","Canadians have access to trusted and independent review of service complaints about the CRA.","Les Canadiens ont accès à un examen crédible et indépendant des plaintes liées au service au sujet de l'ARC.",0,"dp18"
"7437-2018","FCAC-BUT00","Federally regulated financial entities are compliant with consumer protection legislation, their public commitments and codes of conduct","Les entités financières sous réglementation fédérale respectent les lois sur la protection des consommateurs, leurs engagements publics et leurs codes de conduite",0,"dp18"
"7438-2018","FCAC-BUT00","Canadian consumers are aware of their rights and responsibilities when dealing with financial institutions","Les consommateurs canadiens connaissent leurs droits et leurs responsabilités lorsqu’ils traitent avec des institutions financières",0,"dp18"
"7439-2018","FCAC-BUU00","Canadians are strengthening their financial knowledge, skills and confidence","Les Canadiens renforcent leurs connaissances, leurs compétences et leur confiance à l’égard des questions financières",0,"dp18"
"7440-2018","INDSC-BWS00","Indigenous students receive an inclusive and quality education","Les étudiants autochtones reçoivent une éducation inclusive et de qualité",0,"dp18"
"7441-2018","INDSC-BWS00","Indigenous children and families receive child and family wellness services","Les enfants et les familles autochtones reçoivent des services de bien-être à l'enfance et à la famille",0,"dp18"
"7442-2018","INDSC-BWS00","Indigenous people receive essential social services","Les populations autochtones reçoivent des services sociaux essentiels",0,"dp18"
"7443-2018","INDSC-BWT00","Indigenous people have reliable and sustainable infrastructure","Les peuples autochtones ont des infrastructures fiables et durables",0,"dp18"
"7444-2018","INDSC-BWT00","Indigenous and Northern communities strengthen their capacity to adapt to changing environments","Les collectivités autochtones et du Nord renforcent leur capacité à s'adapter aux changements de l'environnement",0,"dp18"
"7445-2018","INDSC-BWT00","Land and resources in Indigenous communities and the North are sustainably managed","Les terres et les ressources dans les collectivités autochtones et le Nord sont gérées de façon durable",0,"dp18"
"7446-2018","INDSC-BWU00","First Nations and Inuit individuals and communities are healthier","Les membres des Premières Nations et des Inuits et leurs communautés sont en meilleure santé",0,"dp18"
"7447-2018","INDSC-BWU00","First Nations and Inuit have improved access to supplementary health benefits","Les Premières Nations et les Inuits ont accès à des avantages de santé supplémentaires",0,"dp18"
"7448-2018","INDSC-BWU00","First Nations and Inuit health is supported by modern infrastructure and Indigenous governance","La santé des Premières Nations et des Inuits est appuyée par une infrastructure moderne et la gouvernance des Autochtones",0,"dp18"
"7449-2018","INDSC-BWU00","Responsive primary care services are available to First Nations and Inuit","Services de soins primaires adaptés offerts aux Premières Nations et aux Inuits",0,"dp18"
"7450-2018","TC-BTW00","A safe transportation system","Un réseau de transport sécuritaire",0,"dp18"
"7451-2018","TC-BTW00","A secure transportation system","Un réseau de transport sûr",0,"dp18"
"7452-2018","TC-BTW00","A modern safety and security regime that supports economic growth","Un régime de sécurité et de sûreté moderne qui appuie la croissance économique",0,"dp18"
"7453-2018","TC-BTX00","Harmful air emissions from  transportation in Canada are reduced","Les émissions atmosphériques nocives provenant du secteur des transports au Canada sont réduites",0,"dp18"
"7454-2018","TC-BTX00","Canada's oceans and marine  environments are protected from marine shipping impacts","Les milieux océanique et marin du Canada sont protégés des répercussions du transport maritime",0,"dp18"
"7455-2018","TC-BTX00","A transportation system that supports innovation","Un réseau de transport qui appuie l'innovation",0,"dp18"
"7456-2018","TC-BTY00","Transportation corridors get products reliably to market","Les corridors de transport permettant d'expédier les produits de façon efficace vers les marchés",0,"dp18"
"7457-2018","TC-BTY00","Canadian air travellers benefit from choice and increased service","Les voyageurs aériens canadiens profitent d'un choix et d'un service accru",0,"dp18"
"7458-2018","TC-BTY00","Transport Canada manages its assets effectively","Transports Canada gère ses actifs de façon efficace",0,"dp18"
"7459-2018","OICC-BTK00","Infrastructure projects are funded and supported by Infrastructure Canada","Les projets d’infrastructure sont financés et soutenus par Infrastructure Canada",0,"dp18"
"7460-2018","OICC-BTK00","Public infrastructure is managed in a more sustainable way","Les infrastructures publiques sont gérées selon des méthodes qui favorisent davantage la durabilité",0,"dp18"
"7461-2018","OICC-BTK00","Rate of economic growth is increased in an inclusive and sustainable way","Le taux de croissance économique augmente d’une manière inclusive et durable",0,"dp18"
"7462-2018","OICC-BTK00","Improved urban mobility in Canadian communities","Amélioration de la mobilité urbaine dans les collectivités canadiennes",0,"dp18"
"7463-2018","OICC-BTK00","Environmental quality is improved, greenhouse gas emissions are reduced and resilience of communities is increased","La qualité de l’environnement est améliorée, les émissions de GES sont réduites et la résilience des collectivités est accrue",0,"dp18"
"7464-2018","OICC-BTK00","Canadian communities are inclusive and accessible","Les collectivités canadiennes sont inclusives et accessibles",0,"dp18"
"7465-2018","CRTC-BRT00","Canadian content is created.","Du contenu canadien est créé.",0,"dp18"
"7466-2018","CRTC-BRT00","Canadians are connected to world-class communications services.","Les Canadiens ont accès à des services de communication de classe mondiale.",0,"dp18"
"7467-2018","CRTC-BRT00","Canadians are protected within the communications system.","Les Canadiens sont protégés au sein du système de communication.",0,"dp18"
"7468-2018","CRTC-BRT00","Proceedings related to the regulation of the communications system are efficient and fair.","Les instances liées à la réglementation du système de communication sont justes et efficaces.",0,"dp18"
"NR-A-2016","OAG-AHF00","Be independent, objective and non-partisan","Être indépendant, objectif et impartial",0,"drr16"
"NR-B-2016","OAG-AHF00","Report what is working, areas for improvement, and recommendations in a manner that is understandable, timely, fair, and adds value.","Reconnaître ce qui va et ce qui peut être amélioré, et formuler des recommendations claires, pertinentes et justes qui offrent une valeur ajoutée",0,"drr16"
"NR-C-2016","OAG-AHF00","Ensure audit products comply with professional standards and Office policies in an economical manner","Réaliser des produits d'audit conformes aux normes professionnelles et aux politiques du Bureau, dans le souci de l'économie",0,"drr16"
"NR-D-2016","OAG-AHF00","Contribute to the development and adoption of professional standards and best practices","Contribuer à l'élaboration et à l'adoption de normes professionnelles et de pratiques exemplaires",0,"drr16"
"NR-E-2016","OAG-AHF00","Build and maintain relationships with parliamentarians and key stakeholders","Nouer et entretenir des liens avec les parlementaires et les principates parties prenantes",0,"drr16"
"NR-F-2016","OAG-AHF00","Be a financially well-managed organization accountable for the use of resources entrusted to it","Être une organization bien gérée sur le plan financier et responsable de l'utilisation des ressources qui lui sont confiées",0,"drr16"
"NR-G-2016","OAG-AHF00","Ensure effective and efficient support services","Voir à la prestation de services de soutien efficaces et efficients",0,"drr16"
"NR-H-2016","OAG-AHF00","Ensure effective, efficient and accountable Office governance and management","Voir à ce que la gestion et la gouvernance du Bureau soient efficaces, efficientes et responsables",0,"drr16"
"NR-J-2016","OAG-AHF00","Ensure a culture of empowerment","Entretenir une culture favorisant l'habilitation",0,"drr16"
"NR-K-2016","OAG-AHF00","Develop and maintain a skilled, engaged and bilingual workforce","Former et conserver une main-d'oeuvre qualifiée, engagée et bilingue",0,"drr16"
"NR001-0025-2016","AGR-AAA00","Producers’ income losses are reduced","Une réduction des pertes de revenus que subissent les producteurs.",0,"drr16"
"NR001-0026-2016","P1001-0008","Short-term impacts of large income losses are mitigated","Atténuation de l’incidence à court terme, des pertes de revenu substantielles",0,"drr16"
"NR001-0027-2016","P1001-0009","Producers have the flexibility in managing financial risks","Les producteurs ont la latitude voulue pour gérer les risques financiers",0,"drr16"
"NR001-0029-2016","P1001-0010","Disaster-affected producers mitigate the impacts of the disaster and/or resume business operations as quickly as possible","Les producteurs touchés par des catastrophes cherchent à atténuer les effets de ces dernières et/ou à reprendre leurs activités le plus rapidement possible",0,"drr16"
"NR001-0030-2016","P1001-0011","Production losses are mitigated by providing effective insurance protection","Les pertes de production sont atténuées grâce à la protection offerte par une assurance efficace",0,"drr16"
"NR001-0031-2016","P1001-0012","Agricultural farmers and co-operatives have access to affordable capital to make investments in their agricultural operations","Des agriculteurs et des coopératives agricoles ont accès à des capitaux à coût abordable pour investir dans leur propriété agricole",0,"drr16"
"NR001-0032-2016","P1001-0013","Agricultural producers have improved cash-flow to enable them to make better marketing decisions about their products","Les producteurs agricoles enregistrent des flux de trésorerie plus importants, ce qui leur permet de prendre de meilleures décisions pour la commercialisation de leurs produits",0,"drr16"
"NR001-0060-2016","P1001-0022","Canadian agriculture and agri-food and agri-based product exporters are successful in seizing new market opportunities and in achieving commercial success","Les exportateurs de produits agricoles, agroalimentaires et agro-industriels canadiens saisissent les occasions sur les nouveaux marchés et obtiennent une réussite commerciale.",0,"drr16"
"NR001-0068-2016","P1001-0024","Agriculture, agri-food and agri-based value chains are able to adapt to industry challenges and opportunities","Les chaînes de valeur des produits agricoles, agroalimentaires et agro-industriels peuvent s’adapter aux défis et aux occasions de l’industrie.",0,"drr16"
"NR001-0088-2016","AGR-AAH00","Domestic market shares of Canadian producers of chicken, eggs, hatching eggs and turkey are stable or increasing.","Part du marché intérieur des producteurs canadiens de poulet, d’œufs, d’œufs d’incubation et de dinde est stable ou en augmentation.",0,"drr16"
"NR001-0089-2016","AGR-AAH00","Consumer price variations for chicken, eggs and turkey are more stable than those of other competing meats","Les fluctuations des prix à la consommation du poulet, des oeufs et de la dinde sont plus stables que celles des viandes concurrentes.",0,"drr16"
"NR001-0091-2016","P1001-0029","Knowledge and understanding of: the agricultural resource, threats to Canadian agriculture production, mechanisms to protect and conserve Canadian bioresources and genetic diversity, and efficient integrated production systems for the scientific community and ultimately the","Connaissance et compréhension des ressources de l’agriculture, des menaces à la production agricole canadienne, des mécanismes de protection et de conservation de la diversité génétique et des ressources biologiques canadiennes, ainsi que des systèmes de production intégrée efficaces pour le milieu scientifique et, au bout du compte, le secteur.",0,"drr16"
"NR001-0113-2016","AGR-ABQ00","The sector is increasing its ability to be resilient and self-sustaining","Le secteur augmente sa capacité de résilience et d’autonomie.",0,"drr16"
"NR001-0114-2016","P1001-0043","Increased agreements between insolvent farmers and their creditors on financial recovery measures.","Augmentation des ententes entre les agriculteurs insolvables et leurs créanciers quant aux mesures de recouvrement",0,"drr16"
"NR001-0127-2016","AGR-AAB00","Pari-mutuel betting is conducted in a way that is fair to the Canadian betting public","Déroulement équitable des paris mutuels pour les parieurs canadiens.",0,"drr16"
"NR001-0131-2016","P1001-0045","Grain shipments through the Port are maintained","Les expéditions de grains à partir du Port sont maintenues",0,"drr16"
"NR001-0149-2016","P1001-0059","The sector is taking actions to minimize environmental risks and is using inputs efficiently","Le secteur prend des mesures pour réduire au minimum les risques environnementaux et utilise les intrants d’une manière efficiente",0,"drr16"
"NR001-0150-2016","P1001-0060","The Canadian agriculture and agri-food industry has the tools available to implement assurance systems that respond to consumer, buyer and market demands; to gain and maintain market access; and to protect against threats to plant and animal health","L’industrie agricole et agroalimentaire canadienne a des outils pour mettre en œuvre des systèmes d’assurance qui répondent aux exigences des consommateurs, des acheteurs et du marché, pour obtenir et maintenir l’accès aux marchés, ainsi que pour protéger les plantes et les animaux contre les menaces à leur santé.",0,"drr16"
"NR001-0157-2016","P1001-0063","The sector is increasing its use of market-based knowledge and tools to increase market access","Le secteur utilise davantage les connaissances et les outils fondés sur les marchés afin d’en accroître l’accès.",0,"drr16"
"NR001-0160-2016","P1001-0068","New products, processes and technologies are available for transfer to the sector that are relevant to: environmental sustainability of the sector, the minimization of catastrophic threats to crops, the optimization of livestock efficiencies, and the health and safety of foo","Nouveaux produits et processus et nouvelles technologies transférables au secteur concernant la viabilité écologique du secteur, la réduction des menaces de catastrophes pour les récoltes, l’optimisation du rendement de l’élevage du bétail, ainsi que la salubrité des aliments.",0,"drr16"
"NR001-0161-2016","P1001-0066","The sector has additional capacity to develop knowledge and technologies","Le secteur dispose d’une capacité supplémentaire de créer de nouvelles technologies et connaissances.",0,"drr16"
"NR001-0162-2016","P1001-0069","The sector has access to government and private investment capital to support demonstration, commercialization and adoption of innovative technologies, processes, products, and services","Le secteur a accès à des capitaux d’investissement d’origine gouvernementale ou privée pour soutenir la démonstration, la commercialisation et l’adoption de technologies, de processus, de produits et de services novateurs",0,"drr16"
"NR001-0163-2016","P1001-0067","The sector has access to new agri-related products, practices and technology","Le secteur a accès à de nouveaux produits et à de nouvelles pratiques et techniques liés à l’agriculture.",0,"drr16"
"NR001-0164-2016","P1001-0070","Individual producers and agri-business clients implement changes to their business","Les producteurs individuels et les clients du secteur de l’agro-entreprise apportent des changements à leurs activités.",0,"drr16"
"NR001-0165-2016","P1001-0071","The sector is increasing its adoption of business management and strategic risk management practices and tools","Le secteur accroît l’adoption de pratiques et d’outils de gestion d’entreprise et de gestion stratégique des risques",0,"drr16"
"NR001-0183-2016","AGR-CMA00","Canadian agriculture and agri-food sector is responsive to market opportunities and risks","Le secteur agricole et agroalimentaire canadien s’adapte aux occasions et aux risques du marché.",0,"drr16"
"NR001-0184-2016","P1001-0086","The agriculture sector is supported to maintain the visibility of Canadian sectors/products as well as to maintain its capacity to identify and seize market development opportunities that contribute to its trade competitiveness","Le secteur agricole bénéficie d’un soutien pour maintenir la visibilité des secteurs/produits canadiens et pour maintenir sa capacité à trouver et à saisir des occasions de développement des marchés qui contribuent à sa compétitivité commerciale.",0,"drr16"
"NR001-0187-2016","P1001-0089","Greenhouse gas mitigation information and technologies developed and/or are made available to farmers","Des renseignements et technologies quant à l’atténuation des émissions de gaz à effet de serre sont mis à la disposition des agriculteurs",0,"drr16"
"NR001-0188-2016","P1001-0090","Environmentally responsible land use and practices for the management of a multi-use, productive, and bio-diverse rangeland","Utilisation des terres et pratiques respectueuses de l’environnement pour la gestion de pâturages biodiversifiés, productifs et à usage multiple.",0,"drr16"
"NR001-0189-2016","P1001-0091","Water storage infrastructure is operationally safe and downstream risks are kept as low as reasonably practical","L’infrastructure de stockage des eaux est sûre sur le plan opérationnel et les risques en aval sont maintenus au niveau le plus faible qu’il soit raisonnablement possible d’atteindre.",0,"drr16"
"NR001-0190-2016","P1001-0085","Industry has increased awareness of current agricultural risk management tools and mitigation strategies and has access to new or expanded business risk management tools","L’industrie a une sensibilisation accrue des outils de gestion des risques agricoles et des stratégies d’atténuation, et elle a accès à des outils de gestion des risques de l’entreprise nouveaux ou de portée accrue",0,"drr16"
"NR001-0191-2016","P1001-0060","Implementation of assurance systems and standards by producers and agri-businesses","Mise en œuvre de systèmes et de normes d’assurance par les producteurs et les entreprises agricoles.",0,"drr16"
"NR001-0192-2016","P1001-0027","Regulatory submissions sent to Pest Management Regulatory Agency, Health Canada for new minor uses of pesticides","Soumissions réglementaires envoyées à l’Agence de réglementation de la lutte antiparasitaire de Santé Canada relativement aux nouveaux pesticides à usage limité.",0,"drr16"
"NR001-0193-2016","P1001-0064","Increased awareness of, and access to, safer pest management products and practices","Connaissance et utilisation accrues des produits et des pratiques de lutte antiparasitaire plus sécuritaires.",0,"drr16"
"NR001-0194-2016","AGR-ABG00","Agriculture and agri-food sector that utilizes science to improve agriculture’s efficiency, increase availability of new products and contribute to the Canadian economy","Secteur agricole et agroalimentaire qui met à profit la science pour améliorer l’efficacité de l’agriculture, accroître la disponibilité de nouveaux produits et contribuer à l’économie canadienne.",0,"drr16"
"NR001-0195-2016","P1001-0066","The sector develops or advances knowledge and technologies for industry uptake for commercialization or adoption","Le secteur élabore ou approfondit les connaissances et les technologies destinées à l’industrie aux fins de commercialisation ou d’adoption",0,"drr16"
"NR001-0196-2016","P1001-0069","The sector develops the capacity to commercialize products, technologies, processes or services","Le secteur renforce les capacités pour commercialiser des produits, des technologies, des processus ou des services",0,"drr16"
"NR001-0197-2016","P1001-0070","Increased supply of highly qualified people in the agriculture labour market","Nombre accru de travailleurs qualifiés sur le marché du travail dans le secteur agricole.",0,"drr16"
"NR001-0198-2016","P1001-0071","The sector is increasing production capacity","Le secteur accroît sa capacité de production.",0,"drr16"
"NR001-0200-2016","P1001-0093","Sector develops tools and strategies to adapt to changing circumstances and/or respond to urgent and/or critical issues","Le secteur élabore des outils et des stratégies lui permettant de s’adapter aux circonstances changeantes et/ou de réagir aux enjeux urgents et/ou critiques.",0,"drr16"
"NR001-0201-2016","P1001-0093","Sector implements tools and strategies to adapt to changing circumstances and/or respond to urgent and/or critical issues","Le secteur met en œuvre des outils et des stratégies lui permettant de s’adapter aux circonstances changeantes et/ou de réagir aux enjeux urgents et/ou critiques",0,"drr16"
"NR001-0202-2016","P1001-0013","Marketing of agricultural products under cooperative plans is facilitated by guaranteeing minimum average prices of products sold by marketing agencies","La commercialisation des produits agricoles visés par des plans coopératifs est facilitée par la garantie d’un prix minimal moyen pour les produits vendus par les agences de commercialisation",0,"drr16"
"NR001-0203-2016","AGR-AAH00","Consumer price variations for chicken, eggs and turkey are consistent with those of food in general","Les fluctuations des prix à la consommation du poulet, des oeufs et de la dinde sont comparables à celles des aliments en général.",0,"drr16"
"NR001-0204-2016","P1001-0045","Port remains in operation","Le Port poursuit ses activités.",0,"drr16"
"NR004-0166-2016","PSC-AEJ00","The Public Service Commission will have set clear expectations so that organisations had comprehensive mechanisms to manage delegated staffing authority and accountability for results.","La Commission de la fonction publique aura établi des attentes claires quant à la nécessité pour les organisations de se doter de mécanismes complets permettant de gérer les pouvoirs de dotation qui leur sont délégués et la responsabilisation à l’égard des résultats.",0,"drr16"
"NR004-0167-2016","PSC-AEJ00","The Public Service Commission will have provided organizations with clear policies and guidance in relation to appointment, non-partisanship, delegation and accountability that give effect to the values and requirements of the Public Service Employment Act.","La Commission de la fonction publique aura fourni aux organisations des lignes directrices et des orientations claires en matière de nomination, d’impartialité politique, de délégation et de responsabilisation afin d’assurer l’application des valeurs et des exigences prévues par la Loi sur l’emploi dans la fonction publique.",0,"drr16"
"NR004-0168-2016","PSC-AEJ00","The non-partisanship of the public service will have been safeguarded","L’impartialité politique de la fonction publique aura été protégée",0,"drr16"
"NR004-0169-2016","P1004-0010","The Public Service Commission will have fulfilled its obligations and responsibilities under other legislation (e.g. the Employment Equity Act and Official Languages Act).","La Commission de la fonction publique aura respecté ses obligations et assumé ses responsabilités prévues par les autres lois (p. ex. la Loi sur l’équité en matière d’emploi et la Loi sur les langues officielles)",0,"drr16"
"NR004-0170-2016","P1004-0010","The Public Service Commission will have supported accurate interpretation and application of the Public Service Employment Act, the Public Service Employment Regulations and the Public Service Commission Appointment Policies.","La Commission de la fonction publique aura permis une interprétation et une application justes de la Loi sur l’emploi dans la fonction publique, du Règlement sur l’emploi dans la fonction publique et des lignes directrices de la Commission de la fonction publique en matière de nomination.",0,"drr16"
"NR004-0171-2016","P1004-0010","The Public Service Commission will have supported employee awareness of their legal rights and responsibilities related to political activities (e.g. seeking to become a candidate in an election, as well as other non-candidacy related political activities), pursuant to Part","La Commission de la fonction publique aura aidé les fonctionnaires à mieux comprendre leurs droits et responsabilités légales à l’égard des activités politiques (p. ex. lorsqu’il s’agit de tenter de devenir candidat à une élection ou de participer à d’autres activités politiques non liées à une candidature), conformément à la partie 7 de la Loi su",0,"drr16"
"NR004-0172-2016","P1004-0011","The Public Service Commission will have reviewed the results of oversight activity (audits, monitoring and investigations) to determine whether terms and conditions to delegation are required, and will have discussed these results with delegated organizations.","La Commission de la fonction publique aura examiné les résultats des activités de surveillance (vérifications, suivi et enquêtes) afin de déterminer si des modalités et conditions liées à la délégation des pouvoirs sont nécessaires, et elle aura discuté de ces résultats avec les organisations délégataires concernées.",0,"drr16"
"NR004-0173-2016","P1004-0011","The Public Service Commission will have provided organizations with guidance and tools and proceeded with timely referrals to enable the placement of persons with priority rights for appointment in the public service.","La Commission de la fonction publique aura fourni aux organisations des orientations et des outils et leur aura rapidement présenté la candidature des personnes bénéficiant d’un droit de priorité de nomination afin de permettre le placement de ces personnes à la fonction publique.",0,"drr16"
"NR004-0174-2016","P1004-0011","The Public Service Commission will have rendered timely decisions regarding eligibility for the legislated mobility provisions and requests for permission for candidacy.","La Commission de la fonction publique aura rapidement rendu ses décisions concernant l’admissibilité aux dispositions légales sur la mobilité et les demandes de permission relatives à une candidature électorale.",0,"drr16"
"NR004-0175-2016","PSC-AEL00","The Public Service Commission will have delivered quality programs, products and services to enable organizations to carry out their delegated staffing authorities","La Commission de la fonction publique aura offert aux organisations des programmes, produits et services de qualité leur permettant d’exercer les pouvoirs de dotation qui leur sont délégués.",0,"drr16"
"NR004-0176-2016","P1004-0008","Timely and efficient Staffing Services will have enabled clients with delegation in staffing","La prestation de services de dotation avec rapidité et efficience aura permis à la clientèle d’exercer les pouvoirs de dotation qui lui ont été délégués.",0,"drr16"
"NR004-0177-2016","P1004-0009","Modern assessment services will have enabled hiring managers to staff efficiently while also respecting staffing values","La prestation de services d’évaluation modernes aura permis aux gestionnaires d’embauche de doter des postes de façon efficiente, tout en respectant les valeurs de dotation.",0,"drr16"
"NR004-0178-2016","P1004-0012","Enabling infrastructure will have supported organizational delegation","L’infrastructure habilitante aura facilité la délégation des pouvoirs aux organisations",0,"drr16"
"NR004-0179-2016","PSC-BHE00","Objective information and assurance will have been provided to Parliament, the Public Service Commission and deputy heads about the integrity and effectiveness of the appointment process, as well as the non-partisanship of the public service","Des renseignements objectifs et une assurance auront été fournis au Parlement, à la Commission de la fonction publique et aux administrateurs généraux quant à l’intégrité et à l’efficacité des processus de nomination et à l’impartialité politique de la fonction publique.",0,"drr16"
"NR004-0180-2016","P1004-0005","The Public Service Commission will have monitored delegated and non-delegated staffing authorities, as well as respect for Public Service Employment Act core and guiding values, and will have undertaken targeted outreach to organizations that are of concern.","La Commission de la fonction publique aura procédé à un examen des pouvoirs de dotation délégués et non délégués, de même que du respect des valeurs fondamentales et des valeurs directrices de la Loi sur l’emploi dans la fonction publique, et aura entrepris des activités de liaison ciblées avec les organisations qui présentent une source de préocc",0,"drr16"
"NR004-0181-2016","P1004-0006","Risked-based audits will have provided independent assurance on the integrity of the appointment system","Des vérifications axées sur les risques auront permis de fournir une assurance indépendante quant à l’intégrité du système de nomination",0,"drr16"
"NR004-0182-2016","P1004-0007","Timely investigations process that respected procedural fairness will have been used to resolve issues related to staffing and improper political activities within the established standards","Un processus d’enquête rapide respectant les règles d’équité procédurale aura été suivi pour résoudre les problèmes liés à la dotation et à des activités politiques irrégulières, et ce, selon les normes établies.",0,"drr16"
