dept_submissions__document__year,eternal_id,service,name_en,name_fr,first_active_year,last_active_year,last_gcss_tool_year,channel__name_en,channel__name_fr,channel__code,standard_type__name_en,standard_type__name_fr,standard_type__code,standard_comment_en,standard_comment_fr
2021,3537,2294,80% of calls answered within 300 seconds,80% des appels traités dans les 300 secondes,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,The Service Level standard has not been established for this service because call volumes cannot be forecasted. The service level target (80% answered in 300 seconds) is considered a best effort.,Les niveaux de services n'ont pas été établi pour ce service pcq le volume d'appel ne peux pas être anticipé. Le niveau de services (80% des appels répondu en 300 sec) est considéré comme meilleur effort.
2020,3934,1677,Maintain 7 day availability of CADC data retrieval service at 95% or greater.,Maintenir la norme de disponibilité des services de données du CCDA à un minimum de 95 % sur une période mobile de 7 jours.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"Calculated by checking availability of CADC’s data service when accessed from the Arbutus cloud computing system at the University of Victoria. Each day the CADC will capture the fraction of time (as a percent) the services reported as being available during the preceding 7 day period.  Standard is to achieve 95% availability 95% of the time.  In 2020/21 this standard was achieved, reporting 98% or greater availability 96% of the time.","Fondé sur la disponibilité du service de données du CCDA contacté par le système en nuage Arbutus de l’Université de Victoria. Le CCDA comptabilise chaque jour le pourcentage du temps de disponibilité des services au cours des sept jours précédents. La norme de service est une disponibilité de 95 %, 95 % du temps. En 2020-2021, la norme a été respectée, le taux de disponibilité a été de 98 % ou plus 96 % du temps."
2021,4079,1221,Bankruptcy and Insolvency Records Search,Recherche de dossiers de faillite et d'insolvabilité,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Less than 1 per cent of insolvency record searches are completed by telephone.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par téléphone. .
2020,4079,1221,Bankruptcy and Insolvency Records Search,Recherche de dossiers de faillite et d'insolvabilité,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Less than 1 per cent of insolvency record searches are completed by telephone.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par téléphone.
2021,4080,1221,Bankruptcy and Insolvency Records Search,Recherche de dossiers de faillite et d'insolvabilité,,,0,Fax,Fax,fax,Timeliness,Rapidité,Timeliness,Less than 1 per cent of insolvency record searches are completed by fax.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par télécopieur.
2020,4080,1221,Bankruptcy and Insolvency Records Search,Recherche de dossiers de faillite et d'insolvabilité,,,0,Fax,Fax,fax,Timeliness,Rapidité,Timeliness,Less than 1 per cent of insolvency record searches are completed by fax.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par télécopieur.
2018,4518,1097,Our goal is to issue a notice of assessment within two weeks of receiving your digital individual income tax return.,Notre objectif est d'émettre un avis de cotisation dans les deux semaines suivant la réception d'une déclaration de revenus des particuliers en format électronique.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,The timelines for the service standards are only valid for returns received on or before filing due date.,Les échéanciers pour les normes de service ne sont valides que pour les déclarations reçues au plus tard à la date d’échéance de production.
2019,4518,1097,Our goal is to issue a notice of assessment within two weeks of receiving your digital individual income tax return.,Notre objectif est d'émettre un avis de cotisation dans les deux semaines suivant la réception d'une déclaration de revenus des particuliers en format électronique.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,The timelines for the service standards are only valid for returns received on or before filing due date.,Les demandes téléphoniques sont traités verbalement au téléphone et n’entraînent généralement pas une décision ou une interprétation écrite.
2018,4543,1274,Access to service for persons with limitations,Accès aux services pour les personnes ayant des limitations,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Measured via outage reports. Making information available is an important part of our business. We seek to provide information in multiple formats, such as audio, Braille and large print, to accommodate persons with disabilities.","Mesuré par les rapports d'interruption. Rendre l'information disponible constitue l'un des aspects importants de nos activités. C'est pourquoi nous nous engageons à fournir l'information sur divers supports, comme en format audio, braille, gros caractères, afin de répondre aux besoins des personnes handicapées."
2018,4544,1274,Access to service during business hours,Accès aux services durant les heures d'ouverture,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Measured via outage reports.,Mesuré par les rapports d'interruption.
2018,4545,1276,"24-hour response rate for ""off-the-shelf"" enquiries, 5-day response rate for all enquiries","Répondre aux demandes simples de nature générale dans les 24 heures, répondre dans les 5 jours pour tout type de demandes",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Measured via enquiry reports.,Mesuré à l'aide de rapports des demandes.
2018,4546,1276,Access to service for persons with limitations,Accès aux services pour les personnes ayant des limitations,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Measured via outage reports. Making information available is an important part of our business. We seek to provide information in multiple formats, such as audio, Braille and large print, to accommodate persons with disabilities.","Mesuré par les rapports d'interruption. Rendre l'information disponible constitue l'un des aspects importants de nos activités. C'est pourquoi nous nous engageons à fournir l'information sur divers supports, comme en format audio, braille, gros caractères, afin de répondre aux besoins des personnes handicapées."
2018,4547,1276,Access to service during business hours,Accès aux services durant les heures d'ouverture,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Measured via outage reports.,Mesuré par les rapports d'interruption.
2018,4629,1289,Access to service during business hours,Accès aux services durant les heures d'ouverture,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Measured by outage reports.,Mesuré par les rapports d'interruption.
2018,4631,1287,"24-hour response rate for ""off-the-shelf"" enquiries, 5-day response rate for all enquiries","Répondre aux demandes simples de nature générale dans les 24 heures, répondre dans les 5 jours pour tout type de demandes",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Measured via enquiry reports.,Mesuré à l'aide de rapports des demandes.
2018,4633,1287,Access to service for persons with limitations,Accès aux services pour les personnes ayant des limitations,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Measured via outage reports. Making information available is an important part of our business. We seek to provide information in multiple formats, such as audio, Braille and large print, to accommodate persons with disabilities.","Mesuré par les rapports d'interruption. Rendre l'information disponible constitue l'un des aspects importants de nos activités. C'est pourquoi nous nous engageons à fournir l'information sur divers supports, comme en format audio, braille, gros caractères, afin de répondre aux besoins des personnes handicapées."
2018,4634,1287,Access to service during business hours,Accès aux services durant les heures d'ouverture,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Measured via outage reports.,Mesuré par les rapports d'interruption.
2018,4635,1282,"24-hour response rate for ""off-the-shelf"" enquiries, 5-day response rate for all enquiries","Répondre aux demandes simples de nature générale dans les 24 heures, répondre dans les 5 jours pour tout type de demandes",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Measured via enquiry reports.,Mesuré à l'aide de rapports des demandes.
2018,4637,1282,Access to service for persons with limitations,Accès aux services pour les personnes ayant des limitations,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Measured via outage reports. Making information available is an important part of our business. We seek to provide information in multiple formats, such as audio, Braille and large print, to accommodate persons with disabilities.","Mesuré par les rapports d'interruption. Rendre l'information disponible constitue l'un des aspects importants de nos activités. C'est pourquoi nous nous engageons à fournir l'information sur divers supports, comme en format audio, braille, gros caractères, afin de répondre aux besoins des personnes handicapées."
2018,4638,1282,Access to service during business hours,Accès aux services durant les heures d'ouverture,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Measured via outage reports.,Mesuré par les rapports d'interruption.
2018,4639,1276,"Accurate, relevant, reliable and professional service","Services professionnels offrant de l'information précise, pertinente et fiable",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Measured via quality assurance reports.,Mesuré au moyen de rapports d'assurance de la qualité.
2020,489,754,ICMS: Callback Response Time,SGIC : Temps de réponse pour le rappel,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Met at 94%,Atteint à 94%
2020,495,756,OCISM: Callback Response Time,SGIC : Temps de réponse pour le rappel,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Although not all OCISM interventions occur via phone, the majority are provided via that modality due to geographical limitations.  In some cases, face-to-face interventions are arranged

Target 90%

Total Annual Business Volume 3,389
Annual Business Volume Satisfying Standard 3,050","Bien que les interventions en matière de GSPIC ne soient pas toutes effectuées par téléphone, ce mode de communication est utilisé dans la plupart des cas en raison des limites géographiques. Dans certains cas, des interventions en face à face sont organisées.  

Objectif : 90 %

Volume d’affaires total annuel  3 389
Norme de satisfaction à l’égard du volume d’affaires annuel  3 050"
2018,5409,754,ICMS: Callback Response Time,SGIC : Temps de réponse pour le rappel,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,ICMS target established during the previous fiscal cycle (2018/19),Cible du SGIC établie au cours du cycle financier précédent (2018-2019)
2019,5409,754,ICMS: Callback Response Time,SGIC : Temps de réponse pour le rappel,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,ICMS target established in 2018/19.   Data provided is for FY 2019/20: 98.7%,"Objectif ICMS établi en 2018/19. Les données fournies concernent l'exercice 2019/20: 98,7%"
2018,5410,756,OCISM: Callback Response Time,SGIC : Temps de réponse pour le rappel,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Although not all OCISM interventions occur via phone, the majority are provided via that modality due to geographical limitations.  In some cases, face-to-face interventions are arranged

Target 90%
Total Annual Business Volume 3382
Annual Business Volume Satisfying Standard 3034","Bien que les interventions en matière de GSPIC ne soient pas toutes effectuées par téléphone, ce mode de communication est utilisé dans la plupart des cas en raison des limites géographiques. Dans certains cas, des interventions en face à face sont organisées.  
Objectif : 90 %
Volume d’affaires total annuel  3 382
Norme de satisfaction à l’égard du volume d’affaires annuel  3 034"
2019,5410,756,OCISM: Callback Response Time,SGIC : Temps de réponse pour le rappel,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Although not all OCISM interventions occur via phone, the majority are provided via that modality due to geographical limitations.  In some cases, face-to-face interventions are arranged
Target 90%
Total Annual Business Volume 3,914
Annual Business Volume Satisfying Standard 3,523","Bien que les interventions en matière de GSPIC ne soient pas toutes effectuées par téléphone, ce mode de communication est utilisé dans la plupart des cas en raison des limites géographiques. Dans certains cas, des interventions en face à face sont organisées.  
Objectif : 90 %
Volume d’affaires total annuel  3 914
Norme de satisfaction à l’égard du volume d’affaires annuel  3 523"
2019,6219,902,Answer calls about Receiver General cheques within 180 seconds,Répondre en moins de 180 secondes aux appels concernant les chèques du receveur général.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"The statistical data collection ended on March 16, 2020, the date of the start of critical services in a pandemic.","La prise de données statistiques s’est terminé le 16 mars 2020, date du début des services critiques en pandémie."
2019,6300,2007,Ice forecasts and charts are issued according to the established schedule.,Les prévisions et les cartes des glaces sont diffusées en fonction de l’horaire de diffusion établi.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"Ice forecasts describe the anticipated ice conditions in Canadian navigable waters for the next two-day period and daily ice charts forecast the ice conditions in a predetermined geographical region valid at 18:00 UTC of the day of dissemination. A total of 6,710 ice forecasts and charts (3,990 ice hazard bulletins and 2,720 daily ice charts) were issued in 2019-20. The Service Standard assesses the percentage of ice hazard bulletins and daily ice charts that were issued according to the established schedule. The issued time of the ice hazard bulletins and daily ice charts is compared to the valid time: if the issued time is greater than the valid time, the forecast is considered as not being issued on time. For FY 2019-20, the performance result is 98%, meaning that 6,570 of the 6,710 ice forecasts and charts were issued according to the established schedule. The Service Standard target is 95%. The Service Standard is administered internally via the ISO and Quality Management System. The performance results will be publicly available on ECCC website in FY2021-22. Since the service is not transactional, real-time service delivery performance information is not applicable. Accuracy service standard is under development and will be implemented in FY 2021-22: ECCC is currently assessing what measured indicator would be best appropriate as service standard.","Les prévisions des glaces décrivent les conditions des glaces prévues dans les eaux navigables canadiennes pour la période de deux jours suivante et les cartes quotidiennes des glaces prévoient les conditions des glaces dans une région géographique prédéterminée valable à 18:00 UTC du jour de diffusion. Au total, 6 710 prévisions et cartes des glaces (3 990 bulletins de danger des glaces et 2 720 cartes quotidiennes des glaces) ont été diffusées en 2019-20. La norme de service évalue le pourcentage de bulletins sur les dangers liés aux glaces et de cartes quotidiennes des glaces diffusés en fonction de l’horaire de diffusion établi. Le temps de la diffusion du bulletins et de la carte quotidienne de glace est comparé à l’horaire valide: si le temps de la diffusion dépasse celui de l’horaire valide, on considère que le bulletin ou la carte n’a pas été diffusé à temps. Pour l'exercice 2019-20, le résultat de performance est de 98%, ce qui signifie que 6 570 des 6 710 prévisions et cartes des glaces ont été émises selon l’horaire établi. L'objectif de la norme de service est de 95 %. La norme de service est administrée à l’interne via le système ISO et de gestion de la qualité. Les résultats des performances seront accessibles au public sur le site Web d'ECCC au cours de l'exercice 2021-22. Puisque le service n’est pas transactionnel, l’information sur le rendement de la prestation des services prioritaires en temps réel ne s’applique pas. La norme de service en matière d’exactitude est en cours d'élaboration et sera mise en œuvre au cours de l'exercice 2021-22 : ECCC est présentement en train d'évaluer quel indicateur mesuré serait le plus approprié comme normes de service."
2019,6303,2007,Ice forecasts and daily ice charts will be produced seven days a week with no interruptions longer than 24 hours.,"Les prévisions des glaces et les cartes quotidiennes des glaces seront produites sept jours par semaine, sans interruption de plus de 24 heures",,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"This Advisory and Information Service is not a transactional e-service. The ice information is accessible online or via the CCG marine radio, or Secure File Transfer Protocol (SFTP) service for low bandwidth users, and is available instantly in a self-service manner: it does not require a user's account nor an application, and there is no final outputs issued such as payments or requests completed. A total of 6,710 ice forecasts and charts (3,990 ice hazard bulletins and 2,720 daily ice charts) were issued in 2019-20. The Service Standard assesses the accessibility of the ice forecast and daily ice charts produced seven days a week, i.e. the # of hours of uptime of the diverse channels (8710) divided by # of hours in the year (8760).  For 2019-20, the performance result is 99%, meaning that the ice forecast and daily ice chart information was accessible to the public 99% of the time due to short planned and unplanned downtime operational downtime periods. The Service Standard target is 95%. The Service Standard is administered internally via the ISO and Quality Management System. The performance results will be publicly available on ECCC Website in FY2021-22. Accuracy service standard is under development and will be implemented in FY 2021-22: ECCC is currently assessing what measured indicator would be best appropriate as service standard.","Ce Service Consultatif et d'Information n'est pas un service transactionnel électronique. L’information est accessible en ligne, sur la radio maritime de la GCC ou via un protocole de transfert de fichiers sécurisé pour les utilisateurs à faible bande passante, et est disponible instantanément et en libre-service: l'accès au service ne requière pas de compte d'utilisateur ni d’application et il n'y a pas d'opérations finales effectuées tels que des paiements émis ou des demandes complétées. Au total, 6 710 prévisions et cartes des glaces (3 990 bulletins de danger des glaces et 2 720 cartes quotidiennes des glaces) ont été diffusées en 2019-20. La norme de service évalue l'accessibilité des prévisions des glaces et des cartes quotidiennes des glaces produites sept jours par semaine, c.-à-d. le # d’heures de disponibilité des divers canaux de diffusions (8710) divisé par le # d'heures dans une année (8760). Pour 2019-20, le résultat de performance est de 99%, ce qui signifie que les prévisions des glaces et les cartes quotidiennes des glaces étaient accessibles au public 99% du temps en raison de courtes périodes d'arrêt opérationnel planifiées et non planifiées. L'objectif de la norme de service est de 95 %. La norme de service est administrée à l’interne via le système ISO et de gestion de la qualité. Les résultats des performances seront accessibles au public sur le site web d'ECCC au cours de l'exercice 2021-22. La norme de service en matière d’exactitude est en cours d'élaboration et sera mise en œuvre au cours de l'exercice 2021-22 : ECCC est présentement en train d'évaluer quel indicateur mesuré serait le plus approprié comme normes de service."
2019,6304,1995,Media calling ECCC to request a consultation on weather warning or forecast information will be provided with a live consultation by phone from a meteorologist within 60 minutes,Les médias qui téléphonent à ECCC pour demander une consultation concernant des informations relatives aux alertes ou aux prévisions météorologiques bénéficieront d'une consultation téléphonique en direct avec un météorologue dans un délai de 60 minutes.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"Value-added meteorological services are provided to media, with the primary aim to disseminate information which can help Canadians make judicious decisions with respect to their safety, security, livelihood and property. ECCC personnel makes every reasonable attempt to respond to all media calls as soon as possible in order to accommodate publications and/or broadcast deadlines though it is understood that during high workload situations/major storms, responses may be delayed. Therefore, the service standard goal is that 95% of the media requests receive a response within 1 hour. In 2019-20, ECCC responded to 6,146 media calls, and the performance result is 95%, meaning that 5,840 of the calls from media calling ECCC to request a consultation on weather warning or forecast information were provided with a live consultation by phone from a meteorologist within 60 minutes. The Service Standard is administered internally via the ISO and Quality Management System. The performance results will be publicly available on ECCC Website in FY2021-22. Access and accuracy service standards are under development and will be implemented in FY 2021-22: ECCC is currently assessing what measured indicators would be best appropriate as service standards.","Des services météorologiques à valeur ajoutée sont fournis aux médias, avec pour objectif premier de diffuser des informations susceptibles d'aider les Canadiens à prendre des décisions judicieuses concernant leur sécurité, leur sûreté, leurs moyens de subsistance et leurs biens. Le personnel d’ECCC fait tout ce qui est raisonnablement possible pour répondre à tous les appels des médias dès que possible afin de respecter les délais de publication et/ou de diffusion, bien qu'il soit entendu que lors de situations à forte charge de travail/tempêtes majeures, les réponses peuvent être retardées. Par conséquent, l'objectif de la norme de service est que 95% des demandes des médias reçoivent une réponse dans l'heure qui suit. En 2019-20, ECCC a répondu à 6 146 appels des médias, et le résultat des performances est de 95%, signifiant que 5 840 des appels des médias appelant ECCC pour demander une consultation sur des informations d'alerte ou de prévision météorologique ont bénéficié d'une consultation téléphonique en direct avec un météorologue dans un délai de 60 minutes. La norme de service est administrée à l’interne via le système ISO et de gestion de la qualité. Les résultats des performances seront accessibles au public sur le site web d'ECCC au cours de l'exercice 2021-22. Les normes de service en matière d'accès et d’exactitude sont en cours d'élaboration et seront mises en œuvre au cours de l'exercice 2021-22 : ECCC est présentement en train d'évaluer quels indicateurs mesurés seraient les plus appropriés comme normes de service."
2019,6693,908,Website is kept operational at all times,Veiller à ce que le site Web soit opérationnel en tout temps,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"Target is for the website to be operational 24/7, 365 days. The result and target was 95%, hence 347","L'objectif est que le site Web soit opérationnel 24 heures sur 24, 7 jours sur 7, 365 jours par an. Le résultat et la cible étaient de 95%, soit 347"
2020,1057,155,Process requests to register a victim within 21 calendar days of receipt by CSC.,Traiter les demandes d’inscription des victimes dans les 21 jours civils suivant leur réception par le SCC.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,Unspecified,Non spécifié
2020,1074,1130,GCshare acknowledges receipt of client inquiries within one business day.,GCpartage - Accuser réception des demandes de renseignements des clients dans un délai d’un (1) jour ouvrable.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,99%.  Metrics are best guess at this time; service standards will be updated with the implementation of service management tools in FY 2022-2023.,99%.  Ces chiffres sont approximatifs pour le moment.Nos critères d'évaluation de service seront mis à jour avec la mise en place de l'outil de gestion des services en 2022-2023.
2020,1075,1130,"GCshare addresses client inquiries, providing advice and guidance, within five business days.",GCpartage – Répondre aux demandes de renseignements des clients et leur fournir des conseils et des directives dans un délai de cinq (5) jours ouvrables .,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,95%.  Metrics are best guess at this time; service standards will be updated with the implementation of service management tools in FY 2022-2023.,95%.  Ces chiffres sont approximatifs pour le moment.Nos critères d'évaluation de service seront mis à jour avec la mise en place de l'outil de gestion des services en 2022-2023.
2021,1334,1339,"Grade of service:
 80% of phone calls answered within 30 seconds.","Niveau de service : 
80% d’appels téléphoniques répondus dans un intervalle de 30 secondes.",,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,88.9% of calls were answered within 30 seconds. The number shown is the approximate value for the percentage reported.,88.9 % des appels reçoivent une réponse dans les 30 secondes.Le nombre indiqué est la valeur approximative correspondant à ce pourcentage.
2020,1334,1339,"Grade of service:
 80% of phone calls answered within 30 seconds.","Niveau de service : 
80% d’appels téléphoniques répondus dans un intervalle de 30 secondes",,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,88.2% of calls were answered within 30 seconds. The number shown is the approximate value for the percentage reported.,"Le CSC a répondu à 88,2 % des appels dans un délai d’au plus 30 secondes. La valeur indiquée est une approximation du pourcentage comptabilisé."
2021,1335,1339,Requests are completed < 1 day.,Les demandes sont traitées en moins d’une journée.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,The Annual Business Volume Satisfying Standard was recorded by the service as a percentage 88.92% actuals. The number shown is the approximate value for the percentage reported.,Le volume d'activité annuel satisfaisant la norme de service a été enregistré par le service sous forme de pourcentage 88.92%. Le nombre indiqué est la valeur approximative correspondant à ce pourcentage.
2020,1335,1339,Requests are completed < 1 day.,Les demandes sont traitées en moins d’une journée.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,The Annual Business Volume Satisfying Standard was recorded by the service as a percentage 87.7%. The number shown is the approximate value for the percentage reported.,"Le volume annuel des activités qui ont respecté la norme de service a été de 87,7 %. La valeur indiquée est une approximation du pourcentage comptabilisé."
2021,1337,1339,Compliance to script adherence (Adherence to prescribed workflows and scripts through QA and QC measures correlated with direct observation via call recordings.),"Conformité de l’adhérence au scénario (adhérence au flux de travail et aux scénarios prévus grâce aux mesures d’assurance de la qualité [AQ] et de contrôle de la qualité [CQ], corrélée par une observation directe des enregistrements d’appels.)",,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"The number provided for Annual Business Volume Satisfying Standard corresponds to 90% compliance obtained on a random sampling of 5 calls per agent per month. 

Best practice Quality Assurance/Quality Control methodology.","Le nombre indiqué pour la norme annuelle de satisfaction du volume d'affaires correspond à un taux de conformité de 90 % obtenu sur un échantillon aléatoire de 5 appels par agent par mois. 

Pratiques exemplaires et méthode en matière d’assurance de la qualité et de contrôle de la qualité."
2020,1337,1339,"Compliance to script adherence (Adherence to prescribed workflows and scripts through QA and QC measures available in MS Dynamics, correlated with direct observation via call recordings.)","Conformité de l’adhérence au scénario (Adhérence au flux de travail et aux scénarios prévus grâce aux mesures d’assurance de la qualité (AQ) et de contrôle de la qualité (CQ) disponibles dans l’outil Microsoft Dynamics, corrélée par une observation directe des enregistrements d’appels.)",,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"The number provided for Annual Business Volume Satisfying Standard corresponds to 90% compliance obtained on a random sampling of 5 calls per agent per month. 

Best practice Quality Assurance/Quality Control methodology.","Le nombre indiqué pour la norme annuelle de satisfaction du volume d'affaires correspond à un taux de conformité de 90 % obtenu sur un échantillon aléatoire de 5 appels par agent par mois. 

Pratiques exemplaires et méthode en matière d’assurance de la qualité et de contrôle de la qualité."
2021,1342,1339,Percentage of calls completed,Pourcentage d’appels téléphoniques complétés.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Service standard result derived from the number of calls handled minus the number of calls abandoned (448 for 2021-22).,Le taux de conformité à la norme de service repose sur le nombre d’appels traités moins le nombre d’appels abandonnés (448 en 2021-2022).
2020,1342,1339,Percentage of calls completed,Pourcentage d’appels téléphoniques complétés.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,Service standard result derived from the number of calls handled minus the number of calls abandoned (475 for 2020-21).,Le taux de conformité à la norme de service repose sur le nombre d’appels traités moins le nombre d’appels abandonnés (475 en 2020-2021).
2020,1534,657,Acknowledging an Application within ten (10) business days of receiving a signed application for funding.,Accusé de réception d’une demande dans les dix (10) jours ouvrables suivant la réception d’une demande de financement signée.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,The business volume satisfying the standard is MUCH Higher than normal as it includes the RRRF/NBRF applications which were deemed complete upon receipt and therefore received email acknowledgements from CanNor intake on the same day as received. 99% received acknowledgement by email within (10 business days) of receipt of signed application.,"Le volume d'affaires satisfaisant à la norme est BEAUCOUP plus élevé que la normale, car il comprend les demandes de FRRR/NBRF qui ont été jugées complètes dès leur réception et ont donc reçu un accusé de réception par courriel de CanNor le jour même de leur réception. 99 % ont reçu un accusé de réception par courriel dans les (10 jours ouvrables) suivant la réception de la demande signée."
2020,1535,657,Rendering a Funding Decision within ninety (90) Net Business Days of receiving a signed and complete application.,Annonce d’une décision de financement dans les quatre-vingt-dix (90) jours ouvrables nets suivant la réception d’une demande d’aide remplie et signée.,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"The business volume satisfying the standard is MUCH higher than normal as it include RRRF/NBRF applications which were approved through the DAR by the President.  Average was 27 business days to approval, 7 projects took longer than 90 business days which were sent to MinO for approval.","Le volume d'affaires satisfaisant à la norme est BEAUCOUP plus élevé que la normale, car il comprend des demandes de FRR et de FRBR qui ont été approuvées par le président par le biais du DAR.  La moyenne est de 27 jours ouvrables pour l'approbation, 7 projets ont pris plus de 90 jours ouvrables et ont été envoyés au MinO pour approbation."
2020,1541,1547,Library services have a service standard for availability of online resources (percentage of time that online library systems will be available for public use).,Les services de bibliothèque ont établi une norme de service concernant la disponibilité des ressources en ligne (pourcentage de temps pendant lequel les systèmes de bibliothèque en ligne seront mis à la disposition du grand public).,,,0,Online,En ligne,onl,Timeliness,Rapidité,Timeliness,"The 99% is based on the general concept of medium system availability, rather than on a transaction by transaction basis. Library services does not log-down time in detail. Business volume is measured as website hits measured through Google analytics.","La proportion de 99 % repose sur le concept général d’une disponibilité « moyenne » du système, plutôt que sur la base des transactions individuelles. Les services de bibliothèque ne consignent pas en détail les données concernant les délais. Le volume d'activité est mesuré par le nombre de visites de sites Web mesuré à l'aide de Google Analytics."
2018,1664,13,Respond to InfoLine inquiries within 24 hours.,Répondre aux demandes de renseignements reçues par l'entremise de LigneInfo dans un délai de 24 heures.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"The mechanism for tracking results against this service standard does not currently provide for the results to be broken out by service channels, as a single interaction could take place across multiple channels. Going forward, the Acquisitions Program will assess how to modify our approach.  The majority of initial interactions occur by telephone.","Le mécanisme de suivi des résultats par rapport à cette norme de service ne prévoit pas pour le moment que les résultats soient ventilés par mode de service, car une seule interaction pourrait avoir lieu sur plusieurs modes. À l'avenir, le programme des acquisitions déterminera comment modifier notre approche. La majorité des interactions initiales se font par téléphone."
2019,1664,13,Respond to InfoLine inquiries within 24 hours.,Répondre aux demandes de renseignements reçues par l'entremise de LigneInfo dans un délai de 24 heures.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,"The mechanism for tracking results against this service standard does not currently provide for the results to be broken out by service channels, as a single interaction could take place across multiple channels. The majority of initial interactions occur by telephone.","Le mécanisme de suivi des résultats par rapport à cette norme de service ne prévoit pas pour le moment que les résultats soient ventilés par mode de service, car une seule interaction pourrait avoir lieu sur plusieurs modes. La majorité des interactions initiales se font par téléphone."
2018,1859,263,Our goal is to return your phone call or email inquiry regarding eligibility of your organization or project idea within 2 working days.,Notre but est de vous rappeler ou de répondre à votre courriel de demande de renseignements sur l’admissibilité de votre organisation ou de votre idée de projet dans un délai de 2 jours ouvrables.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,A target has not yet been established.,L'objectif n'a pas encore été établi
2018,1910,172,Will respond to enquiries within five (5) business days,Répondra aux demandes de renseignements dans les cinq (5) jours ouvrables.,,,0,Telephone,Téléphone,tel,Timeliness,Rapidité,Timeliness,88% target within 5 days.  For F/Y 2018/19,Norme de service de 5 jours respectée dans 88 % des cas. Pour l’exercice 2018-2019
2020,2152,927,The CFP is committed to a service standard of 35 calendar days to complete the initial review of a submitted application for service fees impacted by the Service Fees Act.,Le PCAF s’est engagé à mettre en œuvre une norme de service de 35 jours civils pour l’examen initial des demandes pour lesquelles il existe des frais de service visés par la Loi sur les frais de service.,,,0,Postal Mail,Courrier postal,post,Timeliness,Rapidité,Timeliness,99.17% satisfied the service standard.,"99,17 % ont satisfait à la norme de service."
