"ResultID","ProgElemID","ResultTitle_en","Is_Efficiency","Document"
"NR039-0028-2017","P1039-0001","The NFB collection is made accessible digitally to future generations.",0,"dp17"
"NR039-0029-2016","P1039-0002","Consumers view NFB audiovisual works on multiple access channels",0,"drr16"
"NR039-0029-2017","P1039-0002","Consumers view NFB audiovisual works on multiple access channels",0,"dp17"
"NR039-0030-2016","P1039-0002","Consumers engage with the NFB",0,"drr16"
"NR039-0030-2017","P1039-0002","Consumers engage with the NFB",0,"dp17"
"NR039-0031-2016","P1039-0003","Educational and institutional audiences view NFB audiovisual works on multiple access channels",0,"drr16"
"NR039-0031-2017","P1039-0003","Educational and institutional audiences view NFB audiovisual works on multiple access channels",0,"dp17"
"NR039-0032-2016","P1039-0003","Educational and institutional audiences engage with the NFB",0,"drr16"
"NR039-0032-2017","P1039-0003","Educational and institutional audiences engage with the NFB",0,"dp17"
"NR039-0038-2016","NFB-AEA00","Awards and tributes",0,"drr16"
"NR039-0038-2017","NFB-AEA00","Awards and tributes",0,"dp17"
"NR039-0039-2016","P1039-0004","The NFB’s expertise is recognized at a broad range of major festivals and industry events in Canada and abroad",0,"drr16"
"NR039-0039-2017","P1039-0004","The NFB’s expertise is recognized at a broad range of major festivals and industry events in Canada and abroad",0,"dp17"
"NR039-0040-2016","P1039-0004","NFB films selected in festivals",0,"drr16"
"NR039-0040-2017","P1039-0004","NFB films selected in festivals",0,"dp17"
"NR039-0041-2016","P1039-0004","Participants present",0,"drr16"
"NR039-0041-2017","P1039-0004","Participants present",0,"dp17"
"NR040-0002-2016","CTA-BAN00","Service providers (air, rail and marine) comply with legislative requirements",0,"drr16"
"NR040-0002-2017","CTA-BAN00","Service providers (air, rail and marine) comply with legislative requirements",0,"dp17"
"NR040-0003-2016","CTA-BAN00","CN and CP are provided with the information required to ensure they do not exceed the Maximum Revenue Entitlement for the shipment of Western Grain",0,"drr16"
"NR040-0003-2017","CTA-BAN00","CN and CP are provided with the information required to ensure they do not exceed the maximum grain revenue entitlements for the shipment of Western Grain",0,"dp17"
"NR040-0004-2016","CTA-BAO00","Specialized transportation dispute resolution that is transparent, fair and timely",0,"drr16"
"NR040-0004-2017","CTA-BAO00","Specialized transportation dispute resolution that is transparent, fair and timely",0,"dp17"
"NR040-9998-2017","CTA-BAO00","Efficiency",1,"dp17"
"NR040-9999-2017","CTA-BAN00","Efficiency",1,"dp17"
"NR041-0001-2016","NR-BMT00","Natural resource sectors have increased access to existing markets",0,"drr16"
"NR041-0001-2017","NR-BMT00","Natural resource sectors have increased access to existing markets",0,"dp17"
"NR041-0002-2016","P1041-0001","Rough diamond market access is supported through the efficient implementation of Canada’s international obligations under the Kimberley Process Certification Scheme",0,"drr16"
"NR041-0002-2017","P1041-0001","Rough diamond market access is supported through the efficient implementation of Canada’s international obligations under the Kimberley Process Certification Scheme",0,"dp17"
"NR041-0003-2016","P1041-0004","Forest industry has increased sales of Canadian wood products in international markets",0,"drr16"
"NR041-0003-2017","P1041-0004","Forest industry has increased sales of Canadian wood products in international markets",0,"dp17"
"NR041-0005-2016","P1041-0003","Actions are taken domestically and internationally to diversify Canada’s energy markets",0,"drr16"
"NR041-0007-2016","P1041-0003","The Government of Canada’s regulatory and legislative frameworks governing Canada’s energy resources (e.g., offshore oil and gas) is renewed in a timely manner and continuously improved",0,"drr16"
"NR041-0007-2017","P1041-0003","The Government of Canada’s regulatory and legislative frameworks governing Canada’s energy resources (e.g., offshore oil and gas) are renewed in a timely manner and continuously improved",0,"dp17"
"NR041-0009-2016","NR-BMU00","Natural resource sectors increase production of new products and processes",0,"drr16"
"NR041-0009-2017","NR-BMU00","Natural resource sectors increase production of new products and processes",0,"dp17"
"NR041-0010-2016","NR-BMU00","Methodologies, policies, strategies, plans and standards are collaboratively used by governments and private sector organizations in the development of new innovative and value-added geospatial applications",0,"drr16"
"NR041-0010-2017","NR-BMU00","Methodologies, policies, strategies, plans and standards are collaboratively used by governments and private sector organizations in the development of new innovative and value-added geospatial applications",0,"dp17"
"NR041-0011-2016","P1041-0007","Technology developers increase demonstration of innovative mining and processing technologies",0,"drr16"
"NR041-0011-2017","P1041-0007","Technology developers increase demonstration of innovative mining and processing technologies",0,"dp17"
"NR041-0014-2016","P1041-0006","NRCan, industry, provinces and academia develop new technologies which lead to higher value Canadian forest products and processes to create a better competitive position for the Canadian forest sector",0,"drr16"
"NR041-0014-2017","P1041-0006","NRCan, industry, provinces and academia develop new technologies which lead to higher value Canadian forest products and processes to create a better competitive position for the Canadian forest sector",0,"dp17"
"NR041-0015-2016","P1041-0006","Forest sector innovation is accelerated by the endorsement of an annual research plan by the forest sector innovation system",0,"drr16"
"NR041-0015-2017","P1041-0006","Forest sector innovation is accelerated by the endorsement of an annual research plan by the forest sector innovation system",0,"dp17"
"NR041-0016-2016","P1041-0005","Government and other program stakeholders can access a suite of modern, comprehensive Geospatial assets to support decision-making, reporting, operations and research",0,"drr16"
"NR041-0016-2017","P1041-0005","Government and other program stakeholders can access a suite of modern, comprehensive Geospatial assets to support decision-making, reporting, operations and research",0,"dp17"
"NR041-0017-2016","NR-BMV00","Natural resource sectors have increased investment",0,"drr16"
"NR041-0017-2017","NR-BMV00","Natural resource sectors have increased investment",0,"dp17"
"NR041-0018-2016","P1041-0013","Industry decision-makers and potential investors are provided with timely mineral socio-economic data",0,"drr16"
"NR041-0018-2017","P1041-0013","Industry decision-makers and potential investors are provided with timely mineral socio-economic data",0,"dp17"
"NR041-0021-2016","P1041-0011","Mineral exploration industry uses the latest public geoscience knowledge and methodologies relevant to discovery of new mineral resources",0,"drr16"
"NR041-0021-2017","P1041-0011","Mineral exploration industry uses the latest public geoscience knowledge and methodologies relevant to discovery of new mineral resources",0,"dp17"
"NR041-0022-2016","P1041-0010","Governments and industry have increased geoscience information on Canada’s North to help guide development decisions",0,"drr16"
"NR041-0022-2017","P1041-0010","Governments and industry have increased geoscience information on Canada’s North to help guide development decisions",0,"dp17"
"NR041-0023-2016","P1041-0009","Public and private sectors access knowledge products supporting assessment and investment decision-making on new energy exploration basins",0,"drr16"
"NR041-0023-2017","P1041-0009","Public and private sectors access knowledge products supporting assessment and investment decision-making on new energy exploration basins",0,"dp17"
"NR041-0024-2016","P1041-0008","Timely Environmental Assessment (EA) regulatory decisions for major projects",0,"drr16"
"NR041-0024-2017","P1041-0008","Timely environmental assessment (EA) regulatory decisions for major projects",0,"dp17"
"NR041-0025-2016","NR-BMW00","Statutory requirements relating to offshore petroleum payments in Nova Scotia and Newfoundland and Labrador are managed in a timely manner",0,"drr16"
"NR041-0025-2017","NR-BMW00","Statutory requirements relating to offshore petroleum payments in Nova Scotia and Newfoundland and Labrador are managed in a timely manner",0,"dp17"
"NR041-0026-2016","NR-BMX00","Energy consumers and producers adopt environmentally responsible products and practices related to energy use and production",0,"drr16"
"NR041-0026-2017","NR-BMX00","Energy consumers and producers adopt environmentally responsible products and practices related to energy use and production",0,"dp17"
"NR041-0027-2016","P1041-0017","Federal government decision makers have information on policy framework for administering marine renewable energy in the federal offshore",0,"drr16"
"NR041-0027-2017","P1041-0017","Federal government determines the legislative approach for administering marine renewable energy in the federal offshore",0,"dp17"
"NR041-0028-2016","P1041-0017","Renewable electricity is produced by the projects supported by NRCan programs",0,"drr16"
"NR041-0028-2017","P1041-0017","Renewable electricity is produced by the projects supported by the program",0,"dp17"
"NR041-0029-2016","P1041-0016","TBD. Note: Performance measurement parameters have been set to “TBD” pending decisions on program renewal, due to the expiry of budgetary spending authorities for some of the Clean Energy suite of programs.",0,"drr16"
"NR041-0031-2016","P1041-0015","Fuel producers have the capacity to produce renewable alternatives to gasoline and diesel",0,"drr16"
"NR041-0031-2017","P1041-0015","The supply and demand for lower carbon transportation options in Canada grows",0,"dp17"
"NR041-0035-2016","P1041-0014","Canadians adopt NRCan-targeted energy efficient products and practices",0,"drr16"
"NR041-0036-2016","NR-BMY00","Stakeholders invest in S and T to address environmental challenges",0,"drr16"
"NR041-0036-2017","NR-BMY00","Stakeholders invest in S&T to address environmental challenges",0,"dp17"
"NR041-0037-2016","P1041-0020","New materials technologies in clean power generation and safe and reliable energy distribution are developed for industry",0,"drr16"
"NR041-0037-2017","P1041-0020","New materials technologies in clean power generation and safe and reliable energy distribution are developed for industry",0,"dp17"
"NR041-0038-2016","P1041-0020","New materials technology or standards to transport fossil fuels effectively (safely and efficiently) are developed for industry",0,"drr16"
"NR041-0038-2017","P1041-0020","New materials technology or standards to transport fossil fuels effectively (safely and efficiently) are developed for industry",0,"dp17"
"NR041-0039-2016","P1041-0020","Advanced materials technologies for new energy efficient vehicle designs are developed for industry",0,"drr16"
"NR041-0039-2017","P1041-0020","Advanced materials technologies for new energy efficient vehicle designs are developed for industry",0,"dp17"
"NR041-0040-2016","P1041-0019","Technology developers increase demonstration of environmental technologies",0,"drr16"
"NR041-0040-2017","P1041-0019","Technology developers increase demonstration of environmental technologies",0,"dp17"
"NR041-0043-2016","P1041-0018","Academia, industry and the public sector pursue clean energy S and T that has fewer negative environmental impact",0,"drr16"
"NR041-0043-2017","P1041-0018","Academia, industry and the public sector pursue clean energy S&T that has fewer negative environmental impacts",0,"dp17"
"NR041-0044-2016","NR-BMZ00","Public and private sectors establish practices to mitigate the environmental impacts to natural resources",0,"drr16"
"NR041-0044-2017","NR-BMZ00","Public and private sectors establish practices to mitigate the environmental impacts to natural resources",0,"dp17"
"NR041-0046-2016","P1041-0024","Governments, industry, non-governmental organizations and other stakeholders are provided with scientific knowledge on forest ecosystems to support knowledge-based sustainable forest management policies and practices",0,"drr16"
"NR041-0046-2017","P1041-0024","Governments, industry, non-governmental organizations and other stakeholders are provided with scientific knowledge on forest ecosystems to support knowledge-based sustainable forest management policies and practices",0,"dp17"
"NR041-0047-2016","P1041-0023","Public and private sectors involved in groundwater management practices incorporate NRCan information into their products",0,"drr16"
"NR041-0047-2017","P1041-0023","Public and private sectors involved in groundwater management practices incorporate NRCan information into their products",0,"dp17"
"NR041-0048-2016","P1041-0022","Governments, regulatory bodies, industry and the public access sound environmental geoscience information",0,"drr16"
"NR041-0048-2017","P1041-0022","Governments, regulatory bodies, industry and the public access sound environmental geoscience information",0,"dp17"
"NR041-0049-2016","P1041-0021","Payments to the Province of Saskatchewan under the Gunnar contribution agreement are managed appropriately",0,"drr16"
"NR041-0050-2016","NR-BNA00","Governments, communities and the private sector manage risks or opportunities to natural resources, infrastructure and human health",0,"drr16"
"NR041-0050-2017","NR-BNA00","Governments, communities and the private sector manage risks or opportunities to natural resources, infrastructure, and human health",0,"dp17"
"NR041-0051-2016","P1041-0026","Regulated establishments’ compliance with regulatory requirements is monitored and enforced to protect Canadians from the dangers of explosives",0,"drr16"
"NR041-0051-2017","P1041-0026","Regulated establishments’ compliance with regulatory requirements is monitored and enforced to protect Canadians from the dangers of explosives",0,"dp17"
"NR041-0053-2016","P1041-0029","Individuals are certified to perform non-destructive testing to a national standard",0,"drr16"
"NR041-0053-2017","P1041-0029","Individuals are certified to perform non-destructive testing to a national standard",0,"dp17"
"NR041-0055-2016","P1041-0028","Governments, agencies and industry are provided with scientific knowledge on forest disturbances to assess risks, and develop mitigation and adaptation strategies",0,"drr16"
"NR041-0055-2017","P1041-0028","Governments, agencies and industry are provided with scientific knowledge on forest disturbances to assess risks, and develop mitigation and adaptation strategies",0,"dp17"
"NR041-0056-2016","P1041-0027","Key stakeholders across Canada have access to new knowledge on risks and opportunities resulting from a changing climate for decision making",0,"drr16"
"NR041-0056-2017","P1041-0027","Key stakeholders across Canada have access to new knowledge on risks and opportunities resulting from a changing climate for decision-making",0,"dp17"
"NR041-0058-2016","P1041-0025","Governments, private sector and regulatory bodies access NRCan’s hazard information, products and services",0,"drr16"
"NR041-0058-2017","P1041-0025","Governments, private sector and regulatory bodies access NRCan’s hazard information, products and services",0,"dp17"
"NR041-0059-2016","P1041-0035","Global Affairs Canada (GAC) presents a comprehensive, scientifically sound submission for Canada’s claim to the Commission on the Limits of the Continental Shelf (CLCS) beyond 200 nautical miles",0,"drr16"
"NR041-0059-2017","P1041-0035","Global Affairs Canada (GAC) presents a comprehensive, scientifically sound submission for Canada’s claim to the Commission on the Limits of the Continental Shelf (CLCS) beyond 200 nautical miles",0,"dp17"
"NR041-0060-2016","P1041-0032","Public, private sector and academia access authoritative, reliable and accurate geodetic, geographic and geospatial information for the management of natural resources and lands",0,"drr16"
"NR041-0060-2017","P1041-0032","Public, private sector and academia access authoritative, reliable and accurate geodetic, geographic and geospatial information for the management of natural resources and lands",0,"dp17"
"NR041-0061-2016","P1041-0031","Statutory obligations, including interdepartmental commitments, are achieved in support of boundary certainty for Canada (including the Canada-US boundary) and First Nation Lands",0,"drr16"
"NR041-0061-2017","P1041-0031","Statutory obligations, including interdepartmental commitments, are achieved in support of boundary certainty for Canada (including the Canada-US boundary) and First Nation Lands",0,"dp17"
"NR041-0063-2016","P1041-0033","Canadian Arctic researchers and federal government departments and agencies receive the requested PCSP field logistics support",0,"drr16"
"NR041-0063-2017","P1041-0033","Canadian Arctic researchers and federal government departments and agencies receive the requested PCSP field logistics support",0,"dp17"
"NR041-0064-2016","NR-BMT00","Natural resource sectors have increased access to new market segments",0,"drr16"
"NR041-0064-2017","NR-BMT00","Natural resource sectors have increased access to new market segments",0,"dp17"
"NR041-0065-2016","P1041-0004","Forest industry has increased sales of Canadian wood products in new market segments",0,"drr16"
"NR041-0065-2017","P1041-0004","Forest industry has increased sales of Canadian wood products in new market segments",0,"dp17"
"NR041-0066-2016","P1041-0008","Integrated and robust advice supports improvements to the major project review process",0,"drr16"
"NR041-0066-2017","P1041-0008","Integrated and robust advice supports improvements to the major project review process",0,"dp17"
"NR041-0068-2016","P1041-0034","Governments, regulatory compliance monitoring bodies and industry use Earth Observation scientific information (i.e., value-added datasets and publications) to support responsible resource development practices",0,"drr16"
"NR041-0068-2017","P1041-0034","Governments, regulatory compliance monitoring bodies and industry use Earth Observation scientific information (i.e., value-added datasets and publications) to support responsible resource development practices",0,"dp17"
"NR041-0069-2016","NR-BNB00","Public, private sector and academia use accurate, Government of Canada geo-information for decision making",0,"drr16"
"NR041-0069-2017","NR-BNB00","Public, private sector and academia use accurate, Government of Canada geo-information for decision-making",0,"dp17"
"NR041-0070-2016","NR-BNB00","Polar Continental Shelf Program (PCSP) clients receive cost-effective logistics support needed to conduct field work safely in Canada’s Arctic and Sub-arctic regions",0,"drr16"
"NR041-0070-2017","NR-BNB00","Polar Continental Shelf Program (PCSP) clients receive cost-effective logistics support needed to conduct field work safely in Canada’s Arctic and Sub-arctic regions",0,"dp17"
"NR041-0071-2016","P1041-0003","Actions taken to identify and address non-regulatory issues that are of concern to Indigenous communities that could be impacted by the development of West Coast energy infrastructure development",0,"drr16"
"NR041-0071-2017","P1041-0003","Actions taken to identify and address non-regulatory issues that are of concern to Indigenous communities that could be impacted by the development of West Coast energy infrastructure development",0,"dp17"
"NR041-0072-2016","P1041-0006","Indigenous communities have the knowledge needed to take advantage of emerging economic development opportunities",0,"drr16"
"NR041-0072-2017","P1041-0006","Indigenous communities have the knowledge needed to take advantage of emerging economic development opportunities",0,"dp17"
"NR041-0073-2016","P1041-0022","Informed environmental assessments",0,"drr16"
"NR041-0073-2017","P1041-0022","Informed environmental assessments",0,"dp17"
"NR041-0076-2016","NR-BNB00","Stakeholders discover and access geospatial assets to inform decision-making, reporting, operations and research",0,"drr16"
"NR041-0076-2017","NR-BNB00","Stakeholders discover and access geospatial assets to inform decision-making, reporting, operations and research",0,"dp17"
"NR041-0077-2016","P1041-0032","Governments and other program stakeholders can access a suite of up-to-date, comprehensive geospatial assets",0,"drr16"
"NR041-0077-2017","P1041-0032","Governments and other program stakeholders can access a suite of up-to-date, comprehensive geospatial assets",0,"dp17"
"NR041-0078-2016","P1041-0032","Stakeholders access georeferencing at the highest accuracy levels through a common coordinate reference system consistent with international standards",0,"drr16"
"NR041-0078-2017","P1041-0032","Stakeholders access georeferencing at the highest accuracy levels through a common coordinate reference system consistent with international standards",0,"dp17"
"NR041-0079-2016","P1041-0005","Mechanisms and resources are in place to enable program stakeholders to collaboratively address shared geospatial challenges and adopt common geospatial approaches",0,"drr16"
"NR041-0079-2017","P1041-0005","Mechanisms and resources are in place to enable program stakeholders to collaboratively address shared geospatial challenges and adopt common geospatial approaches",0,"dp17"
"NR041-0087-2017","P1041-0003","Actions are taken domestically to coordinate efforts to strengthen Canada’s energy sector",0,"dp17"
"NR041-0088-2016","P1041-0016","Federal government decision-makers have access to tools and information that support decisions on climate change and clean energy issues",0,"drr16"
"NR041-0088-2017","P1041-0016","Federal government decision-makers have access to tools and information that support decisions on climate change and clean energy issues",0,"dp17"
"NR041-0089-2016","P1041-0016","Canadian climate change priorities related to clean energy technology are advanced in international fora",0,"drr16"
"NR041-0089-2017","P1041-0016","Canadian climate change priorities related to clean energy technology are advanced in international fora",0,"dp17"
"NR041-0090-2017","P1041-0016","Canada is an active participant in a North American lower-carbon economy through actions undertaken (including the North American Energy Ministers Action Plan and the Pan Canadian Framework on Climate Change and Clean Growth) to support a transition to a lower-carbon energy future",0,"dp17"
"NR041-0091-2017","P1041-0014","Improved energy efficiency in target sectors",0,"dp17"
"NR041-0092-2017","P1041-0018","GHG emissions reductions are achieved through past and ongoing projects undertaken in clean energy technology programs",0,"dp17"
"NR041-0093-2017","P1041-0018","Through Mission Innovation, double Government of Canada’s federal funding for clean energy research, development and demonstration from $387 million in 2014-15 to $775 million by 2019-20",0,"dp17"
"NR041-0094-2017","P1041-0024","Efficient economic and ecological use of resources – Production and consumption of biological resources are sustainable",0,"dp17"
"NR041-0095-2017","P1041-0025","Governments, the private sector and regulatory bodies receive timely alerts on natural hazards events, such as earthquakes, space weather, volcanoes and tsunamis.",0,"dp17"
"NR041-0096-2017","NR-BNB00","Governments and other program stakeholders can access a suite of up-to-date, comprehensive geospatial assets",0,"dp17"
"NR042-0198-2016","INAC-ANL00","First Nation governments and institutions are supported in their efforts to be transparent to their communities and membership",0,"drr16"
"NR042-0198-2017","INAC-ANL00","First Nation governments and institutions are supported in their efforts to be transparent to their communities and membership",0,"dp17"
"NR042-0199-2016","P1042-0001","Enhanced governance capacity of First Nation Governments",0,"drr16"
"NR042-0199-2017","P1042-0001","Enhanced governance capacity of First Nation Governments",0,"dp17"
"NR042-0200-2016","P1042-0002","Governance institutions and organizations have the capacity to support First Nations",0,"drr16"
"NR042-0200-2017","P1042-0002","Governance institutions and organizations have the capacity to support First Nations",0,"dp17"
"NR042-0206-2016","P1042-0003","Certainty and clarity with respect to law-making authority and the ownership, use and control of land and resources",0,"drr16"
"NR042-0206-2017","P1042-0003","Certainty and clarity with respect to law-making authority and the ownership, use and control of land and resources",0,"dp17"
"NR042-0207-2016","P1042-0004","Canada discharges outstanding legal obligations to First Nations fairly and promptly through negotiated settlement agreements or awards of the Specific Claims Tribunal",0,"drr16"
"NR042-0207-2017","P1042-0004","Canada discharges outstanding legal obligations to First Nations fairly and promptly through negotiated settlement agreements or awards of the Specific Claims Tribunal",0,"dp17"
"NR042-0210-2016","P1042-0006","Assistance provided in fulfilling the Crown’s legal duty to consult and, where appropriate, accommodate when Crown conduct may adversely affect rights of Indigenous peoples",0,"drr16"
"NR042-0210-2017","P1042-0006","Assistance provided in fulfilling the Crown’s legal duty to consult and, where appropriate, accommodate when Crown conduct may adversely affect rights of Indigenous peoples",0,"dp17"
"NR042-0217-2016","INAC-ANG00","First Nation and Inuit students are enabled, through funding, to progress in their education",0,"drr16"
"NR042-0217-2017","INAC-ANG00","First Nation and Inuit students are enabled, through funding, to progress in their education",0,"dp17"
"NR042-0218-2016","P1042-0010","First Nation students progress in their elementary and secondary education",0,"drr16"
"NR042-0218-2017","P1042-0010","First Nation students progress in their elementary and secondary education",0,"dp17"
"NR042-0221-2016","P1042-0011","First Nation and Inuit post-secondary students who receive funding through the Post-Secondary Student Support Program progress in their program of study",0,"drr16"
"NR042-0221-2017","P1042-0011","First Nation and Inuit post-secondary students who receive funding through the Post-Secondary Student Support Program progress in their program of study",0,"dp17"
"NR042-0222-2016","INAC-ANR00","Communities and organizations have the capacity to deliver the social development programs provided to meet the basic, special and self-sufficiency needs of First Nations men, women and children",0,"drr16"
"NR042-0222-2017","INAC-ANR00","Communities and organizations have the capacity to deliver the social development programs provided to meet the basic, special and self-sufficiency needs of First Nations men, women and children",0,"dp17"
"NR042-0223-2016","P1042-0012","Eligible men and women in need use income assistance supports and services to help them meet their basic needs and transition to the workforce",0,"drr16"
"NR042-0223-2017","P1042-0012","Eligible men and women in need use income assistance supports and services to help them meet their basic needs and transition to the workforce",0,"dp17"
"NR042-0226-2016","P1042-0013","In-home, group-home and institutional care supports are accessible to low-income individuals in need",0,"drr16"
"NR042-0226-2017","P1042-0013","In-home, group-home and institutional care supports are accessible to low-income individuals in need",0,"dp17"
"NR042-0228-2016","P1042-0015","Men, women or children in need or at risk have access to and use prevention and protection services",0,"drr16"
"NR042-0228-2017","P1042-0015","Men, women or children in need or at risk have access to and use prevention and protection services",0,"dp17"
"NR042-0230-2016","P1042-0016","Applicants receive a decision on entitlement under the Indian Act within established service standards",0,"drr16"
"NR042-0230-2017","P1042-0016","Applicants receive a decision on entitlement under the Indian Act within established service standards",0,"dp17"
"NR042-0231-2016","P1042-0016","Eligible applicants receive Secure Certificate of Indian Status within service standards",0,"drr16"
"NR042-0231-2017","P1042-0016","Eligible applicants receive Secure Certificate of Indian Status within service standards",0,"dp17"
"NR042-0237-2016","P1042-0021","Canada’s obligations for the Independent Assessment Process, as per the terms of the Settlement Agreement, are fulfilled",0,"drr16"
"NR042-0237-2017","INAC-HGH00","Canada’s obligations for the Independent Assessment Process, as per the terms of the Settlement Agreement, are fulfilled",0,"dp17"
"NR042-0268-2016","INAC-ANC00","First Nation communities have infrastructure that protects their health and safety",0,"drr16"
"NR042-0268-2017","INAC-ANC00","First Nation communities have infrastructure that protects their health and safety",0,"dp17"
"NR042-0269-2016","P1042-0031","First Nations drinking water and wastewater systems meet established standards",0,"drr16"
"NR042-0269-2017","P1042-0031","First Nations drinking water and wastewater systems meet established standards",0,"dp17"
"NR042-0270-2016","P1042-0032","First Nation education facilities meet established standards",0,"drr16"
"NR042-0270-2017","P1042-0032","First Nation education facilities meet established standards",0,"dp17"
"NR042-0271-2016","P1042-0033","First Nations housing infrastructure needs are supported",0,"drr16"
"NR042-0271-2017","P1042-0033","First Nations housing infrastructure needs are supported",0,"dp17"
"NR042-0272-2016","P1042-0034","First Nations other infrastructure meet established standards",0,"drr16"
"NR042-0272-2017","P1042-0034","First Nations other infrastructure meet established standards",0,"dp17"
"NR042-0275-2016","INAC-ANO00","Northerners have greater control over their economic and political affairs",0,"drr16"
"NR042-0275-2017","INAC-ANO00","Northerners have greater control over their economic and political affairs",0,"dp17"
"NR042-0278-2016","P1042-0036","Devolution of land and resource management to the Government of Nunavut",0,"drr16"
"NR042-0278-2017","P1042-0036","Devolution of land and resource management to the Government of Nunavut",0,"dp17"
"NR042-0279-2016","P1042-0036","Canadian interests are advanced through international circumpolar cooperation activities",0,"drr16"
"NR042-0279-2017","P1042-0036","Canadian interests are advanced through international circumpolar cooperation activities",0,"dp17"
"NR042-0280-2016","P1042-0037","Residents in eligible communities have access to nutritious perishable food at a subsidized rate",0,"drr16"
"NR042-0280-2017","P1042-0037","Residents in eligible communities have access to nutritious perishable food at a subsidized rate",0,"dp17"
"NR042-0282-2016","INAC-HGV00","Domestic and international policy on northern health and sustainable development is better informed by a scientific knowledge base",0,"drr16"
"NR042-0282-2017","INAC-HGV00","Domestic and international policy on northern health and sustainable development is better informed by a scientific knowledge base",0,"dp17"
"NR042-0283-2016","INAC-HGV00","Canada is positioned as an international leader in Arctic science and technology",0,"drr16"
"NR042-0283-2017","INAC-HGV00","Canada is positioned as an international leader in Arctic science and technology",0,"dp17"
"NR042-0284-2016","P1042-0039","Contaminants-related risk to ecosystem and human health is reduced",0,"drr16"
"NR042-0284-2017","P1042-0039","Contaminants-related risk to ecosystem and human health is reduced",0,"dp17"
"NR042-0285-2016","P1042-0040","Researchers have access to world-class Arctic infrastructure in the Canadian North",0,"drr16"
"NR042-0285-2017","P1042-0040","Researchers have access to world-class Arctic infrastructure in the Canadian North",0,"dp17"
"NR042-0286-2016","INAC-ANP00","Canada’s responsibilities to support effective regulatory regimes in the territories are carried out in a manner that provides certainty for Indigenous people, Northerners, and project proponents",0,"drr16"
"NR042-0286-2017","INAC-ANP00","Canada’s responsibilities to support effective regulatory regimes in the territories are carried out in a manner that provides certainty for Indigenous people, Northerners, and project proponents",0,"dp17"
"NR042-0289-2016","P1042-0043","Contaminated sites are managed to ensure the protection of human health and the safety of the environment while bringing economic benefit to the North",0,"drr16"
"NR042-0289-2017","P1042-0043","Contaminated sites are managed to ensure the protection of human health and the safety of the environment while bringing economic benefit to the North",0,"dp17"
"NR042-0290-2016","P1042-0044","Land and Water regimes in Nunavut and in lands managed by the department in NWT and the Yukon are managed for the benefit of Northerners and all Canadians",0,"drr16"
"NR042-0290-2017","P1042-0044","Land and Water regimes in Nunavut and in lands managed by the department in NWT and the Yukon are managed for the benefit of Northerners and all Canadians",0,"dp17"
"NR042-0292-2016","INAC-CKC00","Viable Indigenous businesses are created and/or expanded",0,"drr16"
"NR042-0292-2017","INAC-CKC00","Viable Indigenous businesses are created and/or expanded",0,"dp17"
"NR042-0293-2016","P1042-0053","The network of Aboriginal Financial Institutions is sustained",0,"drr16"
"NR042-0293-2017","P1042-0053","The network of Aboriginal Financial Institutions is sustained",0,"dp17"
"NR042-0294-2016","P1042-0054","Indigenous businesses win procurement contracts",0,"drr16"
"NR042-0294-2017","P1042-0054","Indigenous businesses win procurement contracts",0,"dp17"
"NR042-0295-2016","INAC-CKD00","First Nation and Inuit communities have the capacity to pursue economic development",0,"drr16"
"NR042-0295-2017","INAC-CKD00","First Nation and Inuit communities have the capacity to pursue economic development",0,"dp17"
"NR042-0297-2016","P1042-0055","First Nation and Inuit communities have capacity to manage land and environment and to pursue economic development",0,"drr16"
"NR042-0297-2017","P1042-0055","First Nation and Inuit communities have capacity to manage land and environment and to pursue economic development",0,"dp17"
"NR042-0298-2016","P1042-0056","First Nation and Inuit communities leverage investments from private sector and other sources",0,"drr16"
"NR042-0298-2017","P1042-0056","First Nation and Inuit communities leverage investments from private sector and other sources",0,"dp17"
"NR042-0299-2016","P1042-0057","First Nations benefit from the administration of reserve land (benefits include use of land for economic and community purposes)",0,"drr16"
"NR042-0299-2017","P1042-0057","First Nations benefit from the administration of reserve land (benefits include use of land for economic and community purposes)",0,"dp17"
"NR042-0300-2016","P1042-0058","Federal liabilities related to the existence of contaminated sites are reduced",0,"drr16"
"NR042-0300-2017","P1042-0058","Federal liabilities related to the existence of contaminated sites are reduced",0,"dp17"
"NR042-0301-2016","P1042-0058","First Nation land is available for development",0,"drr16"
"NR042-0301-2017","P1042-0058","First Nation land is available for development",0,"dp17"
"NR042-0302-2016","P1042-0058","The risk to public health and safety related to contaminated sites is decreased",0,"drr16"
"NR042-0302-2017","P1042-0058","The risk to public health and safety related to contaminated sites is decreased",0,"dp17"
"NR042-0303-2016","INAC-CKE00","Regional economic opportunities and large resource development projects impacting Indigenous communities are pursued in partnership with public and private sectors",0,"drr16"
"NR042-0303-2017","INAC-CKE00","Regional economic opportunities and large resource development projects impacting Indigenous communities are pursued in partnership with public and private sectors",0,"dp17"
"NR042-0305-2016","INAC-CKA00","Certainty and/or clarity of rights and interests of Indigenous peoples through strengthened collaboration between governments and Indigenous groups",0,"drr16"
"NR042-0305-2017","INAC-CKA00","Certainty and/or clarity of rights and interests of Indigenous peoples through strengthened collaboration between governments and Indigenous groups",0,"dp17"
"NR042-0306-2016","INAC-CKB00","Creation and maintenance of ongoing partnerships to support treaty structures",0,"drr16"
