"org_id","dept_code","PAS","abbr_en","legal_title_en","applied_title_en","old_applied_title_en","description_en","ministry","institutional_form","incorp_yr","end_yr","status","dp_status","enabling_instrument_en","FAA_schedule_institutional","FAA_schedule_HR_status","federal_ownership_en","auditor_en","notes_en","dept_website_en","eval_url_en","article1_fr","article2_fr","other_lang_abbr","other_lang_legal_title","other_lang_applied_title"
167,,,,"Halifax International Airport Authority",,,"To manage, operate, and develop the airport.",2,"shared_gov_corp",2000,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"2/14 board members","Grant Thornton LLP",,"www.hiaa.ca",,,,,"Administration de l'aéroport international d'Halifax",
168,,,,"Halifax Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","Grant Thornton LLP",,"www.portofhalifax.ca",,,,,"Administration portuaire d'Halifax",
169,,,,"Hamilton Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and the community in which the port is located.",2,"shared_gov_corp",2001,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","PricewaterhouseCoopers LLP",,"www.hamiltonport.ca",,,,,"Administration portuaire de Hamilton",
170,"HMIRC",,"HMIRC","Hazardous Materials Information Review Commission",,,"To register claims for trade-secret exemptions and issue registry numbers; to adjudicate and issue decisions on the validity of claims for exemption using prescribed regulatory criteria; to make decisions on the compliance of material safety data sheets and labels within the Workplace Hazardous Materials Information System requirements as set out in the Hazardous Products Act, the Canada Labour Code, Controlled Products Regulations and provincial and territorial occupational health and safety legislation; and to convene independent, tripartite boards to hear appeals from claimants or affected parties on decisions, undertakings, and orders issued by the Commission.",,"dept_agency",1987,2012,"d",0,"Hazardous Materials Information Review Act, R.S.C. 1985, c. 24, (3rd Supp.)",,,,,,,,"le","du","HMIRC","Conseil de contrôle des renseignements relatifs aux matières dangereuses",
171,,,,"Health Council of Canada",,,"To monitor and publicly report on progress made in the implementation of the 2003 and 2004 First Ministers’ Accords on health care renewal, as well as on the health status and health outcomes of Canadians.",,"shared_gov_corp",2004,2013,"d",0,"Canada Corporations Act, R.S.C. 1970, c. C-32",,,,,,,,,,,"Conseil canadien de la santé",
174,"IRB","IRB","IRB","Immigration and Refugee Board","Immigration and Refugee Board of Canada",,"The Immigration and Refugee Board (IRB) is an independent, accountable  administrative tribunal established by Parliament on January 1, 1989 to resolve immigration and refugee cases fairly, efficiently and in accordance with the law. The IRB ensures continued benefits to  Canadians: by only accepting refugee claimants needing protection in  accordance with international obligations and Canadian law; by  contributing to the integrity of the immigration system, the safety and security of Canadians and upholding Canada’s reputation of justice and fairness for individuals; and promoting family reunification. The IRB also contributes to the quality of life of Canada’s communities by strengthening our country’s social fabric and by reflecting and reinforcing core values that are important to Canadians. These include respect for human rights, peace, security and the rule of law.  The Minister of Immigration, Refugees and Citizenship is responsible for this organization.",24,"dept_agency",1989,,"a",1,"Immigration and Refugee Protection Act, S.C. 2001, c. 27","I.1","IV",,,,"www.irb-cisr.gc.ca",,"la","de la","CISR","Commission de l’immigration et du statut de réfugié","Commission de l'immigration et du statut de réfugié du Canada"
175,"IOG","IOG",,"Indian Oil and Gas Canada",,,"To fulfill the Crown's fiduciary and statutory obligations related to the management of oil and gas resources on First Nation lands. To further First Nation initiatives to manage and control their oil and gas resources (i.e., governance). Indian Oil and Gas Canada is a separate employer under schedule V of the _Financial Administration Act_.",28,"spec_op_agency",1942,,"a",0,"Treasury Board Decision No. 802602, July 23, 1986; and Treasury Board Decision No 820397, July 20, 1993; Indian Oil and Gas Act (R.S.C., 1985, c. I-7)",,"V","3/9 board members",,,"www.pgic-iogc.gc.ca/eng/1100110010002",,,,,"Pétrole et gaz des Indiens du Canada",
177,"TRC",,"TRC","Indian Residential Schools Truth and Reconciliation Commission",,,"To develop a comprehensive report of the Indian Residential Schools (IRS) legacy, to educate the public through national events, to promote community reconciliation through events, to encourage individual participation through statement taking, to have a closing ceremony, and to establish an archive or research centre as a resource on the IRS legacy; To identify sources and create as complete a historical record as possible of the IRS system and legacy; To support commemoration initiatives of former IRS students and their families; To acknowledge IRS experiences, effects, and consequences; To provide a holistic, culturally appropriate, and safe setting for events; To promote and facilitate truth and reconciliation events at both the national and community levels; and To promote awareness and public education for Canadians about the IRS system and its effects.",,"dept_agency",2008,2015,"d",0,"Order-in-Council P.C. 2008-0793",,,,,,,,"La","de la","CVR","Commission de vérité et de réconciliation relative aux pensionnats indiens",
179,,,,"Industrial Technologies Office",,,"The Industrial Technologies Office (ITO), a Special Operating Agency of Industry Canada, advances leading-edge research and development by Canadian industries. The agency manages two programs which continue to accept new applications including: the Technology Demonstration Program and the Strategic Aerospace and Defence Initiative. The agency also manages programs no longer accepting new applications: the Technology Partnerships Canada program, the Program for Strategic Industrial Projects, and the Hydrogen Early Adopters program.",7,"spec_op_agency",2007,2017,"t",0,"Department of Industry Act, S.C. 1995, c. 1 Treasury Board Decision No. 833402, February 28, 2007",,,,,,,,,,,"Office des technologies industrielles",
180,,,,"Institut national du sport du Québec",,,"To help high-performance athletes training for the Olympic Games, world championships, and other international competitions to reach their highest level of performance.",5,"shared_gov_corp",1997,,"a",0,"Companies Act, R.S.Q. c. C-38",,,"0/11 board members","Gosselin et associés LLP",,"www.insquebec.org",,,,,"Institut national du sport du Québec",
181,,,,"Inter-American Development Bank",,,"The main mandate of the Inter-American Development Bank (IDB) is to foster the economic and social development of the IDB’s borrowing member countries, both individually and collectively. The IDB partners with countries to combat poverty and promote social equity through programs tailored to local conditions. Working with governments as well as with the private sector, the Bank seeks to achieve sustainable economic growth, increase competitiveness, modernize public institutions, and foster free trade and regional integration.",22,"inter_org",1959,,"a",0,"Articles of Agreement of the Inter-American Development Bank, 1959; implemented in Canada by the International Development (Financial Institutions) Assistance Act, R.S.C. 1985, c. I-18",,,"4.0% ownership","KPMG LLP",,"www.iadb.org",,,,,"Banque interaméricaine de développement",
182,,,,"Internal Trade Secretariat Corporation",,,"To provide administrative and operational support to the Committee on Internal Trade, a body established under Article 1600 of the Agreement on Internal Trade and continued under Article 1100 of the Canadian Free Trade Agreement (CFTA), and the Agreement’s working groups and other committees.",7,"shared_gov_corp",2005,,"a",0,"Canada Not-for-profit Corporations Act, S.C., 2009, c. 23",,,"1/14 board members","BDO Canada LLP",,"www.cfta-alec.ca",,,,,"Corporation du Secrétariat du commerce intérieur",
183,,,,"International Bank for Reconstruction and Development",,,"To assist in the reduction of poverty in middle-income and creditworthy poorer countries by promoting sustainable development through loans, guarantees, risk management products, and analytical and advisory services.",19,"inter_org",1944,,"a",0,"Bretton Woods and Related Agreements Act, R.S.C. 1985, c. B-7",,,"2.56 per cent ownership","KPMG LLP",,"www.worldbank.org",,,,,"Banque internationale pour la reconstruction et le développement",
184,,,,"International Centre for Human Rights and Democratic Development",,,"To promote, advocate, and defend the democratic and human rights set out in the International Bill of Human Rights. In cooperation with civil society and governments in Canada and abroad, the International Centre for Human Rights and Democratic Development (Rights & Democracy) initiates and supports programs to strengthen laws and democratic institutions, principally in developing countries.",,"shared_gov_corp",1988,2012,"d",0,"International Centre for Human Rights and Democratic Development Act R.S.C. 1985, (4th Supp.) c. 54",,,,,,,,,,,"Centre international des droits de la personne et du développement démocratique",
185,,,,"International Development Association",,,"To reduce poverty by providing interest free loans and grants for programs that boost economic growth, reduce inequalities, and improve people’s living conditions.",19,"inter_org",1960,,"a",0,"Articles of Agreement of the International Development Association, 1960; implemented in Canada by the International Development Association Act, R.S.C. 1970, c. I-21",,,"4.55 per cent ownership","KPMG LLP",,"www.worldbank.org",,,,,"Association internationale de développement",
186,"IDRC","IDR","IDRC","International Development Research Centre",,,"The International Development Research Centre (IDRC) helps developing countries find solutions to problems crucial to their citizens and communities. To fulfill our mandate, IDRC invests in knowledge, innovation, and solutions, accelerating development research on its way to big impact. We do this by enabling leaders in government, research, and business in the developing world—strengthening societies and building important relationships for Canada.",22,"crown_corp",1970,,"a",0,"International Development Research Centre Act, R.S.C. 1985, c. I-19",,,,"Auditor General of Canada",,"www.idrc.ca",,"le","du","CRDI","Centre de recherches pour le développement international",
187,,,,"International Finance Corporation",,,"Help developing countries achieve sustainable growth by financing investment, mobilizing capital in international financial markets, and providing advisory services to businesses and governments.",19,"inter_org",1956,,"a",0,"Articles of Agreement of the International Finance Corporation, 1956; implemented in Canada by Appropriation Act No. 6",,,"3.17 per cent ownership","KPMG LLP",,"www.ifc.org",,,,,"Société financière internationale",
188,,,,"International Fisheries Commissions Pension Society",,,"To arrange for and administer the provision of pensions and insurance for employees of any international fisheries commission or organization whose seat or headquarters is established and maintained in Canada or the U.S.",12,"shared_gov_corp",1957,,"a",0,"Letters Patent pursuant to the Canada Corporations Act, 1957",,,"8/14 board members are Canadian","James MacPhee, Fellow Chartered Accountant",,,,,,,"Société de caisse de retraite de la Commission internationale des pêcheries",
189,"IJC","IJC","IJC","International Joint Commission (Canadian Section)",,,"To prevent and resolve disputes between the United States and Canada under the 1909 Boundary Waters Treaty and to pursue the common good of both countries as an independent and objective advisor to the two governments.",22,"inter_org",1909,,"a",0,"International Boundary Waters Treaty Act, R.S.C. 1985, c. I-17",,"IV","3/6 board members","Auditor General of Canada",,"www.ijc.org",,"La","de la","IJC","Commission mixte internationale (section canadienne)",
190,,,,"International Lake Memphremagog Levels Board",,,"To provide a forum for dispute resolution regarding the regulation of the water levels of Lake Memphremagog in accordance with international obligations and federal and provincial legislation.",23,"inter_org",1920,,"a",0,"The Board was created in 1920 pursuant to a Canada–US agreement",,,"1/2 board members",,"This board is currently inactive with no current participation or support from ECCC.",,,,,,"Commission internationale du lac Memphrémagog",
191,,,,"International Lake of the Woods Control Board",,,"To approve the outflow from Lake of the Woods when the lake level is above or below certain specified elevations.",23,"inter_org",1925,,"a",0,"The Board was created pursuant to the Canada–US Treaty, Lake of the Woods Convention and Protocol, 1925; implemented in Canada by the Lake of the Woods Control Board Act, C.C.S.M. c. L-30",,,"1/2 board members",,"Board required under 1925 Lake of the Woods Convention and Protocol with USA. USA appoints 1, Canada appoints 1. No assets.","ijc.org/en/ilwcb",,,,,"Conseil international de contrôle du lac des Bois",
192,,,,"International Monetary Fund",,,"To promote international monetary cooperation, exchange stability, and orderly exchange arrangements; to foster economic growth and high levels of employment; and to provide temporary financial assistance to countries to help ease the balance of payments adjustment.",19,"inter_org",1945,,"a",0,"Articles of Agreement of the International Monetary Fund, 1945; implemented in Canada by the Bretton Woods and Related Agreements Act, R.S.C. 1985, c. B-7",,,"2.33 per cent ownership","PricewaterhouseCoopers (PwC)",,"www.imf.org",,,,,"Fonds monétaire international",
193,,,,"Inuvialuit Arbitration Board",,,"The Arbitration Board was established under section 18 of the Inuvialuit Final Agreement to provide a mechanism to arbitrate disputes between the Inuvialuit and the governments of Canada, the Northwest Territories or Yukon, as well as between the Inuvialuit and industry.",,"dept_agency",1984,2013,"d",0,"Western Arctic (Inuvialuit) Claims Settlement Act, S.C. 1984, c. 24",,,,,,,,,,,"Commission d'arbitrage des Inuvialuit",
194,"JCCB","CCB","JCCB","The Jacques-Cartier and Champlain Bridges Inc.",,,"Use systemic management and a sustainable development approach to ensure the safety and longevity of the major infrastructure under its responsibility.",8,"crown_corp",1978,,"a",0,"Canada Business Corporations Act","III",,,,,"www.jacquescartierchamplain.ca",,,"de","PJCCI","Les Ponts Jacques-Cartier et Champlain Inc.",
195,,,,"Lake of the Woods Control Board",,,"To regulate the water levels in the Lake of the Woods and Lac Seul and the flows in the Winnipeg and English Rivers downstream of these lakes to their junction, in accordance with international treaty, Canadian federal and provincial legislation, and sound water management principles.",23,"shared_gov_corp",1919,,"a",0,"Lake of the Woods Control Board Act, S.C. 1921, c. 10 Lake of the Woods Convention and Protocol, 1925.",,,"1/4 board members",,"Board required under 1925 Lake of the Woods Convention and Protocol with USA, created under concurrent Canada, Ontario and Manitoba legislation with Board operations funded by the 3 governments acording to cost-sharing agreement (Canada pays 33.33%).","www.lwcb.ca",,,,,"Commission de contrôle du lac des Bois",
196,,,,"Last Post Fund",,,"To ensure the provision of a dignified funeral and burial to eligible veterans.",16,"shared_gov_corp",1921,2018,"t",0,"Order-in-Council P.C. 1922-1581",,,,,,,,,,,"Fonds du Souvenir",
197,,"PAL",,"Laurentian Pilotage Authority","Laurentian Pilotage Authority Canada",,"To operate, maintain, and administer a safe and efficient pilotage service in the St. Lawrence River between Les Escoumins and north of the northern entrance to the St. Lambert Lock, in the Saguenay River, except the waters of Chaleur Bay south of Cap d’Espoir.",2,"crown_corp",1972,,"a",0,"Pilotage Act, R.S.C. 1985, c. P-14","III",,,"Auditor General of Canada",,"www.pilotagestlaurent.gc.ca",,"l'","de l'",,"Administration de pilotage des Laurentides","Administration de pilotage des Laurentides Canada"
198,"LCC","CLD",,"Law Commission of Canada","Law Commission of Canada",,"The Law Commission of Canada provides independent advice on improvements, modernization and reform for a just legal system that meets the changing needs of Canadian society. The Minister of Justice and Attorney General of Canada is responsible for this organization.",20,"dept_corp",1997,,"a",1,"Law Commission of Canada Act, S.C. 1996, c. 9","II","IV",,,,,,"la","de la",,"Commission du droit du Canada","Commission du droit du Canada"
199,"LAC","BAL","LAC","Library and Archives of Canada","Library and Archives Canada",,"The Minister of Canadian Heritage is responsible for Library and Archives Canada. The mandate of Library and Archives Canada under the Library and Archives Canada Act is to: 
* Preserve the documentary heritage of Canada for the benefit of present and future generations; 
* Serve as a source of enduring knowledge accessible to all, contributing to the cultural, social, and economic advancement of Canada as a free and democratic society; 
* Facilitate cooperation among Canadian communities involved in the acquisition, preservation, and diffusion of knowledge; and 
* Serve as the continuing memory of the Government of Canada and its institutions.",5,"dept_agency",2004,,"a",1,"Library and Archives Canada Act, S.C. 2004, c. 11","I.1","IV",,,,"library-archives.canada.ca",,"la","de la","BAC","Bibliothèque et Archives du Canada","Bibliothèque et Archives Canada"
200,"LP","LIB","LP","Library of Parliament",,,"The Library of Parliament offers information, reference and research services to parliamentarians and their staff, parliamentary committees, associations and delegations, and senior Senate and House of Commons officials.",11,"parl_ent",1871,,"a",0,"Parliament of Canada Act, R.S.C., 1985, c. P-1",,,,,,"www.parl.gc.ca/About/Library/VirtualLibrary",,"la","de la","LP","Bibliothèque du Parlement",
201,,,,"Lower Churchill Development Corporation Limited",,,"This entity is inactive. Original mandate was to establish a basis for the development of all or part of the hydroelectric potential of the Lower Churchill basin and the line transmission of this energy to markets.",10,"joint_enterprise",1978,,"a",0,"Newfoundland Companies Act, 1978",,,"5 federal board positions (all vacant)","Deloitte & Touche LLP","Non-operational on April 1, 2008",,,,,,"Lower Churchill Development Corporation Limited",
202,"CNMI","MAI","MarineAtlantic","Marine Atlantic Inc.",,,"To provide a safe, environmentally responsible, and quality ferry service between the Island of Newfoundland and the Province of Nova Scotia in a reliable, courteous, and cost-effective manner.",2,"crown_corp",1977,,"a",0,"Canada Business Corporations Act, R.S.C. 1985, c. C-44 Marine Atlantic Inc. Acquisition Authorization Act, S.C. 1986, c. 36","III",,,"Auditor General of Canada",,"www.marine-atlantic.ca",,,"de","MarineAtlantique","Marine Atlantique S.C.C.",
203,,,,"Maritime Forestry Complex Corporation",,,"To develop, build, and operate a Maritime Provinces Regional Forestry Complex.",10,"shared_gov_corp",1980,,"a",0,"Maritime Forestry Complex Corporation Act, S.N.B. 1980, c. M-1.2",,,"3/10 board members","Bringloe Feeney LLP",,"www.gnb.ca/4532/index-e.asp",,,,,"Société du complexe forestier des Maritimes",
204,,,,"Measurement Canada","Measurement Canada",,"To ensure the integrity and accuracy of trade measurement in Canada through the administration and enforcement of the Weights and Measures Act and Regulations, and the Electricity and Gas Inspection Act and Regulations.",7,"spec_op_agency",1996,,"a",0,"Weights and Measures Act, R.S.C. 1985, c. W-6 Electricity and Gas Inspection Act, R.S.C. 1985, c. E-4 Treasury Board Decision No. 827131, April 15, 1999",,,,,,"www.ic.gc.ca/eic/site/mc-mc.nsf/eng/home",,,"de",,"Mesures Canada","Mesures Canada"
206,,,,"Mental Health Commission of Canada (MHCC)",,,"The MHCC, an arm's length, not-for-profit organization, was established in March 2007 with a ten-year mandate to improve health and social outcomes for people and their families living with mental illness. Between 2007 and 2017, the Government of Canada invested $130 million in the MHCC through a grant, to develop a mental health strategy for Canada, conduct an anti-stigma campaign and create a knowledge exchange centre. In 2016, the MHCC's mandate was renewed for a two-year period, from 2017-18 to 2018-19, with a contribution of $14.25 million per year to advance work on mental health priorities, including problematic substance use, suicide prevention, support for at-risk populations and engagement. This contribution has been extended for 2019-20.",9,"shared_gov_corp",2007,,"a",0,"Canada Not-for-profit Corporations Act, S.C. 2009, c. 23",,,"2/19 board members","Ernst and Young",,"www.mentalhealthcommission.ca",,,,,"Commission de la santé mentale du Canada (CSMC)",
207,,,,"Merchant Seamen Compensation Board",,,"To provide compensation benefits for work-related injuries to seamen engaged on a foreign voyage or home&#8209;trade voyage who are not eligible for workers’ compensation coverage under other federal or provincial legislation. The Merchant Seamen Compensation Board hears and decides claims under the Merchant Seamen Compensation Act.",,"dept_agency",1946,2013,"d",0,"Merchant Seamen Compensation Act, R.S.C. 1985, c. M-6",,,,,,,,,,,"Commission d'indemnisation des marins marchands",
208,,,,"Milit-Air Inc.",,,"To engage in activities that support the training of Canadian and foreign military pilots in Canada in a safe, secure, efficient, and cost-effective manner as prescribed by the NATO Flying Training in Canada program.",1,"shared_gov_corp",1998,,"a",0,"Canada Not-for-profit Corporations Act, R.S.C. 2009, c. 23",,,"1/5 board members","KPMG LLP",,,,,,,"Milit-Air Inc.",
209,"CFGB","FCG","MGERC","Military Grievances External Review Committee","Military Grievances External Review Committee",,"The raison d’être of the Military Grievances External Review Committee (the Committee or MGERC) is to provide an independent and external review of military grievances. Section 29 of the _National Defence Act_ provides a statutory right for an officer or a non-commissioned member who has been aggrieved, to grieve a decision, an act or an  omission in the administration of the affairs of the Canadian Armed Forces. The importance of this broad right cannot be overstated since it is, with certain narrow exceptions, the only formal complaint process available to Canadian Armed Forces members. The Minister of National Defence is responsible for this organization.",3,"dept_agency",2000,,"a",1,"National Defence Act, R.S.C. 1985, c. N-5","I.1","IV",,,,"www.canada.ca/en/military-grievances-external-review.html",,"le","du","CEEGM","Comité externe d'examen des griefs militaires","Comité externe d'examen des griefs militaires"
210,"MPCC","CPM","MPCC","Military Police Complaints Commission","Military Police Complaints Commission of Canada",,"On behalf of all Canadians, the Military Police Complaints Commission of  Canada (MPCC) exists to provide greater public accountability by the  Military Police and the chain of command in relation to Military Police  activities. The MPCC derives its mandate from Part IV of Canada's  National Defence Act  (NDA).    While it reports to Parliament through the Minister of National Defence, the MPCC is both administratively and legally independent from the  Department of National Defence and the Canadian Armed Forces.",3,"dept_agency",1998,,"a",1,"National Defence Act, R.S.C. 1985, c. N-5","I.1","IV",,,,"www.mpcc-cppm.gc.ca",,"la","de la","CPPM","Commission d’examen des plaintes concernant la police militaire","Commission d'examen des plaintes concernant la police militaire du Canada"
212,,,,"Montréal Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","Deloitte LLP",,"www.port-montreal.com",,,,,"Administration portuaire de Montréal",
213,,,,"Multilateral Investment Guarantee Agency",,,"Promote foreign direct investment into developing countries to support economic growth, reduce poverty, and improve people's lives. MIGA fulfills this mandate by offering political risk insurance (guarantees) to investors and lenders.",19,"inter_org",1988,,"a",0,"Bretton Woods and Related Agreements Act, R.S.C. 1985, c. B-7",,,"2.95 per cent ownership","KPMG LLP",,"www.miga.org",,,,,"Agence multilatérale de garantie des investissements",
214,,,,"Nanaimo Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and the community in which the port is located.",2,"shared_gov_corp",1999,,"a",0,"Canada Marine Act, S.C. 1998, c. 10",,,"5/7 board members","Dickson Dusanj & Wirk LLP",,"www.npa.ca",,,,,"Administration portuaire de Nanaimo",
217,"NAC","NAC","NAC","National Arts Centre Corporation",,,"To operate and maintain the Centre, to develop the performing arts in the National Capital Region and to assist the Canada Council for the Arts in the development of the performing arts elsewhere in Canada.",5,"crown_corp",1966,,"a",0,"National Arts Centre Act, R.S.C. 1985, c. N-3",,,,"Auditor General of Canada",,"www.nac-cna.ca",,"la","de la","CAN","Société du Centre national des Arts",
218,"NBC","NBC","NBC","The National Battlefields Commission","The National Battlefields Commission",,"The National Battlefields Commission (NBC), as manager of Battlefields  Park, makes it possible for Canadians to enjoy Canada’s first national  historic park and one of the most prestigious urban parks in the world.  The NBC is responsible for the administration, management, conservation  and development of National Battlefields Park (located in the city of Quebec) and manages the funding allocated for this purpose.  The NBC takes its mandate from the  National Battlefields at Quebec Act , 7–8 Edward VII, c. 57, passed on March 17, 1908, and its  amendments. The Minister of Canadian Heritage is responsible for this organization.  Additional information can be found in the NBC’s Departmental Plan.",5,"dept_corp",1908,,"a",1,"Act Respecting the National Battlefields at Quebec, S.C. 1908, c. 57","II",,,,,"www.ccbn-nbc.gc.ca",,"la","de la","CCBN","Commission des champs de bataille nationaux","Commission des champs de bataille nationaux"
219,"NCC","NCC","NCC","National Capital Commission","National Capital Commission",,"To prepare plans for and assist in the development, conservation, and improvement of Canada’s Capital Region in order that the nature and character of the seat of the Government of Canada may be in accordance with its national significance.",1,"crown_corp",1959,,"a",0,"National Capital Act, R.S.C. 1985, c. N-4","III","V",,"Auditor General of Canada",,"www.ncc-ccn.gc.ca",,"la","de la","CCN","Commission de la capitale nationale","Commission de la capitale nationale"
221,"NEB","ERG","CER","Canadian Energy Regulator","Canada Energy Regulator",,"The Regulator’s mandate includes

(a) making transparent decisions, orders and recommendations with respect to pipelines, power lines, offshore renewable energy projects and abandoned pipelines;

(b) overseeing the construction, operation and abandonment of pipelines, interprovincial power lines and international power lines and overseeing work and activities authorized under Part 5 as well as abandoned facilities;

(c) making orders with respect to traffic, tolls and tariffs and overseeing matters relating to traffic, tolls and tariffs;

(d) making decisions and orders and giving directions under Part 8 with respect to oil and gas interests, production and conservation;

(e) advising and reporting on energy matters;

(f) providing alternative dispute resolution processes;

(g) exercising powers and performing duties and functions that are conferred on the Regulator under any other Act of Parliament; and

(h) exercising its powers and performing its duties and functions in a manner that respects the Government of Canada’s commitments with respect to the rights of the Indigenous peoples of Canada.",10,"dept_corp",1959,,"a",1,"Canadian Energy Regulator Act (S.C. 2019, c. 28, s. 10)","II","V",,,"On August 28, 2019, the Canadian Energy Regulator Act came into force. The Canadian Energy Regulator Act repeals the National Energy Board Act, which establishes the National Energy Board, with transitional provisions from the National Energy Board to the Canadian Energy Regulator.","https://www.cer-rec.gc.ca/index-eng.html",,"la","de la","REC","Régie canadienne de l’énergie","Régie de l'énergie du Canada"
222,"CPAC","FPN","FPCC","National Farm Products Council","Farm Products Council of Canada",,"The Farm Products Council of Canada (FPCC), was established in 1972 under the Farm Products Agencies Act (the Act) as a unique public interest oversight body, which reports to Parliament through the Minister of Agriculture and Agri-Food Canada (the Minister). The FPCC, headed by a Chairperson (Deputy Head) appointed by the Governor in Council, is composed of up to seven members of which at least half must be primary producers at the time of their appointment. The Act provides for the creation of National Marketing Agencies and Promotion Research Agencies. There are currently four marketing agencies: Canadian Hatching Egg Producers, Chicken Farmers of Canada, Egg Farmers of Canada and Turkey Farmers of Canada. There is also one Promotion Research Agency, the Beef PRA. The FPCC supervises and works with these agencies to ensure that the supply management system for poultry and eggs and the promotion research activities for beef cattle work in the balanced interest of all stakeholders, from producers to consumers, and can evolve to respond to current and future challenges. The FPCC also provides advice and recommendations to the Minister, collaborates with provincial supervisory boards and actively works with the Department and Agriculture and Agri-Food portfolio organizations.",17,"dept_agency",1972,,"a",0,"Farm Products Agencies Act, R.S.C. 1985, c. F-4","I.1","IV",,,,"www.fpcc-cpac.gc.ca",,"le","du","CPAC","Conseil national des produits agricoles","Conseil des produits agricoles du Canada"
223,"NFB","NFB","NFB","National Film Board",,,"The National Film Board of Canada (NFB) was created by an Act of  Parliament in 1939 and is a federal agency within the Canadian Heritage  portfolio. The NFB’s mandate is to produce and distribute original and  innovative audiovisual works that add to our understanding of the issues  facing Canadians and raise awareness of Canadian values and viewpoints  across the country and around the world. Over the decades, it has become  the standard for audiovisual innovation in Canada and plays an important  role by highlighting the changes and key events in Canadian society.    As a producer and distributor of audiovisual works, the NFB provides a  unique perspective on Canada’s cultural wealth and diversity. The NFB  explores contemporary social issues through point-of-view documentaries,  auteur animation and new-media content. Today, our artists and artisans  continue to lead the way with advances in form and content in documentary, animation and interactive film.",5,"dept_agency",1939,,"a",1,"National Film Act, R.S.C., 1985, c. N-8","I.1","V",,,,"www.onf-nfb.gc.ca",,"l'","de l'","ONF","Office national du film",
224,"NGC","NGC","NGC","National Gallery of Canada","National Gallery of Canada",,"To develop, maintain, and make known, throughout Canada and internationally, a collection of works of art, both historic and contemporary, with special but not exclusive reference to Canada and to further knowledge, understanding, and enjoyment of art in general among all Canadians.",5,"crown_corp",1990,,"a",0,"Museums Act, S.C. 1990, c. 3, s. 4","III",,,"Auditor General of Canada",,"www.gallery.ca",,"le","du","MBAC","Musée des beaux-arts du Canada","Musée des beaux-arts du Canada"
226,"NMST","NST","CSTM","National Museum of Science and Technology",,,"To foster scientific and technological literacy throughout Canada by establishing, maintaining, and developing a collection of scientific and technological objects, with special but not exclusive reference to Canada, and by demonstrating the products and processes of science and technology, as well as their economic, social, and cultural relationships with society.",5,"crown_corp",1990,,"a",0,"Museums Act, S.C. 1990, c. 3, s. 13","III",,,"Auditor General of Canada",,"https://ingeniumcanada.org/scitech",,"le","du","MSTC","Musée national des sciences et de la technologie",
227,"NPB","NPB","PBC","Parole Board of Canada","Parole Board of Canada",,"The PBC contributes to the Government of Canada’s outcome of a safe and secure Canada. The PBC contributes to this outcome by making timely conditional release, record suspension, and expungement decisions, and clemency recommendations that result in the reintegration of offenders and the sustained rehabilitation of individuals into society as law-abiding citizens.",6,"dept_agency",1959,,"a",1,"The legal authority under which the PBC operates includes the Corrections and Conditional Release Act (CCRA) and its Regulations, the Criminal Records Act (CRA) and its Regulations, the Letters Patent, the Criminal Code, the Canadian Charter of Rights and Freedoms, and other legislation.","I.1","IV",,,,"www.canada.ca/en/parole-board.html",,"La","de la","CLCC","Commission des libérations conditionnelles du Canada","Commission des libérations conditionnelles du Canada"
228,"NRC","NRC","NRC","National Research Council of Canada","National Research Council Canada",,"As the largest federal performer of research and technology development in Canada, NRC advances scientific knowledge, supports business innovation and provides technological solutions to pressing public policy challenges. Working with industry, government and academia, NRC's scientific experts and industrial technology advisors support a broad range of science and innovation activities, including helping technology-based small and medium-sized enterprises to scale-up, access global value chains and become internationally competitive. By balancing the advancement of emerging science and technology required for tomorrow's economy with innovation support that Canadian companies need to grow and succeed, NRC translates scientific excellence into innovations that improve the quality of life for Canadians and people around the world. By combining its strong national foundation and regionally-based network of specialized scientific infrastructure with deep international partnerships, NRC has become an enabling platform for connecting diverse expertise across Canada's innovation system, focusing these efforts on the most valuable goals for the country.",7,"dept_corp",1916,,"a",1,"National Research Council Act, R.S.C. 1985, c. N-15","II","V",,,,"https://nrc.canada.ca/en","https://nrc.canada.ca/en/corporate/planning-reporting/evaluation","le","du","CNRC","Conseil national de recherches du Canada","Conseil national de recherches Canada"
229,"NRTEE",,"NRTEE","National Round Table on the Environment and the Economy",,,"To play the role of catalyst in identifying, explaining, and promoting in all sectors of Canadian society and in all regions of Canada principles and practices of sustainable development.",,"dept_corp",1994,2012,"d",0,"National Round Table on the Environment and the Economy Act, S.C. 1993, c. 31",,,,,,,,"La","de la","NRTEE","Table ronde nationale sur l’environnement et l’économie",
