"RMCID","ParentID","Title_en","Description_en","PlannedSpending1718","PlannedSpending1819","PlannedSpending1920","PlannedFTE1718","PlannedFTE1819","PlannedFTE1920","ExpNoPlanSpend_EN","ExpSpendTrend_EN","ExpNoPlanFTE_EN","ExpFTETrend_EN","PlannedSpending1617","ActualSpending1617","Expl_Spending_en","PlannedFTE1617","ActualFTE1617","Expl_FTE_en"
"P1085-0002","CBSA-AWZ00","Targeting","The Targeting Program identifies people and goods bound for Canada that may pose a threat to the security and safety of the country. The CBSA uses a number of automated advance information sources from carriers and importers to identify people, goods and conveyances that may pose a threat to Canada. Advance Passenger Information and Advance Commercial Information provide the CBSA with electronic pre-arrival information on people and goods that can be used to perform risk assessments in advance of their arrival in Canada. Known threats are identified when there is a match against an enforcement database entry. People and goods that are identified as posing a threat to Canada are referred for verification and examination upon their arrival at a port of entry.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0003","CBSA-AWZ00","Security Screening","The Security Screening Program is responsible for the security screening of foreign nationals and who have been referred to the CBSA by an Immigration, Refugees and Citizenship Canada (IRCC) visa officer abroad or in Canada, who are seeking to come to Canada as a permanent resident, temporary resident (e.g., visitor) or refugee, or are already in Canada and seeking to remain as a temporary or permanent resident. The CBSA is responsible for ensuring that there are no security concerns related to the individual seeking entry to Canada (e.g., counter- terrorism, counter- espionage, war crimes, crimes against humanity and organized crime) and, based on a thorough screening exercise (including the review of information and intelligence from a wide variety of internal and external sources), makes a recommendation to IRCC on the admissibility of the individual. This program is also responsible for determining the admissibility of senior diplomats being posted to Ottawa to ensure that they meet the admissibility requirements of the Immigration and Refugee Protection Act.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0004","CBSA-AXE00","Trusted Traveller","The Trusted Traveller Programs are designed to simplify the border clearance process for pre-approved, low-risk travellers entering Canada. The CBSA offers two programs for travellers, NEXUS and CANPASS. These programs streamline (expedite and simplify) border clearance. NEXUS is a joint initiative with the U.S. Customs and Border Protection in the air, land and marine modes of transportation, while CANPASS is a Canadian suite of programs for clients entering Canada by plane, corporate and private aircrafts and private boats. Both programs are available to citizens or permanent residents of Canada and/or the U.S. and enable members to cross the border faster when travelling to Canada and, in the case of NEXUS, when travelling to the U.S. Applicants to the programs must pass various assessments (e.g., security checks, interviews and risk assessments) specific to the program before being granted membership. NEXUS and CANPASS Air members can use iris recognition technology for passage processing at designated airports, and NEXUS members can use Radio Frequency Identification technology for processing at designated highway ports of entry. Members of NEXUS or the CANPASS Private Boat, CANPASS Corporate Aircraft or CANPASS Private Aircraft programs entering Canada by private aircraft, corporate aircraft or private boat must report their arrival in advance and make their declarations to the CBSA Telephone Reporting Centre.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0005","CBSA-AXE00","Trusted Trader","The Trusted Trader Program simplifies many of the border requirements for pre-approved, low-risk participants so that shipments can be processed more quickly and efficiently at the border. Importers approved under the Customs Self-Assessment (CSA) benefit from a streamlined accounting and payment process as well as an expedited clearance option for qualified goods. Members of the Partners in Protection program benefit from enhanced supply chain security as well as lowered examination rates. In addition, members of these Trusted Trader Programs have the option of utilizing the Free and Secure Trade (FAST) lanes to transport eligible imported goods into Canada. FAST is a joint initiative between the CBSA and U.S. Customs and Border Protection. To become a member of the Trusted Trader Programs, applicants must undergo an in-depth risk assessment. Once granted membership, CSA importers can use their own business systems and processes to forward trade data to the CBSA and remit payment of duties and taxes through their own financial institutions. In addition, CSA importers can also apply for trade compliance benefits which allow approved importers the flexibility to completely self-assess and audit their revenue reporting and trade requirements.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0006","CBSA-AXB00","Highway Mode","The Highway Program identifies and intercepts people and goods that are inadmissible to Canada seeking entry at 120 designated land ports of entry while ensuring that admissible people and goods are processed within established service standards. Border services officers conduct interviews of persons and drivers of commercial carriers and then make a decision to allow the entry of a person or shipment or refer them for further processing (e.g., payment of duties and taxes, issuance of a document) and/or examination (e.g., physical search of a vehicle, further investigation of admissibility).In the commercial stream, importers are required to account for their goods, and carriers and exporters are required to report their goods. Examinations may be performed with the use of specialized tools (e.g., gamma ray imaging Vehicle and Cargo Inspection System, ion scanners and detector dogs) and may include a full or partial offload of the goods to detect the presence of prohibited or restricted goods (e.g., narcotics or weapons).People and/or goods found to be in violation of the applicable legislation and/or regulations may be subject to a monetary penalty, seizure or denied entry to Canada.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0007","CBSA-AXB00","Air Mode","The Air Program identifies and intercepts people and goods that are inadmissible to Canada seeking entry at designated airports while ensuring that legitimate people and goods are processed within established service standards. Upon arrival, border services officers conduct interviews of persons seeking entry into Canada, aided by electronic pre-arrival risk-assessment information submitted by the airlines. CBSA officers make a decision to admit the person or refer them for further processing (e.g., payment of duties and taxes, issuance of a document) or examination. For private and corporate aircraft and general aviation traffic reporting through the Telephone Reporting Centre, various checks are conducted by means of the telephone reporting system. Border services officers make a decision to admit people or refer them for further processing or examination. In the commercial stream, importers are required to account for their goods, and carriers and exporters are required to report their goods. More specifically, air carriers are required to submit electronic pre-arrival information related to their goods for import. Those goods meeting the requirements of border-related legislation are released at the airport or at a designated sufferance warehouse, while those goods identified as being potentially inadmissible are held for an examination. To assist border services officers in their examinations, detection tools such as detector dogs and ion scanners may be used. People and goods found to be in violation of the applicable legislation and/or regulations may be subject to a monetary penalty, seizure or denied entry to Canada.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0008","CBSA-AXB00","Rail Mode","The Rail Program identifies and intercepts people and goods that are inadmissible to Canada seeking entry at a rail port of entry or rail yard while ensuring that admissible people and goods are processed within established service standards. Rail operators are required to report train, passenger and/or cargo information to the CBSA at or prior to arrival in Canada. Border services officers may conduct onboard interviews of travellers seeking entry into Canada upon arrival at the border to determine their admissibility or whether further processing (e.g., payment of duties and taxes, issuance of a document) or examination (e.g., physical search of baggage, further investigation of admissibility) is required. In the commercial stream, border services officers review the electronic information submitted by the rail carrier and the importer/exporter, and make a decision to release the cargo or refer it for an examination at the rail yard.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0009","CBSA-AXB00","Marine Mode","The Marine Program identifies and intercepts people and goods that are inadmissible to Canada seeking entry at a marine port of entry, while ensuring that admissible people and goods are processed within established service standards. Prior to arrival in the traveller stream, border services officers receive information regarding the passengers and crew aboard cruise ships, ferries, tour boats, private small vessels in the Trusted Traveller Program and commercial vessels. At large cruise ship offices and certain ferry terminals, passengers are processed using Integrated Primary Inspection Line. For those private vessels reporting through the Telephone Reporting Centre, various checks are conducted by means of the telephone reporting system. Border services officers make decisions to admit people or refer them for further processing or examination. In the commercial stream, importers are required to account for their goods. Carriers and exporters are required to report their goods; marine carriers are required to submit advance electronic information for imports and have the option for exports. To assist officers in their examinations, detection tools such as Remote Operated Vehicles and the Vehicle and Cargo Inspection System are used. In major ports, 100 percent of marine containers are scanned for the presence of radiological material using radiation portals. People and goods that are found to be in violation of the applicable legislation and/or regulations may be subject to enforcement action which may include a monetary penalty, seizure, or being denied entry to Canada.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0010","CBSA-AXB00","Postal","The Postal Program identifies and intercepts international mail items valued at less than CAD$2,500 that are inadmissible to Canada while ensuring that admissible mail items are processed within established service standards, and applicable duties and taxes are assessed and collected. Mail items valued at CAD$2,500 or higher are processed in the regular commercial import stream. The Postal Program operates at three CBSA Mail Centres in Canada. Border services officers conduct an inspection of international mail items to determine whether further processing (e.g., assessment and payment of duties and/or taxes) and/or a physical examination is required. Mail items that do not require CBSA intervention are released to Canada Post for delivery. To assist officers in their examinations, detection tools such as X-ray and detector dogs may be used. Mail items found to be in violation of the applicable legislation and/or regulations may be seized on behalf of other government departments. Importers are advised of their appeal rights, and Canada Post is advised that the item has been taken from the mail stream. All other items that are deemed admissible, after examination, are released to Canada Post for delivery.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0011","CBSA-AXB00","Courier Low Value Shipment","The Courier Low Value Shipment (LVS) Program identifies and intercepts courier importations that are inadmissible to Canada. The importations, conducted by approved courier participants, enter at designated sufferance warehouses. This provides a streamlined reporting, release and accounting process for most courier importations valued at less than CAD$2,500.Mail items valued at CAD$2,500 or higher are removed from the Program and processed in the regular commercial process. To participate in the Courier LVS Program, a courier company must be pre-approved by the CBSA. Prior to the arrival of a courier shipment, the CBSA reviews the electronic information submitted by the courier to determine whether the goods meet the requirements of the Program and applicable legislation and/or if a physical examination is required. If a physical examination is required, the item is presented to a border services officer upon arrival. To assist officers in their examinations, detection tools such as targets and detector dogs may be used. Goods found to be in violation of the applicable legislation and/or regulations may be subject to a monetary penalty or seizure.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0012","CBSA-HGC00","Immigration Investigations","The Immigration Investigations Program investigates reports and arrests foreign nationals and permanent residents already in Canada who are or may be inadmissible to Canada as defined by the Immigration and Refugee Protection Act. Investigation techniques can include data analysis of information collected regarding an individual’s immigration application, physical surveillance to locate fugitive inadmissible persons, and field searches of residences and belongings for evidence. Depending on the type of inadmissibility and the status of the person in question, inadmissibility reports are reviewed by either a Minister’s Delegate or the IRB. When a person fails to appear for an immigration proceeding such as an examination, admissibility hearing or removal interview, a warrant for their arrest may be issued. Warrants may also be issued against a foreign national or permanent resident where a CBSA inland enforcement officer has reasonable grounds to believe that they are inadmissible to Canada.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0013","CBSA-HGC00","Detentions","The Detentions Program detains and/or monitors the conditions of release of foreign nationals or permanent residents where there are reasonable grounds to believe the individual is inadmissible to Canada and where the individual is a danger to the public, poses a flight risk or where their identity is not established. Foreign nationals and permanent residents may also be detained upon entry into Canada for an examination or where the individual is suspected of being inadmissible for security reasons. They are entitled to an Immigration and Refugee Board hearing after being detained for 48 hours, 7 days and 30 days. The CBSA has three immigration holding centres in Canada located at Vancouver, Toronto and Montréal.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0014","CBSA-HGC00","Immigration Hearings","The Immigration Hearings Program ensures that the Government of Canada’s interests are represented at immigration proceedings before the IRB of Canada which determines the immigration and detention status of foreign nationals and permanent residents already in Canada, in accordance with the Immigration and Refugee Protection Act. CBSA hearings officers are responsible for representing the Minister of Public Safety and Emergency Preparedness and/or the Minister of Immigration, Refugees, and Citizenship at immigration proceedings before the IRB. This function ensures that foreign nationals and permanent residents who are inadmissible to Canada are denied status, and removal orders are issued where appropriate.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0015","CBSA-HGC00","Removals","The Removals Program ensures that foreign nationals and permanent residents with an enforceable removal order are removed from Canada. Once a person is removal-ready, an interview is conducted to ensure that a travel document is available and that a pre-removal risk assessment is offered by a CBSA inland enforcement officer. Where a valid travel document is not available, CBSA inland enforcement officers liaise with foreign embassies to secure the required travel documents. The CBSA may have to make further arrangements for removal, which could include arranging for travel (e.g. purchasing an airline ticket or chartering a plane for high-risk individuals in exceptional cases), providing escorts (e.g. to respond to airline and transit country requirements), and liaising with CBSA staff abroad (migration integrity officers) to ensure smooth passage from Canada to the final destination.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0016","CBSA-AXI00","Anti-dumping and Countervailing","The Anti-Dumping and Countervailing Program is responsible for the administration of the Special Import Measures Act (SIMA).Its role is to provide assistance to Canadian producers who face unfair foreign competition from dumped or subsidized goods in the Canadian marketplace. SIMA provides measures of redress against such goods when they have caused injury to the Canadian industry, and is in keeping with Canada’s international obligations as a signatory to the World Trade Organization. Protecting Canadian industry against the injury from dumped or subsidized imports requires a two-track approach, with the CBSA responsible for determining whether imports are being dumped or subsidized, and the Canadian International Trade Tribunal making the decision of whether these imports have caused injury to Canadian production.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0017","CBSA-AXI00","Trade Compliance","The Trade Compliance Program works to ensure that Canadian importers accurately account for the commercial goods that they bring into Canada and pay all of the duties and taxes owing. Compliance activities include random verifications, selected using a statistical model, that are used to measure the rate of compliance by product type and/or industry. The results also provide valuable information that often lead to more focused, risk-based verifications in instances where non-compliance is suspected. These trade compliance activities are supported by robust monitoring and administrative penalty programs that are aimed at maintaining a level playing field for all Canadian importers by making certain that the rules apply equally to everyone and that the appropriate duties and taxes are paid in full.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1085-0021","CBSA-AXI00","Trade Policy","The Trade Policy Program is responsible for interpreting the legislation and regulations that govern the tariff classification, origin and value of imported goods, and the related assessment of duties and taxes, so as to ensure that persons engaged in the importation of goods into Canada fully understand all of the trade-related requirements in order to promote self-compliance. The Program also administers Canada’s trade incentive initiatives (e.g., duties deferral, customs warehouses, remissions, and drawbacks) which assist Canadian businesses in remaining competitive in international markets. Further, the Program is responsible for the negotiation of the origin procedures that are included in all of Canada’s free trade agreements, which serve to strengthen international trade rules and open new markets for Canadians. Finally, the program is responsible for representing the views of Canadian businesses in international trade fora, such as the World Customs Organization and the World Trade Organization, in order to ensure a fair and accessible global trading environment.",".",".",".",".",".",".","","","","",".",".","",".",".",""
"P1086-0001","FO-HAA00","Commercial Fisheries","The Commercial Fisheries Program is managed in partnership with its stakeholders. It relies on scientific assessments and is dependent on consultative processes to develop and review policies, procedures and regulations and to ensure that the fisheries governance regime is accountable, predictable and transparent. In collaboration with its stakeholders, the program develops and uses management tools such as licences, quotas, trap limits, escapements and bycatch.",144842462.00,145781270.00,146630044.00,910.00,1004.80,1007.70,"","","","",124309359.00,138885167.00,"",915.50,976.40,""
"P1086-0002","FO-HAA00","Recreational Fisheries","Recreational fishing is an important contributor to many local Canadian economies. The Recreational Fisheries program focuses on partnerships, citizen-engagement and community stewardship, and promotes public awareness of conservation and sustainable use of the fisheries resource. It also ensures that all stakeholders are engaged in the decision-making process and that allocation decisions made in the Integrated Fisheries Management Plans reflect the interests of the recreational fishery.",2969519.00,2969519.00,2969519.00,17.00,17.00,17.00,"","","","",3866910.00,3127799.00,"",18.30,16.10,""
"P1086-0005","FO-HGN00","Aboriginal Fisheries Strategy","The Aboriginal Fisheries Strategy (AFS) sub-program is a contribution funding program that provides eligible Aboriginal groups with transfer payments via Comprehensive Fisheries Agreements and Project Funding Agreements for the effective management of the food, social and ceremonial fisheries in a manner consistent with the 1990 Supreme Court of Canada’s Sparrow decision. Fisheries Agreements often include communal fishing licences for Food, Social and Ceremonial and Commercial fishing issued under the Fisheries Act under the Aboriginal Communal Fishing Licences Regulations. AFS also includes the Allocation Transfer Program; which facilitates the voluntary retirement of commercial fishing licences and the issuance of communal licenses to eligible Aboriginal groups and includes providing funding for the purchase of equipment, such as vessels and gear necessary for Aboriginal groups to fish these licences. AFS applies where Fisheries and Oceans Canada manages the fishery and where land claims settlements have not already put in place a fisheries management framework. This sub-program provides a mechanism for Fisheries and Oceans Canada to address its obligations while promoting stable and orderly fisheries management for the benefit of all Canadians. Other broader objectives include providing Aboriginal groups with an opportunity to participate in the management of their fisheries; contributing to the economic self-sufficiency of Aboriginal communities; and providing a foundation for the development of treaties and self-government agreements. This sub-program uses funding from the following transfer payment: Aboriginal Fisheries Strategy.",28637638.00,27618437.00,27662878.00,34.60,34.60,34.60,"","","","",28658271.00,51106141.00,"The difference is mainly due to: Funding for the extension of the Pacific and Atlantic Integrated Commercial Fisheries Initiatives to help integrate First Nation fishing enterprises into existing commercial fisheries thereby providing economic opportunities for First Nation fishers ($24.8M)",33.00,34.40,""
"P1086-0006","FO-HGN00","Aboriginal Aquatic Resource and Oceans Management","The Aboriginal Aquatic Resource and Oceans Management (AAROM) sub-program is a contribution funding program that assists Aboriginal groups to develop their capacity to more effectively participate in aquatic resource-related activities and in Fisheries and Oceans Canada and multi-stakeholder processes used for aquatic resources and oceans management. The sub-program provides funding to qualifying Aboriginal groups to form aquatic resource and oceans management organizations at the aggregate level and builds technical and scientific capacity required to effectively participate in decision-making and advisory processes. This sub-program increases the level of active Aboriginal participation in collaborative management of aquatic and ocean resources. Increased Aboriginal engagement in planning at the watershed or ecosystem level contributes to certainty, stability and predictability in fisheries management. Other objectives this sub-program achieves include encouraging the establishment of collaborative management structures and improving information-sharing among and between Aboriginal communities, Fisheries and Oceans Canada and other stakeholders. This sub-program uses funding from the following transfer payment: Aboriginal Aquatic Resource and Oceans Management.",15779216.00,15779216.00,15570832.00,7.20,7.20,7.20,"","","","",15782216.00,20732368.00,"The difference is mainly due to: Funding for the extension of the Pacific and Atlantic Integrated Commercial Fisheries Initiatives to help integrate First Nation fishing enterprises into existing commercial fisheries thereby providing economic opportunities for First Nation fishers ($24.8M)",10.90,10.20,""
"P1086-0007","FO-HGN00","Strategies and Governance","The Strategies and Governance sub-program is responsible for treaty and non-treaty fisheries negotiations and provides departmental policy development and advice on Aboriginal related fisheries issues, such as: aquatic resource allocation, fisheries and oceans governance, habitat protection provisions, oceans, etc. This sub-program also provides advice on modern treaty fisheries obligations implementation and the monitoring of such departmental obligations in those final agreements. This sub-program works closely with Aboriginal Affairs and Northern Development Canada to ensure fisheries elements of negotiated agreements advance sustainable aquatic ecosystems and support safe and secure Canadian waters while fostering economic prosperity across maritime sectors and fisheries. This sub-program uses funding from the following transfer payment: Treaty Related Measures.",11369632.00,11399055.00,10762791.00,63.40,63.40,63.40,"","","","",11794153.00,10332901.00,"The difference is mainly due to: Funding for the extension of the Pacific and Atlantic Integrated Commercial Fisheries Initiatives to help integrate First Nation fishing enterprises into existing commercial fisheries thereby providing economic opportunities for First Nation fishers ($24.8M)",76.00,62.50,""
"P1086-0008","FO-HGO00","Aquaculture Management","The Aquaculture Management sub-program’s objective is to enhance the Department’s aquaculture management regime, using a range of regulations, policies, and public reporting to implement its regulatory mandate for the sector. In doing so, efforts are made to improve current regulations and policies as well as develop new ones, which are streamlined and coherent across federal and provincial/territorial regimes while ensuring protection of the aquatic environment. These activities are supported by public reporting on the management of the sector and its economic and environmental performance. Delivery of this sub-program is aligned with Canada’s international obligations and ensures that domestic regulatory responsibilities are consistent with international commitments to sustainable aquaculture management. The Department, in partnership with other government departments, supports Aboriginal communities interested in aquaculture and helps them develop viable aquaculture business plans and establish businesses that bring long-term sustainable economic benefit to their communities.",6954073.00,3385400.00,3385400.00,63.60,63.60,63.60,"","","","",7057394.00,5866658.00,"",52.80,43.50,""
"P1086-0011","FO-HGO00","British Columbia Aquaculture Regulatory Program","The objective of this sub-program is to effectively manage, administer and regulate aquaculture in British Columbia and govern the aquaculture industry activities, including finfish, shellfish and freshwater or land-based operations. The British Columbia Aquaculture Regulatory Program (BCARP) is implemented under the Pacific Aquaculture Regulations under the Fisheries Act. Specific BCARP areas of responsibility include: site licensing, introductions and transfers licensing, conditions of licence, environmental and fish health management, compliance and enforcement, consultations and engagement, and public reporting. BCARP ultimately ensures that aquaculture activities in the province are sustainable.",6205829.00,6205829.00,6205829.00,35.00,35.00,35.00,"","","","",6271307.00,3896118.00,"",35.00,34.00,""
"P1086-0012","FO-HGO00","Sustainable Aquaculture Science Program","The objectives of the Sustainable Aquaculture Science Program are to provide a strong science base to underpin regulatory, policy, and program decision making, thereby increasing the stability and soundness of aquaculture related decisions. Additionally, through collaborative research with the aquaculture industry, the Sustainable Aquaculture Science Program helps to improve the sustainability of the industry, facilitate technology transfer and knowledge mobilization, and increase the scientific capacity of the Canadian aquaculture industry. Science for decision making contributes to transparency and public confidence. The key activities to achieve these objectives will include: (1) implementing a formal scientific risk assessment framework and the provision of scientifically peer reviewed risk assessments and associated advice for key aquaculture environment interactions, including fish health; (2) conducting targeted regulatory research in areas such as fish pest and pathogen interactions, cumulative effects, ecosystem management and interactions with wild populations; (3) providing scientific advice on the development of national standards, the development and implementation of indicators and area based options for addressing overlapping management considerations; and (4) conducting collaborative research to enhance environmental performance and to optimize cultured fish health.",17315154.00,11918247.00,11571822.00,105.50,96.50,96.50,"","","","",14623113.00,15266461.00,"",110.30,112.30,""
"P1086-0016","FO-HGX00","Enforcement Operations","Enforcement Operations comprises a variety of compliance and enforcement tools to detect and deter illegal activities. Education and Shared Stewardship promotes compliance, through education, promotional campaigns, and engagement of partners and stakeholders. Educational activities raise awareness and understanding and result in a more informed public and encourage resource users to comply with regulatory requirements. Fisheries monitoring and audit activities provide an oversight function to determine participants’ compliance with legislation, regulations and management measures. The program uses land, water and air-based surveillance along with modern technology such as vessel monitoring systems, video monitoring and satellite surveillance to detect illegal activities. Major Cases and Special Investigations focus on solving high-risk, complex compliance issues that pose significant threat to the sustainability of Canada’s aquatic resources and cannot be addressed through education or, regular monitoring, and control and surveillance activities. Special investigative techniques, including covert operations, technical surveillance, and information technology forensics are used in countering illegal fishing activities. The program is supported by third-party services (guardian, at-sea observer and dockside monitoring programs), and partnerships and joint operations with police and other enforcement agencies. The public assists by reporting violations through “Observe, Record, Report” programs. To deter illegal activities, enforcement interventions may include warnings, seizures, arrests, directions, orders, diversions, tickets, charges and prosecutions. This program meets domestic and international commitments to address illegal, unregulated and unreported fishing; and to protect habitat and species at risk, contributing to sustainable aquatic ecosystems, supporting legitimate economic activities, and protecting consumers from illegally harvested fisheries products.",81862372.00,81862372.00,81862372.00,596.50,597.10,594.80,"","","","",83524897.00,84500982.00,"",560.70,558.30,""
"P1086-0018","FO-HGX00","Program and Operational Readiness","Program and Operational Readiness develops and supports a skilled, equipped, well-informed, safe and effective workforce. Strategic planning, integrated risk assessments, periodic reviews and audits are carried out to identify operational priorities and to ensure the right balance of tools and approaches are used to achieve the program objectives. Acquisition and management of equipment, vehicles, and vessels is necessary to ensure a well-equipped and effective workforce. Program and Operational Readiness ensures a well-trained workforce through the Fishery Officer Career Progression Program and the coordination of specialized enforcement and intelligence training throughout the Compliance and Enforcement program including annual recertification requirements of Fishery Officers as needed. It also ensures rigorous management of data as well as information collection and analysis through the development and maintenance of information management systems notably the Departmental Violation System. Finally, systems for collecting and analyzing information also support strategic planning, priority setting and performance management of the Compliance and Enforcement program overall.",15277950.00,15277950.00,15277950.00,80.40,84.50,85.50,"","","","",15632811.00,13462939.00,"",71.00,80.20,""
"P1086-0019","FO-HGY00","Salmonid Enhancement Operations","Salmonid Enhancement Operations produce Pacific salmon at enhancement facilities, restore habitats, and undertake projects that include citizen participation in fisheries and watershed stewardship activities. Enhancement facilities include hatcheries and spawning channels producing salmon. Enhanced salmon enable economic, social and cultural harvest opportunities for commercial, recreational and First Nations harvesters, support vulnerable stock rebuilding and contribute to Canada’s stock assessment commitments under the Pacific Salmon Treaty with the United States. Opportunities for citizen participation in fisheries and watershed stewardship, habitat restoration and salmon enhancement projects involve: the public, First Nations, as well as other government and corporate partners. Projects with community partners include stewardship activities and the development of integrated local and area watershed plans. Salmonid Enhancement Operations also support school education and public awareness projects.",28233310.00,28233310.00,28233310.00,199.10,199.10,199.10,"","","","",28496464.00,28602351.00,"",199.10,202.10,""
"P1086-0020","FO-HGY00","Salmonid Enhancement Contribution Programs","Salmonid Enhancement Contribution Programs provide funding for community-based salmon and fish habitat projects. The Department has established contribution arrangements to support long-term collaboration with the Pacific Salmon Foundation and the T. Buck Suzuki Environmental Foundation. Contribution funding for these foundations is offset by the revenues generated from the Pacific Salmon Conservation stamp and the Commercial Conservation surcharge on Fisher Registration Cards. The Pacific Salmon Foundation uses the contribution funding received from the Department to support community-based salmon and fish habitat projects that conserve, restore and enhance Pacific salmon. The Pacific Salmon Foundation does this in partnership with communities, other governments, First Nation representatives and non-profit organizations. The T. Buck Suzuki Environmental Foundation directly undertakes projects to protect and conserve fish and fish habitat. This program uses funding from the following transfer payment: Contribution to the Pacific Salmon Foundation.",962000.00,962000.00,962000.00,0.00,0.00,0.00,"","","","",962000.00,1590277.00,"",0.00,0.00,""
"P1086-0022","FO-LJC00","Search and Rescue Coordination and Response","The Canadian Coast Guard’s Search and Rescue Coordination and Response program ensures that people caught in on-water distress situations have access to assistance. The program coordinates and delivers on-water response to maritime search and rescue cases, assists the Department of National Defence in response to aeronautical and humanitarian cases; provides search and rescue response capacity; and manages partnerships essential for the efficient coordination of activities. Through communication, coordination and delivery of maritime search and rescue response, the program increases the chances of rescue for people caught in dangerous on-water situations. The Fleet Operational Readiness and Marine Communications and Traffic Services programs are integral contributors to the delivery of this program. The legal basis for the program derives from the Constitution Act, 1867, the Oceans Act, and the Canada Shipping Act, 2001.",27869834.00,27869833.00,27869833.00,150.00,150.00,150.00,"","","","",26092840.00,26828622.00,"",139.00,144.80,""
"P1086-0023","FO-LJC00","Canadian Coast Guard Auxiliary","The Canadian Coast Guard Auxiliary is organized into federally incorporated, not-for-profit volunteer corporations. The Minister of Fisheries and Oceans Canada maintains a formal contribution agreement with each Auxiliary corporation for related eligible costs. The corporations are separate legal entities from the Government of Canada and work closely with the Canadian Coast Guard. The majority of Auxiliary members are commercial fishers and pleasure boaters who donate their time and vessels to assist the Coast Guard with the Search and Rescue Services program. Other members are volunteers from local communities who crew community-based dedicated response vessels 24 hours a day, 7 days a week. The Auxiliary has approximately 4,000 members and access to approximately 1,100 vessels. The local knowledge, maritime experience, seafaring talents, and professional conduct of the members make them one of Canada’s greatest maritime assets. Authority for this contribution program is by Cabinet Directive. This program uses funding from the Canadian Coast Guard Auxiliary Contribution Program and is delivered in coordination with Coast Guard’s Search and Rescue Services and Marine Communications and Traffic Services.",6021000.00,6021000.00,6021000.00,0.00,0.00,0.00,"","","","",5521000.00,5520999.00,"",0.00,0.00,""
"P1086-0024","FO-LJF00","Fleet Operational Capability","The Canadian Coast Guard’s Fleet Operational Capability program includes fleet operations, fleet management and the staffing of fleet personnel. The program ensures that certified professionals safely operate vessels, air cushion vehicles, helicopters, and small craft and are ready to respond to on-water and marine related needs. The Canadian Coast Guard College is an important contributor to this program. The program is guided by a number of international conventions and domestic marine-related regulations. For example, the Coast Guard Fleet’s Safety and Security Management System is modeled after the International Ship Management Code (as ratified by Canada as a member of the United Nations’ International Maritime Organization), the International Ship and Port Facility Security Code, and the International Labour Code (applicable to Seafarers). The System design is also influenced by the International Convention for the Prevention of Pollution by Ships, the findings of Transportation Safety Board Marine Investigation Reports, the internal safety investigations, the occupational safety and health regulations, and the Canada Shipping Act 2001 regulations governing certification of seafarers, the inspection of vessels, the marine equipment requirements, and other operational regulatory aspects. The legal basis for this program is found in the Constitution Act, 1867 and the Oceans Act.",221452431.00,221452431.00,221452431.00,2555.00,2555.00,2555.00,"","","","",240173126.00,259465764.00,"",2500.00,2595.40,""
"P1086-0025","FO-LJF00","Fleet Maintenance","The Canadian Coast Guard’s Fleet Maintenance sub-program ensures that Canadian Coast Guard’s vessels, air cushioned vehicles, helicopters and small craft are available and reliable for the delivery of Canadian Coast Guard programs. The Fleet Maintenance program ensures the availability and reliability of these assets through life cycle investment planning, engineering, maintenance, and disposal services. The Canadian Coast Guard College is an important contributor to the delivery of this program in its provision of technical training. The sub-program is delivered in coordination with Public Works and Government Services Canada. Activities associated with Fleet Maintenance are guided by a number of international and national trade agreements, legal instruments such as the Financial Administration Act and Government Contract Regulations, as well as policies, directives, and guidelines provided by Treasury Board, Treasury Board Secretariat, Industry Canada and Public Works and Government Services Canada. The legal basis for building fleet capability is found in the Constitution Act, 1867 and the Oceans Act.",180592027.00,167285374.00,150553726.00,187.00,187.00,187.00,"","","","",233958257.00,182973011.00,"The difference is mainly due to: Operating Budget Carry-Forward and/or Capital Budget Carry-Forward from 2016-17 to 2017-18 ($66.9M), and Frozen Allotment – Fuel ($14.4M).",185.00,273.20,""
