"measure_id","parent_measure_id","measure_fr","chapter_key","id_fr","description_fr"
122,,"Garantir l’accès au marché des produits agricoles et agroalimentaires du Canada","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour l’Agence canadienne d’inspection des aliments afin de soutenir les négociations sur les conditions d’exportation relatives aux produits agricoles, forestiers et de la pêche, et d’appuyer la certification des exportations canadiennes en regard des exigences d’importation des autres pays."
123,,"Régime d’assurance-revenu militaire et autres avantages sociaux des employés de la fonction publique","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour assurer la viabilité continue du régime de prestations pour invalidité à long terme pour les membres des Forces armées canadiennes libérés pour des raisons médicales, ainsi que pour la portion des coûts payée par l’employeur d’autres programmes d’avantages sociaux des employés, comme le Régime de soins de santé de la fonction publique."
124,,"Approvisionnement plus simple et meilleur","prg","Un-approvisionnement-meilleur-et-plus-simple","Le budget de 2017 a annoncé la création de Solutions innovatrices Canada, une nouvelle initiative modelée sur le programme très fructueux des États-Unis intitulé Small Business Innovation Research. En tant que plus important acheteur de produits et de services canadiens, le gouvernement du Canada a la possibilité d’appuyer la croissance des entreprises canadiennes. L’instauration de Solutions innovatrices Canada vient répondre à une demande exprimée depuis longtemps par les entreprises canadiennes qui avaient besoin d’un premier client pour mettre à l’essai et valider leurs innovations. Avec cette aide, les entreprises canadiennes qui se trouvent dans des domaines d’importance stratégique pour notre économie sont mieux en mesure de prendre de l’expansion, de créer de nouveaux emplois et de trouver de nouveaux clients partout dans le monde.

Afin de simplifier l’ensemble des programmes d’innovation du gouvernement fédéral, le budget de 2018 propose d’intégrer le Programme d’innovation Construire au Canada existant, un autre programme d’approvisionnement fédéral axé sur l’approvisionnement en biens et services novateurs arrivés à un stade plus avancé, à Solutions innovatrices Canada.

Les entreprises canadiennes demandent également depuis longtemps que le gouvernement fédéral améliore ses relations avec les fournisseurs, afin qu’il soit plus facile de trouver des occasions d’affaires, plus simple d’explorer les possibilités et plus rapide d’attribuer un contrat tout en allégeant le fardeau administratif. L’approvisionnement du gouvernement comporte beaucoup de paperasse et les options de libre-service offertes aux fournisseurs sont limitées. 
 Le transfert à l’approvisionnement en ligne constitue un élément clé d’un système d’approvisionnement plus efficace. Plus de fournisseurs pourront se brancher au gouvernement et les possibilités en matière d’approvisionnement du gouvernement seront plus accessibles aux fournisseurs potentiels, peu importe leur taille ou leur emplacement géographique.

À cette fin, le gouvernement établira une nouvelle plateforme d’approvisionnement électronique. Les petites et moyennes entreprises canadiennes auront ainsi un meilleur accès aux possibilités de collaboration avec le gouvernement. Le budget de 2018 propose un financement de 196,8 millions de dollars sur cinq ans, à compter de 2018-2019, à Services publics et Approvisionnement Canada pour établir cette plateforme.

De plus, le gouvernement reconnaît qu’il est important d’offrir aux entreprises appartenant à des femmes la même chance de participer aux possibilités d’approvisionnement fédérales. À cet égard, l’approvisionnement en ligne renforcera l’engagement du gouvernement dans le cadre de la stratégie pour les femmes en entrepreneuriat afin de faire passer le taux de participation des petites et moyennes entreprises appartenant à des femmes dans la chaîne d’approvisionnement fédérale à 15 %. Il s’inscrit aussi dans les efforts faits pour que d’autres groupes diversifiés aient plus de possibilités de faire concurrence dans les processus d’approvisionnement fédéraux.
"
125,,"Stabilisation et transformation future de l’administration de la paye du gouvernement fédéral (Phénix)","adv","tabiliser-ladministration-de-la-paye-du-gouvernement-du-federal-(Phenix)-et-la-transformer","Les fonctionnaires fédéraux méritent d’être payés le bon montant et au bon moment pour le travail important qu’ils accomplissent. Au début de 2016, le système de paye Phénix a été mis en œuvre pour traiter les salaires des fonctionnaires fédéraux à la suite de plusieurs années de planification et d’élaboration dans le cadre d’une initiative plus générale visant, à l’origine, à économiser de l’argent. Depuis lors, le système a connu des ratés tout simplement inacceptables pour le gouvernement et pour ses employés. Les ressources consacrées à l’initiative Transformation de l’administration de la paye lancée en 2009 n’étaient pas suffisantes et le projet a souffert d’une mauvaise planification et d’une mauvaise mise en œuvre. Le gouvernement fait tout ce qu’il peut pour redresser la situation.

À ce jour, le gouvernement a pris l’engagement d’investir plus de 460 millions de dollars pour mettre en œuvre le système de paye Phénix et régler les problèmes connexes. Au cours de la dernière année et demie, le gouvernement a embauché plusieurs centaines de personnes pour renforcer la capacité qui avait été perdue dans le cadre du plan d’entreprise antérieure. Des mesures ont également été prises pour rembourser les employés qui ont dû assumer des dépenses personnelles à la suite de problèmes liés à la paye. Toutefois, Phénix pose encore beaucoup de problèmes et des défis de taille, et trop de fonctionnaires fédéraux ne sont toujours pas rémunérés correctement en ce moment.

Dans le cadre du budget de 2018, le gouvernement s’engage à aller plus loin et à prendre les mesures requises pour régler les difficultés liées au système de paye Phénix, y compris en annonçant son intention d’éliminer en fin de compte Phénix et à entreprendre l’élaboration de la prochaine génération du système de paye du gouvernement fédéral qui correspond davantage à la complexité de la structure salariale du gouvernement fédéral. Dans ce contexte, le gouvernement propose d’investir 16 millions de dollars de plus sur deux ans à compter de 2018-2019, afin de travailler avec des experts, les syndicats de la fonction publique fédérale et des fournisseurs de technologies sur les prochaines étapes de la mise en place d’un nouveau système de paye.

Entre-temps, le gouvernement continuera de s’occuper des difficultés que pose la paye. À cette fin, le budget de 2018 propose un investissement de 431,4 millions de dollars sur six ans à compter de 2017-2018, pour continuer à réaliser des progrès relatifs aux problèmes liés à Phénix, y compris l’embauche d’employés supplémentaire pour appuyer le système de paye, dont le nombre d’employés travaillant à régler les problèmes de paye au Centre des services de paye et aux bureaux satellites s’élève à plus de 1 500. À l’origine, 550 employés étaient envisagés pour régler tous les problèmes de paye au moment du lancement du nouveau système de paye. De plus, ce financement additionnel serait utilisé pour embaucher d’autres employés au sein des ministères afin de mieux aider les employés relativement aux problèmes de paye au fur et à mesure qu’ils surviennent. Cela signifierait que les fonctionnaires auraient également un meilleur accès à un plus grand éventail de mesures de soutien au travail. 

Le budget de 2018 propose également d’accorder 5,5 millions de dollars sur deux ans à compter de 2017-2018, à l’Agence du revenu du Canada pour qu’elle traite les nouvelles cotisations d’impôt sur le revenu des particuliers destinées aux employés du gouvernement fédéral qui ont subi les effets des problèmes de paye et qu’elle donne suite aux demandes de renseignements téléphoniques connexes.

Alors que le système de paye Phénix a sous-payé certains fonctionnaires, il en a également trop payé d’autres. Selon les dispositions législatives actuelles, un employé qui touche un trop-payé à l’égard d’une année antérieure est tenu de rembourser à son employeur le montant brut et de récupérer auprès de l’Agence du revenu du Canada toute retenue d’impôt excédentaire. Les fonctionnaires dans cette situation peuvent être assurés qu’ils n’auront pas à commencer à rembourser ce montant avant que l’Agence du revenu du Canada traite leur déclaration de revenus et rembourse la retenue d’impôt excédentaire (ou accorde un crédit à l’égard de l’impôt). En même temps, le gouvernement examine les dispositions législatives et mobilisera les principaux intervenants afin d’évaluer la faisabilité des changements aux dispositions législatives qui permettraient à un employé du secteur privé ou public qui vit cette situation de rembourser le montant moins les retenues d’impôt, et ce, à compter de l’année d’imposition 2018 et par la suite.

Enfin, afin de s’occuper du stress psychologique et émotionnel réel des fonctionnaires causés par les problèmes de paye et des répercussions financières inacceptables, le gouvernement a lancé des discussions avec les représentants de la fonction publique afin de traiter des nombreux griefs et actions en justice. De même, le gouvernement interviendra afin de rembourser les cotisations manquantes et inexactes qui sont dues aux syndicats du secteur public.
"
126,,"Renforcement des aéroports desservant les communautés éloignées","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour répondre aux besoins en capital urgents afin de soutenir les activités sécuritaires et continues de petits aéroports détenus et exploités par le gouvernement du Canada, desservant principalement des communautés éloignées et isolées. "
127,,"Renforcer le système canadien de salubrité des aliments","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Le financement proposé à l’Agence canadienne d’inspection des aliments appuiera les activités qui aident à traiter les risques liés à la salubrité des aliments avant qu’ils ne soient diffusés aux consommateurs du pays, y compris l’amélioration du renseignement sur les risques et la surveillance, les activités de prévention extracôtières et l’amélioration de la conformité des entreprises internationales et nationales aux règlements sur la salubrité des aliments.   "
128,,"Renforcement de la capacité en matière d’évaluations environnementales","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour Transports Canada aux fins du renouvellement de sa participation à des évaluations environnementales par l’intermédiaire du Bureau de gestion des projets nordiques. "
129,,"Renforcer la capacité des Autochtones en matière de données et de recherche","rec","Renforcer-la-capacite-des-Autochtones-en-matiere-de-donnees-et-de-recherche","Une gouvernance et une prise de décisions solides reposent sur un accès rapide à des données pertinentes et de grande qualité. L'importance d'une capacité statistique dirigée par les Autochtones pour répondre à ce besoin est soulignée par les principes des Premières Nations de propriété, de contrôle, d'accès et de possession (PCAPMC). Afin de continuer à appuyer le développement et la gestion des données autochtones et à accroître la capacité de gouvernance des données et de gestion de l'information des gouvernements, communautés et organisations autochtones, le gouvernement propose dans le budget de 2018 d'accorder 3,8 millions de dollars sur cinq ans, à compter de 2018-2019, et 0,4 million par année par la suite, à Statistique Canada afin de créer l'initiative de développement des capacités statistiques des Autochtones.

Cette initiative permettra au gouvernement d'entreprendre des mesures de mobilisation et de sensibilisation auprès des peuples et des organisations autochtones en vue de mieux comprendre leurs besoins en matière de statistique, de gouvernance des données et de gestion de l'information, et de fournir des services de soutien technique tels que la formation statistique et les cours et les outils fondés sur les besoins des Premières Nations, de la Nation métisse et des Inuits. Cela aidera les dirigeants, les communautés et les gouvernements autochtones à créer leurs propres capacités en matière de données et de recherches, tout en offrant un meilleur soutien aux institutions et aux organisations autochtones.

De plus, le gouvernement propose de verser au Conseil de recherches en sciences humaines 3,8 millions de dollars en 2018-2019 afin d'élaborer un plan stratégique qui cerne de nouvelles façons de mener des recherches avec les communautés autochtones, notamment des stratégies pour renforcer la capacité des communautés autochtones à effectuer des recherches et à établir des partenariats avec la communauté de recherche plus vaste.
"
130,,"Renforcement de la sécurité des véhicules à moteur","oth","23-Autres-mesures-prevues-dans-le-budget-de-2018-(non-incluses-dans-les-chapitres-anterieurs)","Financement proposé pour Transports Canada afin de maintenir une surveillance de la sécurité en vertu de la Loi sur la sécurité automobile,afin de répondre aux nouvelles technologies et de soutenir la modernisation de la Loi."
131,,"Renforcer le multiculturalisme et relever les défis auxquels sont confrontés les Canadiens de race noire","adv","Renforcer-le-multiculturalisme-et-relever-les-defis-auxquels-sont-confrontes-les-Canadiens-noirs","La diversité fait la force du Canada et représente une pierre angulaire de l’identité canadienne. Les récents événements sur la scène nationale et internationale, comme le soulèvement de mouvements ultranationalistes et les manifestations contre l’immigration, les minorités visibles et les minorités religieuses nous rappellent que la défense de la diversité et la création de collectivités où chacun se sent accepté sont aussi importantes aujourd’hui que jamais. 

Afin d’offrir un soutien aux événements et aux projets qui aident les personnes et les communautés à se réunir, le gouvernement propose de fournir un financement de 23 millions de dollars sur deux ans, à compter de 2018 2019, en vue d’augmenter le financement du Programme du multiculturalisme de Patrimoine canadien. Ce financement servirait à soutenir des consultations à l’échelle du pays sur une nouvelle approche nationale contre le racisme, réunirait les experts, les organismes communautaires, les citoyens et les dirigeants interconfessionnels et consacrerait des fonds pour lutter contre le racisme et la discrimination ciblant les peuples autochtones, les femmes et les filles.

Pour commencer à reconnaître les défis importants et uniques auxquels sont confrontés les Canadiens noirs, le gouvernement propose également de fournir un financement ciblé de 19 millions de dollars sur cinq ans en vue d’accroître le soutien de la communauté locale destiné aux jeunes à risque et de développer la recherche à l’appui de programmes de santé mentale mieux axés sur la culture dans la communauté des Canadiens noirs. De plus, à la suite de la création du nouveau Centre pour les statistiques sur les sexes, la diversité et l’inclusion, annoncée dans le chapitre 1, le gouvernement est déterminé à accroître la désagrégation des minorités visibles de divers jeux de données. Cette désagrégation accrue permettra aux gouvernements et aux fournisseurs de services de mieux comprendre les aspects intersectionnels des principaux enjeux en mettant un accent particulier sur l’expérience des Canadiens noirs.
"
132,,"Renforcer l’Agence des services frontaliers du Canada ","adv","Renforcer-l-Agence-des-services-frontaliers-du-Canada","L’Agence des services frontaliers du Canada est responsable de gérer les frontières canadiennes en appliquant les lois régissant le commerce et le déplacement et en aidant la circulation transfrontalière légitime, tout en interceptant les personnes et les marchandises qui posent une menace potentielle au Canada. Elle s’efforce de maintenir un niveau de service élevé et a travaillé à améliorer les délais de traitement pour la circulation efficace et sécuritaire des voyageurs. Le gouvernement propose d’investir 85,5 millions de dollars en 2018-2019, afin de permettre à l’Agence de poursuivre les activités actuelles à l’appui de son mandat."
133,,"Renforcer la magistrature canadienne","adv","Acces-a-la-justice","Le gouvernement reconnaît que l’accès à la justice est un fondement de la société canadienne, et il investira en vue de renforcer la magistrature canadienne, de soutenir le système des tribunaux du Canada et d’en accroître l’ouverture et la transparence. L’ensemble de ces mesures renforce les engagements fermes du gouvernement en faveur du respect de la primauté du droit et du maintien d’un système de justice accessible, équitable et efficient."
134,,"Soutien aux Canadiens touchés par le trouble du spectre de l’autisme","adv","Soutien-aux-Canadiens-touches-par-le-trouble-du-spectre-de-lautisme","Le trouble du spectre de l’autisme est une condition neurodéveloppementale complexe et permanente qui peut avoir de graves conséquences sociales et financières ainsi que des effets sur la santé des familles canadiennes. 

Dans le budget de 2018, le gouvernement propose de fournir 20 millions de dollars sur cinq ans pour deux nouvelles initiatives visant à mieux soutenir les besoins des Canadiens aux prises avec le trouble du spectre de l’autisme et leur famille. Ces initiatives comprennent notamment la création d’un Réseau national de ressources et d’échanges sur l’autisme, les déficiences intellectuelles et les troubles du développement pour élaborer des ressources en ligne, créer un inventaire de services, prévoir des occasions d’emploi et mettre au point des programmes locaux destinés aux familles partout au pays, en fonction de leurs besoins particuliers. Ce réseau serait dirigé par le Pacific Autism Family Network et la Fondation Miriam. Un financement de 9,1millions de dollars sera également versé à l’Agence de la santé publique du Canada pour soutenir les projets communautaires créant des modèles de programme novateurs, réduisant la stigmatisation et favorisant l’intégration des programmes sociaux ainsi que des programmes de santé et d’éducation afin de mieux répondre aux besoins complexes des familles.    
"
135,,"Mesures de soutien en matière de stratégies du logement basée sur les des distinctions","rec","Mesures-de-soutien-pour-des-strategies-du-logement-basees-sur-les-distinctions","Un logement sécuritaire, adéquat et abordable donne aux gens un sentiment de sécurité et permet de bâtir des communautés fortes. Toutefois, pour trop de peuples autochtones, cela demeure inaccessible. Près d'un Autochtone sur cinq vit dans un logement nécessitant des réparations majeures et un sur cinq vit également dans un logement surpeuplé. L'accès à un logement adéquat et abordable représente un défi particulier pour les femmes autochtones. En 2011, 27 % des femmes autochtones connaissaient des besoins impérieux en matière de logement par rapport à 13 % des hommes autochtones1. Le manque d'accès à un logement adéquat peut accroître les obstacles à la sécurité, à l'emploi et au bien-être général, des obstacles qui touchent de façon disproportionnée les femmes autochtones.

Les dirigeants autochtones ont affirmé au gouvernement que lorsqu'il s'agit de logement dans les communautés des Premières Nations, des Inuits et de la Nation métisse, la meilleure approche est celle qui respecte les besoins distincts de chaque groupe autochtone. Le gouvernement est du même avis. Tel qu'il a été annoncé dans la toute première Stratégie nationale sur le logement du Canada, le gouvernement et des partenaires autochtones collaborent en vue d'améliorer les conditions de logement à long terme et de s'assurer que les peuples autochtones ont un meilleur contrôle sur le logement dans leurs communautés.

Par l'entremise des investissements annoncés dans les budgets de 2017 et de 2018, le gouvernement propose de consacrer du financement pour appuyer le succès de la mise en œuvre de chacune des stratégies sur le logement fondées sur les distinctions, notamment :
•600 millions de dollars supplémentaires sur trois ans pour appuyer le logement dans les réserves, dans le cadre d'une stratégie sur 10 ans sur le logement des Premières Nations qui est en voie d'être élaborée avec les Premières Nations;
•400 millions de dollars sur 10 ans pour soutenir un plan de logement dirigé par les Inuits pour les régions inuites du Nunavik, du Nunatsiavut et des Inuvialuit. Ce montant s'ajoute au financement de 240 millions sur 10 ans annoncé dans le budget de 2017 afin d'appuyer le logement au Nunavut, qui a compris d'autres fonds pour le logement des Inuits;
•500 millions de dollars sur 10 ans pour soutenir la Stratégie de logement de la Nation métisse.
"
136,,"Soutien au Service correctionnel du Canada et au Bureau de l’enquêteur correctionnel du Canada","adv","Proteger-l-integrite-de-notre-systeme-de-securite-publique","Le Service correctionnel du Canada est responsable du système correctionnel fédéral et protège la sécurité publique en encourageant et en facilitant la réintégration des délinquants. Il offre des programmes correctionnels, des possibilités de réhabilitation pour les contrevenants, ainsi que le perfectionnement de compétences pratiques et le renforcement des services correctionnels dans la communauté. Le gouvernement propose d’investir 74,7 millions de dollars en 2018-2019, afin de permettre au Service correctionnel du Canada de poursuivre les activités existantes à l’appui de son mandat.

À titre d’ombudsman des délinquants sous responsabilité fédérale, le Bureau de l’enquêteur correctionnel sert les Canadiens et contribue à l’imposition de corrections sécuritaires, légales et humaines en exerçant une surveillance indépendante du Service correctionnel du Canada. Le Bureau mène des enquêtes accessibles, impartiales et en temps opportun sur des préoccupations d’ordre personnel ou général dans les installations correctionnelles fédérales. Pour appuyer ce travail, le gouvernement propose d’octroyer au Bureau de l’enquêteur correctionnel du Canada 3,4 millions de dollars sur cinq ans à compter de 2018-2019, et 0,7 million par année par la suite. Ces fonds serviront à améliorer la capacité d’enquête du Bureau, y compris sa capacité à approfondir davantage son examen des services correctionnels pour les Autochtones et la surreprésentation des personnes autochtones dans le système correctionnel fédéral. 
"
137,,"Soutenir un projet pilote d’aînés en santé au Nouveau-Brunswick","adv","Soutenir-un-projet-pilote-daines-en-sante-au-Nouveau-Brunswick","La population du Canada est vieillissante, les plus récentes données démographiques de Statistique Canada indiquent qu’environ 17 % de la population canadienne a au moins 65 ans, soit une hausse d’environ 15 % par rapport à il y a cinq ans. 

Notamment, les femmes composent la majorité de la population canadienne âgée de plus de 65 ans. Les femmes aînées font face à des défis différents que les hommes aînés, les femmes tendent à vivre plus longtemps que les hommes et, par conséquent, un plus grand nombre de femmes aînées que d’hommes aînés vivent seules. De plus, la responsabilité de prendre soin d’un époux ou d’un parent vieillissant incombe surtout aux femmes. 

Alors que la population canadienne continue de vieillir, nous devons être préparés pour les défis auxquels les aînés, et en particulier les femmes, sont confrontés. C’est pour cela que le budget de 2018 propose de fournir 75 millions de dollars, par l’entremise de l’Agence de santé publique du Canada, en 2018-2019 pour soutenir le projet pilote d’aînés en santé au Nouveau-Brunswick. Le Nouveau-Brunswick est un endroit idéal pour le projet pilote, puisque son taux de la population vieillissante est plus élevé que dans le reste du Canada. Par rapport aux autres provinces, une proportion élevée de sa population a plus de 65 ans, et la province compte une plus grande proportion de femmes de plus de 65 ans que la moyenne canadienne. 

Le projet pilote d’aînés en santé au Nouveau-Brunswick soutiendra une gamme d’initiatives de recherche pour examiner la manière dont les gouvernements peuvent mieux soutenir les aînés dans leurs maisons, leurs communautés et leurs installations de soins. Ce projet nous aidera à mieux comprendre les répercussions sur différents groupes d’hommes et de femmes de la population vieillissante, à améliorer la qualité de vie de nos aînés et à nous aider à poser la fondation nécessaire pour communiquer des pratiques exemplaires relatives au vieillissement en santé pour tous les Canadiens. 
"
138,,"Soutenir les langues officielles du Canada","adv","Soutenir-les-langues-officielles-du-Canada","La dualité linguistique du Canada, qui est enchâssée depuis cinquante ans dans la Loi sur les langues officielles, fait partie intégrante de l’histoire et de l’identité du Canada. Des communautés bien implantées de langues officielles en situation minoritaire célèbrent notre histoire et identité partagées. Elles sont d’ailleurs essentielles à la compétitivité du Canada dans un contexte de plus en plus mondialisé. Le gouvernement comprend les défis auxquels sont confrontées les communautés de langue officielle en situation minoritaire; il a donc mis au point un Plan d’action pour les langues officielles 2018-2023 pour aider à relever certains de ces défis. En plus de servir les communautés existantes, la prestation de services et d’initiatives dans les deux langues officielles est la clé pour améliorer l’intégration et l’établissement des nouveaux immigrants. En faisant la promotion du bilinguisme officiel et en accordant à nos communautés les moyens dont elles ont besoin pour raconter leur histoire, nous renforçons nos communautés et accroissons notre influence partout dans le monde. 

Le gouvernement propose d’accorder un nouveau financement de 400 millions de dollars sur cinq ans, à compter de 2018-2019, ainsi que 88,4 millions de dollars par année par la suite, pour appuyer le Plan d’action pour les langues officielles 2018-2023. Les mesures clés seront mises en place par Patrimoine canadien, Emploi et Développement social Canada, Santé Canada, Agence de la santé publique du Canada, Statistique Canada et Immigration, Réfugiés et Citoyenneté Canada et comprendront des montants pour financer : 
•les organismes communautaires afin de veiller à ce qu’ils puissent continuer d’offrir des services importants aux personnes dans leurs communautés, d’accueillir les nouveaux arrivants et de favoriser le développement de la petite enfance; 
•les activités culturelles, artistiques et patrimoniales, y compris le théâtre communautaire, les ateliers d’art et les activités qui mettent en évidence le patrimoine ou l’histoire locale;
•les stations de radio et les journaux dans les communautés de langue officielle en situation minoritaire; 
•le développement d’une application interactive afin qu’il soit plus facile pour les Canadiens d’apprendre le français ou l’anglais comme langue seconde;
•l’amélioration de l’accès aux services par les communautés d’expression anglaise du Québec dans leur langue officielle;
•le recrutement et le maintien en poste d’enseignants qui enseignent le français et l’anglais comme langue seconde;
•des écoles dans la langue officielle des minorités, un financement de 20 millions de dollars pour diverses initiatives d’apprentissage et de garde de jeunes enfants.

Dans son ensemble, le plan d’action améliorera les services dans les communautés de langue officielle en situation minoritaire et favorisera le bilinguisme partout au Canada. 
"
139,,"Appui au système de tribunaux du Canada","adv","Acces-a-la-justice","Les Canadiens devraient avoir l’assurance que leur système de justice protège leurs droits et les traite équitablement. L’accès à la justice ne signifie pas uniquement avoir un système de tribunaux efficient et efficace; c’est aussi disposer de l’information, des services et des processus qui permettent aux Canadiens de mieux comprendre et exercer leurs droits juridiques. 

Le gouvernement reconnaît que l’accès à la justice est un fondement de la société canadienne, et il investira en vue de renforcer la magistrature canadienne, de soutenir le système des tribunaux du Canada et d’en accroître l’ouverture et la transparence. L’ensemble de ces mesures renforce les engagements fermes du gouvernement en faveur du respect de la primauté du droit et du maintien d’un système de justice accessible, équitable et efficient. 
"
140,,"Appuyer les organismes communautaires pour les femmes","grw","Soutenir-les-organisations-communautaires-axees-sur-les-femmes","Lorsque les femmes unissent leurs forces, des changements se produisent. Cet énoncé est véridique partout dans le monde, et il l’est ici au Canada. Dans l’ensemble du pays, les organismes de femmes jouent un rôle important pour augmenter la prise de conscience sociale et mobiliser les communautés dans le but de changer les lois, les attitudes et les normes sociales. 

Créé en 1973, le Programme des femmes offre un soutien financier aux organisations et aux groupes communautaires axés sur les femmes qui s’efforcent de mettre en œuvre un changement systémique à l’aide de projets locaux, régionaux et nationaux. Ces projets visent à améliorer l’égalité des sexes en abordant les priorités suivantes : mettre fin à la violence contre les femmes et les filles; améliorer la sécurité économique et la prospérité des femmes et des filles; et encourager plus de femmes et de fille à assumer des rôles de leadership et de prise de décisions. 

Le gouvernement propose de fournir un financement de 100 millions de dollars sur cinq ans à Condition féminine Canada afin d’améliorer le Programme des femmes en vue d’appuyer plus d’initiatives qui renforcent les capacités des organisations revendiquant l’égalité, cherchent à combler l’inégalité des sexes au Canada et font la promotion d’une société plus équitable et productive. Cet investissement augmentera la capacité des organisations et des secteurs à participer, selon leurs besoins, à une formation continue, au perfectionnement des compétences et à la mobilisation de la communauté, tout en réduisant la concurrence entre les organisations qui revendiquent l’égalité aux fins de financement. Cet investissement permettra également un meilleur financement pour les organisations axées sur les femmes vulnérables, y compris les groupes comme les femmes autochtones, les femmes handicapées, les membres des communautés LGBTQ2, et les nouvelles arrivantes et les femmes migrantes.
"
141,,"Soutenir l’égalité des tâches parentales et la souplesse pour un retour au travail plus rapide","grw","Soutenir-l-egalite-a-l-egard-du-role-parental-et-la-souplesse-permettant-un-retour-plus-rapide-au-travail","La plupart des Canadiens commencent à fonder une famille au moment d’entreprendre une carrière ou de progresser dans leur carrière. Afin d’aider les nouveaux parents à prendre soin de leurs enfants au cours des premiers mois, le gouvernement leur accorde des prestations de maternité et des prestations parentales au titre de l’assurance–emploi. Ces prestations offrent une plus grande sécurité financière lorsque les parents sont absents de leur travail. 

Les prestations de l’assurance-emploi sont versées aux deux parents, ce qui leur permet de prendre un congé. Toutefois, la situation la plus courante est celle d’une mère qui s’occupe principalement des enfants après leur naissance. Même si le deuxième parent peut assumer de nombreuses responsabilités ménagères et apporter des soins, les mères continuent d’assumer de manière disproportionnée les responsabilités parentales, tant à court terme suivant l’arrivée de leur enfant qu’à long terme, souvent en raison des nombreux défis liés à leur retour sur le marché du travail après une interruption de leur carrière. 
"
142,,"Appuyer l’histoire et le patrimoine autochtones","rec","Appuyer-l-histoire-et-le-patrimoine-autochtones","Le gouvernement s'est engagé à mettre en œuvre les 94 appels à l'action de la Commission de vérité et réconciliation du Canada. L'appel à l'action 79 encourage des activités de commémoration historique ainsi que la reconnaissance des contributions apportées par les peuples autochtones à l'histoire du Canada. En réponse à cet appel, le gouvernement propose dans ce budget d'accorder 23,9 millions de dollars sur cinq ans, à compter de 2018-2019, à Parcs Canada afin d'intégrer les points de vue, l'histoire et le patrimoine autochtones à l'information disponible aux parcs nationaux, aux aires marines de conservation et aux lieux historiques gérés par cet organisme."
143,,"Appuyer le journalisme local","adv","Appuyer-le-journalisme-local","Alors que de plus en plus de personnes s’informent en ligne et partagent directement leurs intérêts dans les médias sociaux, bon nombre de communautés se retrouvent sans journal local pour raconter leurs histoires.

Afin de veiller à intégrer les perspectives locales fiables ainsi que d’assurer la responsabilisation dans les communautés locales, le gouvernement propose d’accorder 50 millions de dollars sur cinq ans à compter de 2018-2019, à une ou à plusieurs organisations non gouvernementales indépendantes qui soutiendront le journalisme local dans les communautés mal desservies. Les organisations récipiendaires seront entièrement responsables d’administrer les fonds en respectant l’indépendance de la presse.

Par ailleurs, conformément aux conseils compris dans le rapport du Forum des politiques publiques sur les nouvelles dans l’ère numérique, au cours de la prochaine année, le gouvernement étudiera de nouveaux modèles qui autoriseront les dons privés et le soutien philanthropique pour des nouvelles locales et un journalisme fiables, professionnels et à but non lucratif. Entre autres, il pourrait s’agir de nouveaux moyens, pour les journaux canadiens, d’innover et d’obtenir le statut d’organisme de bienfaisance en tant que fournisseurs de journalisme à but non lucratif compte tenu de leurs services dans l’intérêt du public. 
"
144,,"Appuyer les priorités de la Nation métisse","rec","Appuyer-les-priorites-de-la-Nation-metisse","Le gouvernement est fermement engagé à renouveler la relation avec la Nation métisse, en s'appuyant sur les principes de la reconnaissance des droits, du respect, de la coopération et du partenariat. Tenant compte des engagements dans l'Accord Canada-Nation métisse, lequel décrit les façons dont le Canada et le Ralliement national de la Nation métisse travailleront ensemble afin de fixer les priorités et d'élaborer des politiques dans des domaines d'intérêt commun, le budget de 2018 propose d'investir 516 millions de dollars sur dix ans. Cet investissement comprend 500 millions sur dix ans pour appuyer une stratégie de la Nation métisse pour le logement, 10 millions en 2018-2019 pour favoriser l'éducation postsecondaire de la Nation Métisse et 6 millions sur cinq ans pour appuyer la Nation métisse dans la collecte de données sur la santé ainsi que dans l'élaboration d'une stratégie sur la santé. En outre, comme il est annoncé ailleurs dans le présent chapitre, le gouvernement propose également dans le budget de 2018 d'investir 325 millions de dollars dans le volet de la Nation métisse du Programme de formation pour les compétences et l'emploi destiné aux Autochtones, qui appuie les services à l'emploi, le perfectionnement des compétences et la formation à l'emploi.

Ces investissements dans les priorités de la Nation métisse reflètent l'engagement du gouvernement à appliquer une approche davantage fondée sur les distinctions quant aux décisions de financement autochtone. Ils appuient également la vision de la Nation métisse en vue de l'autodétermination.
"
