dept_code,vote_num,vs_type,name_en,name_fr,doc,est_last_year_5,est_last_year_4,est_last_year_3,est_last_year_2,est_last_year,est_in_year
HRSD,S,0,Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act,Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants,MAINS,1217861664.0,1296269205.0,1443970740.0,1172494451.0,1294446271.0,1427134230.0
HRSD,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,MAINS,273500.0,279500.0,286100.0,396400.0,310900.0,112000.0
HRSD,S,0,Spending of Revenues pursuant to subsection 5.2(2) of the Department of Employment and Social Development Act,Dépenses des recettes conformément au paragraphe 5.2(2) de la Loi sur le ministère de l'Emploi et du Développement social,MAINS,223508892.0,252128822.0,388439850.0,575965790.0,478215918.0,457273072.0
HRSD,S,0,The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act,Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants,MAINS,5107011.0,4405285.0,347209.0,-2084284.0,-1771642.0,-1505895.0
HRSD,S,0,The provision of funds for interest payments to lending institutions under the Canada Student Loans Act,Paiements d'intérêts aux institutions de crédit en vertu de la Loi fédérale sur les prêts aux étudiants,MAINS,45599.0,31855.0,0.0,0.0,,
HRSD,S,0,The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act,Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants,MAINS,-1613047.0,-1342358.0,-1161307.0,-2249461.0,-1175875.0,-1032516.0
HRSD,S,0,Universal Child Care Benefit (Universal Child Care Benefit Act),Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants),MAINS,40000.0,40000.0,900000.0,1400000.0,40000.0,40000.0
HRSD,S,0,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité",MAINS,49250000.0,49250000.0,49250000.0,49250000.0,49250000.0,49250000.0
HRSD,S,0,Allowance payments (Old Age Security Act),Versements d'allocations (Loi sur la sécurité de la vieillesse),SA,-63540629.0,31161168.0,-41304387.53999996,6884378.299999952,,
HRSD,S,0,Benefit enhancement measures for the Employment Insurance Operating Account,Amélioration des avantages accordés au Compte des opérations de l'assurance-emploi,SA,-94724299.0,-483349821.0,-225844483.07,-21212126.01,,
HRSD,S,0,Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities,Paiements de Bons canadiens pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistrés d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles,SA,-1059897.0,-58424772.0,490589132.08000004,638546300.5899999,,
HRSD,S,0,Canada Disability Savings Grant payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals disabilities,Paiements de Subventions canadiennes pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistré d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles,SA,10651493.0,-109564579.0,-459486803.0,-505020056.0,,
HRSD,S,0,Canada Education Savings grant payments to Registered Educations Savings Plans (RESPs) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children,Paiements de Subventions canadiennes pour l'épargne-études aux fiduciaires de régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'encourager les Canadiens à épargner pour les études postsecondaires de leurs enfants,SA,49549480.0,-204269.0,26760569.440000057,128830534.49000001,,
HRSD,S,0,Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families,Paiements de Bons d'études canadiens aux fiduciaires de régimes enregistrés d'épargne-études au nom des bénéficiaires des régimes enregistré d'épargne-études afin d'appuyer l'accès à l'éducation postsecondaire des enfants de familles à faible revenu,SA,-695843.0,5645448.0,5013973.900000006,5700079.550000012,,
HRSD,S,0,Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act,Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la Loi fédérale sur l'aide financière aux étudiants,SA,-51768796.0,-46365717.0,236948765.67999983,695928129.2600002,,
HRSD,S,0,Civil Service Insurance actuarial liability adjustments,Redressement du passif actuariel de l'assurance de la fonction publique,SA,-145000.0,-145000.0,-145000.0,-145000.0,,
HRSD,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SA,91068209.0,98508026.0,122337432.43,132343588.67000002,,
HRSD,S,0,Guaranteed Income Supplement Payments (Old Age Security Act),Versements du Supplément de revenu garanti (Loi sur la sécurité de la vieillesse),SA,-189588658.0,616638016.0,336935781.16999817,102375539.20000076,,
HRSD,S,0,Old Age Security payments (Old Age Security Act),Versements de la Sécurité de la vieillesse (Loi sur la sécurité de la vieillesse),SA,-561119786.0,-237716588.0,323856822.30000305,-474911288.9000015,,
HRSD,S,0,One-time payment to persons with disabilities pursuant to An Act respecting further COVID-19 measures,Paiement unique aux personnes handicapées en vertu de la Loi concernant des mesures supplémentaires liées à la COVID-19,SA,-56109272.0,,-11100.0,,,
HRSD,S,0,"Payment to the Government of Quebec to align the Quebec parental insurance plan with temporary employment insurance measures pursuant to the Budget Implementation Act, 2021, No. 1",Paiement au gouvernement du Québec destiné à harmoniser le Régime québécois d'assurance parentale avec les mesures temporaires apportées à l'assurance-emploi en vertu de la Loi no 1 d'exécution du budget de 2021,SA,-130300000.0,,,,,
HRSD,S,0,Payments for the Canada Worker Lockdown Benefit pursuant to the Canada Worker Lockdown Benefit Act,Paiements pour la prestation canadienne pour les travailleurs en cas de confinement en vertu de la Loi sur la prestation canadienne pour les travailleurs en cas de confinement,SA,-1490350883.0,3568388.0,-2268779.039999999,-2959472.9299999997,,
HRSD,S,0,Payments for the Temporary Foreign Worker Program pursuant to the the Public Health Events of National Concern Payments Act,Paiements pour le Programme des travailleurs étrangers temporaires en vertu de la Loi sur les paiements relatifs aux événements de santé publique d'intérêt national,SA,-20000.0,,,,,
HRSD,S,0,Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act),Paiements d'indemnités à des agents de l'État (Loi sur l'indemnisation des agents de l'État) et à des marins marchands (Loi sur l'indemnisation des marins marchands),SA,2678008.0,-6947853.0,-17043451.0,-15302552.66,,
HRSD,S,0,Payments pursuant to the Canada Recovery Benefits Act,Paiements en vertu de la Loi sur les prestations canadiennes de relance économique,SA,-1480011467.0,-221591473.0,-220276462.79,-183555301.14,,
HRSD,S,0,Payments related to the direct financing arrangement under the Apprentice Loans Act,Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis,SA,77377.0,-66800.0,20703.490000000224,2104236.41,,
HRSD,S,0,Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act,Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants,SA,34214330.0,-11490324.0,-10580051.099999905,94021636.79999995,,
HRSD,S,0,Payments to provinces and territories for early learning and child care,Paiements aux provinces et aux territoires destinés à l'apprentissage et à la garde de jeunes enfants,SA,-2648082433.0,,,,,
HRSD,S,0,Payments to the provinces for Early Learning and Child Care,Paiements aux provinces pour l'Apprentissage et garde des jeunes enfants,SA,2648082433.0,,,,,
HRSD,S,0,Payments under bilateral agreements for a national school food program,Paiements en vertu des accords bilatéraux pour un programme national d'alimentation dans les écoles,SA,,,,0.0,,
HRSD,S,0,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,SA,2860079.0,710474.0,598094.79,1021472.91,,
HRSD,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,SA,605.0,-300.0,65028.590000000026,-43271.01000000001,,
HRSD,S,0,Spending of Revenues pursuant to subsection 5.2(2) of the Department of Employment and Social Development Act,Dépenses des recettes conformément au paragraphe 5.2(2) de la Loi sur le ministère de l'Emploi et du Développement social,SA,2456484.0,150814291.0,-61023950.0,-73794916.02999997,,
HRSD,S,0,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,SA,321391.0,283759.0,160889.0,274819.36,,
HRSD,S,0,Spending pursuant to section 12(4) of the Canada Education Savings Act,Dépenses en vertu du paragraphe 12(4) de la Loi canadienne sur l'épargne-études,SA,1749238.0,1762086.0,1873370.0,2105522.0,,
HRSD,S,0,"Supplementary payment to seniors (OAS 75+) pursuant to the Budget Implementation Act, 2021, No. 1",Paiement supplémentaire aux personnes âgées (Sécurité de la vieillesse 75 ans et plus) en vertu de la Loi no 1 d'exécution du budget de 2021,SA,-1672950500.0,,,,,
HRSD,S,0,The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act,Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants,SA,-4318173.0,-446804.0,-411989.0,-19476.799999999814,,
HRSD,S,0,The provision of funds for interest payments to lending institutions under the Canada Student Loans Act,Paiements d'intérêts aux institutions de crédit en vertu de la Loi fédérale sur les prêts aux étudiants,SA,-37136.0,-29893.0,414.57,0.0,,
HRSD,S,0,The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act,Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants,SA,200936.0,-357409.0,-292437.0,952408.3300000001,,
HRSD,S,0,Transfer Payments in Connection with the Budget Implementation Act,Financement pluriannuel initial à Passeport pour ma réussite Canada afin d'appuyer ses programmes d'intervention précoce communautaires qui aideront les jeunes défavorisés à accéder aux études postsecondaires au Canada,SA,1809727560.0,621825.0,-52700.0,-20000.0,,
HRSD,S,0,Universal Child Care Benefit (Universal Child Care Benefit Act),Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants),SA,3659991.0,-3079517.0,-6417107.15,-5329369.71,,
HRSD,S,0,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité",SA,-37561535.0,-30099159.0,11193878.659999996,14159776.18,,
HRSD,S,0,Allowance payments (Old Age Security Act),Versements d'allocations (Loi sur la sécurité de la vieillesse),SEA,-871860.0,-34499130.0,3000000.0,-123000000.0,,
HRSD,S,0,Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act,Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la Loi fédérale sur l'aide financière aux étudiants,SEA,1117299936.0,,,,,
HRSD,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEA,19526988.0,,1190039.0,795468.0,,
HRSD,S,0,Guaranteed Income Supplement Payments (Old Age Security Act),Versements du Supplément de revenu garanti (Loi sur la sécurité de la vieillesse),SEA,-17722328.0,2148412.0,-73000000.0,-469000000.0,,
HRSD,S,0,Old Age Security payments (Old Age Security Act),Versements de la Sécurité de la vieillesse (Loi sur la sécurité de la vieillesse),SEA,121733706.0,-371920595.0,-568000000.0,59000000.0,,
HRSD,S,0,One-time payment to persons with disabilities pursuant to An Act respecting further COVID-19 measures,Paiement unique aux personnes handicapées en vertu de la Loi concernant des mesures supplémentaires liées à la COVID-19,SEA,44768608.0,,,,,
HRSD,S,0,"Payment to the Government of Quebec to align the Quebec parental insurance plan with temporary employment insurance measures pursuant to the Budget Implementation Act, 2021, No. 1",Paiement au gouvernement du Québec destiné à harmoniser le Régime québécois d'assurance parentale avec les mesures temporaires apportées à l'assurance-emploi en vertu de la Loi no 1 d'exécution du budget de 2021,SEA,130300000.0,,,,,
HRSD,S,0,Payments for the Canada Worker Lockdown Benefit pursuant to the Canada Worker Lockdown Benefit Act,Paiements pour la prestation canadienne pour les travailleurs en cas de confinement en vertu de la Loi sur la prestation canadienne pour les travailleurs en cas de confinement,SEA,,3360000.0,,,,
HRSD,S,0,Payments pursuant to the Canada Recovery Benefits Act,Paiements en vertu de la Loi sur les prestations canadiennes de relance économique,SEA,3872000000.0,-28330000.0,,,,
HRSD,S,0,Payments related to the direct financing arrangement under the Apprentice Loans Act,Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis,SEA,-139776.0,,,,,
HRSD,S,0,Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act,Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants,SEA,-150085064.0,,,,,
HRSD,S,0,Payments to provinces and territories for early learning and child care,Paiements aux provinces et aux territoires destinés à l'apprentissage et à la garde de jeunes enfants,SEA,2648082433.0,,,,,
HRSD,S,0,"Supplementary payment to seniors (OAS 75+) pursuant to the Budget Implementation Act, 2021, No. 1",Paiement supplémentaire aux personnes âgées (Sécurité de la vieillesse 75 ans et plus) en vertu de la Loi no 1 d'exécution du budget de 2021,SEA,1672950500.0,,,,,
HRSD,S,0,Universal Child Care Benefit (Universal Child Care Benefit Act),Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants),SEA,,620000.0,1100000.0,,,
HRSD,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEB,622615.0,21202344.0,7508981.0,5101045.0,377434.0,
HRSD,S,0,Payments pursuant to the Canada Recovery Benefits Act,Paiements en vertu de la Loi sur les prestations canadiennes de relance économique,SEB,3807997000.0,,,,,
HRSD,S,0,Payments under bilateral agreements for a national school food program,Paiements en vertu des accords bilatéraux pour un programme national d'alimentation dans les écoles,SEB,,,,70100000.0,,
HRSD,S,0,Allowance payments (Old Age Security Act),Versements d'allocations (Loi sur la sécurité de la vieillesse),SEC,-78326032.0,-73000000.0,1000000.0,,-24000000.0,
HRSD,S,0,Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities,Paiements de Bons canadiens pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistrés d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles,SEC,-30156561.0,36648052.0,-72887482.0,,15290000.0,
HRSD,S,0,Canada Disability Savings Grant payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals disabilities,Paiements de Subventions canadiennes pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistré d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles,SEC,-13614728.0,84905093.0,-171957262.0,,95600000.0,
HRSD,S,0,Canada Education Savings grant payments to Registered Educations Savings Plans (RESPs) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children,Paiements de Subventions canadiennes pour l'épargne-études aux fiduciaires de régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'encourager les Canadiens à épargner pour les études postsecondaires de leurs enfants,SEC,60000000.0,-18000000.0,-10000000.0,,30000000.0,
HRSD,S,0,Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families,Paiements de Bons d'études canadiens aux fiduciaires de régimes enregistrés d'épargne-études au nom des bénéficiaires des régimes enregistré d'épargne-études afin d'appuyer l'accès à l'éducation postsecondaire des enfants de familles à faible revenu,SEC,-37000000.0,-30000000.0,-9000000.0,,-3000000.0,
HRSD,S,0,Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act,Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la Loi fédérale sur l'aide financière aux étudiants,SEC,209112399.0,,499201074.0,,772298364.0,
HRSD,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEC,5793600.0,8812084.0,8487664.0,,378208.0,
HRSD,S,0,Guaranteed Income Supplement Payments (Old Age Security Act),Versements du Supplément de revenu garanti (Loi sur la sécurité de la vieillesse),SEC,-419556442.0,49000000.0,-12000000.0,,-773000000.0,
HRSD,S,0,Old Age Security payments (Old Age Security Act),Versements de la Sécurité de la vieillesse (Loi sur la sécurité de la vieillesse),SEC,-406596394.0,1121000000.0,-437000000.0,,-1589000000.0,
HRSD,S,0,Payments for the Canada Worker Lockdown Benefit pursuant to the Canada Worker Lockdown Benefit Act,Paiements pour la prestation canadienne pour les travailleurs en cas de confinement en vertu de la Loi sur la prestation canadienne pour les travailleurs en cas de confinement,SEC,2436480000.0,-5778000.0,-787009.0,,,
HRSD,S,0,Payments pursuant to the Canada Recovery Benefits Act,Paiements en vertu de la Loi sur les prestations canadiennes de relance économique,SEC,47003000.0,19637000.0,19547273.0,,,
HRSD,S,0,Payments related to the direct financing arrangement under the Apprentice Loans Act,Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis,SEC,-234120.0,-258114.0,939894.0,,145682.0,
HRSD,S,0,Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act,Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants,SEC,121524774.0,-3083743.0,30648045.0,,30234696.0,
HRSD,S,0,Spending of Revenues pursuant to subsection 5.2(2) of the Department of Employment and Social Development Act,Dépenses des recettes conformément au paragraphe 5.2(2) de la Loi sur le ministère de l'Emploi et du Développement social,SEC,,,125818612.0,,,
HRSD,S,0,The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act,Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants,SEC,,139970.0,-45412.0,,,
HRSD,S,0,The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act,Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants,SEC,,-60219.0,,,,
HRSD,S,0,Universal Child Care Benefit (Universal Child Care Benefit Act),Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants),SEC,,940000.0,,,,
IDRC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,MAINS,148611325.0,153701325.0,152798272.0,157520169.0,159359769.0,139273031.0
IDRC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,SEB,,2384203.0,6210604.0,2750000.0,8000000.0,
IDRC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,SEC,6640000.0,2845200.0,,,,
IDRC,1,5,Payments to Crown Corps,Paiement aux sociétés d'État,VA,0.0,105812.0,5596765.0,0.0,,
IJC,1,1,Operating/Program,Fonctionnement/Programme,MAINS,9354218.0,8243811.0,8659481.0,6901191.0,6795183.0,7673621.0
IJC,1,1,Operating/Program,Fonctionnement/Programme,SEB,,760123.0,836000.0,3425320.0,3849990.0,
IJC,1,1,Operating/Program,Fonctionnement/Programme,SEC,2220934.0,,,,,
IJC,1,1,Operating/Program,Fonctionnement/Programme,VA,613181.0,778132.0,955040.0,467409.0,,
IJC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,MAINS,619141.0,597128.0,612212.0,594277.0,669310.0,722094.0
IJC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SA,-24031.0,33506.0,42599.52000000002,62861.78000000003,,
INAC,1,1,Operating/Program,Fonctionnement/Programme,MAINS,1634265848.0,972219379.0,4246075402.0,1972347839.0,4844173256.0,4096431570.0
INAC,1,1,Operating/Program,Fonctionnement/Programme,SEA,866122846.0,293898854.0,1469421059.0,1843692644.0,,
INAC,1,1,Operating/Program,Fonctionnement/Programme,SEB,225576139.0,3798916016.0,5794110034.0,136666672.0,394148705.0,
INAC,1,1,Operating/Program,Fonctionnement/Programme,SEC,65533411.0,38111343.0,-6381045.0,,17206400.0,
INAC,1,1,Operating/Program,Fonctionnement/Programme,VA,19839771.0,21592331.0,44741644.0,19722746.0,,
INAC,10,3,Grants & Contributions,Subventions et Contributions,MAINS,3032868793.0,4803938947.0,4851166848.0,8908436755.0,8158701504.0,7738322736.0
INAC,10,3,Grants & Contributions,Subventions et Contributions,SEA,128740236.0,1190918589.0,6748854679.0,3773588690.0,,
INAC,10,3,Grants & Contributions,Subventions et Contributions,SEB,807305778.0,2548407123.0,3288602051.0,1236349562.0,990902989.0,
INAC,10,3,Grants & Contributions,Subventions et Contributions,SEC,251886990.0,74255689.0,29679587.0,,121554900.0,
INAC,10,3,Grants & Contributions,Subventions et Contributions,VA,3000000.0,0.0,0.0,0.0,,
INAC,25,4,Debt Forgiveness,Radiation de dettes,SEA,515307.0,,,,,
INAC,25,4,Debt Forgiveness,Radiation de dettes,VA,0.0,,,,,
INAC,5,2,Capital,Capital,MAINS,268287.0,328287.0,140000.0,75000.0,325000.0,225000.0
INAC,5,2,Capital,Capital,SEA,1553000.0,,4067835.0,,,
INAC,5,2,Capital,Capital,SEB,,,-4067835.0,,408110.0,
INAC,5,2,Capital,Capital,SEC,,3773662.0,173545.0,,,
INAC,5,2,Capital,Capital,VA,123129.0,218383.0,83751.0,35619.0,,
INAC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,MAINS,23042197.0,24904931.0,29534942.0,26187053.0,30992416.0,31441446.0
INAC,S,0,Engagement on a pilot project for the creation of a Red Dress Alert,Mobilisations sur un projet pilote visant la création d'une alerte robe rouge,MAINS,,,,,,126300.0
INAC,S,0,Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts,Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des Lois sur le règlement des revendications territoriales globales,MAINS,4125988.0,4125988.0,4125988.0,4125988.0,4125988.0,
INAC,S,0,Grassy Narrows and Islington Bands Mercury Disability Board,Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington,MAINS,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0
INAC,S,0,Payments to comprehensive claim beneficiaries in compensation for resource royalties,Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources,MAINS,1865718.0,1865718.0,1865718.0,1865718.0,1865718.0,1865718.0
INAC,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,MAINS,181000.0,185000.0,189400.0,197200.0,102300.0,212000.0
INAC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SA,1064904.0,-2145054.0,3324151.200000003,1009788.25,,
INAC,S,0,Court Awards,Montants adjugés par une cour,SA,1550000.0,620559207.0,137393.0,16768193.39,,
INAC,S,0,Engagement on a pilot project for the creation of a Red Dress Alert,Mobilisations sur un projet pilote visant la création d'une alerte robe rouge,SA,,,,-84000.0,,
INAC,S,0,Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts,Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des Lois sur le règlement des revendications territoriales globales,SA,937967.0,1075042.0,1254251.6500000004,921929.0800000001,,
INAC,S,0,Grassy Narrows and Islington Bands Mercury Disability Board,Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington,SA,-15000.0,-15000.0,-15000.0,-15000.0,,
INAC,S,0,Payments to comprehensive claim beneficiaries in compensation for resource royalties,Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources,SA,-1865718.0,-1865718.0,-1865718.0,-1865718.0,,
INAC,S,0,Refunds of amounts credited to revenues in previous years,Remboursements de montants portés aux revenus d'exercices antérieurs,SA,572928.0,131815.0,631956.75,31012.21,,
INAC,S,0,Salary and Motor Car Allowance,Traitement et allocation pour automobile,SA,400.0,-200.0,200.0,-35454.70999999999,,
INAC,S,0,Spending of proceeds from the disposal of surplus Crown assets,Dépenses des produits de la vente de biens excédentaires de l'État,SA,25580.0,,12370.0,54816.99,,
INAC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEA,4788.0,2837892.0,878307.0,77274.0,,
INAC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEB,1892867.0,1550090.0,308394.0,3141184.0,21573.0,
INAC,S,0,Engagement on a pilot project for the creation of a Red Dress Alert,Mobilisations sur un projet pilote visant la création d'une alerte robe rouge,SEB,,,,1187200.0,,
INAC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,SEC,501139.0,1413675.0,437778.0,,,
INDSC,1,1,Operating/Program,Fonctionnement/Programme,MAINS,2095935733.0,24714136043.0,23462199484.0,2583434729.0,4051895333.0,3235321307.0
INDSC,1,1,Operating/Program,Fonctionnement/Programme,SEA,1370648221.0,1005069323.0,3523252938.0,210165469.0,,
INDSC,1,1,Operating/Program,Fonctionnement/Programme,SEB,336848403.0,144619298.0,326589489.0,1006776277.0,49740010.0,
INDSC,1,1,Operating/Program,Fonctionnement/Programme,SEC,65693673.0,76537060.0,91305144.0,,-44765612.0,
INDSC,1,1,Operating/Program,Fonctionnement/Programme,VA,39801569.0,49564183.0,213708992.0,65105160.0,,
INDSC,10,3,Grants & Contributions,Subventions et Contributions,MAINS,11283347845.0,14745696586.0,15990911482.0,18337731120.0,21096067786.0,20683431371.0
INDSC,10,3,Grants & Contributions,Subventions et Contributions,SEA,3992805215.0,1195920949.0,1348788712.0,1955005142.0,,
INDSC,10,3,Grants & Contributions,Subventions et Contributions,SEB,1734582743.0,2058985004.0,631367370.0,3502503042.0,1237380121.0,
INDSC,10,3,Grants & Contributions,Subventions et Contributions,SEC,700355088.0,696740202.0,1950689473.0,,559916439.0,
INDSC,10,3,Grants & Contributions,Subventions et Contributions,VA,0.0,0.0,119200000.0,0.0,,
INDSC,15,4,Debt Forgiveness,Radiation de dettes,SEB,,,,,9549976.0,
INDSC,15,9,Other,Autre,SEC,,,1.0,,,
INDSC,15,9,Other,Autre,VA,,,0.0,,,
INDSC,5,2,Capital,Capital,MAINS,6115242.0,5983854.0,6102934.0,6385586.0,6513738.0,6644760.0
INDSC,5,2,Capital,Capital,SEA,31111298.0,,160000.0,,,
INDSC,5,2,Capital,Capital,SEB,40000.0,1602325.0,3528588.0,469213.0,1216399.0,
INDSC,5,2,Capital,Capital,SEC,-21340475.0,2236031.0,,,-2000000.0,
INDSC,5,2,Capital,Capital,VA,1467363.0,1231100.0,1030979.0,2070658.0,,
INDSC,S,0,Contributions in connection with First Nations infrastructure,Contributions relatives à l'infrastructure des Premières Nations,MAINS,31033391.0,31033391.0,32382668.0,,33169211.0,33169211.0
INDSC,S,0,Contributions to employee benefit plans,Contributions aux régimes d'avantages sociaux des employés,MAINS,85474685.0,100577869.0,111685218.0,107141018.0,128386948.0,131209261.0
