year,standard,standard_comment_en,standard_comment_fr,lower,upper,met_count,count,is_target_met
2022,4032,There were no calls for proposals during 2021-22 or proposal submitted.,Aucun appel de financement émis en 2021-2022.,95.0,100,0,0,0
2020,4032,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4032,There were no calls for proposals during 2021-22 or proposal submitted.,Aucun appel de financement émis en 2021-2022.,95.0,100,0,0,0
2022,4033,There were no calls for proposals during 2021-22 or proposal submitted.,Aucun appel de financement émis en 2021-2022.,90.0,100,0,0,0
2020,4033,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4033,There were no calls for proposals during 2021-22 or proposal submitted.,Aucun appel de financement émis en 2021-2022.,90.0,100,0,0,0
2022,4034,,,90.0,100,32,33,1
2020,4034,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4034,,,90.0,100,12,12,1
2020,4035,Data not available,Données non disponibles,0.0,100,0,0,0
2020,4036,Data not available,Données non disponibles,0.0,100,0,0,0
2020,4037,Data not available,Données non disponibles,0.0,100,0,0,0
2022,4038,All initial challenge calls were completed prior to 2020-21.,Tous les appels de défi initiaux ont été terminés avant 2020-2021.,95.0,100,0,0,0
2020,4038,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4038,,,95.0,100,0,0,0
2022,4039,,,90.0,100,1,1,1
2020,4039,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4039,,,90.0,100,1,1,1
2022,403,,,80.0,100,202,260,0
2020,403,,,80.0,100,181,247,0
2021,403,,,80.0,100,230,260,1
2022,4040,,,90.0,100,25,29,0
2020,4040,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4040,,,90.0,100,25,29,0
2022,4041,No calls for funding issued in 2021-22.,Aucun appel de financement émis en 2021-2022.,95.0,100,0,0,0
2020,4041,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4041,No calls for funding issued in 2021-22.,Aucun appel de financement émis en 2021-2022.,95.0,100,0,0,0
2022,4042,No calls for funding issued in 2021-22.,Aucun appel de financement émis en 2021-2022.,90.0,100,0,0,0
2020,4042,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4042,No calls for funding issued in 2021-22.,Aucun appel de financement émis en 2021-2022.,90.0,100,0,0,0
2022,4043,,,90.0,100,6,6,1
2020,4043,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4043,,,90.0,100,4,4,1
2022,4044,No applications in 2022-23,Aucune demande en 2022-23,90.0,100,0,0,0
2020,4044,,,100.0,100,1,1,1
2021,4044,No application in 2021-22.,Pas d'application en 2021-22.,90.0,100,0,0,0
2022,4045,,,95.0,100,12,12,1
2020,4045,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4045,,,95.0,100,52,52,1
2022,4046,,,90.0,100,12,12,1
2020,4046,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4046,,,90.0,100,49,49,1
2022,4047,,,90.0,100,78,94,0
2020,4047,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4047,,,90.0,100,52,57,1
2020,4048,Data not available,Données non disponibles,0.0,100,0,0,0
2022,4049,,,95.0,100,28,28,1
2020,4049,,,100.0,100,31,31,1
2021,4049,,,95.0,100,31,31,1
2022,404,,,80.0,100,35,35,1
2020,404,,,80.0,100,44,44,1
2021,404,,,80.0,100,42,42,1
2022,4050,,,90.0,100,26,27,1
2020,4050,,,77.0,100,24,31,1
2021,4050,,,90.0,100,16,31,0
2022,4051,,,90.0,100,26,41,0
2020,4051,,,61.0,100,34,56,1
2021,4051,,,90.0,100,53,62,0
2020,4052,Data not available,Données non disponibles,0.0,100,0,0,0
2020,4053,Data not available,Données non disponibles,0.0,100,0,0,0
2022,4054,,,95.0,100,7,7,1
2020,4054,,,90.0,100,10,10,1
2021,4054,,,95.0,100,0,0,0
2022,4055,,,90.0,100,5,5,1
2020,4055,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4055,,,90.0,100,0,0,0
2022,4056,,,90.0,100,10,12,0
2020,4056,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4056,,,90.0,100,18,18,1
2020,4057,Data not available,Données non disponibles,0.0,100,0,0,0
2020,4058,Data not available,Données non disponibles,0.0,100,0,0,0
2022,4059,,,95.0,100,7,7,1
2020,4059,,,95.0,100,53,56,1
2021,4059,,,95.0,100,4,4,1
2022,405,,,80.0,100,7,7,1
2020,405,,,80.0,100,6,6,1
2021,405,,,80.0,100,7,10,0
2022,4060,,,90.0,100,7,7,1
2020,4060,,,100.0,100,8,8,1
2021,4060,,,90.0,100,4,4,1
2022,4061,,,90.0,100,59,63,1
2020,4061,,,100.0,100,8,8,1
2021,4061,,,90.0,100,60,60,1
2020,4062,,,100.0,100,9,9,1
2021,4062,,,95.0,100,9,9,1
2020,4063,,,100.0,100,9,9,1
2021,4063,,,90.0,100,9,9,1
2020,4064,"Nine provinces participated in the program. All but one submitted a single claim. In the end, 10 payments were issued because one agreement was amended to a higher value after the first claim was received. Two payments did not meet the service standards due to internal delays.","Neuf provinces ont participé dans le programme. Seulement un d'entre eux n'avait pas soumis une demande. En conclusion, 10 paiements ont été délivré puisqu'un accord a été amendé a une valeur supérieur suite à la demande initiale. Due à des délais internes, deux paiements n'ont pas satisfait aux normes de services.",100.0,100,8,10,0
2021,4064,"Nine provinces participated in the program. All but one submitted a single claim. In the end, 10 payments were issued because one agreement was amended to a higher value after the first claim was received. Two payments did not meet the service standards due to internal delays.","Neuf provinces ont participé dans le programme. Seulement un d'entre eux n'avait pas soumis une demande. En conclusion, 10 paiements ont été délivré puisqu'un accord a été amendé a une valeur supérieur suite à la demande initiale. Due à des délais internes, deux paiements n'ont pas satisfait aux normes de services.",90.0,100,6,9,0
2022,4065,,,97.0,100,355,365,1
2020,4065,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4065,,,97.0,100,355,365,1
2020,4066,Data not available,Données non disponibles,0.0,100,0,0,0
2020,4067,,,90.0,100,90,100,1
2022,4068,,,70.0,100,550,724,1
2020,4068,"Total Volume CIRNA- 347 ISC- 939; Target met approx 90% CIRNA, 50% ISC",FR,70.0,100,782,1286,0
2021,4068,"ISC CIRNA- 472  requests (13 Abandoned, 48 MinO delivered), so department delivered 471 (89 by deadline, 63 missed deadline, remainder unable to assess with data)
ISC- 630  requests (3 Abandoned,  29 MinO delivered, 2 tracked redirects), so department delivered 596 (197 by deadline, 141 missed deadline, remainder unable to assess with data). A pilot testing in winter 2022, suggests that we meet target approximately 50 per cent of the time due to variable but short timelines.",FR,70.0,100,0,1100,0
2022,4069,Standard is administered through a database - the Indian Registration System.,La norme est administrée au moyen d'une base de données - le système d'inscription des Indiens.,80.0,100,10000,15115,0
2020,4069,,,80.0,100,5706,7132,1
2021,4069,Standard is administered through a database - the Indian Registration System,La norme est administrée au moyen d'une base de données - le système d'inscription des Indiens,80.0,100,10000,10582,1
2022,406,Daily reports no longer produced.,Des rapports quotidiens ne sont plus produits.,80.0,100,0,0,0
2020,406,,,80.0,100,0,0,0
2021,406,,,80.0,100,0,0,0
2022,4070,Standard is administered through a database - the Indian Registration System.,La norme est administrée au moyen d'une base de données - le système d'inscription des Indiens.,80.0,100,15000,18003,1
2020,4070,,,80.0,100,11105,13881,1
2021,4070,Standard is administered through a database - the Indian Registration System,La norme est administrée au moyen d'une base de données - le système d'inscription des Indiens,80.0,100,15000,16844,1
2022,4071,,,90.0,100,2952,3035,1
2020,4071,Performance on this standard was negatively impacted by process changes implemented to respond to the public health restrictions as a result of the COVID-19 pandemic.,Les performances relatives à cette norme ont été affectées par les changements de processus mis en œuvre pour répondre aux restrictions de santé publique résultant de la pandémie de COVID-19.,90.0,100,2541,4825,0
2021,4071,Performance on this standard was negatively impacted by process changes,Les performances relatives à cette norme ont été affectées par les changements de processus,90.0,100,2448,3199,0
2020,4072,,,80.0,100,246,373,0
2022,4073,,,80.0,100,128,170,0
2020,4073,,,80.0,100,246,373,0
2021,4073,,,80.0,100,82,158,0
2022,4074,Recommendation would be to refer to ISED contact centre as SIF does not respond to these client inquiries by telephone.,"Il serait recommandé de s’adresser au centre de contact d’ISDE, car le FSI ne répond pas aux demandes de renseignements des clients par téléphone.",95.0,100,116,116,1
2020,4074,Automated email is sent out. 100% of the total volume meet the target,Un e-mail automatisé est envoyé. 100% du volume total atteint l’objectif,0.0,100,0,0,1
2021,4074,Recommendation would be to refer to ISED contact centre as SIF does not respond to these client inquiries by telephone.,"Il serait recommandé de s’adresser au centre de contact d’ISDE, car le FSI ne répond pas aux demandes de renseignements des clients par téléphone.",0.0,100,0,0,1
2022,4075,,,100.0,100,752,885,0
2020,4075,Data not available,Données non disponibles,0.0,100,0,0,0
2021,4075,,,100.0,100,752,885,0
2022,4076,,,80.0,100,3609,4325,1
2018,4076,,,80.0,100,10,21,0
2019,4076,,,80.0,100,15,15,1
2020,4076,Timeliness data not available for 2020-21.,Les données sur le respect des délais ne sont pas disponibles pour 2020-21,0.0,100,0,0,0
2021,4076,Timeliness data not available for 2021-22.,Les données sur le respect des délais ne sont pas disponibles pour 2021-2022.,,100,0,1855,0
2019,4077,,,80.0,100,100,107,1
2018,4077,,,80.0,100,32,34,1
2018,4078,,,80.0,100,0,0,0
2019,4078,,,80.0,100,0,0,0
2020,4078,,,90.0,100,63000,70000,1
2022,4079,Less than 1 per cent of insolvency record searches are completed by telephone.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par téléphone. .,90.0,100,7675,7995,1
2020,4079,Less than 1 per cent of insolvency record searches are completed by telephone.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par téléphone.,90.0,100,8523,8629,1
2018,4079,,,80.0,100,9,11,1
2019,4079,,,80.0,100,6,9,0
2021,4079,Less than 1 per cent of insolvency record searches are completed by telephone.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par téléphone. .,90.0,100,7675,7995,1
2022,407,,,80.0,100,2155,2236,1
2020,407,,,80.0,100,2004,2193,1
2021,407,,,80.0,100,2033,2193,1
2022,4080,Real time bilingual search results are made available to the user. Non-transactional - no decision issued.,Les résultats de recherche sont disponibles en temps réel dans les deux langues officielles. Non transactionnel – aucune décision n'est rendue.,,100,0,0,0
2020,4080,Less than 1 per cent of insolvency record searches are completed by fax.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par télécopieur.,90.0,100,5987,6062,1
2019,4080,,,80.0,100,0,0,0
2018,4080,,,80.0,100,0,0,0
2021,4080,Less than 1 per cent of insolvency record searches are completed by fax.,Moins de 1 % des demandes de recherche de dossiers d'insolvabilité sont effectuées par télécopieur.,90.0,100,7093,7388,1
2022,4081,,,80.0,100,1900,2159,1
2019,4081,,,80.0,100,6,6,1
2018,4081,,,80.0,100,29,35,1
2020,4081,81% of MSB registration processes met FINTRAC's service standard.,81 % des processus d'enregistrement des ESM ont satisfait à la norme de service de CANAFE.,80.0,100,1257,1551,1
2021,4081,,,80.0,100,1900,2159,1
2018,4082,No Performance tracked by TC,Aucune performance suivie par TC,0.0,100,0,0,0
2019,4082,,,100.0,100,0,0,0
2020,4082,FINTRAC responded to 87% of ATIP requests within the service standard.,Le CANAFE a répondu à 87 % des demandes d'AIPRP dans le respect de la norme de service.,80.0,100,65,75,1
2018,4083,,,80.0,100,7,7,1
2019,4084,,,80.0,100,3,3,1
2018,4084,,,80.0,100,5,5,1
2018,4085,,,80.0,100,21,21,1
2019,4085,,,80.0,100,14,14,1
2018,4088,,,100.0,100,0,0,0
2022,408,,,80.0,100,75,90,1
2020,408,,,80.0,100,75,81,1
2021,408,,,80.0,100,68,81,1
2018,4090,,,100.0,100,28980,28980,1
2018,4091,,,100.0,100,36674,36674,1
2018,4092,,,100.0,100,0,0,0
2018,4094,,,100.0,100,4,4,1
2018,4095,,,100.0,100,3031,3031,1
2018,4096,,,100.0,100,1284,1284,1
2018,4097,,,100.0,100,406,406,1
2018,4098,,,100.0,100,0,0,0
2022,409,,,80.0,100,8,9,1
2020,409,,,80.0,100,8,9,1
2021,409,,,80.0,100,8,8,1
2018,40,Performance results are not available. A recommendation for 2019–2020 will be to remove this service standard and to consider replacing it with a more effective one.,"Les résultats de rendement ne sont pas disponibles. Pour 2019-2020, il sera recommandé de retirer cette norme de service et de la remplacer pour une norme plus efficace.",95.0,100,0,0,0
2018,4100,,,100.0,100,698,698,1
2019,4100,,,100.0,100,712,712,1
2018,4101,,,80.0,100,2,2,1
2019,4101,,,100.0,100,1,1,1
2018,4102,,,80.0,100,1,1,1
2018,4103,,,80.0,100,15,15,1
2018,4104,,,80.0,100,1,2,0
2018,4105,,,80.0,100,11,11,1
2018,4106,,,80.0,100,4,4,1
2018,4107,,,80.0,100,8,8,1
2018,4108,,,80.0,100,2,2,1
2018,4109,,,80.0,100,32,32,1
2019,4109,,,80.0,100,32,32,1
2022,410,Daily reports no longer produced.,Des rapports quotidiens ne sont plus produits.,80.0,100,0,0,0
2020,410,,,80.0,100,0,0,0
2021,410,,,80.0,100,0,0,0
2018,4110,,,80.0,100,34,34,1
2019,4110,,,80.0,100,34,34,1
2019,4111,,,80.0,100,145,145,1
2018,4111,,,80.0,100,198,205,1
2019,4112,,,100.0,100,8,8,1
2018,4112,No Performance tracked by TC,Aucune performance suivie par TC,0.0,100,0,0,0
2018,4113,No Performance tracked by TC,Aucune performance suivie par TC,0.0,100,0,0,0
2019,4113,,,100.0,100,17,20,0
2018,4114,,,80.0,100,99,100,1
2022,4115,Directed funding program so applications were sought out. Only included the three (3) applications received through the new program administered by Partnerships.,,90.0,100,3,3,1
2018,4115,,,80.0,100,21,26,1
2020,4115,,,100.0,100,0,0,0
2021,4115,,,90.0,100,2,2,1
2022,4116,"Only included the three (3) applications received through the new program administered by Partnerships. Prior to that, did not send notification letters.",,90.0,100,3,3,1
2018,4116,,,80.0,100,99,109,1
2020,4116,,,100.0,100,0,0,0
2021,4116,,,90.0,100,2,2,1
2022,4117,"Only included the three (3) projects processed by the new program administered by Partnerships. Each project receives two payments (one advance payment and one holdback payment), so the total should be 6 payment requisitions. However, ACP has so far only received a final report for one of the projects.",,90.0,100,4,4,1
2018,4117,,,80.0,100,98,99,1
2019,4117,,,80.0,100,91,91,1
2020,4117,,,100.0,100,0,0,0
2021,4117,,,90.0,100,2,2,1
2018,4118,,,80.0,100,3,3,1
2020,4118,,,100.0,100,2,2,1
2021,4118,Three authorizations under section 19 of the Aquatic Invasive Species Regulations were issued for the deposit of deleterious substance to control aquatic invasive species in the Gulf region.,Trois authorisations ont ete delivre pour le depot de susbtance nocives pour eradiquer des especes aquatiques envahissantes dans la region du Golfe,100.0,100,3,3,1
2018,4119,,,80.0,100,212,212,1
2019,4119,,,80.0,100,328,328,1
2020,4119,Process for issuing fishing licenses is new and implementation starts in 2022-2023,Le processus de délivrance des permis de pêche est nouveau et la mise en œuvre commence en 2022-2023,0.0,100,0,58,1
2022,411,,,80.0,100,2034,2259,1
2020,411,,,80.0,100,2112,2193,1
2021,411,,,80.0,100,2084,2193,1
2022,4120,,,0.0,100,0,0,0
2018,4120,,,80.0,100,44,48,1
2019,4120,,,80.0,100,71,71,1
2020,4120,,,0.0,100,0,0,0
2021,4120,,,0.0,100,0,0,0
2022,4121,,,0.0,100,0,0,0
2018,4121,,,80.0,100,9,9,1
2020,4121,,,0.0,100,0,0,0
2021,4121,,,0.0,100,0,0,0
2022,4122,,,0.0,100,0,0,0
2018,4122,,,80.0,100,59,59,1
2019,4122,,,80.0,100,53,58,1
2020,4122,,,0.0,100,0,0,0
2021,4122,,,0.0,100,0,0,0
2022,4123,,,0.0,100,0,0,0
2018,4123,,,80.0,100,56,59,1
2019,4123,,,80.0,100,63,69,1
2020,4123,,,0.0,100,0,0,0
2021,4123,,,0.0,100,0,0,0
2022,4124,,,0.0,100,0,0,0
2018,4124,,,80.0,100,39,39,1
2019,4124,,,80.0,100,22,34,0
2020,4124,,,0.0,100,0,0,0
2021,4124,,,0.0,100,0,0,0
2022,4125,,,0.0,100,0,0,0
2018,4125,,,80.0,100,30,33,1
2019,4125,,,80.0,100,52,58,1
2020,4125,,,0.0,100,0,0,0
2021,4125,,,0.0,100,0,0,0
2022,4126,,,0.0,100,0,0,0
2018,4126,,,80.0,100,107946,107946,1
2020,4126,,,0.0,100,0,0,0
2021,4126,,,0.0,100,0,0,0
2022,4127,,,0.0,100,0,0,0
2019,4127,This is a legacy program that applies only to existing pensioners.,Ceci est un ancien programme qui ne s'applique qu'aux retraités existants.,80.0,100,11,12,1
2018,4127,,,80.0,100,12,12,1
2020,4127,,,0.0,100,0,0,0
2021,4127,,,0.0,100,0,0,0
2022,4128,,,0.0,100,0,0,0
2018,4128,,,80.0,100,4100,4100,1
2019,4128,,,80.0,100,25,26,1
2020,4128,,,0.0,100,0,0,0
2021,4128,,,0.0,100,0,0,0
2022,4129,,,0.0,100,0,0,0
2019,4129,,,80.0,100,2,2,1
2018,4129,,,80.0,100,2,2,1
2020,4129,,,0.0,100,0,0,0
2021,4129,,,0.0,100,0,0,0
2022,412,,,80.0,100,62,72,1
2020,412,,,80.0,100,53,57,1
2021,412,,,80.0,100,69,78,1
2022,4130,,,0.0,100,0,0,0
2018,4130,,,80.0,100,1,1,1
2019,4130,,,80.0,100,1,1,1
2020,4130,,,0.0,100,0,0,0
2021,4130,,,0.0,100,0,0,0
2022,4131,,,0.0,100,0,0,0
2019,4131,This is a statutory payment paid on April 1 of each year,Il s'agit d'un paiement législatif versé le 1er avril de chaque année,80.0,100,1,1,1
2018,4131,,,80.0,100,1,1,1
2020,4131,,,0.0,100,0,0,0
2021,4131,,,0.0,100,0,0,0
2022,4132,,,0.0,100,0,0,0
2018,4132,,,80.0,100,3,3,1
2019,4132,,,80.0,100,3,3,1
2020,4132,,,0.0,100,0,0,0
2021,4132,,,0.0,100,0,0,0
2022,4133,,,0.0,100,0,0,0
2019,4133,,,80.0,100,4,4,1
2018,4133,,,80.0,100,5,5,1
2020,4133,,,0.0,100,0,0,0
2021,4133,,,0.0,100,0,0,0
2018,4134,,,80.0,100,2,2,1
2019,4134,,,80.0,100,7,7,1
2018,4135,,,80.0,100,3,5,0
2019,4135,,,80.0,100,4,5,1
2020,4135,,,95.0,100,572,584,1
2021,4135,,,95.0,100,0,0,0
2018,4136,,,80.0,100,9,11,1
2018,4137,,,80.0,100,11,12,1
2019,4137,,,80.0,100,11,12,1
2020,4137,"The number of CAMPUS-related email enquiries this year was unusually high (over three times the yearly average of 1,500), due to the fact that for a limited time in 2020-21, CAMPUS was offered free to everybody in Canada.","Cette année, l'ONF a reçu un nombre exceptionnellement élevé de demandes de renseignements par courriel au sujet de CAMPUS (soit plus de trois fois la moyenne annuelle de 1500) en raison du fait que, pour une période limitée en 2020-2021, ce service a été offert gratuitement à la population du Canada.",95.0,100,5269,5546,1
2021,4137,,,95.0,100,0,0,0
2019,4138,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,2170,2283,0
2018,4138,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,1619,0
2020,4138,,,95.0,100,4686,4746,1
2021,4138,,,95.0,100,0,0,0
2019,4139,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,60,86,0
2018,4139,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,111,0
2020,4139,,,95.0,100,284,299,1
2021,4139,,,95.0,100,0,0,0
2022,413,,,80.0,100,41,45,1
2020,413,,,80.0,100,39,47,1
2021,413,,,80.0,100,40,46,1
2019,4140,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,579,660,0
2018,4140,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,675,0
2018,4141,,,100.0,100,15,18,0
2018,4142,,,100.0,100,2,2,1
2018,4143,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,28,0
2019,4143,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,15,48,0
2018,4144,,,100.0,100,6,7,0
2019,4144,,,100.0,100,11,15,0
2018,4145,,,100.0,100,0,0,0
2019,4145,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,2,2,1
2018,4146,,,100.0,100,2,2,1
2019,4147,,,100.0,100,73,96,0
2018,4147,,,100.0,100,91,109,0
2019,4148,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,800,1136,0
2018,4148,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,696,0
2019,4149,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,141,166,0
2018,4149,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,77,0
2019,4150,,,100.0,100,0,0,0
2018,4150,,,100.0,100,1,1,1
2019,4151,,,100.0,100,9,10,0
2018,4151,,,100.0,100,9,16,0
2018,4152,,,100.0,100,3,7,0
2019,4153,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,3188,3870,0
2018,4153,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,3249,0
2019,4154,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,131,139,0
2018,4154,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,82,0
2019,4156,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,525,575,0
2018,4156,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,568,0
2019,4157,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,343,369,0
2018,4157,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,333,0
2018,4158,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,10874,0
2019,4158,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,11808,12121,0
2018,4159,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,85,0
2019,4159,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,0,0
2018,4160,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,527,0
2019,4160,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,408,472,0
2018,4161,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,222,0
2019,4161,"Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.

No performance data available for FY 19-20 due to tracking system realignment to ensure effective SFA reporting.  Data will be available starting FY 20-21.","Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.

Aucune donnée de performance n'est disponible pour l'exercice 19-20 en raison du réalignement du système de suivi afin de garantir l'efficacité des rapports sur la LFS.  Les données seront disponibles à partir de l'exercice 20-21.",100.0,100,0,81,0
2018,4162,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,450,0
2019,4162,"Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.

No performance data available for FY 19-20 due to tracking system realignment to ensure effective SFA reporting.  Data will be available starting FY 20-21.","Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.

Aucune donnée de performance n'est disponible pour l'exercice 19-20 en raison du réalignement du système de suivi afin de garantir l'efficacité des rapports sur la LFS.  Les données seront disponibles à partir de l'exercice 20-21.",100.0,100,0,126,0
2018,4163,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,896,0
2019,4163,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,620,711,0
2018,4164,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,0,5711,0
2019,4164,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the Service Fee Act.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la loi sur les frais de service.,100.0,100,866,945,0
2018,4165,Volume satisfying standard isn't published because the service does not meet the materiality criteria established in the SFA.,Le volume satisfaisant la norme n'est pas publié car le service ne répond pas aux critères de matérialité établis dans la SFA.,100.0,100,0,219,0
