"deptcode","vote_num","vs_type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"FIN","S",999,"Payment to Ontario related to the Canada Health Transfer (Budget Implementation Act,2009)","Paiement à l'Ontario pour le transfert canadien en matière de santé (Partie V.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",10052000.00,10052000.00,"","","","","","","",""
"FIN","S",999,"Payment to the Canada Infrastructure Bank","Paiements à la Banque d'infrastructures du Canada","","","","","","","","",11366000.00,11366000.00
"FIN","S",999,"Payment to the International Bank for reconstruction and development for the Agriculture Advance Market commitment (Bretton Woods and Related Agreements Act, section 8)","Paiement à la Banque internationale pour la reconstruction et le développement pour les garanties de marché en matière d'agriculture (Loi sur les accords de Bretton Woods et les accords connexes, section 8)",10000000.00,10000000.00,10000000,10000000.00,"","","","","",""
"FIN","S",999,"Payments to International Development Association","Paiements à l'Association internationale de développement",441610000.00,441610000.00,883220000,883220000.00,441610000,441610000,441620000,441620000,441610000.00,441610000.00
"FIN","S",999,"Payments to depositors of Canadian Commercial Bank, CCB Mortgage Investment Corporation and Northland Bank pursuant to the Financial Institutions Depositors Compensation Act","Paiements aux déposants de la Banque Commerciale du Canada, de la Compagnie de placements hypothécaires CCB et de la Norbanque conformément à la Loi sur l'indemnité aux déposants de certaines institutions financières",68571831.00,0.00,68571831,0.00,68571831,0,68571831,"",68571831.00,""
"FIN","S",999,"Payments to provinces regarding sales tax harmonization (Part III,I -Federal-Provincial Fiscal Arrangements Act)","Paiements aux provinces relatifs à l'harmonisation des taxes de vente (partie III.I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",1161200000.00,1161200000.00,-319800000,-319800000.00,-319800000,-319800000,"","","",""
"FIN","S",999,"Purchase of Domestic Coinage","Achat de la monnaie canadienne",106075973.00,106075973.00,105671550,105671550.00,90547116,90547116,93554938,93554938,94082968.00,94082968.18
"FIN","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",155.00,155.00,155612,155612.00,"","","","","",""
"FIN","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",80706.00,80706.00,82133,82133.00,83517,83517,83500,83500,84600.00,84600.00
"FIN","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",5069.00,0.00,1407,0.00,1822,0,15568,"",15212.00,""
"FIN","S",999,"Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)",34118831.00,34118831.00,34363164,34363164.00,34362809,34362809,42355839,42355839,42355897.00,42355897.44
"FIN","S",999,"Territorial Financing (Part I.1 - Federal-Provincial Fiscal Arrangements Act)","Financement des territoires (Partie I.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",3288281700.00,3288281700.00,3469215474,3469215474.00,3561034002,3561034002,3602979726,3602979726,3681830727.00,3681830727.00
"FIN","S",999,"Wait Times Reduction Transfer (PartV.1) Federal-Provincial Fiscal Arrangements Act)","Transfert visant la réduction des temps d'attente (Partie V.I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)",250000000.00,250000000.00,"","","","","","","",""
"FIN","S",999,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)",-762975225.00,-762975225.00,-767147511,-767147511.00,-810613866,-810613866,-804534285,-804534285,-856507839.00,-856507839.00
"FJA",1,1,"Operating/Program","Fonctionnement/Programme","","",9167040,8160332.00,9393635,7703337,9850888,8542826,9798887.00,8814268.00
"FJA",5,1,"Operating/Program","Fonctionnement/Programme","","",3212464,2944764.00,3589292,2302903,3110713,2571867,4354115.00,3165256.00
"FJA",20,1,"Operating/Program","Fonctionnement/Programme",9228335.00,8552642.00,"","","","","","","",""
"FJA",25,1,"Operating/Program","Fonctionnement/Programme",1614741.00,1526534.00,"","","","","","","",""
"FJA","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",912668.00,912668.00,825717,825717.00,777547,777547,794821,794821,833111.00,833110.69
"FJA","S",999,"Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office","Traitements, indemnités et pensions des juges, pensions aux conjoints et aux enfants des juges et montants forfaitaires versés aux conjoints des juges qui décèdent pendant leur mandat",490350437.00,490350437.00,505689613,505689613.00,532643045,532643045,534886933,534886933,555637296.00,555637296.40
"FJA","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",269.00,0.00,269,0.00,211,0,211,"","",""
"FO",1,1,"Operating/Program","Fonctionnement/Programme",1342830136.00,1283415415.00,1218749887,1192531762.00,1324553594,1253876670,1457907255,1342300961,1596275770.00,1575248652.00
"FO",5,2,"Capital","Capital",409220882.00,299367218.00,486379801,328877619.00,843027082,705255421,1064918555,792860998,972766433.00,783924389.00
"FO",10,3,"Grants & Contributions","Subventions et Contributions",88234171.00,85270463.00,91509966,89709841.00,96921760,94266293,101998451,99552292,159739308.00,128862428.00
"FO","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",136349927.00,136349927.00,123462717,123462717.00,116954768,116954768,115253587,115253587,128337289.00,128337289.61
"FO","S",999,"Losses on Foreign Exchange","Pertes sur opérations de change",5191.00,5191.00,564483,564483.00,"","",14155,14155,"",""
"FO","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",77932.00,77932.00,94510,94510.00,770457,770457,24129,24129,1340.00,1340.00
"FO","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",79102.00,79102.00,80300,80300.00,82328,82328,65045,65045,84600.00,84600.00
"FO","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",3498411.00,1837938.00,3183217,1646057.00,4041765,1591998,6417822,2607069,7118562.00,4005669.84
"FORDQ",1,1,"Operating/Program","Fonctionnement/Programme",42166754.00,38574722.00,40344328,37486267.00,40162346,36633385,40094152,37611815,41462811.00,40309823.00
"FORDQ",5,3,"Grants & Contributions","Subventions et Contributions",260895889.00,225935280.00,212168051,212168051.00,221432801,218493572,275461718,274425676,268614505.00,266825784.00
"FORDQ","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",4795815.00,4795815.00,4243598,4243598.00,4070043,4070043,3887552,3887552,4280276.00,4280275.49
"FORDQ","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",33238.00,0.00,18321,0.00,42809,0,53958,27590,12952.00,12859.00
"FTRAC",1,1,"Operating/Program","Fonctionnement/Programme","","",47571864,46417795.00,51257552,49892982,53683898,50443518,51484046.00,50174856.00
"FTRAC",30,1,"Operating/Program","Fonctionnement/Programme",47765502.00,46181452.00,"","","","","","","",""
"FTRAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",5522731.00,5522731.00,4986635,4986635.00,5059409,5059409,4963007,4963007,5072934.00,5072933.70
"FTRAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","","","","","","",46,"",197.00,""
"GG",1,1,"Operating/Program","Fonctionnement/Programme",17756042.00,17271740.00,18160255,17954982.00,19722711,19419192,20447070,19834381,20895046.00,20489098.00
"GG","S",999,"Annuities payable under the Governor General's Act","Pensions payables en vertu de la Loi sur le gouverneur général(L.R.C. (1985), ch. G-9)",545374.00,545374.00,551361,551361.00,560186,560186,567469,567469,647449.00,647448.72
"GG","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",2202224.00,2202224.00,2072844,2072844.00,2049489,2049489,1969157,1969157,2021739.00,2021739.11
"GG","S",999,"Salary of the Governor General","Traitement du gouverneur général",271071.00,271071.00,276200,276200.00,285804,285804,289042,289042,293119.00,293118.75
"GG","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",21110.00,16095.00,5653,5653.00,6457,3421,3695,3036,5157.00,5157.21
"GSC",1,1,"Operating/Program","Fonctionnement/Programme",2163396447.00,2085289360.00,1720909702,1653272183.00,1775974752,1684654681,2005220938,1930668064,2382567749.00,2231626713.00
"GSC",5,2,"Capital","Capital",691151109.00,654842004.00,1158489653,985519900.00,1327296947,1057647220,1399493452,1187447922,1552612676.00,1297049674.00
"GSC","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",1050.00,1050.00,6292,6292.00,"","","","","",""
"GSC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",111673495.00,111673495.00,106441935,106441935.00,106776806,106776806,102749433,102749433,113101697.00,113101696.64
"GSC","S",999,"Defence Production Revolving Fund","Fonds renouvelable de la production de défense",100000000.00,0.00,100000000,0.00,100000000,0,100000000,"",100000000.00,""
"GSC","S",999,"Losses on Foreign Exchange","Pertes d'opérations de change",222565.00,222565.00,"","","","","","","",""
"GSC","S",999,"Optional Services Revolving Fund","Fonds renouvelable des services optionnels",35619485.00,1609214.00,34010271,5361598.00,28648673,1105997,27542676,-9145982,36688658.00,1498439.56
"GSC","S",999,"Payment in lieu of taxes to municipalities and other taxing authorities","Paiement en remplacement d'impôts fonciers versés aux municipalités et à d'autres autorités taxatrices",-733.00,-733.00,0,0.00,310,310,31455045,31455045,6789983.00,6789983.00
"GSC","S",999,"Real Property Services Revolving Fund","Fonds renouvelable des Services immobiliers",197993195.00,-4336597.00,204427431,20289805.00,184137626,-10871291,195008917,-29042510,224051427.00,7375084.88
"GSC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",102149.00,102149.00,472871,472871.00,29854,29854,"","",216745.00,216744.87
"GSC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",78700.00,78700.00,80300,80300.00,82328,82328,83500,83500,84234.00,84234.15
"GSC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",616802.00,188707.00,627769,290845.00,685105,143494,685267,289677,508231.00,173971.17
"GSC","S",999,"Translation Bureau Revolving Fund","Fonds renouvelable du Bureau de la traduction",28389883.00,-2545780.00,32446663,-4572218.00,37018881,-6253689,43272570,-9078442,52351012.00,2991783.06
"H",1,1,"Operating/Program","Fonctionnement/Programme",1955617295.00,1863065740.00,1846890446,1788480069.00,1832091969,1804922604,1987121049,1925790694,1676824185.00,1573216945.00
"H",5,2,"Capital","Capital",27576593.00,21683176.00,35926781,29332692.00,34939454,30601816,36586833,28922226,42011767.00,31395566.00
"H",10,3,"Grants & Contributions","Subventions et Contributions",1660583534.00,1640642661.00,1755536333,1726041096.00,1810889706,1791950569,2039368714,1993219093,1789471481.00,1669373765.00
"H","S",999,"Canada Health Infoway Inc.","Inforoute Santé du Canada Inc.",106193803.00,106193803.00,87956664,87956664.00,82700467,82700467,37877924,37877924,25847647.00,25847647.00
"H","S",999,"Collection Agency Fees","Honoraires - Agence de recouvrement",14196.00,14196.00,10776,10776.00,7732,7732,1756,1756,748.00,747.71
"H","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",135961159.00,135961159.00,122846472,122846472.00,118316444,118316444,114907547,114907547,108646504.00,108646503.98
"H","S",999,"Court Awards","Montants adjugés par une cour","","",247179,247179.00,13000,13000,687003,687003,"",""
"H","S",999,"Payments in Connection with the Patent Act (Patented Medicines)","Paiements en vertu de la Loi sur les brevets (Médicaments brevetés)","","","","","","","","",30000000.00,30000000.00
"H","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",934351.00,934351.00,635102,635102.00,306597,306597,233066,233066,171575.00,171575.27
"H","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",78700.00,78700.00,80300,80300.00,75425,75425,83500,83500,85510.00,85509.68
"H","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",916188.00,160420.00,907390,72957.00,578993,578992,580326,530896,303294.00,43095.82
"H","S",999,"Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act","Dépense des recettes provenant des autres ministères pour lesquels le ministre est responsable, conformément au paragraphe 4.2(4) de la Loi sur le ministère de la Santé",59275995.00,59275995.00,57688797,57688797.00,50698065,50698065,50175018,50175018,52271356.00,52271356.25
"H","S",999,"Transfer Payments in Connection with the Budget Implementation Act","Paiements de transfert reliés en application de la Loi d'exécution du budget",169296.00,169296.00,1081862,1081862.00,960441,960441,788401,788401,"",""
"HC",1,1,"Operating/Program","Fonctionnement/Programme","","",300136321,285880329.00,296489898,278879657,326299103,302931032,350717392.00,328003649.00
"HC",5,1,"Operating/Program","Fonctionnement/Programme",296145501.00,277998639.00,"","","","","","","",""
"HC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",34416770.00,34416770.00,32146565,32146565.00,31054926,31054926,32767447,32767447,35218892.00,35218891.59
"HC","S",999,"Members of the House of Commons - Salaries and allowances of Officers and Members of the House of Commons under the Parliament of Canada Act and contributions to the Members of Parliament Retiring Allowances Account and the Members of Parliament Retirement Compensation Arrangements Account","Députés - Traitements et indemnités des agents supérieurs et des députés de la Chambre des communes en vertu de la Loi sur le Parlement du Canada et contributions au compte d'allocations de retraite des parlementaires et au compte de convention de retraite des parlementaires",102195629.00,102195629.00,103800908,103800908.00,114396785,114396785,109195919,109195919,127160169.00,127160169.55
"HMIRC",35,1,"Operating/Program","Fonctionnement/Programme",0.00,0.00,"","","","","","","",""
"HRSD",1,1,"Operating/Program","Fonctionnement/Programme",682273930.00,645699959.00,639180915,618337341.00,647794611,628710808,732182880,685357826,788261723.00,767753791.00
"HRSD",5,3,"Grants & Contributions","Subventions et Contributions",1821358192.00,1697786241.00,1755397995,1570718755.00,1717777708,1559677506,2023568756,1878816951,2474223696.00,2395965056.00
"HRSD",7,4,"Debt Forgiveness","Radiation de dettes","","",294647678,287430643.00,62859,62290,178370098,174802163,203470823.00,200039294.00
"HRSD",9,4,"Debt Forgiveness","Radiation de dettes","","","","",175959012,172045002,"","","",""
"HRSD","S",999,"Allowance payments (Old Age Security Act)","Versements d'allocations (Loi sur la sécurité de la vieillesse)",528202660.00,528202660.00,531413924,531413924.00,512566866,512566866,530236046,530236046,544791267.99,544791267.99
"HRSD","S",999,"Canada Disability Savings Bond payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals with disabilities","Paiements de Bons canadiens pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistrés d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles",83427379.00,83427379.00,104996129,104996129.00,160169689,160169689,179917592,179917592,149550677.00,149550677.09
"HRSD","S",999,"Canada Disability Savings Grant payments to Registered Disability Savings Plan issuers on behalf of Registered Disability Savings Plan beneficiaries to encourage long-term financial security of eligible individuals disabilities","Paiements de Subventions canadiennes pour l'épargne-invalidité aux émetteurs de régimes enregistrés d'épargne-invalidité au nom des bénéficiaires du régime enregistré d'épargne-invalidité afin d'encourager la sécurité financière à long terme des personnes handicapées admissibles",190281476.00,190281476.00,230569779,230569779.00,273250623,273250623,320180391,320180391,338169730.00,338169730.24
"HRSD","S",999,"Canada Education Savings grant payments to Registered Educations Savings Plans (RESPs) trustees on behalf of RESP beneficiaries to encourage Canadians to save for post-secondary education for their children","Paiements de Subventions canadiennes pour l'épargne-études aux fiduciaires de régimes enregistrés d'épargne-études (REEE) au nom des bénéficiaires des REEE afin d'encourager les Canadiens à épargner pour les études postsecondaires de leurs enfants",760199839.00,760199839.00,781081862,781081862.00,820635620,820635620,858638013,858638013,899290584.00,899290583.66
"HRSD","S",999,"Canada Learning Bond payments to Registered Education Savings Plan trustees on behalf of Registered Education Savings Plan beneficiaries to support access to post-secondary education for children from low-income families","Paiements de Bons d'études canadiens aux fiduciaires de régimes enregistrés d'épargne-études au nom des bénéficiaires des régimes enregistré d'épargne-études afin d'appuyer l'accès à l'éducation postsecondaire des enfants de familles à faible revenu",105899211.00,105899211.00,104132462,104132462.00,118906530,118906530,133343188,133343188,164812403.00,164812403.07
"HRSD","S",999,"Canada Student Grants to qualifying full and part-time students pursuant to the Canada Student Financial Assistance Act","Bourses canadiennes aux fins d'études destinées aux étudiants à temps plein et à temps partiel admissibles aux termes de la Loi fédérale sur l'aide financière aux étudiants",725360274.00,725360274.00,706839634,706839634.00,713927230,713927230,974571302,974571302,1322960042.70,1322960042.70
"HRSD","S",999,"Civil Service Insurance actuarial liability adjustments","Redressement du passif actuariel de l'assurance de la fonction publique","","","","",69540,69540,"","","",""
"HRSD","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",241812820.00,241812820.00,231341394,231341394.00,230416985,230416985,227233834,227233834,249363078.00,249363077.82
"HRSD","S",999,"Energy Cost Benefit","Prestation liée au coût de l'énergie",-2833.00,-2833.00,-250,-250.00,-250,-250,"","",-125.00,-125.00
"HRSD","S",999,"Guaranteed Income Supplement Payments (Old Age Security Act)","Versements du Supplément de revenu garanti (Loi sur la sécurité de la vieillesse)",9372773071.00,9372773071.00,10066152466,10066152466.00,9921659952,9921659952,10922423837,10922423837,11658538967.84,11658538967.84
"HRSD","S",999,"Old Age Security payments (Old Age Security Act)","Versements de la Sécurité de la vieillesse (Loi sur la sécurité de la vieillesse)",31911357696.00,31911357696.00,33535507278,33535507278.00,35050472599,35050472599,36749167282,36749167282,38409875247.00,38409875246.99
"HRSD","S",999,"Payments of compensation respecting government employees (Government Employees Compensation Act) and merchant seamen (Merchant Seamen Compensation Act)","Paiements d'indemnités à des agents de l'État (Loi sur l'indemnisation des agents de l'État) et à des marins marchands (Loi sur l'indemnisation des marins marchands)",40534130.00,40534130.00,37372916,37372916.00,29653765,29653765,40229133,40229133,33449719.00,33449719.24
"HRSD","S",999,"Payments related to the direct financing arrangement under the Apprentice Loans Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi sur les prêts aux apprentis","","","","",1650327,1650327,3684676,3684676,2933298.00,2933298.55
"HRSD","S",999,"Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act","Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants",558049063.00,558049063.00,630521664,630521664.00,618363897,618363897,662379311,662379311,797826410.00,797826409.72
"HRSD","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",342569.00,342569.00,1077092,1077092.00,506805,506805,188471,188471,823191.00,823190.93
"HRSD","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",164422.00,164422.00,164600,164600.00,167034,167034,167316,167316,169231.00,169230.60
"HRSD","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",236305.00,66828.00,502669,209070.00,452061,188442,366334,193482,246632.00,196992.00
"HRSD","S",999,"Spending pursuant to section 12(4) of the Canada Education Savings Act","Dépenses en vertu du paragraphe 12(4) de la Loi canadienne sur l'épargne-études",1671777.00,913588.00,1758246,1250011.00,1659583,315999,2803592,1151348,2667186.00,1650952.00
"HRSD","S",999,"Supplementary retirement benefits — Annuities agents' pensions","Prestations de retraite supplémentaires - Pensions pour les agents des rentes sur l'État",2671.00,2671.00,1478,1478.00,250,250,"","","",""
"HRSD","S",999,"The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act","Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants",9756281.00,9756281.00,9599947,9599947.00,7321936,7321936,5470040,5470040,7510934.00,7510934.37
"HRSD","S",999,"The provision of funds for interest payments to lending institutions under the Canada Student Loans Act","Paiements d'intérêts aux institutions de crédit en vertu de la Loi fédérale sur les prêts aux étudiants",3571.00,3571.00,-751,-751.00,308,308,-182,-182,"",""
"HRSD","S",999,"The provision of funds for liabilities including liabilities in the form of guaranteed loans under the Canada Student Loans Act","Paiements relatifs aux obligations contractées sous forme de prêts garantis en vertu de la Loi fédérale sur les prêts aux étudiants",-6944621.00,-6944621.00,-5284207,-5284207.00,-4938086,-4938086,-4229434,-4229434,-3029064.00,-3029063.96
"HRSD","S",999,"Transfer Payments in Connection with the Budget Implementation Act","Financement pluriannuel initial à Passeport pour ma réussite Canada afin d'appuyer ses programmes d'intervention précoce communautaires qui aideront les jeunes défavorisés à accéder aux études postsecondaires au Canada",9000000.00,9000000.00,"","","","","","","",""
"HRSD","S",999,"Universal Child Care Benefit (Universal Child Care Benefit Act)","Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)",2740095187.00,2740095187.00,2738493220,2738493220.00,8758825034,8758825034,1976071992,1976071992,12517048.00,12517048.45
"HRSD","S",999,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité",32131039.00,32131039.00,22830715,22830715.00,23401319,23401319,18971126,18971126,16088897.00,16088897.35
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","","",190023783,190023783.00,183478242,183478242,149205625,147474006,139951886.00,139951886.00
"IDRC",45,5,"Payments to Crown Corps","Paiement aux sociétés d'État",226416279.00,202416279.00,"","","","","","","",""
"IJC",1,1,"Operating/Program","Fonctionnement/Programme","","",6714405,6275459.00,6515840,6132731,6727679,5986508,9866742.00,6924451.00
"IJC",50,1,"Operating/Program","Fonctionnement/Programme",6663750.00,6045036.00,"","","","","","","",""
"IJC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",624859.00,624859.00,489493,489493.00,485992,485992,464115,464115,494837.00,494837.45
"INAC",1,1,"Operating/Program","Fonctionnement/Programme",1527574416.00,1336860834.00,1401102704,1141408972.00,1486190289,1264223992,996549309,871749610,952086512.00,757396283.00
"INAC",5,2,"Capital","Capital",19165727.00,6632304.00,46441764,39030056.00,57702846,57134402,55425958,47675818,52015211.00,28783127.00
"INAC",7,4,"Debt Forgiveness","Radiation de dettes","","","","","","","","",526408.00,523804.00
"INAC",9,4,"Debt Forgiveness","Radiation de dettes","","","","","","","","",100115.00,100114.00
"INAC",10,3,"Grants & Contributions","Subventions et Contributions",7011938885.00,6509861747.00,7057148703,6319998924.00,7165401325,6486296604,8260274763,8045438294,7271847632.00,7084289390.00
"INAC","S",999,"Contributions in connection with First Nations infrastructure","Contributions relatives à l'infrastructure des Premières Nations","","",26502251,26502251.00,26730568,26730568,28067096,28067096,8548450.00,8548450.40
"INAC","S",999,"Contributions to Indspire (Budget 2013)","Contributions à Indspire (Budget fédéral de 2013)",5000000.00,5000000.00,"","","","","","","",""
"INAC","S",999,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés",67882982.00,67882982.00,60728768,60728768.00,56221978,56221978,55375191,55375191,43811162.00,43811162.13
"INAC","S",999,"Court Awards","Montants adjugés par une cour",689148.00,689148.00,5599688,5599688.00,727665,727665,10031934,10031934,37790842.00,37790842.27
"INAC","S",999,"Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act","Subvention au gouvernement du Nunatsiavut pour la mise en oeuvre de l'Accord sur les revendications territoriales des Inuits du Labrador en vertu de la Loi sur l'Accord sur les revendications territoriales des Inuits du Labrador",18357713.00,18357713.00,18357713,18357713.00,"","","","","",""
"INAC","S",999,"Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts","Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des Lois sur le règlement des revendications territoriales globales",67664956.00,67664956.00,69051514,69051514.00,57412370,57412370,69236768,69236768,62777288.00,62777288.24
"INAC","S",999,"Grassy Narrows and Islington Bands Mercury Disability Board","Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington","","","","","","","","","",""
"INAC","S",999,"Indian Annuities Treaty payments","Rentes versées aux Indiens - Paiements en vertu de traités",1540176.00,1540176.00,2124013,2124013.00,1853406,1853406,2242647,2242647,1966368.00,1966367.65
"INAC","S",999,"Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique","","",93106,93106.00,2155491,2155491,"","","",""
"INAC","S",999,"Payment from the Consolidated Revenue Fund of guaranteed loans issued out of the Indian economic development account (authorized limit $60,000,000)","Paiement sur le Trésor en vertu de prêts garantis émis du Compte d'expansion économique des Indiens (limite autorisée 60 000 000 $)",32490796.00,0.00,32490796,0.00,32490796,0,32490796,"","",""
"INAC","S",999,"Payments to comprehensive claim beneficiaries in compensation for resource royalties","Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources",2135808.00,2135808.00,3486346,3486346.00,507993,507993,997670,997670,1673606.00,1673606.00
"INAC","S",999,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs",21387337.00,21387337.00,3944447,3944447.00,372556,372556,1196122,1196122,1330169.00,1330168.94
"INAC","S",999,"Salary and Motor Car Allowance","Traitement et allocation pour automobile",78700.00,78700.00,80300,80300.00,82328,82328,83500,83500,85767.00,85766.69
"INAC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État",2461678.00,1399970.00,3445197,1247040.00,3051372,1575313,2774078,410401,3171633.00,345725.39
"INDSC",3,1,"Operating/Program","Fonctionnement/Programme","","","","","","","","",777604722.00,705938292.00
"INDSC",7,2,"Capital","Capital","","","","","","","","",4380354.00,3915458.00
"INDSC",13,3,"Grants & Contributions","Subventions et Contributions","","","","","","","","",3600228503.00,3528465874.00
"INDSC","S",999,"Contributions in connection with First Nations infrastructure","Contributions relatives à l'infrastructure des Premières Nations","","","","","","","","",19518645.60,19518645.60
"INDSC","S",999,"Contributions to employee benefit plans","S0790","","","","","","","","",29939140.00,29939139.67
"INDSC","S",999,"Court Awards","S0788","","","","","","","","",19000.00,19000.00
"INDSC","S",999,"Indian Annuities Treaty payments","Rentes versées aux Indiens - Paiements en vertu de traités","","","","","","","","",10.00,10.00
"INDSC","S",999,"Payment from the Consolidated Revenue Fund of guaranteed loans issued out of the Indian economic development account (authorized limit $60,000,000). Change in Ministry responsibility (Indian Affairs and Northern Development)","Paiement sur le Trésor en vertu de prêts garantis émis du Compte d'expansion économique des Indiens (limite autorisée 60 000 000 $). Changement de responsabilité du portefeuille ministériel (Affaires indiennes et du Nord canadien)","","","","","","","","",32490796.00,""
"INDSC","S",999,"Spending of proceeds from the disposal of surplus Crown assets","S0789","","","","","","","","",64771.00,2184.12
"INVIC",3,1,"Operating/Program","Fonctionnement/Programme","","","","","","","","",11103293.00,2032683.00
"IPC",1,1,"Operating/Program","Fonctionnement/Programme","","",10626443,10487222.00,10076401,9731861,13574140,11818752,12634041.00,12507692.00
