"id","parent_id","name_en","name_fr","description_en","description_fr","planned_spend_pa_last_year","spend_pa_last_year","drr_spend_expl_en","drr_spend_expl_fr","planned_fte_pa_last_year","fte_pa_last_year","drr_fte_expl_en","drr_fte_expl_fr"
"P1191-0057","INDSC-X0002","Administration of Reserve Land","Gestion des terres de réserve","This sub-program: creates, monitors and registers the rights and interests in reserve lands (including the Federal Management of Oil and Gas Interests in the Reserve Land Program, which manages and regulates oil and gas development on First Nation reserve lands through Indian Oil and Gas Canada); defines reserve boundaries; and administers land management policies and processes, including additions to reserve. This sub-program further administers band moneys (capital and revenue moneys) — pursuant to sections 61 to 69 of the Indian Act— held within the Consolidated Revenue Fund for the use and benefit of bands and their members. This sub-program uses funding from the following transfer payment(s): Contributions for the purpose of consultation and policy development; and Grants to First Nations to settle specific and special claims negotiated by Canada and/or awarded by the Specific Claims Tribunal.","Ce sous-programme : crée, surveille et enregistre les intérêts juridiques dans les terres de réserve (y compris le programme Gestion fédérale des intérêts pétroliers et du gaz dans les terres des réserves, qui administre et réglemente l’exploitation du pétrole et du gaz sur les terres de réserve des Premières Nations, par l’entremise de Pétrole et gaz des Indiens du Canada); définit les limites des réserves; et administre les politiques et les processus en matière de gestion des terres, y compris les ajouts aux réserves. De plus, ce sous-programme administre, conformément aux articles 61 à 69 de la Loi sur les Indiens, les fonds des bandes (capitaux et revenus) détenus dans le Trésor à l’usage et au profit des bandes et de leurs membres. Ce sous-programme a recours au financement des paiements de transfert suivants : Contributions au titre des consultations et de l’élaboration des politiques ; et Subventions aux Premières Nations pour le règlement de revendications particulières et spéciales négocié par le Canada ou imposé par le Tribunal des revendications particulières.",0.00,0.00,"Indigenous Services Canada was established pursuant to Order in Council, effective November 30, 2017.","Services aux Autochtones Canada a été établie suivant un décret, effectif le 30 novembre 2017",0.00,164.00,"Indigenous Services Canada was established pursuant to Order in Council, effective November 30, 2017.","Services aux Autochtones Canada a été établie suivant un décret, effectif le 30 novembre 2017"
"P1191-0058","INDSC-X0002","Contaminated Sites (On-Reserve)","Sites contaminés (dans les réserves)","This sub-program supports the assessment and remediation of contaminated sites on reserve lands and on other lands under the Department’s custodial responsibility. It also supports First Nations to make investments in waste management systems that are critical to protecting the environment, health and safety, while improving the readiness of First Nation communities to access economic opportunities. This sub-program uses funding from the following transfer payment(s): Contributions to First Nations for the management of contaminated sites and funding provided in Budget 2016 for the First Nation Solid Waste Management Initiative.","Ce sous-programme soutient l’évaluation et l’assainissement des sites contaminés situés dans des terres de réserve et d’autres terres qui relèvent de la responsabilité du Ministère. Il soutient aussi les Premières Nations afin qu’elles procèdent à des investissements dans les systèmes de gestion des déchets qui sont essentiels pour protéger l’environnement, la santé et la sécurité. Ces mesures améliorent aussi la préparation des collectivités des Premières Nations en vue de profiter des occasions économiques. Ce sous-programme a recours au financement des paiements de transfert suivants : Contributions versées aux Premières Nations pour la gestion de sites contaminés et financement versé dans le budget de 2016 pour l’Initiative de gestion des déchets solides dans les Premières Nations.",0.00,0.00,"Indigenous Services Canada was established pursuant to Order in Council, effective November 30, 2017.","Services aux Autochtones Canada a été établie suivant un décret, effectif le 30 novembre 2017",0.00,42.00,"Indigenous Services Canada was established pursuant to Order in Council, effective November 30, 2017.","Services aux Autochtones Canada a été établie suivant un décret, effectif le 30 novembre 2017"
"P2007-0007","P1007-0010","EcoAction Community Funding","Financement communautaire ÉcoAction","This funding program was established to provide financial support to not-for-profit and non-governmental organizations for community projects that have measurable positive impacts on the environment. Projects funded by EcoAction protect, rehabilitate or enhance the environment and build the capacity of communities and individuals to sustain these activities. Projects are funded in one of four priority areas: clean air, climate change, clean water or nature. The success of EcoAction projects requires the involvement of community members, including volunteers. This program uses funding from the following transfer payment: EcoAction 2000 – Community Funding Service.","Ce programme de financement soutient des projets communautaires d’organisations sans but lucratif et non gouvernementales qui ont des incidences positives mesurables sur l’environnement. Les projets financés par ÉcoAction protègent, restaurent ou améliorent l’environnement, et renforcent la capacité des collectivités et des personnes de se livrer à ces activités. Les projets financés appartiennent à l’un des quatre domaines prioritaires suivants : la qualité de l’air, les changements climatiques, la qualité de l’eau ou le milieu naturel. La réussite des projets d’ÉcoAction repose sur la participation de membres de la collectivité, dont des bénévoles. Ce programme utilise du financement provenant du paiement de transfert suivant : ÉcoAction 2000 – Service de financement communautaire.",5789392.00,5751307.00,"","",14.00,15.35,"",""
"P2007-0008","P1007-0010","Environmental Damages Fund","Fonds pour dommages à l’environnement","The Environmental Damages Fund (EDF), administered by Environment and Climate Change Canada on behalf of the Government of Canada, provides a mechanism for directing monies received as a result of fines, court orders and voluntary payments related to environmental infractions to priority projects that will benefit Canada’s natural environment. Environment and Climate Change Canada works closely with other government departments to ensure that court awarded fines are used for projects with positive environmental impacts and in a manner as intended by the court. EDF projects, including restoration, environmental quality improvement, research and development, and education and awareness, are managed with oversight from Environment and Climate Change Canada. Eligible recipients include non-governmental organizations, universities and other academic institutions, Indigenous groups, and provincial, territorial and municipal governments. EDF program partners include Transport Canada, Fisheries and Oceans Canada, and Parks Canada.","Le Fonds pour dommages à l’environnement (FDE), qu’administre Environnement et Changement climatique Canada pour le compte du gouvernement du Canada, est assorti d’un mécanisme pour l’affectation à des projets prioritaires qui avantageront l’environnement naturel du Canada des sommes provenant d’amendes, d’ordonnances judiciaires et de paiements volontaires pour des infractions d’ordre environnemental. Environnement et Changement climatique Canada travaille de près avec les autres ministères pour veiller à ce que les amendes imposées par les tribunaux soient affectées à des projets ayant des retombées environnementales positives et de la manière prévue par le tribunal. Les projets du FDE, y compris la restauration, l’amélioration de la qualité de l’environnement, la recherche développement, et l’éducation et la sensibilisation, sont gérés sous la surveillance d’Environnement et Changement climatique Canada. Les bénéficiaires admissibles sont les organisations non gouvernementales, les universités et les autres établissements d’enseignement, les groupes autochtones, les gouvernements provinciaux et territoriaux et les administrations municipales. Les partenaires du programme FDE comprennent Transports Canada, Pêches et Océans Canada et Parcs Canada.",486118.00,353029.00,"This is mainly due to less revenues received from court awards than planned initially for the Environmental Damages Fund.","Cela est principalement attribuable à la diminution des revenus du montant adjugé par les tribunaux par rapport à ce qui a été prévu au départ pour le Fonds pour dommages à l’environnement.",5.00,3.44,"This is mainly due to a realignment of resources between programs.","Cela est principalement attribuable à la redistribution des ressources entre les programmes."
"P2007-0009","P1007-0010","Environmental Youth Employment","Programme d’emploi jeunesse en environnement","This program manages the Science Horizons Youth Internship Program, which is part of the federal Youth Employment Strategy led by Employment and Social Development Canada. Under the Science Horizons Youth Internship Program, wage subsidies are provided to qualifying organizations to support youth employment in science, technology, engineering, and mathematics (STEM). Funding recipients include small and medium enterprises, post-secondary educational institutions, provincial and municipal governments, and non-government organizations across Canada. This program uses funding from the following transfer payment: Contributions for the Science Horizons Youth Internship Program.","Ce programme gère le Programme de stages Horizons Sciences pour les jeunes, qui fait partie de la Stratégie emploi jeunesse dirigée par Emploi et Développement social Canada. Le Programme de stages Horizons Sciences pour les jeunes prévoit le versement de subventions salariales aux organismes admissibles pour appuyer l’emploi des jeunes dans les sciences, la technologie, l’ingénierie et les mathématiques (STIM). Les bénéficiaires du financement comprennent les petites et moyennes entreprises, les établissements d’enseignement postsecondaire, les provinces et les municipalités et les organisations non gouvernementales à l’échelle du Canada. Ce programme utilise du financement provenant du paiement de transfert suivant : Contributions pour le programme de stages Horizons Sciences pour les jeunes.",3151292.00,14053307.00,"This is mainly due to additional funding received throughout the year for the Youth Employment Strategy Initiative.","Cela est principalement attribuable au financement supplémentaire reçu tout au long de l’année pour l’initiative Stratégie emploi jeunesse.",0.00,1.95,"This is mainly due to additional funding received throughout the year for the Youth Employment Strategy Initiative.","Cela est principalement attribuable au financement supplémentaire reçu tout au long de l’année pour l’initiative Stratégie emploi jeunesse."
"P2007-0017","P1007-0022","Industrial Sector Emissions","Émissions du secteur industriel","This program aims to reduce emissions of air pollutants (APs) and greenhouse gases (GHGs) from industrial sectors under the Canadian Environmental Protection Act, 1999 (CEPA 1999). Key activities include the development of GHG standards and regulations for electricity, oil and gas, and emissions-intensive trade-exposed (EITE) sectors and the finalization of AP standards, regulations and other risk management instruments for major industrial sectors and equipment types, as part of the Air Quality Management System. This also includes negotiating and developing equivalency agreements with interested provinces or territories. It is responsible for reporting requirements under CEPA 1999 for tracking and reporting releases of harmful substances and for the design and implementation of an electronic data collection and management system, which provides a harmonized system for reporting on GHG and AP emissions. The program provides information to Canadians and decision makers about the environmental and health impacts associated with air pollutants. This program may use funding from the following transfer payment: Climate Change and Clean Air.","Ce programme vise à réduire, en vertu de la Loi canadienne sur la protection de l’environnement (1999) (LCPE 1999), les émissions de polluants atmosphériques (PA) et de gaz à effet de serre (GES) provenant des secteurs industriels. Ses principales activités sont l’élaboration de normes et de règlements pour les GES provenant des secteurs de la production d’électricité, du pétrole et du gaz et des industries touchées par les échanges et rejetant de grandes quantités d’émissions, ainsi que la mise au point de normes, de règlements et d’autres instruments de gestion du risque des PA pour les principaux secteurs et types d’équipement industriel, dans le cadre du Système de gestion de la qualité de l’air. Le travail consiste aussi à négocier et à élaborer des accords d’équivalence avec les provinces ou les territoires intéressés. En vertu de la LCPE 1999, il incombe à ce programme de pister les rejets de substances nuisibles, et d’en faire rapport; il lui incombe aussi de concevoir et de mettre en œuvre un système électronique de gestion et de collecte des données pour permettre un système harmonisé pour la déclaration des émissions de GES et de PA). Le programme donne aux Canadiens et aux décideurs de l’information sur les incidences environnementales et sanitaires des polluants atmosphériques. Ce programme peut utiliser du financement provenant du paiement de transfert suivant : Changements climatiques et air pur.",86965640.00,102744181.00,"This is mainly due to new funding for activities under Clean growth Climate Change and  Addressing Air Pollution.","Cela est principalement attribuable au nouveau financement destiné aux activités réalisées dans le cadre des initiatives associées à la croissance propre et aux changements climatiques et à lutte contre la pollution atmosphérique",548.00,573.63,"",""
"P2007-0018","P1007-0022","Transportation Sector Emissions","Émissions du secteur des transports","Under the Canadian Environmental Protection Act, 1999, this program aims to reduce emissions from transportation sources (vehicles, engines and fuels) through key activities such as the delivery of sound science and scientific advice, the development of greenhouse gas (GHG) and air pollutant regulations and the implementation and administration of those regulations. These activities also include scientific testing and emissions verification to ensure compliance with standards. In addition, the program works with Transport Canada to address air pollutant and GHG emissions from maritime shipping, through development of new domestic and international standards, and recommends practices for marine vessels in collaboration with the International Maritime Organization. As well, it shares information and identifies areas of joint interest with provinces and territories toward reducing emissions through the Mobile Sources Working Group. This program may use funding from the following transfer payment: Climate Change and Clean Air.","En vertu de la Loi canadienne sur la protection de l’environnement (1999), ce programme vise à réduire les émissions du secteur du transport (véhicules, moteurs et carburants, y compris les biocarburants) par des activités clés, comme de solides recherches scientifiques rigoureuses et la prestation de avis scientifiques ainsi que l’élaboration, la mise en œuvre et l’application de règlements sur les gaz à effet de serre (GES) et les polluants atmosphériques (PA). Ces activités comprennent aussi des tests scientifiques et la vérification des émissions afin que les normes soient respectées. En outre, le programme collabore avec Transports Canada pour lutter contre les polluants atmosphériques et les émissions de GES provenant du transport maritime par l’élaboration de nouvelles normes nationales et internationales, et recommande certaines pratiques aux navires en collaboration avec l’Organisation maritime internationale. Par l’entremise du Groupe de travail sur les sources mobiles, il partage des informations et identifie des domaines d’intérêts communs avec les provinces et les territoires en vue de réduire les émissions. Ce programme peut utiliser du financement provenant du paiement de transfert suivant : Changements climatiques et air pur.",21882993.00,25741520.00,"This is mainly due to new funding for activities under Clean growth Climate Change and  Addressing Air Pollution.","Cela est principalement attribuable au nouveau financement destiné aux activités réalisées dans le cadre des initiatives associées à la croissance propre et aux changements climatiques et à lutte contre la pollution atmosphérique",151.00,172.05,"This is mainly due to new funding for activities under Clean growth Climate Change and  Addressing Air Pollution .","Cela est principalement attribuable au nouveau financement destiné aux activités réalisées dans le cadre des initiatives associées à la croissance propre et aux changements climatiques et à lutte contre la pollution atmosphérique."
"P2013-0025","P1013-0009","Criminal Justice and Legal Representation","Justice pénale et représentation juridique","The Department supports access to justice and the efficient functioning of the Canadian justice system. The Department provides contribution funding to Provinces to help ensure that economically disadvantaged individuals have access to legal advice, representation and information for criminal law, youth criminal justice and immigration and refugee matters. Provinces, territories, or their legal aid service delivery entities also receive funding for the management and delivery of court-ordered counsel in federal prosecutions, and for legal assistance in national security matters. In addition, grants and contributions funding is also made available to a wide range of other recipients to support: (1) alternatives to incarceration for non?violent drug addicted offenders; (2) Special Advocates in Division 9 proceedings under the Immigration and Refugee Protection Act; (3) the prosecution of capital market fraud cases; (4) the development of public legal education resources; and (5) projects that assist in developing effective responses to trends and issues effecting Canadian justice policy. This sub-sub-program uses funding from the following grants and contributions programs: Legal Aid Program (includes Criminal Legal Aid, Public Security and Anti-terrorism Legal Aid, Immigration and Refugee Legal Aid and Court-Ordered Counsel in Federal Prosecutions), Drug Treatment Court Funding Program, Integrated Market Enforcement Teams Reserve Fund, Special Advocates Program, International Institute for the Unification of Private Law (Unidroit), The Hague Conference on Private International Law, and Justice Partnership and Innovation Program.","Le Ministère soutient l’accès à la justice et au fonctionnement efficace du système de justice canadien. Le Ministère remet des contributions financières aux provinces pour que les personnes défavorisées sur le plan économique aient accès à des conseils juridiques, à une représentation et à de l’information en matière de droit criminel, de justice pénale pour les jeunes, d’immigration et de statut de réfugiés. Les provinces, les territoires et leurs entités responsables de la prestation d’une aide juridique reçoivent également du financement pour la gestion et la prestation des services d’avocats désignés dans les poursuites fédérales et pour de l’aide juridique concernant les questions de sécurité nationale. De plus, une vaste gamme d’autres bénéficiaires reçoivent des subventions et contributions pour les aider dans les domaines suivants : 1) des solutions de rechange à l’incarcération pour les délinquants toxicomanes non violents, 2) des avocats spéciaux dans le cadre de procédures en vertu de la section 9 de la Loi sur l’immigration et la protection des réfugiés, 3) la poursuite dans les cas de fraude sur les marchés financiers, 4) l’élaboration de ressources de vulgarisation juridique et 5) les projets d’aide à l’élaboration de réactions efficaces aux tendances et aux problèmes qui touchent la politique canadienne en matière de justice. Ce sous-sous programme est financé par des fonds provenant des programmes de subventions et de contributions suivants : le Programme d’aide juridique (y compris les services d’aide juridique en matière criminel et de sécurité publique et de lutte contre le terrorisme, l’aide juridique aux immigrants et aux réfugiés et les services d'avocats désignés dans les poursuites fédérales), le Programme de financement des tribunaux de traitement de la toxicomanie, le Fonds de réserve des équipes intégrées de la police des marchés financiers, le Programme des avocats spéciaux, l’Institut international pour l'unification du droit privé (UNIDROIT), la Conférence de La Haye de droit international privé et le Programme de partenariat et d'innovation du ministère de la Justice.",134596351.00,152477756.00,"The variance is explained by additional in-year funding received for the renewal of sunsetting initiatives.","L'écart s’explique par des fonds supplémentaire reçus en cours d'exercice pour le renouvellement de fonds affectés aux initiatives temporaires.",12.00,10.00,"The variance is explained by additional in-year funding received for the renewal of sunsetting initiatives.  The FTE plan was based on approved funding for this program at that time.","L'écart s’explique par des fonds supplémentaire reçus en cours d'exercice pour le renouvellement de fonds affectés aux initiatives temporaires.  Les ETP prévu était basé sur le financement approuvé pour ce programme à ce moment."
"P2013-0026","P1013-0009","Victims of Crime","Victimes d’actes criminels","The Department, through grants and contributions funding, aims to give victims of crime a more effective voice in the criminal justice system. As part of the Federal Victims Strategy, the Department provides funding to provincial and territorial governments and non-governmental organizations to increase awareness and knowledge of victim issues, legislation and services available, as well as to develop and deliver victim programs, services and assistance to meet gaps in services for victims of crime. The Department also provides direct, limited, emergency financial assistance to individual victims in certain specified circumstances, including travel for registered victims to attend Parole Board of Canada hearings and for Canadians victimized abroad. This sub-sub-program uses funding from the following grants and contributions program: the Victims Fund.","Par le biais de subventions et de contributions financières, le Ministère veut donner aux victimes d’actes criminels une voix plus efficace au sein du système de justice pénale. Dans le cadre de la Stratégie fédérale d’aide aux victimes, le Ministère offre un soutien financier aux gouvernements provinciaux et territoriaux, ainsi qu’aux organisations non gouvernementaux, pour accroître la sensibilisation et connaissance quant aux questions liées aux victimes, aux lois et aux services disponibles, et pour élaborer et offrir des programmes, des services et de l’aide visant à combler les lacunes dans les services d’aide aux victimes d’actes criminels. Dans des circonstances précises, le Ministère dispense une aide financière directe, limitée et en urgence à des victimes individuelles, y compris pour le déplacement des victimes inscrites afin qu’elles puissent assister aux audiences de la Commission des libérations conditionnelles du Canada et pour aider les Canadiens et les Canadiennes victimes d’actes criminels à l’étranger. Ce sous-sous programme est financé par des fonds provenant du programme de subventions et de contributions suivant : le Fonds d’aide aux victimes.",28157649.00,26891637.00,"","",4.00,5.00,"The variance is due to day to day variations in staffing processes.","L'écart est attribuable aux variations normales dans le processus de dotation."
"P2013-0027","P1013-0009","Youth Justice","Justice pour les jeunes","The Department promotes the protection of the public by supporting programs and services that are consistent with the objectives of the Youth Criminal Justice Act. The Department provides contribution funding to the provinces and territories for programs and services aimed at youth in conflict with the law, which encourages their accountability, rehabilitation and reintegration into the community; promotes diversion from the formal court process where appropriate; and reserves custody for the most serious offenders. Funding is also provided to the provinces and territories for specialized therapeutic programs and services for youth with mental health needs who are convicted of a serious violent offence. Finally, funding is available to a wide range of recipients for projects that encourage a more effective youth justice system, respond to youth justice issues and enable greater citizen and community participation in the youth justice system. Such projects include programs specifically aimed at youth in conflict with the law, training for justice professionals and youth service providers and research. Funding is provided through the following grants and contributions programs: Youth Justice Services Funding Program, Intensive Rehabilitative Custody and Supervision Program and the Youth Justice Fund.","Le Ministère protège le public en soutenant les programmes et les services qui vont de pair avec les objectifs de la Loi sur le système de justice pénale pour les adolescents. Le Ministère verse des contributions financières aux provinces et aux territoires pour les programmes et les services qui s’adressent aux adolescents en conflit avec la loi et qui favorisent la responsabilisation, la réadaptation et la réinsertion de adolescents dans leur collectivité, qui font la promotion d’autres options que le processus judiciaire officiel, lorsque cela est approprié, et qui réservent l’incarcération aux délinquants les plus dangereux. Les provinces et les territoires reçoivent également un financement pour des programmes et des services thérapeutiques spécialisés destinés aux adolescents condamnés pour une infraction violente grave qui ont des besoins en santé mentale particuliers. Finalement, du financement est offert à un large éventail de bénéficiaires pour des projets qui favorisent un système de justice pour adolescents plus efficace, qui abordent les questions de justice pour les jeunes et qui permettent une participation citoyenne et communautaire accrue dans le système de justice pour les jeunes. De tels projets comprennent des programmes conçus particulièrement pour les adolescents en conflit avec la loi, de la formation pour les professionnels de la justice, des fournisseurs de services aux jeunes et de la recherche. Le financement provient des programmes de subventions et de contributions suivants : le Programme de financement des services de justice pour les jeunes, le Programme de placement et de surveillance dans le cadre d’un programme intensif de réadaptation et le Fonds de de justice pour les jeunes.",157967435.00,157695382.00,"","",4.00,4.00,"",""
"P2013-0028","P1013-0009","Family Justice","Justice familiale","The Department, through grants and contributions funding, provides support to Canadians experiencing separation and divorce by facilitating the effective delivery of programs and services, such as parent education, mediation, support enforcement and child support recalculation, and by developing family law information and training resources. Family justice funding assists the provinces and territories to develop and provide family justice services and programs that are aimed at enhancing the capacity of parents to reach appropriate custody, access and support agreements and to comply with those agreements. Federal funding also assists non?governmental organizations in developing family law information and training resources, supports implementation of the Department’s legislative obligations and policy priorities in the area of family justice, and provides support to program evaluation by collecting and reporting on the funding data. This sub-sub-program uses funding from the following grants and contributions program: the Supporting Families Fund.","Par le truchement des subventions et des contributions financières, le Ministère fournit un soutien aux Canadiens et aux Canadiennes qui vivent une séparation ou un divorce en facilitant la prestation efficace de programmes et de services, notamment des programmes d’éducation sur le rôle parental, la médiation, le nouveau calcul de la pension alimentaire pour enfants et en préparant du matériel d’information et de formation dans le domaine de la justice familiale. Le financement relatif à la justice familiale aide les provinces et les territoires à établir et à fournir des services et des programmes de justice familiale permettant d’améliorer la capacité des parents de conclure des ententes appropriées relativement à la garde, aux droits de visite et aux pensions alimentaires et de respecter ces ententes. Le financement fédéral aide également les organisations non gouvernementales à préparer du matériel d’information et de formation dans le domaine de la justice familiale, appuie la mise en application des obligations législatives et des priorités stratégiques du Ministère dans le domaine de la justice familiale et fournit du soutien quant à l’évaluation des programmes en permettant la collecte de données et la production de rapports sur l’utilisation des fonds. Ce sous-sous programme est financé par des fonds provenant du programme de subventions et de contributions suivant : le Fonds de soutien des familles.",0.00,16161788.00,"The variance is explained by additional in-year funding received for the renewal of the sunsetting initiative.","L'écart s’explique par des fonds supplémentaire reçus en cours d'exercice pour le renouvellement de fonds affectés à l'initiative temporaire.",0.00,2.00,"The variance is explained by additional in-year funding received for the renewal of the sunsetting initiative.  The FTE plan was based on approved funding for this program at that time.","L'écart s’explique par des fonds supplémentaire reçus en cours d'exercice pour le renouvellement de fonds affectés à l'initiative temporaire.  Les ETP prévu était basé sur le financement approuvé pour ce programme à ce moment."
"P2013-0029","P1013-0009","Aboriginal and Northern Justice","Autochtones et justice dans le Nord","The Department contributes funding to the provinces and territories for programs and services that provide culturally appropriate assistance to Indigenous people navigating the criminal justice system. The Department also provides funding to a range of recipients who deliver programs provide culturally relevant alternatives to the mainstream justice system for Indigenous people. Finally, the Department provides contribution funding to the territories to help ensure that Northern residents have access to legal representation and advice as well as information on the justice system. Funding is provided through the following grants and contributions programs: Indigenous Justice Program (previously the Aboriginal Justice Strategy), Indigenous Courtwork Program (previously the Aboriginal Courtwork Program), and Access to Justice Services Agreements in the territories.","Le Ministère verse un financement aux provinces et aux territoires pour les programmes et les services qui apportent un soutien approprié du point de vue culturel aux Autochtones qui sont entrés dans le système de justice criminelle. Le Ministère fournit également des fonds à divers destinataires dont les programmes offrent des solutions de rechange au système de justice traditionnel destinées aux Autochtones. Finalement, le Ministère fournit des contributions financières aux territoires afin d’aider à garantir aux résidents du Nord un accès à de la représentation et à des conseils juridiques, ainsi qu’à de l’information au sujet du système de justice. Le financement provient des programmes de subventions et de contributions suivants : Programme de justice pour les Autochtones (anciennement appelé la Stratégie de justice applicable aux Autochtones), le Programme d’aide  parajudiciaire aux Autochtones (anciennement appelé le Programme d’assistance parajudiciaire applicable aux Autochtones) et les ententes sur les services d’accès à la justice dans les territoires.",18491083.00,28496326.00,"The variance is explained by additional in-year funding received for the renewal of sunsetting initiatives.","L'écart s’explique par des fonds supplémentaire reçus en cours d'exercice pour le renouvellement de fonds affectés aux initiatives temporaires.",14.00,13.00,"",""
"P2013-0030","P1013-0009","Justice in Official Languages","Justice en langues officielles","The Department, through grants and contributions funding, provides support to improve access to justice in both official languages to persons navigating the justice system. The Department manages the Access to Justice in Both Official Languages Support Fund and takes positive measures to fulfil the federal government’s commitment contained in section 41 of the Official Languages Act toward the development of official language minority communities and the promotion of English and French. The Department also manages the Contraventions Act Fund that provides funding to provinces, territories and municipalities where the Contraventions Act is implemented so that they can provide justice services on behalf of the federal government in a manner consistent with the applicable language rights involving compliance with judicial services as set out in sections 530 and 530.1 of the Criminal Code and extra-judicial services as set out in Part IV of the Official Languages Act. This sub-sub-program uses funding from the following grants and contributions programs: Access to Justice in Both Official Languages Support Fund and Contraventions Act Fund.","Par le truchement des subventions et de contributions financières, le Ministère fournit une aide pour améliorer l’accès à la justice dans les deux langues officielles pour les personnes aux prises avec le système de justice. Le Ministère gère le Fonds d'appui à l'accès à la justice dans les deux langues officielles et prend des mesures constructives pour respecter l’engagement du gouvernement fédéral énoncé à l’article 41 de la Loi sur les langues officielles afin d’assurer le développement des communautés de langue officielle en situation minoritaire et la promotion de l’anglais et du français. Le Ministère administre également le Fonds pour l'application de la Loi sur les contraventions qui verse un financement aux provinces, aux territoires et aux municipalités où la Loi sur les contraventions est mise en application afin qu’ils puissent offrir des services de justice, au nom du gouvernement fédéral, d’une manière conforme aux droits linguistiques applicables, en particulier en ce qui a trait au respect des services judiciaires comme prévu aux articles 530 et 530.1 du Code criminel et des services extrajudiciaires comme établis à la partie IV de la Loi sur les langues officielles. Ce sous-sous programme est financé par des fonds provenant des programmes de subventions et de contributions suivants : Fonds d’appui à l’accès à la justice dans les deux langues officielles et le Fonds pour la Loi sur les contraventions.",15857634.00,11143273.00,"The variance is primarily explained by the fact that the funds allocated reflect the need amongst participating jurisdictions only under the Implementation of Official Languages Requirements under the Contravention Act. Not all Provinces are participating at the moment.","L'écart s'explique principalement par le fait que les fonds alloués reflètent le besoin parmi les juridictions participantes seulement sous la Mise en application des exigences en langues officielles à l’égard de la Loi sur les contraventions. Pas toutes les provinces participent en ce moment.",10.00,9.00,"The variance is due to day to day variations in staffing processes.","L'écart est attribuable aux variations normales dans le processus de dotation."
"P2014-0023","P1014-0008","Occupational Health and Safety","Santé et sécurité professionnelles","This program has the goal of reducing work-related accidents and illnesses in federal jurisdiction workplaces. It also develops and amends occupational health and safety legislation and regulations for federally regulated workplaces and the federal public service and produces tools to assist employers and employees in understanding their roles and responsibilities under the Canada Labour Code. The program develops and disseminates promotional material and advises employers on how to achieve compliance with the Canada Labour Code. It also conducts inspections and investigations, issues directions to employers to comply with the legislation and, if necessary, initiates prosecutions. Further, a grant is disbursed that supports federal workplace health and safety objectives linked to Part II of the Canada Labour Code.","Ce programme vise la réduction des maladies et des accidents professionnels dans les milieux de travail de compétence fédérale. De plus, les responsables du programme élaborent et modifient les lois et les règlements sur la santé et la sécurité au travail régissant les milieux de travail assujettis à la réglementation fédérale et la fonction publique fédérale, et produisent les outils nécessaires pour aider les employeurs et les employés à comprendre leurs rôles et leurs responsabilités en vertu du Code canadien du travail. Ils élaborent et diffusent également du matériel promotionnel et conseillent les employeurs sur la façon de se conformer au Code canadien du travail. Ils réalisent également des inspections et des enquêtes, communiquent des directives aux employeurs pour qu’ils se conforment aux lois et entament des poursuites, au besoin. De plus, une subvention est accordée afin de favoriser l’atteinte des objectifs fédéraux en matière de santé et de sécurité en milieu de travail, objectifs qui sont liés à la partie II du Code canadien du travail.",21519701.00,26758481.00,"The actual spending is higher than anticipated; resources realignment continues to be necessary across the sub-programs.","Les dépenses réelles sont supérieures aux prévisions; la réorganisation des ressources est toujours nécessaire dans les sous-programmes.",208.00,203.00,"No significant variance","Aucun écart significatif."
"P2014-0024","P1014-0008","Federal Workers’ Compensation","Service fédéral d’indemnisation des accidentés du travail","This program oversees income maintenance, medical benefits, support of the return to work process and vocational rehabilitation services to workers in the federal public sector who sustain an occupational injury or illness. It also provides benefits to injured merchant seamen, survivors of employees slain on duty and inmates. The program ensures compliance with federal statutes through collaboration with federal departments and agencies, employees and provincial workers’ compensation boards. Shorter reporting times will result in earlier intervention and, subsequently, quicker returns to work, positively influencing worker productivity and social and financial costs.","Ce programme permet d’encadrer le maintien du revenu, l’assurance-maladie, le soutien du processus de retour au travail ainsi que les services de réadaptation professionnelle offerts aux travailleurs du secteur public fédéral ayant une blessure ou une maladie professionnelle. Il accorde aussi des prestations aux marins marchands blessés, aux survivants d’employés tués en devoir et aux détenus. Le programme permet d’assurer la conformité avec les lois fédérales grâce à la collaboration avec les ministères et les organismes fédéraux, les employés et les commissions provinciales d’indemnisation des accidents du travail. Les courts délais de déclaration se traduiront par une plus grande rapidité d’intervention et de retour au travail, ce qui favorise la productivité des travailleurs et diminue les coûts sociaux et financiers.",48757145.00,37661960.00,"No significant variance","Aucun écart significatif.",62.00,50.00,"The difference between Planned and Actual FTEs reflects the need for a realignment of FTEs across sub-programs.","La différence entre le nombre d’équivalents temps plein (ETP) prévu et réel reflète le besoin de réaménager les ETP dans les sous-programmes."
